,domain,argtype,premises,conclusion,scm,is_osherson
339,Mammals,Specific,"('Beavers', 'Mice')",Giraffes,7.076754385964912,0.0
433,Mammals,Specific,"('Mice', 'Rabbits')",Hippos,7.0866228070175445,0.0
331,Mammals,Specific,"('Squirrels', 'Rabbits')",Rhinos,7.095394736842106,0.0
338,Mammals,Specific,"('Squirrels', 'Hamsters')",Lions,7.114035087719298,0.0
329,Mammals,Specific,"('Beavers', 'Hedgehogs')",Elephants,7.178728070175439,0.0
305,Mammals,Specific,"('Rhinos', 'Hippos')",Rabbits,7.182017543859649,0.0
380,Mammals,Specific,"('Hippos', 'Giraffes')",Mice,7.245614035087719,0.0
391,Mammals,Specific,"('Hedgehogs', 'Hamsters')",Donkeys,7.451754385964913,0.0
342,Mammals,Specific,"('Squirrels', 'Rabbits')",Horses,7.490131578947369,0.0
321,Mammals,Specific,"('Zebras', 'Rhinos')",Mice,7.496710526315789,0.0
366,Mammals,Specific,"('Squirrels', 'Rabbits')",Tigers,7.542763157894738,0.0
373,Mammals,Specific,"('Giraffes', 'Tigers')",Mice,7.594298245614035,0.0
355,Mammals,Specific,"('Lions', 'Wolves')",Hedgehogs,7.640350877192983,0.0
395,Mammals,Specific,"('Camels', 'Giraffes')",Cats,7.8826754385964914,0.0
401,Mammals,Specific,"('Tigers', 'Lions')",Squirrels,7.8826754385964914,0.0
434,Mammals,Specific,"('Hedgehogs', 'Sheep')",Elephants,7.899122807017543,0.0
404,Mammals,Specific,"('Rhinos', 'Elephants')",Wolves,7.9089912280701755,0.0
427,Mammals,Specific,"('Sheep', 'Elephants')",Hedgehogs,8.031798245614036,0.0
356,Mammals,Specific,"('Deer', 'Wolves')",Hedgehogs,8.110745614035087,0.0
360,Mammals,Specific,"('Horses', 'Lions')",Hedgehogs,8.208333333333334,0.0
367,Mammals,Specific,"('Elephants', 'Llamas')",Squirrels,8.349780701754387,0.0
310,Mammals,Specific,"('Cats', 'Foxes')",Cows,8.398026315789474,0.0
424,Mammals,Specific,"('Hedgehogs', 'Wolves')",Elephants,8.44078947368421,0.0
357,Mammals,Specific,"('Camels', 'Horses')",Cats,8.448464912280702,0.0
306,Mammals,Specific,"('Sheep', 'Zebras')",Beavers,8.468201754385966,0.0
304,Mammals,Specific,"('Cows', 'Sheep')",Mice,8.485745614035089,0.0
326,Mammals,Specific,"('Wolves', 'Hippos')",Beavers,8.634868421052632,0.0
314,Mammals,Specific,"('Tigers', 'Deer')",Squirrels,8.639254385964913,0.0
417,Mammals,Specific,"('Beavers', 'Camels')",Tigers,8.667763157894736,0.0
334,Mammals,Specific,"('Hamsters', 'Giraffes')",Foxes,8.744517543859649,0.0
394,Mammals,Specific,"('Foxes', 'Deer')",Hippos,8.930921052631579,0.0
365,Mammals,Specific,"('Sheep', 'Hippos')",Deer,9.083333333333334,0.0
416,Mammals,Specific,"('Zebras', 'Mice')",Cats,9.145833333333332,0.0
343,Mammals,Specific,"('Deer', 'Rabbits')",Rhinos,9.216008771929824,0.0
419,Mammals,Specific,"('Wolves', 'Cats')",Squirrels,9.231359649122808,0.0
398,Mammals,Specific,"('Camels', 'Beavers')",Elephants,9.273026315789473,0.0
383,Mammals,Specific,"('Beavers', 'Llamas')",Dogs,9.290570175438596,0.0
319,Mammals,Specific,"('Lions', 'Hedgehogs')",Rhinos,9.400219298245613,0.0
431,Mammals,Specific,"('Sheep', 'Dogs')",Rabbits,9.408991228070175,0.0
336,Mammals,Specific,"('Beavers', 'Horses')",Tigers,9.455043859649123,0.0
388,Mammals,Specific,"('Squirrels', 'Mice')",Rabbits,9.603070175438596,0.0
385,Mammals,Specific,"('Deer', 'Rabbits')",Foxes,9.610745614035087,0.0
350,Mammals,Specific,"('Deer', 'Zebras')",Lions,9.702850877192983,0.0
408,Mammals,Specific,"('Sheep', 'Giraffes')",Elephants,9.712719298245615,0.0
364,Mammals,Specific,"('Lions', 'Mice')",Dogs,9.76206140350877,0.0
420,Mammals,Specific,"('Lions', 'Cows')",Rhinos,9.80043859649123,0.0
322,Mammals,Specific,"('Camels', 'Beavers')",Donkeys,9.930921052631579,0.0
407,Mammals,Specific,"('Hamsters', 'Camels')",Hedgehogs,9.986842105263158,0.0
332,Mammals,Specific,"('Hippos', 'Hedgehogs')",Zebras,10.06688596491228,0.0
397,Mammals,Specific,"('Cows', 'Giraffes')",Llamas,10.138157894736842,0.0
371,Mammals,Specific,"('Llamas', 'Beavers')",Hamsters,10.158991228070175,0.0
346,Mammals,Specific,"('Foxes', 'Llamas')",Tigers,10.24780701754386,0.0
421,Mammals,Specific,"('Lions', 'Cows')",Hippos,10.30043859649123,0.0
353,Mammals,Specific,"('Cats', 'Sheep')",Llamas,10.339912280701753,0.0
412,Mammals,Specific,"('Zebras', 'Sheep')",Llamas,10.468201754385966,0.0
344,Mammals,Specific,"('Llamas', 'Zebras')",Giraffes,10.487938596491228,0.0
345,Mammals,Specific,"('Cats', 'Hippos')",Cows,10.56030701754386,0.0
309,Mammals,Specific,"('Cows', 'Beavers')",Donkeys,10.588815789473683,0.0
300,Mammals,Specific,"('Squirrels', 'Llamas')",Zebras,10.696271929824562,0.0
317,Mammals,Specific,"('Hippos', 'Horses')",Cows,10.707236842105264,0.0
414,Mammals,Specific,"('Llamas', 'Hamsters')",Giraffes,10.966008771929825,0.0
303,Mammals,Specific,"('Beavers', 'Mice')",Hamsters,10.99780701754386,0.0
413,Mammals,Specific,"('Hamsters', 'Donkeys')",Llamas,11.115131578947368,0.0
349,Mammals,Specific,"('Dogs', 'Cows')",Cats,11.150219298245613,0.0
301,Mammals,Specific,"('Llamas', 'Lions')",Cats,11.18969298245614,0.0
327,Mammals,Specific,"('Hamsters', 'Cats')",Rabbits,11.332236842105264,0.0
386,Mammals,Specific,"('Giraffes', 'Dogs')",Foxes,11.354166666666668,0.0
325,Mammals,Specific,"('Hamsters', 'Deer')",Squirrels,11.384868421052632,0.0
337,Mammals,Specific,"('Camels', 'Wolves')",Llamas,11.462719298245613,0.0
403,Mammals,Specific,"('Zebras', 'Beavers')",Donkeys,11.526315789473685,0.0
393,Mammals,Specific,"('Wolves', 'Beavers')",Dogs,11.67763157894737,0.0
384,Mammals,Specific,"('Donkeys', 'Hamsters')",Zebras,11.720394736842106,0.0
382,Mammals,Specific,"('Lions', 'Hippos')",Rhinos,11.731359649122808,0.0
378,Mammals,Specific,"('Hippos', 'Tigers')",Rhinos,11.798245614035089,0.0
369,Mammals,Specific,"('Foxes', 'Squirrels')",Wolves,11.847587719298247,0.0
359,Mammals,Specific,"('Hamsters', 'Elephants')",Mice,11.850877192982455,0.0
423,Mammals,Specific,"('Camels', 'Wolves')",Dogs,11.857456140350877,0.0
402,Mammals,Specific,"('Hippos', 'Wolves')",Dogs,11.871710526315791,0.0
352,Mammals,Specific,"('Zebras', 'Mice')",Hamsters,12.014254385964911,0.0
341,Mammals,Specific,"('Tigers', 'Cats')",Lions,12.225877192982455,0.0
429,Mammals,Specific,"('Horses', 'Wolves')",Foxes,12.384868421052632,0.0
372,Mammals,Specific,"('Tigers', 'Squirrels')",Cats,12.400219298245613,0.0
320,Mammals,Specific,"('Tigers', 'Llamas')",Cats,12.425438596491228,0.0
392,Mammals,Specific,"('Hippos', 'Cats')",Tigers,12.455043859649123,0.0
390,Mammals,Specific,"('Tigers', 'Rabbits')",Lions,12.491228070175438,0.0
432,Mammals,Specific,"('Hamsters', 'Tigers')",Cats,12.553728070175438,0.0
389,Mammals,Specific,"('Horses', 'Deer')",Zebras,12.55921052631579,0.0
318,Mammals,Specific,"('Beavers', 'Zebras')",Horses,12.763157894736842,0.0
315,Mammals,Specific,"('Squirrels', 'Horses')",Zebras,13.018640350877194,0.0
375,Mammals,Specific,"('Zebras', 'Donkeys')",Horses,13.177631578947366,0.0
307,Mammals,Specific,"('Elephants', 'Donkeys')",Horses,13.206140350877192,0.0
348,Mammals,Specific,"('Llamas', 'Donkeys')",Horses,13.242324561403507,0.0
335,Mammals,Specific,"('Deer', 'Horses')",Donkeys,13.269736842105264,0.0
316,Mammals,Specific,"('Horses', 'Hippos')",Donkeys,13.338815789473685,0.0
363,Mammals,Specific,"('Horses', 'Tigers')",Donkeys,13.598684210526315,0.0
534,Vehicles,General,"('Sleds', 'Skateboards')",Vehicles,7.472222222222221,0.0
447,Vehicles,General,"('Helicopters', 'Rockets')",Vehicles,7.547222222222222,0.0
460,Vehicles,General,"('Zeppelins', 'Rockets')",Vehicles,7.6305555555555555,0.0
480,Vehicles,General,"('Hovercraft', 'Submarines')",Vehicles,7.661111111111111,0.0
531,Vehicles,General,"('Rockets', 'Submarines')",Vehicles,7.697222222222223,0.0
516,Vehicles,General,"('Helicopters', 'Zeppelins')",Vehicles,7.766666666666667,0.0
455,Vehicles,General,"('Hovercraft', 'Rockets')",Vehicles,7.919444444444444,0.0
442,Vehicles,General,"('Submarines', 'Boats')",Vehicles,7.963888888888889,0.0
510,Vehicles,General,"('Zeppelins', 'Submarines')",Vehicles,7.974999999999999,0.0
468,Vehicles,General,"('Skateboards', 'Rockets')",Vehicles,8.005555555555555,0.0
482,Vehicles,General,"('Airplanes', 'Helicopters')",Vehicles,8.063888888888888,0.0
459,Vehicles,General,"('Boats', 'Hovercraft')",Vehicles,8.1,0.0
481,Vehicles,General,"('Helicopters', 'Submarines')",Vehicles,8.116666666666667,0.0
451,Vehicles,General,"('Rockets', 'Airplanes')",Vehicles,8.130555555555555,0.0
527,Vehicles,General,"('Skateboards', 'Bicycles')",Vehicles,8.174999999999999,0.0
466,Vehicles,General,"('Zeppelins', 'Hovercraft')",Vehicles,8.205555555555556,0.0
473,Vehicles,General,"('Airplanes', 'Zeppelins')",Vehicles,8.252777777777778,0.0
499,Vehicles,General,"('Skateboards', 'Helicopters')",Vehicles,8.291666666666666,0.0
479,Vehicles,General,"('Submarines', 'Skateboards')",Vehicles,8.297222222222222,0.0
491,Vehicles,General,"('Helicopters', 'Hovercraft')",Vehicles,8.302777777777777,0.0
450,Vehicles,General,"('Bicycles', 'Mopeds')",Vehicles,8.408333333333333,0.0
453,Vehicles,General,"('Sleds', 'Rockets')",Vehicles,8.419444444444444,0.0
503,Vehicles,General,"('Skateboards', 'Hovercraft')",Vehicles,8.480555555555556,0.0
530,Vehicles,General,"('Bicycles', 'Motorbikes')",Vehicles,8.480555555555556,0.0
452,Vehicles,General,"('Rockets', 'Boats')",Vehicles,8.519444444444444,0.0
441,Vehicles,General,"('Bicycles', 'Sleds')",Vehicles,8.527777777777779,0.0
470,Vehicles,General,"('Skateboards', 'Zeppelins')",Vehicles,8.616666666666667,0.0
490,Vehicles,General,"('Sleds', 'Submarines')",Vehicles,8.636111111111111,0.0
524,Vehicles,General,"('Zeppelins', 'Boats')",Vehicles,8.680555555555555,0.0
492,Vehicles,General,"('Skateboards', 'Mopeds')",Vehicles,8.691666666666666,0.0
518,Vehicles,General,"('Skateboards', 'Boats')",Vehicles,8.758333333333333,0.0
457,Vehicles,General,"('Trams', 'Trains')",Vehicles,8.780555555555557,0.0
501,Vehicles,General,"('Helicopters', 'Boats')",Vehicles,8.805555555555555,0.0
462,Vehicles,General,"('Hovercraft', 'Airplanes')",Vehicles,8.833333333333334,0.0
471,Vehicles,General,"('Rockets', 'Bicycles')",Vehicles,8.880555555555555,0.0
440,Vehicles,General,"('Carts', 'Sleds')",Vehicles,8.96111111111111,0.0
495,Vehicles,General,"('Carts', 'Skateboards')",Vehicles,8.96111111111111,0.0
448,Vehicles,General,"('Sleds', 'Tractors')",Vehicles,8.988888888888889,0.0
446,Vehicles,General,"('Tractors', 'Rockets')",Vehicles,9.072222222222223,0.0
463,Vehicles,General,"('Bicycles', 'Submarines')",Vehicles,9.072222222222223,0.0
515,Vehicles,General,"('Bicycles', 'Tractors')",Vehicles,9.15,0.0
475,Vehicles,General,"('Caravans', 'Sleds')",Vehicles,9.16388888888889,0.0
494,Vehicles,General,"('Trams', 'Sleds')",Vehicles,9.197222222222221,0.0
487,Vehicles,General,"('Hovercraft', 'Bicycles')",Vehicles,9.208333333333334,0.0
514,Vehicles,General,"('Rockets', 'Trams')",Vehicles,9.23611111111111,0.0
509,Vehicles,General,"('Tractors', 'Trams')",Vehicles,9.269444444444444,0.0
511,Vehicles,General,"('Rockets', 'Motorbikes')",Vehicles,9.277777777777779,0.0
461,Vehicles,General,"('Carriages', 'Skateboards')",Vehicles,9.322222222222223,0.0
445,Vehicles,General,"('Submarines', 'Mopeds')",Vehicles,9.344444444444445,0.0
474,Vehicles,General,"('Hovercraft', 'Tractors')",Vehicles,9.408333333333333,0.0
512,Vehicles,General,"('Zeppelins', 'Tractors')",Vehicles,9.433333333333332,0.0
484,Vehicles,General,"('Trains', 'Skateboards')",Vehicles,9.452777777777778,0.0
488,Vehicles,General,"('Bicycles', 'Trams')",Vehicles,9.477777777777778,0.0
505,Vehicles,General,"('Trains', 'Tractors')",Vehicles,9.491666666666667,0.0
469,Vehicles,General,"('Boats', 'Trams')",Vehicles,9.525,0.0
508,Vehicles,General,"('Helicopters', 'Trains')",Vehicles,9.53611111111111,0.0
437,Vehicles,General,"('Tractors', 'Carriages')",Vehicles,9.555555555555555,0.0
444,Vehicles,General,"('Trucks', 'Caravans')",Vehicles,9.744444444444445,0.0
454,Vehicles,General,"('Jeeps', 'Sleds')",Vehicles,9.752777777777778,0.0
477,Vehicles,General,"('Taxis', 'Skateboards')",Vehicles,9.772222222222222,0.0
496,Vehicles,General,"('Bicycles', 'Trains')",Vehicles,9.858333333333334,0.0
464,Vehicles,General,"('Mopeds', 'Airplanes')",Vehicles,9.891666666666667,0.0
520,Vehicles,General,"('Trams', 'Jeeps')",Vehicles,9.930555555555555,0.0
449,Vehicles,General,"('Taxis', 'Carts')",Vehicles,9.950000000000001,0.0
476,Vehicles,General,"('Jeeps', 'Bicycles')",Vehicles,9.952777777777778,0.0
485,Vehicles,General,"('Cars', 'Taxis')",Vehicles,9.966666666666667,0.0
529,Vehicles,General,"('Taxis', 'Trains')",Vehicles,10.069444444444445,0.0
478,Vehicles,General,"('Jeeps', 'Helicopters')",Vehicles,10.08611111111111,0.0
483,Vehicles,General,"('Rockets', 'Taxis')",Vehicles,10.08611111111111,0.0
525,Vehicles,General,"('Sleds', 'Vans')",Vehicles,10.127777777777778,0.0
456,Vehicles,General,"('Carriages', 'Boats')",Vehicles,10.155555555555557,0.0
507,Vehicles,General,"('Rockets', 'Vans')",Vehicles,10.166666666666666,0.0
467,Vehicles,General,"('Vans', 'Trains')",Vehicles,10.174999999999999,0.0
533,Vehicles,General,"('Carriages', 'Hovercraft')",Vehicles,10.197222222222221,0.0
472,Vehicles,General,"('Zeppelins', 'Jeeps')",Vehicles,10.233333333333334,0.0
486,Vehicles,General,"('Submarines', 'Trucks')",Vehicles,10.247222222222222,0.0
443,Vehicles,General,"('Carriages', 'Zeppelins')",Vehicles,10.280555555555555,0.0
458,Vehicles,General,"('Motorbikes', 'Taxis')",Vehicles,10.286111111111111,0.0
532,Vehicles,General,"('Vans', 'Cars')",Vehicles,10.28888888888889,0.0
521,Vehicles,General,"('Trucks', 'Boats')",Vehicles,10.319444444444445,0.0
438,Vehicles,General,"('Trucks', 'Carriages')",Vehicles,10.391666666666667,0.0
504,Vehicles,General,"('Vans', 'Boats')",Vehicles,10.397222222222222,0.0
493,Vehicles,General,"('Buses', 'Sleds')",Vehicles,10.56111111111111,0.0
502,Vehicles,General,"('Mopeds', 'Trucks')",Vehicles,10.561111111111112,0.0
523,Vehicles,General,"('Sleds', 'Cars')",Vehicles,10.569444444444445,0.0
500,Vehicles,General,"('Carriages', 'Buses')",Vehicles,10.577777777777778,0.0
436,Vehicles,General,"('Trucks', 'Cars')",Vehicles,10.591666666666667,0.0
519,Vehicles,General,"('Airplanes', 'Taxis')",Vehicles,10.622222222222222,0.0
497,Vehicles,General,"('Carriages', 'Cars')",Vehicles,10.688888888888888,0.0
522,Vehicles,General,"('Trams', 'Cars')",Vehicles,10.697222222222223,0.0
498,Vehicles,General,"('Airplanes', 'Buses')",Vehicles,10.77222222222222,0.0
506,Vehicles,General,"('Cars', 'Rockets')",Vehicles,10.800000000000002,0.0
439,Vehicles,General,"('Motorbikes', 'Cars')",Vehicles,10.858333333333334,0.0
528,Vehicles,General,"('Cars', 'Buses')",Vehicles,10.933333333333332,0.0
465,Vehicles,General,"('Submarines', 'Cars')",Vehicles,10.966666666666667,0.0
517,Vehicles,General,"('Cars', 'Helicopters')",Vehicles,11.002777777777778,0.0
489,Vehicles,General,"('Hovercraft', 'Cars')",Vehicles,11.036111111111111,0.0
513,Vehicles,General,"('Cars', 'Boats')",Vehicles,11.036111111111111,0.0
535,Vehicles,General,"('Cars', 'Zeppelins')",Vehicles,11.119444444444445,0.0
526,Vehicles,General,"('Cars', 'Airplanes')",Vehicles,11.313888888888888,0.0
568,Vehicles,Specific,"('Skateboards', 'Sleds')",Helicopters,6.136111111111111,0.0
575,Vehicles,Specific,"('Hovercraft', 'Submarines')",Motorbikes,6.430555555555555,0.0
620,Vehicles,Specific,"('Rockets', 'Zeppelins')",Mopeds,6.448611111111111,0.0
585,Vehicles,Specific,"('Bicycles', 'Mopeds')",Rockets,6.504166666666666,0.0
597,Vehicles,Specific,"('Submarines', 'Hovercraft')",Tractors,6.530555555555556,0.0
607,Vehicles,Specific,"('Zeppelins', 'Airplanes')",Bicycles,6.559722222222222,0.0
559,Vehicles,Specific,"('Zeppelins', 'Airplanes')",Skateboards,6.593055555555556,0.0
601,Vehicles,Specific,"('Helicopters', 'Hovercraft')",Bicycles,6.618055555555555,0.0
541,Vehicles,Specific,"('Mopeds', 'Bicycles')",Submarines,6.637499999999999,0.0
594,Vehicles,Specific,"('Helicopters', 'Rockets')",Trams,6.673611111111111,0.0
565,Vehicles,Specific,"('Submarines', 'Boats')",Tractors,6.781944444444444,0.0
542,Vehicles,Specific,"('Tractors', 'Skateboards')",Zeppelins,7.1194444444444445,0.0
625,Vehicles,Specific,"('Boats', 'Submarines')",Vans,7.215277777777778,0.0
628,Vehicles,Specific,"('Vans', 'Jeeps')",Rockets,7.329166666666667,0.0
595,Vehicles,Specific,"('Caravans', 'Boats')",Skateboards,7.391666666666666,0.0
557,Vehicles,Specific,"('Rockets', 'Sleds')",Bicycles,7.476388888888889,0.0
605,Vehicles,Specific,"('Submarines', 'Zeppelins')",Caravans,7.487499999999999,0.0
622,Vehicles,Specific,"('Trams', 'Bicycles')",Boats,7.5055555555555555,0.0
602,Vehicles,Specific,"('Carriages', 'Motorbikes')",Rockets,7.525,0.0
586,Vehicles,Specific,"('Boats', 'Skateboards')",Mopeds,7.579166666666667,0.0
556,Vehicles,Specific,"('Skateboards', 'Trucks')",Rockets,7.684722222222222,0.0
577,Vehicles,Specific,"('Vans', 'Jeeps')",Helicopters,7.7958333333333325,0.0
629,Vehicles,Specific,"('Mopeds', 'Helicopters')",Skateboards,7.862500000000001,0.0
596,Vehicles,Specific,"('Zeppelins', 'Sleds')",Caravans,7.9736111111111105,0.0
536,Vehicles,Specific,"('Zeppelins', 'Vans')",Bicycles,8.211111111111112,0.0
547,Vehicles,Specific,"('Helicopters', 'Hovercraft')",Rockets,8.318055555555556,0.0
546,Vehicles,Specific,"('Jeeps', 'Trucks')",Submarines,8.365277777777777,0.0
580,Vehicles,Specific,"('Rockets', 'Trains')",Submarines,8.405555555555555,0.0
623,Vehicles,Specific,"('Trucks', 'Trains')",Submarines,8.434722222222222,0.0
563,Vehicles,Specific,"('Tractors', 'Taxis')",Mopeds,8.441666666666666,0.0
632,Vehicles,Specific,"('Rockets', 'Carriages')",Submarines,8.726388888888888,0.0
610,Vehicles,Specific,"('Buses', 'Trucks')",Zeppelins,8.804166666666667,0.0
582,Vehicles,Specific,"('Boats', 'Bicycles')",Buses,8.816666666666666,0.0
608,Vehicles,Specific,"('Skateboards', 'Tractors')",Carts,8.852777777777778,0.0
576,Vehicles,Specific,"('Carriages', 'Sleds')",Tractors,9.061111111111112,0.0
631,Vehicles,Specific,"('Buses', 'Cars')",Zeppelins,9.166666666666666,0.0
572,Vehicles,Specific,"('Vans', 'Taxis')",Mopeds,9.170833333333334,0.0
545,Vehicles,Specific,"('Bicycles', 'Airplanes')",Skateboards,9.219444444444445,0.0
558,Vehicles,Specific,"('Helicopters', 'Cars')",Sleds,9.268055555555556,0.0
626,Vehicles,Specific,"('Carts', 'Mopeds')",Jeeps,9.29861111111111,0.0
599,Vehicles,Specific,"('Helicopters', 'Buses')",Boats,9.3625,0.0
538,Vehicles,Specific,"('Carriages', 'Rockets')",Bicycles,9.393055555555556,0.0
569,Vehicles,Specific,"('Vans', 'Trucks')",Trains,9.544444444444444,0.0
593,Vehicles,Specific,"('Trams', 'Carriages')",Jeeps,9.556944444444444,0.0
591,Vehicles,Specific,"('Hovercraft', 'Tractors')",Vans,9.670833333333334,0.0
633,Vehicles,Specific,"('Trucks', 'Buses')",Carriages,9.670833333333334,0.0
603,Vehicles,Specific,"('Helicopters', 'Skateboards')",Zeppelins,9.745833333333334,0.0
560,Vehicles,Specific,"('Taxis', 'Boats')",Carts,9.879166666666666,0.0
613,Vehicles,Specific,"('Tractors', 'Mopeds')",Jeeps,10.166666666666668,0.0
540,Vehicles,Specific,"('Carriages', 'Zeppelins')",Caravans,10.206944444444444,0.0
552,Vehicles,Specific,"('Skateboards', 'Jeeps')",Tractors,10.381944444444443,0.0
553,Vehicles,Specific,"('Tractors', 'Airplanes')",Jeeps,10.405555555555555,0.0
611,Vehicles,Specific,"('Carts', 'Cars')",Caravans,10.45,0.0
614,Vehicles,Specific,"('Trams', 'Vans')",Caravans,10.587499999999999,0.0
578,Vehicles,Specific,"('Cars', 'Bicycles')",Carriages,10.738888888888889,0.0
543,Vehicles,Specific,"('Trains', 'Trucks')",Caravans,10.768055555555556,0.0
630,Vehicles,Specific,"('Carts', 'Submarines')",Sleds,10.772222222222222,0.0
590,Vehicles,Specific,"('Jeeps', 'Airplanes')",Tractors,10.793055555555554,0.0
571,Vehicles,Specific,"('Vans', 'Boats')",Caravans,10.79861111111111,0.0
548,Vehicles,Specific,"('Carts', 'Zeppelins')",Sleds,10.883333333333333,0.0
549,Vehicles,Specific,"('Helicopters', 'Trucks')",Jeeps,10.998611111111112,0.0
554,Vehicles,Specific,"('Buses', 'Rockets')",Airplanes,11.144444444444446,0.0
592,Vehicles,Specific,"('Trams', 'Buses')",Vans,11.240277777777777,0.0
574,Vehicles,Specific,"('Trams', 'Trucks')",Cars,11.27361111111111,0.0
619,Vehicles,Specific,"('Buses', 'Mopeds')",Cars,11.4,0.0
617,Vehicles,Specific,"('Vans', 'Zeppelins')",Buses,11.544444444444444,0.0
616,Vehicles,Specific,"('Motorbikes', 'Sleds')",Bicycles,11.731944444444444,0.0
588,Vehicles,Specific,"('Boats', 'Trams')",Buses,11.7625,0.0
609,Vehicles,Specific,"('Trucks', 'Vans')",Cars,11.81111111111111,0.0
570,Vehicles,Specific,"('Motorbikes', 'Buses')",Trains,11.819444444444446,0.0
604,Vehicles,Specific,"('Trucks', 'Sleds')",Buses,12.008333333333333,0.0
634,Vehicles,Specific,"('Trams', 'Boats')",Hovercraft,12.029166666666667,0.0
612,Vehicles,Specific,"('Submarines', 'Buses')",Boats,12.10972222222222,0.0
584,Vehicles,Specific,"('Trucks', 'Motorbikes')",Buses,12.168055555555554,0.0
600,Vehicles,Specific,"('Bicycles', 'Carts')",Carriages,12.270833333333332,0.0
555,Vehicles,Specific,"('Helicopters', 'Carriages')",Airplanes,12.343055555555555,0.0
579,Vehicles,Specific,"('Carriages', 'Hovercraft')",Boats,12.365277777777777,0.0
606,Vehicles,Specific,"('Carts', 'Motorbikes')",Carriages,12.397222222222222,0.0
624,Vehicles,Specific,"('Motorbikes', 'Trucks')",Bicycles,12.434722222222224,0.0
537,Vehicles,Specific,"('Carts', 'Airplanes')",Helicopters,12.45138888888889,0.0
583,Vehicles,Specific,"('Trains', 'Carriages')",Carts,12.511111111111111,0.0
635,Vehicles,Specific,"('Carts', 'Vans')",Carriages,12.555555555555557,0.0
581,Vehicles,Specific,"('Trains', 'Boats')",Trams,13.084722222222222,0.0
561,Vehicles,Specific,"('Airplanes', 'Trams')",Trains,13.16388888888889,0.0
564,Vehicles,Specific,"('Bicycles', 'Trains')",Trams,13.195833333333335,0.0
598,Vehicles,Specific,"('Trams', 'Taxis')",Trains,13.200000000000001,0.0
587,Vehicles,Specific,"('Trams', 'Buses')",Trains,13.206944444444446,0.0
618,Vehicles,Specific,"('Trams', 'Vans')",Trucks,13.287500000000001,0.0
544,Vehicles,Specific,"('Submarines', 'Jeeps')",Cars,13.618055555555555,0.0
551,Vehicles,Specific,"('Boats', 'Jeeps')",Cars,13.666666666666666,0.0
621,Vehicles,Specific,"('Cars', 'Caravans')",Jeeps,13.7375,0.0
566,Vehicles,Specific,"('Cars', 'Motorbikes')",Jeeps,14.029166666666667,0.0
589,Vehicles,Specific,"('Taxis', 'Trains')",Cars,14.068055555555556,0.0
550,Vehicles,Specific,"('Trams', 'Mopeds')",Motorbikes,14.118055555555557,0.0
615,Vehicles,Specific,"('Taxis', 'Motorbikes')",Cars,14.176388888888889,0.0
627,Vehicles,Specific,"('Vans', 'Cars')",Taxis,14.177777777777777,0.0
567,Vehicles,Specific,"('Carriages', 'Mopeds')",Motorbikes,14.279166666666669,0.0
539,Vehicles,Specific,"('Jeeps', 'Mopeds')",Motorbikes,14.286111111111111,0.0
573,Vehicles,Specific,"('Trucks', 'Motorbikes')",Mopeds,14.568055555555556,0.0
562,Vehicles,Specific,"('Mopeds', 'Cars')",Motorbikes,14.679166666666667,0.0
