,batch_num,domain,argtype,is_osherson,is_single_premise,argument
525,1,Mammals,Specific,1.0,False,"[['Mice', 'Elephants'], 'Horses']"
526,1,Mammals,Specific,1.0,False,"[['Chimps', 'Elephants'], 'Horses']"
527,1,Mammals,Specific,1.0,False,"[['Cows', 'Squirrels'], 'Horses']"
528,1,Mammals,Specific,1.0,False,"[['Cows', 'Seals'], 'Horses']"
529,1,Mammals,Specific,1.0,False,"[['Cows', 'Chimps'], 'Horses']"
0,1,Mammals,Specific,1.0,True,"[['Rhinos'], 'Horses']"
1,1,Mammals,Specific,1.0,True,"[['Dolphins'], 'Horses']"
2,1,Mammals,Specific,1.0,True,"[['Elephants'], 'Horses']"
3,1,Mammals,Specific,1.0,True,"[['Chimps'], 'Horses']"
4,1,Mammals,Specific,1.0,True,"[['Squirrels'], 'Horses']"
5,1,Mammals,Specific,1.0,True,"[['Seals'], 'Horses']"
6,1,Mammals,Specific,1.0,True,"[['Mice'], 'Horses']"
7,1,Mammals,Specific,1.0,True,"[['Cows'], 'Horses']"
8,1,Mammals,Specific,1.0,True,"[['Gorillas'], 'Horses']"
220,1,Vehicles,General,0.0,False,"[['Submarines', 'Rockets'], 'Vehicles']"
221,1,Vehicles,General,0.0,False,"[['Airplanes', 'Helicopters'], 'Vehicles']"
222,1,Vehicles,General,0.0,False,"[['Bicycles', 'Mopeds'], 'Vehicles']"
223,1,Vehicles,General,0.0,False,"[['Boats', 'Sleds'], 'Vehicles']"
224,1,Vehicles,General,0.0,False,"[['Tractors', 'Trams'], 'Vehicles']"
225,1,Vehicles,General,0.0,False,"[['Caravans', 'Carts'], 'Vehicles']"
226,1,Vehicles,General,0.0,False,"[['Jeeps', 'Bicycles'], 'Vehicles']"
227,1,Vehicles,General,0.0,False,"[['Zeppelins', 'Carriages'], 'Vehicles']"
228,1,Vehicles,General,0.0,False,"[['Carriages', 'Cars'], 'Vehicles']"
229,1,Vehicles,General,0.0,False,"[['Boats', 'Cars'], 'Vehicles']"
0,1,Vehicles,General,0.0,True,"[['Trains'], 'Vehicles']"
1,1,Vehicles,General,0.0,True,"[['Zeppelins'], 'Vehicles']"
2,1,Vehicles,General,0.0,True,"[['Skateboards'], 'Vehicles']"
3,1,Vehicles,General,0.0,True,"[['Tractors'], 'Vehicles']"
4,1,Vehicles,General,0.0,True,"[['Carts'], 'Vehicles']"
5,1,Vehicles,General,0.0,True,"[['Vans'], 'Vehicles']"
6,1,Vehicles,General,0.0,True,"[['Buses'], 'Vehicles']"
7,1,Vehicles,General,0.0,True,"[['Boats'], 'Vehicles']"
8,1,Vehicles,General,0.0,True,"[['Mopeds'], 'Vehicles']"
9,1,Vehicles,General,0.0,True,"[['Hovercraft'], 'Vehicles']"
10,1,Vehicles,General,0.0,True,"[['Helicopters'], 'Vehicles']"
11,1,Vehicles,General,0.0,True,"[['Caravans'], 'Vehicles']"
12,1,Vehicles,General,0.0,True,"[['Carriages'], 'Vehicles']"
13,1,Vehicles,General,0.0,True,"[['Trams'], 'Vehicles']"
14,1,Vehicles,General,0.0,True,"[['Submarines'], 'Vehicles']"
15,1,Vehicles,General,0.0,True,"[['Trucks'], 'Vehicles']"
16,1,Vehicles,General,0.0,True,"[['Cars'], 'Vehicles']"
17,1,Vehicles,General,0.0,True,"[['Airplanes'], 'Vehicles']"
18,1,Vehicles,General,0.0,True,"[['Bicycles'], 'Vehicles']"
19,1,Vehicles,General,0.0,True,"[['Jeeps'], 'Vehicles']"
20,1,Vehicles,General,0.0,True,"[['Rockets'], 'Vehicles']"
21,1,Vehicles,General,0.0,True,"[['Motorbikes'], 'Vehicles']"
22,1,Vehicles,General,0.0,True,"[['Sleds'], 'Vehicles']"
23,1,Vehicles,General,0.0,True,"[['Taxis'], 'Vehicles']"
560,1,Vehicles,Specific,0.0,False,"[['Zeppelins', 'Rockets'], 'Carts']"
561,1,Vehicles,Specific,0.0,False,"[['Skateboards', 'Carriages'], 'Zeppelins']"
562,1,Vehicles,Specific,0.0,False,"[['Submarines', 'Sleds'], 'Caravans']"
563,1,Vehicles,Specific,0.0,False,"[['Mopeds', 'Airplanes'], 'Jeeps']"
564,1,Vehicles,Specific,0.0,False,"[['Carriages', 'Motorbikes'], 'Trams']"
565,1,Vehicles,Specific,0.0,False,"[['Jeeps', 'Trams'], 'Trucks']"
566,1,Vehicles,Specific,0.0,False,"[['Boats', 'Mopeds'], 'Submarines']"
567,1,Vehicles,Specific,0.0,False,"[['Carriages', 'Airplanes'], 'Carts']"
568,1,Vehicles,Specific,0.0,False,"[['Skateboards', 'Mopeds'], 'Motorbikes']"
569,1,Vehicles,Specific,0.0,False,"[['Taxis', 'Carts'], 'Cars']"
0,1,Vehicles,Specific,0.0,True,"[['Trucks'], 'Motorbikes']"
1,1,Vehicles,Specific,0.0,True,"[['Carriages'], 'Trams']"
2,1,Vehicles,Specific,0.0,True,"[['Airplanes'], 'Jeeps']"
3,1,Vehicles,Specific,0.0,True,"[['Boats'], 'Submarines']"
4,1,Vehicles,Specific,0.0,True,"[['Skateboards'], 'Motorbikes']"
5,1,Vehicles,Specific,0.0,True,"[['Trams'], 'Trucks']"
6,1,Vehicles,Specific,0.0,True,"[['Mopeds'], 'Motorbikes']"
7,1,Vehicles,Specific,0.0,True,"[['Trains'], 'Trucks']"
8,1,Vehicles,Specific,0.0,True,"[['Mopeds'], 'Submarines']"
9,1,Vehicles,Specific,0.0,True,"[['Rockets'], 'Carts']"
10,1,Vehicles,Specific,0.0,True,"[['Submarines'], 'Caravans']"
11,1,Vehicles,Specific,0.0,True,"[['Carts'], 'Cars']"
12,1,Vehicles,Specific,0.0,True,"[['Carriages'], 'Zeppelins']"
13,1,Vehicles,Specific,0.0,True,"[['Trucks'], 'Helicopters']"
14,1,Vehicles,Specific,0.0,True,"[['Motorbikes'], 'Trams']"
15,1,Vehicles,Specific,0.0,True,"[['Airplanes'], 'Carts']"
16,1,Vehicles,Specific,0.0,True,"[['Jeeps'], 'Trucks']"
17,1,Vehicles,Specific,0.0,True,"[['Sleds'], 'Caravans']"
18,1,Vehicles,Specific,0.0,True,"[['Trains'], 'Carriages']"
19,1,Vehicles,Specific,0.0,True,"[['Zeppelins'], 'Carts']"
20,1,Vehicles,Specific,0.0,True,"[['Skateboards'], 'Zeppelins']"
21,1,Vehicles,Specific,0.0,True,"[['Taxis'], 'Cars']"
22,1,Vehicles,Specific,0.0,True,"[['Mopeds'], 'Jeeps']"
23,1,Vehicles,Specific,0.0,True,"[['Carriages'], 'Carts']"
20,2,Birds,General,0.0,False,"[['Sparrows', 'Canaries'], 'Birds']"
21,2,Birds,General,0.0,False,"[['Peacocks', 'Ostriches'], 'Birds']"
22,2,Birds,General,0.0,False,"[['Vultures', 'Falcons'], 'Birds']"
23,2,Birds,General,0.0,False,"[['Falcons', 'Ostriches'], 'Birds']"
24,2,Birds,General,0.0,False,"[['Crows', 'Eagles'], 'Birds']"
25,2,Birds,General,0.0,False,"[['Falcons', 'Swallows'], 'Birds']"
26,2,Birds,General,0.0,False,"[['Doves', 'Peacocks'], 'Birds']"
27,2,Birds,General,0.0,False,"[['Storks', 'Chickens'], 'Birds']"
28,2,Birds,General,0.0,False,"[['Turkeys', 'Doves'], 'Birds']"
29,2,Birds,General,0.0,False,"[['Chickens', 'Herons'], 'Birds']"
0,2,Birds,General,0.0,True,"[['Doves'], 'Birds']"
1,2,Birds,General,0.0,True,"[['Swallows'], 'Birds']"
2,2,Birds,General,0.0,True,"[['Roosters'], 'Birds']"
3,2,Birds,General,0.0,True,"[['Vultures'], 'Birds']"
4,2,Birds,General,0.0,True,"[['Eagles'], 'Birds']"
5,2,Birds,General,0.0,True,"[['Herons'], 'Birds']"
6,2,Birds,General,0.0,True,"[['Chickens'], 'Birds']"
7,2,Birds,General,0.0,True,"[['Pelicans'], 'Birds']"
8,2,Birds,General,0.0,True,"[['Canaries'], 'Birds']"
9,2,Birds,General,0.0,True,"[['Robins'], 'Birds']"
10,2,Birds,General,0.0,True,"[['Peacocks'], 'Birds']"
11,2,Birds,General,0.0,True,"[['Falcons'], 'Birds']"
12,2,Birds,General,0.0,True,"[['Magpies'], 'Birds']"
13,2,Birds,General,0.0,True,"[['Blackbirds'], 'Birds']"
14,2,Birds,General,0.0,True,"[['Seagulls'], 'Birds']"
15,2,Birds,General,0.0,True,"[['Storks'], 'Birds']"
16,2,Birds,General,0.0,True,"[['Turkeys'], 'Birds']"
17,2,Birds,General,0.0,True,"[['Swans'], 'Birds']"
18,2,Birds,General,0.0,True,"[['Ostriches'], 'Birds']"
19,2,Birds,General,0.0,True,"[['Parrots'], 'Birds']"
20,2,Birds,General,0.0,True,"[['Ducks'], 'Birds']"
21,2,Birds,General,0.0,True,"[['Woodpeckers'], 'Birds']"
22,2,Birds,General,0.0,True,"[['Crows'], 'Birds']"
23,2,Birds,General,0.0,True,"[['Sparrows'], 'Birds']"
330,2,Birds,Specific,0.0,False,"[['Ducks', 'Chickens'], 'Vultures']"
331,2,Birds,Specific,0.0,False,"[['Roosters', 'Parrots'], 'Sparrows']"
332,2,Birds,Specific,0.0,False,"[['Woodpeckers', 'Seagulls'], 'Peacocks']"
333,2,Birds,Specific,0.0,False,"[['Woodpeckers', 'Robins'], 'Seagulls']"
334,2,Birds,Specific,0.0,False,"[['Turkeys', 'Canaries'], 'Doves']"
335,2,Birds,Specific,0.0,False,"[['Doves', 'Vultures'], 'Blackbirds']"
336,2,Birds,Specific,0.0,False,"[['Storks', 'Woodpeckers'], 'Magpies']"
337,2,Birds,Specific,0.0,False,"[['Falcons', 'Turkeys'], 'Vultures']"
338,2,Birds,Specific,0.0,False,"[['Swans', 'Woodpeckers'], 'Ducks']"
339,2,Birds,Specific,0.0,False,"[['Roosters', 'Peacocks'], 'Chickens']"
0,2,Birds,Specific,0.0,True,"[['Roosters'], 'Chickens']"
1,2,Birds,Specific,0.0,True,"[['Woodpeckers'], 'Magpies']"
2,2,Birds,Specific,0.0,True,"[['Parrots'], 'Sparrows']"
3,2,Birds,Specific,0.0,True,"[['Chickens'], 'Vultures']"
4,2,Birds,Specific,0.0,True,"[['Woodpeckers'], 'Seagulls']"
5,2,Birds,Specific,0.0,True,"[['Turkeys'], 'Doves']"
6,2,Birds,Specific,0.0,True,"[['Vultures'], 'Blackbirds']"
7,2,Birds,Specific,0.0,True,"[['Storks'], 'Magpies']"
8,2,Birds,Specific,0.0,True,"[['Canaries'], 'Doves']"
9,2,Birds,Specific,0.0,True,"[['Swallows'], 'Herons']"
10,2,Birds,Specific,0.0,True,"[['Roosters'], 'Sparrows']"
11,2,Birds,Specific,0.0,True,"[['Robins'], 'Seagulls']"
12,2,Birds,Specific,0.0,True,"[['Peacocks'], 'Chickens']"
13,2,Birds,Specific,0.0,True,"[['Magpies'], 'Woodpeckers']"
14,2,Birds,Specific,0.0,True,"[['Falcons'], 'Vultures']"
15,2,Birds,Specific,0.0,True,"[['Woodpeckers'], 'Ducks']"
16,2,Birds,Specific,0.0,True,"[['Swans'], 'Ducks']"
17,2,Birds,Specific,0.0,True,"[['Ducks'], 'Vultures']"
18,2,Birds,Specific,0.0,True,"[['Seagulls'], 'Peacocks']"
19,2,Birds,Specific,0.0,True,"[['Turkeys'], 'Vultures']"
20,2,Birds,Specific,0.0,True,"[['Woodpeckers'], 'Peacocks']"
21,2,Birds,Specific,0.0,True,"[['Swans'], 'Sparrows']"
22,2,Birds,Specific,0.0,True,"[['Doves'], 'Blackbirds']"
23,2,Birds,Specific,0.0,True,"[['Magpies'], 'Crows']"
130,2,Mammals,General,0.0,False,"[['Mice', 'Hedgehogs'], 'Mammals']"
131,2,Mammals,General,0.0,False,"[['Rabbits', 'Squirrels'], 'Mammals']"
132,2,Mammals,General,0.0,False,"[['Cows', 'Elephants'], 'Mammals']"
133,2,Mammals,General,0.0,False,"[['Elephants', 'Hedgehogs'], 'Mammals']"
134,2,Mammals,General,0.0,False,"[['Rhinos', 'Mice'], 'Mammals']"
135,2,Mammals,General,0.0,False,"[['Deer', 'Horses'], 'Mammals']"
136,2,Mammals,General,0.0,False,"[['Rabbits', 'Lions'], 'Mammals']"
137,2,Mammals,General,0.0,False,"[['Foxes', 'Donkeys'], 'Mammals']"
138,2,Mammals,General,0.0,False,"[['Zebras', 'Foxes'], 'Mammals']"
139,2,Mammals,General,0.0,False,"[['Llamas', 'Hamsters'], 'Mammals']"
0,2,Mammals,General,0.0,True,"[['Cats'], 'Mammals']"
1,2,Mammals,General,0.0,True,"[['Lions'], 'Mammals']"
2,2,Mammals,General,0.0,True,"[['Camels'], 'Mammals']"
3,2,Mammals,General,0.0,True,"[['Rabbits'], 'Mammals']"
4,2,Mammals,General,0.0,True,"[['Zebras'], 'Mammals']"
5,2,Mammals,General,0.0,True,"[['Rhinos'], 'Mammals']"
6,2,Mammals,General,0.0,True,"[['Wolves'], 'Mammals']"
7,2,Mammals,General,0.0,True,"[['Hedgehogs'], 'Mammals']"
8,2,Mammals,General,0.0,True,"[['Tigers'], 'Mammals']"
9,2,Mammals,General,0.0,True,"[['Squirrels'], 'Mammals']"
10,2,Mammals,General,0.0,True,"[['Hamsters'], 'Mammals']"
11,2,Mammals,General,0.0,True,"[['Elephants'], 'Mammals']"
12,2,Mammals,General,0.0,True,"[['Llamas'], 'Mammals']"
13,2,Mammals,General,0.0,True,"[['Sheep'], 'Mammals']"
14,2,Mammals,General,0.0,True,"[['Cows'], 'Mammals']"
15,2,Mammals,General,0.0,True,"[['Dogs'], 'Mammals']"
16,2,Mammals,General,0.0,True,"[['Deer'], 'Mammals']"
17,2,Mammals,General,0.0,True,"[['Beavers'], 'Mammals']"
18,2,Mammals,General,0.0,True,"[['Mice'], 'Mammals']"
19,2,Mammals,General,0.0,True,"[['Hippos'], 'Mammals']"
20,2,Mammals,General,0.0,True,"[['Donkeys'], 'Mammals']"
21,2,Mammals,General,0.0,True,"[['Horses'], 'Mammals']"
22,2,Mammals,General,0.0,True,"[['Foxes'], 'Mammals']"
23,2,Mammals,General,0.0,True,"[['Giraffes'], 'Mammals']"
430,2,Mammals,Specific,0.0,False,"[['Squirrels', 'Hedgehogs'], 'Cows']"
431,2,Mammals,Specific,0.0,False,"[['Rhinos', 'Cows'], 'Hedgehogs']"
432,2,Mammals,Specific,0.0,False,"[['Foxes', 'Cows'], 'Hedgehogs']"
433,2,Mammals,Specific,0.0,False,"[['Deer', 'Hedgehogs'], 'Sheep']"
434,2,Mammals,Specific,0.0,False,"[['Mice', 'Cats'], 'Rabbits']"
435,2,Mammals,Specific,0.0,False,"[['Tigers', 'Llamas'], 'Hippos']"
436,2,Mammals,Specific,0.0,False,"[['Hippos', 'Dogs'], 'Cats']"
437,2,Mammals,Specific,0.0,False,"[['Rabbits', 'Lions'], 'Hamsters']"
438,2,Mammals,Specific,0.0,False,"[['Cats', 'Hippos'], 'Tigers']"
439,2,Mammals,Specific,0.0,False,"[['Camels', 'Horses'], 'Zebras']"
0,2,Mammals,Specific,0.0,True,"[['Rabbits'], 'Hamsters']"
1,2,Mammals,Specific,0.0,True,"[['Tigers'], 'Hippos']"
2,2,Mammals,Specific,0.0,True,"[['Wolves'], 'Zebras']"
3,2,Mammals,Specific,0.0,True,"[['Rabbits'], 'Rhinos']"
4,2,Mammals,Specific,0.0,True,"[['Horses'], 'Zebras']"
5,2,Mammals,Specific,0.0,True,"[['Mice'], 'Rabbits']"
6,2,Mammals,Specific,0.0,True,"[['Hedgehogs'], 'Sheep']"
7,2,Mammals,Specific,0.0,True,"[['Zebras'], 'Horses']"
8,2,Mammals,Specific,0.0,True,"[['Cats'], 'Tigers']"
9,2,Mammals,Specific,0.0,True,"[['Hedgehogs'], 'Cows']"
10,2,Mammals,Specific,0.0,True,"[['Lions'], 'Hamsters']"
11,2,Mammals,Specific,0.0,True,"[['Foxes'], 'Hedgehogs']"
12,2,Mammals,Specific,0.0,True,"[['Cows'], 'Hedgehogs']"
13,2,Mammals,Specific,0.0,True,"[['Dogs'], 'Cats']"
14,2,Mammals,Specific,0.0,True,"[['Llamas'], 'Hippos']"
15,2,Mammals,Specific,0.0,True,"[['Zebras'], 'Cows']"
16,2,Mammals,Specific,0.0,True,"[['Cats'], 'Rabbits']"
17,2,Mammals,Specific,0.0,True,"[['Hippos'], 'Tigers']"
18,2,Mammals,Specific,0.0,True,"[['Deer'], 'Sheep']"
19,2,Mammals,Specific,0.0,True,"[['Squirrels'], 'Cows']"
20,2,Mammals,Specific,0.0,True,"[['Hippos'], 'Cats']"
21,2,Mammals,Specific,0.0,True,"[['Camels'], 'Zebras']"
22,2,Mammals,Specific,0.0,True,"[['Rhinos'], 'Hedgehogs']"
23,2,Mammals,Specific,0.0,True,"[['Wolves'], 'Hamsters']"
530,2,Mammals,Specific,1.0,False,"[['Mice', 'Seals'], 'Horses']"
531,2,Mammals,Specific,1.0,False,"[['Squirrels', 'Seals'], 'Horses']"
532,2,Mammals,Specific,1.0,False,"[['Chimps', 'Dolphins'], 'Horses']"
533,2,Mammals,Specific,1.0,False,"[['Gorillas', 'Mice'], 'Horses']"
534,2,Mammals,Specific,1.0,False,"[['Seals', 'Elephants'], 'Horses']"
535,2,Mammals,Specific,1.0,False,"[['Elephants', 'Rhinos'], 'Horses']"
536,2,Mammals,Specific,1.0,False,"[['Gorillas', 'Elephants'], 'Horses']"
537,2,Mammals,Specific,1.0,False,"[['Gorillas', 'Rhinos'], 'Horses']"
538,2,Mammals,Specific,1.0,False,"[['Cows', 'Dolphins'], 'Horses']"
539,2,Mammals,Specific,1.0,False,"[['Cows', 'Elephants'], 'Horses']"
0,2,Mammals,Specific,1.0,True,"[['Elephants'], 'Horses']"
1,2,Mammals,Specific,1.0,True,"[['Squirrels'], 'Horses']"
2,2,Mammals,Specific,1.0,True,"[['Cows'], 'Horses']"
3,2,Mammals,Specific,1.0,True,"[['Chimps'], 'Horses']"
4,2,Mammals,Specific,1.0,True,"[['Mice'], 'Horses']"
5,2,Mammals,Specific,1.0,True,"[['Gorillas'], 'Horses']"
6,2,Mammals,Specific,1.0,True,"[['Rhinos'], 'Horses']"
7,2,Mammals,Specific,1.0,True,"[['Dolphins'], 'Horses']"
8,2,Mammals,Specific,1.0,True,"[['Seals'], 'Horses']"
230,2,Vehicles,General,0.0,False,"[['Zeppelins', 'Helicopters'], 'Vehicles']"
231,2,Vehicles,General,0.0,False,"[['Skateboards', 'Submarines'], 'Vehicles']"
232,2,Vehicles,General,0.0,False,"[['Zeppelins', 'Boats'], 'Vehicles']"
233,2,Vehicles,General,0.0,False,"[['Boats', 'Skateboards'], 'Vehicles']"
234,2,Vehicles,General,0.0,False,"[['Rockets', 'Trains'], 'Vehicles']"
235,2,Vehicles,General,0.0,False,"[['Caravans', 'Jeeps'], 'Vehicles']"
236,2,Vehicles,General,0.0,False,"[['Carriages', 'Trains'], 'Vehicles']"
237,2,Vehicles,General,0.0,False,"[['Taxis', 'Zeppelins'], 'Vehicles']"
238,2,Vehicles,General,0.0,False,"[['Buses', 'Carts'], 'Vehicles']"
239,2,Vehicles,General,0.0,False,"[['Cars', 'Zeppelins'], 'Vehicles']"
0,2,Vehicles,General,0.0,True,"[['Submarines'], 'Vehicles']"
1,2,Vehicles,General,0.0,True,"[['Vans'], 'Vehicles']"
2,2,Vehicles,General,0.0,True,"[['Tractors'], 'Vehicles']"
3,2,Vehicles,General,0.0,True,"[['Carts'], 'Vehicles']"
4,2,Vehicles,General,0.0,True,"[['Helicopters'], 'Vehicles']"
5,2,Vehicles,General,0.0,True,"[['Caravans'], 'Vehicles']"
6,2,Vehicles,General,0.0,True,"[['Motorbikes'], 'Vehicles']"
7,2,Vehicles,General,0.0,True,"[['Buses'], 'Vehicles']"
8,2,Vehicles,General,0.0,True,"[['Rockets'], 'Vehicles']"
9,2,Vehicles,General,0.0,True,"[['Carriages'], 'Vehicles']"
10,2,Vehicles,General,0.0,True,"[['Bicycles'], 'Vehicles']"
11,2,Vehicles,General,0.0,True,"[['Zeppelins'], 'Vehicles']"
12,2,Vehicles,General,0.0,True,"[['Sleds'], 'Vehicles']"
13,2,Vehicles,General,0.0,True,"[['Taxis'], 'Vehicles']"
14,2,Vehicles,General,0.0,True,"[['Trams'], 'Vehicles']"
15,2,Vehicles,General,0.0,True,"[['Hovercraft'], 'Vehicles']"
16,2,Vehicles,General,0.0,True,"[['Boats'], 'Vehicles']"
17,2,Vehicles,General,0.0,True,"[['Skateboards'], 'Vehicles']"
18,2,Vehicles,General,0.0,True,"[['Trains'], 'Vehicles']"
19,2,Vehicles,General,0.0,True,"[['Mopeds'], 'Vehicles']"
20,2,Vehicles,General,0.0,True,"[['Jeeps'], 'Vehicles']"
21,2,Vehicles,General,0.0,True,"[['Trucks'], 'Vehicles']"
22,2,Vehicles,General,0.0,True,"[['Airplanes'], 'Vehicles']"
23,2,Vehicles,General,0.0,True,"[['Cars'], 'Vehicles']"
570,2,Vehicles,Specific,0.0,False,"[['Boats', 'Submarines'], 'Sleds']"
571,2,Vehicles,Specific,0.0,False,"[['Airplanes', 'Helicopters'], 'Jeeps']"
572,2,Vehicles,Specific,0.0,False,"[['Airplanes', 'Skateboards'], 'Carts']"
573,2,Vehicles,Specific,0.0,False,"[['Motorbikes', 'Submarines'], 'Tractors']"
574,2,Vehicles,Specific,0.0,False,"[['Carts', 'Trains'], 'Trucks']"
575,2,Vehicles,Specific,0.0,False,"[['Helicopters', 'Vans'], 'Taxis']"
576,2,Vehicles,Specific,0.0,False,"[['Trucks', 'Airplanes'], 'Jeeps']"
577,2,Vehicles,Specific,0.0,False,"[['Bicycles', 'Trucks'], 'Motorbikes']"
578,2,Vehicles,Specific,0.0,False,"[['Caravans', 'Trucks'], 'Vans']"
579,2,Vehicles,Specific,0.0,False,"[['Trams', 'Motorbikes'], 'Mopeds']"
0,2,Vehicles,Specific,0.0,True,"[['Vans'], 'Taxis']"
1,2,Vehicles,Specific,0.0,True,"[['Motorbikes'], 'Mopeds']"
2,2,Vehicles,Specific,0.0,True,"[['Boats'], 'Sleds']"
3,2,Vehicles,Specific,0.0,True,"[['Carts'], 'Trucks']"
4,2,Vehicles,Specific,0.0,True,"[['Motorbikes'], 'Tractors']"
5,2,Vehicles,Specific,0.0,True,"[['Trams'], 'Mopeds']"
6,2,Vehicles,Specific,0.0,True,"[['Sleds'], 'Tractors']"
7,2,Vehicles,Specific,0.0,True,"[['Trucks'], 'Vans']"
8,2,Vehicles,Specific,0.0,True,"[['Caravans'], 'Vans']"
9,2,Vehicles,Specific,0.0,True,"[['Jeeps'], 'Mopeds']"
10,2,Vehicles,Specific,0.0,True,"[['Rockets'], 'Sleds']"
11,2,Vehicles,Specific,0.0,True,"[['Skateboards'], 'Carts']"
12,2,Vehicles,Specific,0.0,True,"[['Trucks'], 'Motorbikes']"
13,2,Vehicles,Specific,0.0,True,"[['Airplanes'], 'Carts']"
14,2,Vehicles,Specific,0.0,True,"[['Helicopters'], 'Taxis']"
15,2,Vehicles,Specific,0.0,True,"[['Helicopters'], 'Jeeps']"
16,2,Vehicles,Specific,0.0,True,"[['Bicycles'], 'Motorbikes']"
17,2,Vehicles,Specific,0.0,True,"[['Zeppelins'], 'Skateboards']"
18,2,Vehicles,Specific,0.0,True,"[['Carriages'], 'Zeppelins']"
19,2,Vehicles,Specific,0.0,True,"[['Submarines'], 'Sleds']"
20,2,Vehicles,Specific,0.0,True,"[['Airplanes'], 'Jeeps']"
21,2,Vehicles,Specific,0.0,True,"[['Submarines'], 'Tractors']"
22,2,Vehicles,Specific,0.0,True,"[['Trains'], 'Trucks']"
23,2,Vehicles,Specific,0.0,True,"[['Trucks'], 'Jeeps']"
30,3,Birds,General,0.0,False,"[['Robins', 'Canaries'], 'Birds']"
31,3,Birds,General,0.0,False,"[['Falcons', 'Eagles'], 'Birds']"
32,3,Birds,General,0.0,False,"[['Parrots', 'Eagles'], 'Birds']"
33,3,Birds,General,0.0,False,"[['Eagles', 'Herons'], 'Birds']"
34,3,Birds,General,0.0,False,"[['Ostriches', 'Crows'], 'Birds']"
35,3,Birds,General,0.0,False,"[['Storks', 'Turkeys'], 'Birds']"
36,3,Birds,General,0.0,False,"[['Ducks', 'Falcons'], 'Birds']"
37,3,Birds,General,0.0,False,"[['Ostriches', 'Magpies'], 'Birds']"
38,3,Birds,General,0.0,False,"[['Chickens', 'Woodpeckers'], 'Birds']"
39,3,Birds,General,0.0,False,"[['Turkeys', 'Blackbirds'], 'Birds']"
0,3,Birds,General,0.0,True,"[['Woodpeckers'], 'Birds']"
1,3,Birds,General,0.0,True,"[['Storks'], 'Birds']"
2,3,Birds,General,0.0,True,"[['Pelicans'], 'Birds']"
3,3,Birds,General,0.0,True,"[['Sparrows'], 'Birds']"
4,3,Birds,General,0.0,True,"[['Swans'], 'Birds']"
5,3,Birds,General,0.0,True,"[['Crows'], 'Birds']"
6,3,Birds,General,0.0,True,"[['Parrots'], 'Birds']"
7,3,Birds,General,0.0,True,"[['Blackbirds'], 'Birds']"
8,3,Birds,General,0.0,True,"[['Ducks'], 'Birds']"
9,3,Birds,General,0.0,True,"[['Ostriches'], 'Birds']"
10,3,Birds,General,0.0,True,"[['Chickens'], 'Birds']"
11,3,Birds,General,0.0,True,"[['Robins'], 'Birds']"
12,3,Birds,General,0.0,True,"[['Vultures'], 'Birds']"
13,3,Birds,General,0.0,True,"[['Canaries'], 'Birds']"
14,3,Birds,General,0.0,True,"[['Falcons'], 'Birds']"
15,3,Birds,General,0.0,True,"[['Turkeys'], 'Birds']"
16,3,Birds,General,0.0,True,"[['Seagulls'], 'Birds']"
17,3,Birds,General,0.0,True,"[['Herons'], 'Birds']"
18,3,Birds,General,0.0,True,"[['Peacocks'], 'Birds']"
19,3,Birds,General,0.0,True,"[['Eagles'], 'Birds']"
20,3,Birds,General,0.0,True,"[['Roosters'], 'Birds']"
21,3,Birds,General,0.0,True,"[['Doves'], 'Birds']"
22,3,Birds,General,0.0,True,"[['Magpies'], 'Birds']"
23,3,Birds,General,0.0,True,"[['Swallows'], 'Birds']"
340,3,Birds,Specific,0.0,False,"[['Canaries', 'Blackbirds'], 'Ostriches']"
341,3,Birds,Specific,0.0,False,"[['Swans', 'Peacocks'], 'Canaries']"
342,3,Birds,Specific,0.0,False,"[['Roosters', 'Doves'], 'Eagles']"
343,3,Birds,Specific,0.0,False,"[['Storks', 'Sparrows'], 'Vultures']"
344,3,Birds,Specific,0.0,False,"[['Magpies', 'Peacocks'], 'Herons']"
345,3,Birds,Specific,0.0,False,"[['Peacocks', 'Herons'], 'Eagles']"
346,3,Birds,Specific,0.0,False,"[['Canaries', 'Magpies'], 'Swallows']"
347,3,Birds,Specific,0.0,False,"[['Magpies', 'Turkeys'], 'Woodpeckers']"
348,3,Birds,Specific,0.0,False,"[['Robins', 'Turkeys'], 'Sparrows']"
349,3,Birds,Specific,0.0,False,"[['Blackbirds', 'Chickens'], 'Turkeys']"
0,3,Birds,Specific,0.0,True,"[['Herons'], 'Eagles']"
1,3,Birds,Specific,0.0,True,"[['Swans'], 'Herons']"
2,3,Birds,Specific,0.0,True,"[['Chickens'], 'Turkeys']"
3,3,Birds,Specific,0.0,True,"[['Turkeys'], 'Sparrows']"
4,3,Birds,Specific,0.0,True,"[['Peacocks'], 'Eagles']"
5,3,Birds,Specific,0.0,True,"[['Roosters'], 'Sparrows']"
6,3,Birds,Specific,0.0,True,"[['Swans'], 'Canaries']"
7,3,Birds,Specific,0.0,True,"[['Peacocks'], 'Herons']"
8,3,Birds,Specific,0.0,True,"[['Blackbirds'], 'Ostriches']"
9,3,Birds,Specific,0.0,True,"[['Canaries'], 'Ostriches']"
10,3,Birds,Specific,0.0,True,"[['Peacocks'], 'Canaries']"
11,3,Birds,Specific,0.0,True,"[['Turkeys'], 'Doves']"
