,i,domain,model,spearmanr,pval
1259,27,Weapons,GPT-4,0.8801740055183861,2.301182330132715e-89
1260,28,Birds,GPT-3 Embeddings,0.16656380830843764,8.424473640776502e-05
1261,28,Birds,GPT-3.5,0.5203401559037715,1.2693031302002604e-39
1262,28,Birds,GPT-4,0.659946902697933,2.584012444708364e-70
1263,28,Clothing,GPT-3 Embeddings,0.3611365056927524,1.050671427107926e-24
1264,28,Clothing,GPT-3.5,0.5374078404439635,8.523883284074494e-58
1265,28,Clothing,GPT-4,0.6325312842474711,9.955005713731811e-86
1266,28,Fish,GPT-3 Embeddings,-0.11014795645793557,0.01786823707941289
1267,28,Fish,GPT-3.5,0.6258746628756904,1.3072312920209816e-51
1268,28,Fish,GPT-4,0.7451355152290952,2.974986957248196e-67
1269,28,Fruit,GPT-3 Embeddings,0.2111173790397001,4.5911577654961164e-09
1270,28,Fruit,GPT-3.5,0.589054243723531,8.278191450617759e-72
1271,28,Fruit,GPT-4,0.7031347105561649,8.938429443605557e-114
1272,28,Insects,GPT-3 Embeddings,0.27989194038599513,2.1516884634681397e-11
1273,28,Insects,GPT-3.5,0.6141445848385194,1.5593195620864865e-58
1274,28,Insects,GPT-4,0.6366427323601621,4.525290799948204e-64
1275,28,KitchenUtensils,GPT-3 Embeddings,0.44076674975044755,6.4085882805633115e-40
1276,28,KitchenUtensils,GPT-3.5,0.5726047780739043,6.390967847507605e-72
1277,28,KitchenUtensils,GPT-4,0.7782561402251771,7.476372792697328e-166
1278,28,Mammals,GPT-3 Embeddings,0.6492789488760033,2.1799335104262055e-67
1279,28,Mammals,GPT-3.5,0.7819653112236825,5.366687229365684e-115
1280,28,Mammals,GPT-4,0.7755104552365528,6.085215043158688e-112
1281,28,MusicalInstruments,GPT-3 Embeddings,0.21655223283378577,2.6289660058471477e-06
1282,28,MusicalInstruments,GPT-3.5,0.6451444662233202,9.957556230415948e-56
1283,28,MusicalInstruments,GPT-4,0.7192334730440804,9.099670537459026e-75
1284,28,Professions,GPT-3 Embeddings,0.407806404731306,1.6521857643766567e-29
1285,28,Professions,GPT-3.5,0.5957857814175817,1.143380515478481e-68
1286,28,Professions,GPT-4,0.7296558348898997,1.1814628904935224e-117
1287,28,Reptiles,GPT-3 Embeddings,0.5600968407743854,3.2032225334169506e-21
1288,28,Reptiles,GPT-3.5,0.4642554440333701,3.1222094304006375e-14
1289,28,Reptiles,GPT-4,0.5066648252782733,4.6910723999896516e-17
1290,28,Sports,GPT-3 Embeddings,0.3283200903637945,1.5148767812797735e-16
1291,28,Sports,GPT-3.5,0.617896017981386,1.861431320558003e-64
1292,28,Sports,GPT-4,0.6585975998181357,6.968207566338875e-76
1293,28,Tools,GPT-3 Embeddings,0.17919798341526647,0.00022298440278546803
1294,28,Tools,GPT-3.5,0.5788173702060303,6.19744265479928e-39
1295,28,Tools,GPT-4,0.7414373513336584,1.97772657553108e-74
1296,28,Vegetables,GPT-3 Embeddings,0.11588695580629434,0.004478911974729032
1297,28,Vegetables,GPT-3.5,0.36977559043910974,7.051183484039129e-21
1298,28,Vegetables,GPT-4,0.5070465266086619,1.6411107013200192e-40
1299,28,Vehicles,GPT-3 Embeddings,0.5572129459460043,2.4160902488129638e-46
1300,28,Vehicles,GPT-3.5,0.792810306477125,2.2652313120769994e-120
1301,28,Vehicles,GPT-4,0.8545786915225986,1.2293638313777909e-158
1302,28,Weapons,GPT-3 Embeddings,0.36473111167522015,5.554757265101913e-10
1303,28,Weapons,GPT-3.5,0.7651241345381462,1.5095339596777624e-53
1304,28,Weapons,GPT-4,0.884213124273956,2.988259343099346e-91
1305,29,Birds,GPT-3 Embeddings,0.2647703269270549,2.62034153899019e-10
1306,29,Birds,GPT-3.5,0.5840201717827612,8.763867440327515e-52
1307,29,Birds,GPT-4,0.609680869682905,1.7339414368007896e-57
1308,29,Clothing,GPT-3 Embeddings,0.35277633909814493,1.4169808627374294e-23
1309,29,Clothing,GPT-3.5,0.5997237637589502,4.9975062698907325e-75
1310,29,Clothing,GPT-4,0.6403734259435565,1.7594681214710886e-88
1311,29,Fish,GPT-3 Embeddings,-0.05372258244399307,0.24914550617476025
1312,29,Fish,GPT-3.5,0.5958208972719814,9.814283731108768e-46
1313,29,Fish,GPT-4,0.6936471239581796,8.230049125497024e-55
1314,29,Fruit,GPT-3 Embeddings,0.24808122802586535,4.572495896015801e-12
1315,29,Fruit,GPT-3.5,0.5850483060397689,1.2471490501517393e-70
1316,29,Fruit,GPT-4,0.6448910725480196,4.196079036776507e-90
1317,29,Insects,GPT-3 Embeddings,0.37558889498682535,6.179948637682015e-20
1318,29,Insects,GPT-3.5,0.6180132115284017,1.8735323300691831e-59
1319,29,Insects,GPT-4,0.5824408284990312,1.8936715574296587e-51
1320,29,KitchenUtensils,GPT-3 Embeddings,0.46018367916595404,8.459245276848913e-44
1321,29,KitchenUtensils,GPT-3.5,0.6321007985510789,8.48565098641275e-92
1322,29,KitchenUtensils,GPT-4,0.7724928412392174,6.592175859393329e-162
1323,29,Mammals,GPT-3 Embeddings,0.6214243975907361,2.8216023462625656e-60
1324,29,Mammals,GPT-3.5,0.7518093089831086,1.5126482628416e-101
1325,29,Mammals,GPT-4,0.764512992634545,5.759263599942435e-107
1326,29,MusicalInstruments,GPT-3 Embeddings,0.1718881379177538,0.000205423271788572
1327,29,MusicalInstruments,GPT-3.5,0.6219101097975239,8.475085968447873e-51
1328,29,MusicalInstruments,GPT-4,0.7494991035578958,1.954860065649247e-84
1329,29,Professions,GPT-3 Embeddings,0.4124757954993209,3.260187479569088e-30
1330,29,Professions,GPT-3.5,0.6376784444226858,2.1712900255934574e-81
1331,29,Professions,GPT-4,0.6953126005068236,1.670693424154994e-102
1332,29,Reptiles,GPT-3 Embeddings,0.5596378485131714,3.504471021129551e-21
1333,29,Reptiles,GPT-3.5,0.4577443289278081,7.840850217586997e-14
1334,29,Reptiles,GPT-4,0.5348022365704352,3.7128778796619886e-19
1335,29,Sports,GPT-3 Embeddings,0.24936020872351633,5.887512113135278e-10
1336,29,Sports,GPT-3.5,0.5880240718228958,4.42182552820686e-57
1337,29,Sports,GPT-4,0.7078621968708365,2.3816406179195472e-92
1338,29,Tools,GPT-3 Embeddings,0.14935903319482768,0.0021473400756817883
1339,29,Tools,GPT-3.5,0.570619580398386,1.189864044669741e-37
1340,29,Tools,GPT-4,0.7280171866099615,1.56584193988334e-70
1341,29,Vegetables,GPT-3 Embeddings,0.15277054760170797,0.00017239793079110543
1342,29,Vegetables,GPT-3.5,0.44247020984558827,3.7299572790321246e-30
1343,29,Vegetables,GPT-4,0.5971954515631727,2.9058426800132864e-59
1344,29,Vehicles,GPT-3 Embeddings,0.472149341319133,5.396210227293582e-32
1345,29,Vehicles,GPT-3.5,0.7842134810371054,4.3771897232107e-116
1346,29,Vehicles,GPT-4,0.8298645846631444,1.761815566496409e-141
1347,29,Weapons,GPT-3 Embeddings,0.33187597946731273,2.047073357369928e-08
1348,29,Weapons,GPT-3.5,0.7684458891864658,2.832168481553146e-54
1349,29,Weapons,GPT-4,0.8761293747044284,1.527587225738139e-87
1350,30,Birds,GPT-3 Embeddings,0.2340645157302747,2.6323248688707994e-08
1351,30,Birds,GPT-3.5,0.53289831872531,8.077358387425779e-42
1352,30,Birds,GPT-4,0.5836730373862762,1.0384815736211367e-51
1353,30,Clothing,GPT-3 Embeddings,0.28736820162190096,7.702552638701884e-16
1354,30,Clothing,GPT-3.5,0.5478418252997438,1.970250803519603e-60
1355,30,Clothing,GPT-4,0.6804601605999268,6.63762996278084e-104
1356,30,Fish,GPT-3 Embeddings,-0.09587254878655294,0.039411273538479744
1357,30,Fish,GPT-3.5,0.6216075717697801,9.763708557188649e-51
1358,30,Fish,GPT-4,0.7335170670946481,3.415045022992806e-64
1359,30,Fruit,GPT-3 Embeddings,0.24559049267923166,7.563917211711508e-12
1360,30,Fruit,GPT-3.5,0.5156076816085037,1.4118996705466944e-52
1361,30,Fruit,GPT-4,0.68716510106829,9.945972908404712e-107
1362,30,Insects,GPT-3 Embeddings,0.3894274423391421,1.9699564654520998e-21
1363,30,Insects,GPT-3.5,0.5030444585267638,9.599265097099342e-37
1364,30,Insects,GPT-4,0.61930378219723,9.179043974837074e-60
1365,30,KitchenUtensils,GPT-3 Embeddings,0.4396762195626561,1.0406393594187522e-39
1366,30,KitchenUtensils,GPT-3.5,0.5468005580142626,1.6849325328412938e-64
1367,30,KitchenUtensils,GPT-4,0.7743559450494206,3.601192502749097e-163
1368,30,Mammals,GPT-3 Embeddings,0.6266745065889747,1.46249973258429e-61
1369,30,Mammals,GPT-3.5,0.7279061919384685,3.423465625737314e-92
1370,30,Mammals,GPT-4,0.7784783050038847,2.469648519083623e-113
1371,30,MusicalInstruments,GPT-3 Embeddings,0.24009041674417014,1.7589710077064044e-07
1372,30,MusicalInstruments,GPT-3.5,0.65568868508244,4.13317860255622e-58
1373,30,MusicalInstruments,GPT-4,0.7333692451464248,4.05979384722274e-79
1374,30,Professions,GPT-3 Embeddings,0.45320546991072863,7.472988192974378e-37
1375,30,Professions,GPT-3.5,0.6579806110593115,2.6963560118526853e-88
1376,30,Professions,GPT-4,0.6963338215050802,6.360254583596494e-103
1377,30,Reptiles,GPT-3 Embeddings,0.6212106210285727,5.216191198503407e-27
1378,30,Reptiles,GPT-3.5,0.40139383443804233,1.0498509296459717e-10
1379,30,Reptiles,GPT-4,0.3728497621458497,2.4857170119205683e-09
1380,30,Sports,GPT-3 Embeddings,0.2568669380957706,1.6998285727946008e-10
1381,30,Sports,GPT-3.5,0.5578231877181261,2.2985176819644664e-50
1382,30,Sports,GPT-4,0.6906705733745494,3.154538547855504e-86
1383,30,Tools,GPT-3 Embeddings,0.15308756374544702,0.0016519306501967274
1384,30,Tools,GPT-3.5,0.5637728931835732,1.3183753587229896e-36
1385,30,Tools,GPT-4,0.6811112697074095,1.4687034496597375e-58
1386,30,Vegetables,GPT-3 Embeddings,0.250202564442316,5.131651967454528e-10
1387,30,Vegetables,GPT-3.5,0.44069854989045026,6.695969678946948e-30
1388,30,Vegetables,GPT-4,0.5247321753416143,9.355075083885897e-44
1389,30,Vehicles,GPT-3 Embeddings,0.5314090528876072,1.4878499395196957e-41
1390,30,Vehicles,GPT-3.5,0.8049345982537578,8.950478184743485e-127
1391,30,Vehicles,GPT-4,0.8474510897975063,2.229485637304657e-153
1392,30,Weapons,GPT-3 Embeddings,0.30748384926406397,2.2952727126258664e-07
1393,30,Weapons,GPT-3.5,0.7716553484401835,5.474138785125964e-55
1394,30,Weapons,GPT-4,0.9161952490213137,3.1203043645798627e-109
1395,31,Birds,GPT-3 Embeddings,0.22010485842079275,1.7532012666066698e-07
1396,31,Birds,GPT-3.5,0.533126942379744,7.352356752119694e-42
1397,31,Birds,GPT-4,0.585750077973086,3.750412474898003e-52
1398,31,Clothing,GPT-3 Embeddings,0.25925877269473285,4.460324845345652e-13
1399,31,Clothing,GPT-3.5,0.5639838772198856,1.0681887200630527e-64
1400,31,Clothing,GPT-4,0.6895784829251771,9.165916680254934e-108
1401,31,Fish,GPT-3 Embeddings,-0.09624450551989243,0.03864982898590857
1402,31,Fish,GPT-3.5,0.6568924725256328,2.178975740428228e-58
1403,31,Fish,GPT-4,0.6943149340136106,5.901233568503032e-55
1404,31,Fruit,GPT-3 Embeddings,0.27580725646809773,1.1528669115473196e-14
1405,31,Fruit,GPT-3.5,0.4875258881065407,2.1814050347569198e-46
1406,31,Fruit,GPT-4,0.719820018049321,1.1647495629441404e-121
1407,31,Insects,GPT-3 Embeddings,0.3333185191691178,8.649735260503122e-16
1408,31,Insects,GPT-3.5,0.6040546345319177,3.4205174339845806e-56
1409,31,Insects,GPT-4,0.610189074929631,1.3206056713838687e-57
1410,31,KitchenUtensils,GPT-3 Embeddings,0.429933339973902,7.321765212070146e-38
1411,31,KitchenUtensils,GPT-3.5,0.626816040230719,7.421192608014149e-90
1412,31,KitchenUtensils,GPT-4,0.7091036829720332,4.803002683387231e-125
1413,31,Mammals,GPT-3 Embeddings,0.6181269171227531,1.7596186438101236e-59
1414,31,Mammals,GPT-3.5,0.7382178157124887,4.215998080717153e-96
1415,31,Mammals,GPT-4,0.7750675586061617,9.77509451372517e-112
1416,31,MusicalInstruments,GPT-3 Embeddings,0.19163667471329163,3.3773272452113947e-05
1417,31,MusicalInstruments,GPT-3.5,0.5947567997959725,1.5439406924736396e-45
1418,31,MusicalInstruments,GPT-4,0.7185947748591373,1.4101432292871728e-74
1419,31,Professions,GPT-3 Embeddings,0.4243906146559864,4.60932686725687e-32
1420,31,Professions,GPT-3.5,0.6491747261138305,3.0986270551650155e-85
1421,31,Professions,GPT-4,0.6998576732162413,2.20047228546282e-104
1422,31,Reptiles,GPT-3 Embeddings,0.5492752004230343,2.570842804002116e-20
1423,31,Reptiles,GPT-3.5,0.4410788179193753,7.586502010659166e-13
1424,31,Reptiles,GPT-4,0.5204807778196032,4.6099529292318536e-18
1425,31,Sports,GPT-3 Embeddings,0.2327360252900547,8.00507789711494e-09
1426,31,Sports,GPT-3.5,0.5833587520632716,5.360628016184738e-56
1427,31,Sports,GPT-4,0.7345081946071976,8.949755411207727e-103
1428,31,Tools,GPT-3 Embeddings,0.07506725093488185,0.12453744537711516
1429,31,Tools,GPT-3.5,0.49462865724612165,2.6653567765577332e-27
1430,31,Tools,GPT-4,0.6601023782699847,6.762362317291991e-54
1431,31,Vegetables,GPT-3 Embeddings,0.19813706496316738,9.991510704259077e-07
1432,31,Vegetables,GPT-3.5,0.3541292319522339,3.6245454065067885e-19
1433,31,Vegetables,GPT-4,0.5425678179440167,3.1619827013096643e-47
1434,31,Vehicles,GPT-3 Embeddings,0.4546818848568878,1.6248866733663362e-29
1435,31,Vehicles,GPT-3.5,0.8061851935133831,1.8439193159353103e-127
1436,31,Vehicles,GPT-4,0.8525398798420674,4.189309655193862e-157
1437,31,Weapons,GPT-3 Embeddings,0.3701959784871146,2.926085153572748e-10
1438,31,Weapons,GPT-3.5,0.7751619233364571,8.809822882958186e-56
1439,31,Weapons,GPT-4,0.8893966324392929,8.88567745190918e-94
1440,32,Birds,GPT-3 Embeddings,0.2669849541552764,1.8346844518677654e-10
1441,32,Birds,GPT-3.5,0.49145381362577345,6.625214199273396e-35
1442,32,Birds,GPT-4,0.5589808711263552,1.0951124240721376e-46
1443,32,Clothing,GPT-3 Embeddings,0.313206620525808,1.1406538071639774e-18
1444,32,Clothing,GPT-3.5,0.5602750377980497,1.0704891923726202e-63
1445,32,Clothing,GPT-4,0.649667149699191,7.539396123548544e-92
1446,32,Fish,GPT-3 Embeddings,-0.08290916405014426,0.0750263135423402
1447,32,Fish,GPT-3.5,0.6052957135122171,1.6103903224289466e-47
1448,32,Fish,GPT-4,0.7327641629779839,5.322719561851317e-64
1449,32,Fruit,GPT-3 Embeddings,0.22750151317576162,2.4824986819261267e-10
1450,32,Fruit,GPT-3.5,0.5487959585117398,1.1189388973272941e-60
1451,32,Fruit,GPT-4,0.6948066874682668,4.827437727406444e-110
1452,32,Insects,GPT-3 Embeddings,0.3734269260330975,1.0432349713668267e-19
1453,32,Insects,GPT-3.5,0.567500907900751,2.2595884099609112e-48
1454,32,Insects,GPT-4,0.6298971617862587,2.3111271621295618e-62
1455,32,KitchenUtensils,GPT-3 Embeddings,0.49485844073026797,2.2221935433379543e-51
1456,32,KitchenUtensils,GPT-3.5,0.6157813459957169,6.404501576579975e-86
1457,32,KitchenUtensils,GPT-4,0.7636536636961087,4.456236907427601e-156
1458,32,Mammals,GPT-3 Embeddings,0.5443976729895738,6.511657801214915e-44
1459,32,Mammals,GPT-3.5,0.7897072609186296,8.420697280448225e-119
1460,32,Mammals,GPT-4,0.7494096851704276,1.4674972913876873e-100
1461,32,MusicalInstruments,GPT-3 Embeddings,0.21802749156592152,2.237939074698391e-06
1462,32,MusicalInstruments,GPT-3.5,0.6102732555097394,1.7578528694703253e-48
1463,32,MusicalInstruments,GPT-4,0.696278582373528,3.021663210695252e-68
1464,32,Professions,GPT-3 Embeddings,0.43442115302315015,1.117245555386089e-33
1465,32,Professions,GPT-3.5,0.6675493973538145,9.683393265510007e-92
1466,32,Professions,GPT-4,0.6722561421081508,1.7540038474659069e-93
1467,32,Reptiles,GPT-3 Embeddings,0.5030705160449602,8.43334681750783e-17
1468,32,Reptiles,GPT-3.5,0.48090243311600867,2.7076613435890663e-15
1469,32,Reptiles,GPT-4,0.5184644754794475,6.510410047028556e-18
1470,32,Sports,GPT-3 Embeddings,0.22995309711722722,1.2160834725124037e-08
1471,32,Sports,GPT-3.5,0.5952982857568252,8.326648412355214e-59
1472,32,Sports,GPT-4,0.743532786087434,1.3478886670556176e-106
1473,32,Tools,GPT-3 Embeddings,0.13753182778237977,0.004748867554744594
1474,32,Tools,GPT-3.5,0.6005901850554438,1.5913530515924733e-42
1475,32,Tools,GPT-4,0.7157275316546584,3.6782197371537654e-67
1476,32,Vegetables,GPT-3 Embeddings,0.16814327037360557,3.4795566723284445e-05
1477,32,Vegetables,GPT-3.5,0.4162805443715241,1.5111878193094233e-26
1478,32,Vegetables,GPT-4,0.5620241603262278,2.939892438803348e-51
1479,32,Vehicles,GPT-3 Embeddings,0.5393307927759198,5.573427378854869e-43
1480,32,Vehicles,GPT-3.5,0.8269291417269529,1.2554052310684739e-139
1481,32,Vehicles,GPT-4,0.8514268815942151,2.811816829989452e-156
1482,32,Weapons,GPT-3 Embeddings,0.2853676282508216,1.71338601888087e-06
1483,32,Weapons,GPT-3.5,0.8296560578619369,2.601467560755503e-70
1484,32,Weapons,GPT-4,0.9003612323323406,1.4513625849561536e-99
1485,33,Birds,GPT-3 Embeddings,0.23260612497586888,3.2274547847072375e-08
1486,33,Birds,GPT-3.5,0.557581194354468,2.0497541872419864e-46
1487,33,Birds,GPT-4,0.6092902403496931,2.1369275249586973e-57
1488,33,Clothing,GPT-3 Embeddings,0.2877854477390421,6.969300277543335e-16
1489,33,Clothing,GPT-3.5,0.5042521792522991,5.27236400996833e-50
1490,33,Clothing,GPT-4,0.5924412149208192,8.11039874705367e-73
1491,33,Fish,GPT-3 Embeddings,-0.02871282373781749,0.5381494387010022
1492,33,Fish,GPT-3.5,0.6161735813015563,1.2088123310833936e-49
1493,33,Fish,GPT-4,0.745403868158736,2.516792386500713e-67
1494,33,Fruit,GPT-3 Embeddings,0.22626262880432682,3.120243140935867e-10
1495,33,Fruit,GPT-3.5,0.5208864279363002,8.329715666119828e-54
1496,33,Fruit,GPT-4,0.6819663179005062,1.5637760036802167e-104
1497,33,Insects,GPT-3 Embeddings,0.3441282042947268,8.621296052454509e-17
1498,33,Insects,GPT-3.5,0.6034870413132387,4.605867638595283e-56
1499,33,Insects,GPT-4,0.6250460114993266,3.6849509801252064e-61
1500,33,KitchenUtensils,GPT-3 Embeddings,0.4736900785981421,1.1955421382973886e-46
1501,33,KitchenUtensils,GPT-3.5,0.5744702481899362,1.751032458825683e-72
1502,33,KitchenUtensils,GPT-4,0.7430660610037582,1.931562252038227e-143
1503,33,Mammals,GPT-3 Embeddings,0.6340920487806424,2.025567603281579e-63
1504,33,Mammals,GPT-3.5,0.7650257350134242,3.423327929096893e-107
1505,33,Mammals,GPT-4,0.7944821715936256,3.147005399828315e-121
1506,33,MusicalInstruments,GPT-3 Embeddings,0.23666539656486435,2.65475964326442e-07
1507,33,MusicalInstruments,GPT-3.5,0.6038680764003611,3.017950482378352e-47
1508,33,MusicalInstruments,GPT-4,0.7659100832072955,2.794376553915906e-90
1509,33,Professions,GPT-3 Embeddings,0.3876196783595184,1.3787505070483154e-26
1510,33,Professions,GPT-3.5,0.6390441557527333,7.735161687892577e-82
1511,33,Professions,GPT-4,0.6907407361730606,1.199920578159528e-100
1512,33,Reptiles,GPT-3 Embeddings,0.5602205417341724,3.1264862648478084e-21
1513,33,Reptiles,GPT-3.5,0.4154450725174757,1.9718889718156918e-11
1514,33,Reptiles,GPT-4,0.5653020693332717,1.1445773291028567e-21
1515,33,Sports,GPT-3 Embeddings,0.23001045268729575,1.2057131859710405e-08
1516,33,Sports,GPT-3.5,0.5746560249653364,5.063064449634414e-54
1517,33,Sports,GPT-4,0.6900116285706721,5.3094823212676694e-86
1518,33,Tools,GPT-3 Embeddings,0.14936342635935207,0.002146683925964769
1519,33,Tools,GPT-3.5,0.5745502065891065,2.915412301483023e-38
1520,33,Tools,GPT-4,0.7279441696186629,1.6417990385931675e-70
1521,33,Vegetables,GPT-3 Embeddings,0.1850770853889248,5.03144063558877e-06
1522,33,Vegetables,GPT-3.5,0.43426904671763067,5.438988054298651e-29
1523,33,Vegetables,GPT-4,0.5492805693464443,1.3766527368239676e-48
1524,33,Vehicles,GPT-3 Embeddings,0.4993081709833888,3.825984603299826e-36
1525,33,Vehicles,GPT-3.5,0.7915423120765954,9.999785101821058e-120
1526,33,Vehicles,GPT-4,0.8537982137569974,4.776139577118922e-158
1527,33,Weapons,GPT-3 Embeddings,0.2701247599782049,6.2197568349885925e-06
1528,33,Weapons,GPT-3.5,0.7976565581285481,3.0943728986915197e-61
1529,33,Weapons,GPT-4,0.8653071813766433,5.767001730265279e-83
1530,34,Birds,GPT-3 Embeddings,0.20820320782695934,8.0250082570897e-07
1531,34,Birds,GPT-3.5,0.5330624015073689,7.550222049303855e-42
1532,34,Birds,GPT-4,0.607109272279816,6.826264673881481e-57
1533,34,Clothing,GPT-3 Embeddings,0.32269084517006114,8.830594082470685e-20
1534,34,Clothing,GPT-3.5,0.5441536925341631,1.7254950889806288e-59
1535,34,Clothing,GPT-4,0.657744517440736,7.121054344333538e-95
1536,34,Fish,GPT-3 Embeddings,-0.12547551782717273,0.006926287038941985
1537,34,Fish,GPT-3.5,0.6191367366890632,3.0841796741023183e-50
1538,34,Fish,GPT-4,0.7615062861667138,7.377985773057482e-72
1539,34,Fruit,GPT-3 Embeddings,0.20744530172210693,8.556886759563377e-09
1540,34,Fruit,GPT-3.5,0.5550800441443494,2.57354108870464e-62
1541,34,Fruit,GPT-4,0.68258693719625,8.597392698055816e-105
1542,34,Insects,GPT-3 Embeddings,0.2702323992100994,1.0814040650406347e-10
1543,34,Insects,GPT-3.5,0.5846308988099522,6.4984791952900954e-52
1544,34,Insects,GPT-4,0.5426232162533401,1.3868896553323994e-43
1545,34,KitchenUtensils,GPT-3 Embeddings,0.47000053563826716,7.391505257032062e-46
1546,34,KitchenUtensils,GPT-3.5,0.6051985460384489,2.7370518128343685e-82
1547,34,KitchenUtensils,GPT-4,0.7415715611314804,1.4322977418052434e-142
1548,34,Mammals,GPT-3 Embeddings,0.6112417327149247,7.501230928662111e-58
1549,34,Mammals,GPT-3.5,0.7186414623547698,7.884893009759615e-89
1550,34,Mammals,GPT-4,0.7343940019552518,1.2474239638054384e-94
1551,34,MusicalInstruments,GPT-3 Embeddings,0.17631362102417347,0.00013934140291043109
1552,34,MusicalInstruments,GPT-3.5,0.6298897082304349,1.9151382025434496e-52
1553,34,MusicalInstruments,GPT-4,0.7067543464567728,3.825762821664145e-71
1554,34,Professions,GPT-3 Embeddings,0.3782298980759152,2.696966553108303e-25
1555,34,Professions,GPT-3.5,0.613165759383096,1.0280247240956833e-73
1556,34,Professions,GPT-4,0.6966819183287011,4.571978253731218e-103
1557,34,Reptiles,GPT-3 Embeddings,0.6303412891036411,5.500140077387343e-28
1558,34,Reptiles,GPT-3.5,0.4172408608254871,1.5834578162299432e-11
1559,34,Reptiles,GPT-4,0.4439370241389783,5.185423700471456e-13
1560,34,Sports,GPT-3 Embeddings,0.2012957140734823,6.646717699700295e-07
1561,34,Sports,GPT-3.5,0.5928003352377856,3.294806610506467e-58
1562,34,Sports,GPT-4,0.696973331631786,2.0185219971034154e-88
1563,34,Tools,GPT-3 Embeddings,0.14066434021190344,0.0038702933260016813
1564,34,Tools,GPT-3.5,0.5807767820203731,3.0205950329353614e-39
1565,34,Tools,GPT-4,0.7364213805946795,6.042906568169565e-73
1566,34,Vegetables,GPT-3 Embeddings,0.13773397436776652,0.0007172999070694465
1567,34,Vegetables,GPT-3.5,0.44606808798035286,1.1246909251063363e-30
1568,34,Vegetables,GPT-4,0.4838736514670427,1.5419588918206163e-36
1569,34,Vehicles,GPT-3 Embeddings,0.5400971119143074,4.0375366769379256e-43
1570,34,Vehicles,GPT-3.5,0.7474558160582573,9.158821089282742e-100
1571,34,Vehicles,GPT-4,0.8165219117230277,2.489052453973986e-133
1572,34,Weapons,GPT-3 Embeddings,0.38487114595811306,4.925882130194069e-11
1573,34,Weapons,GPT-3.5,0.7407025593784216,1.49791124249397e-48
1574,34,Weapons,GPT-4,0.8667670670022549,1.469463297801686e-83
1575,35,Birds,GPT-3 Embeddings,0.24927610477876863,2.89639557571707e-09
1576,35,Birds,GPT-3.5,0.5806114503329213,4.598409160335626e-51
1577,35,Birds,GPT-4,0.5936016325067636,7.461998308390346e-54
1578,35,Clothing,GPT-3 Embeddings,0.3421845842236692,3.428179533940511e-22
1579,35,Clothing,GPT-3.5,0.5610609427851125,6.584739444427675e-64
1580,35,Clothing,GPT-4,0.6599595797920349,1.0153816296596184e-95
1581,35,Fish,GPT-3 Embeddings,-0.12897860254408977,0.005496706074492486
1582,35,Fish,GPT-3.5,0.5395147140556807,2.9783107035960772e-36
1583,35,Fish,GPT-4,0.7371277917330834,3.9799219449063265e-65
1584,35,Fruit,GPT-3 Embeddings,0.1934551360632131,8.273553754875775e-08
1585,35,Fruit,GPT-3.5,0.5534742026863662,6.799830118498357e-62
1586,35,Fruit,GPT-4,0.6271414117565199,6.987882067524816e-84
1587,35,Insects,GPT-3 Embeddings,0.3574877185668032,4.3939576784318856e-18
1588,35,Insects,GPT-3.5,0.5425893429842531,1.4069896059358695e-43
1589,35,Insects,GPT-4,0.6453331731122952,2.4612074262415267e-66
1590,35,KitchenUtensils,GPT-3 Embeddings,0.4367961123218672,3.712481601282566e-39
1591,35,KitchenUtensils,GPT-3.5,0.5558303341310752,5.051737412550893e-67
1592,35,KitchenUtensils,GPT-4,0.7889029473491598,1.8329071939277306e-173
1593,35,Mammals,GPT-3 Embeddings,0.6174344682155777,2.57720560029475e-59
1594,35,Mammals,GPT-3.5,0.7277837867520991,3.8000849873502296e-92
1595,35,Mammals,GPT-4,0.7729926560236076,8.876458184601357e-111
1596,35,MusicalInstruments,GPT-3 Embeddings,0.29300478331717295,1.3420801706037677e-10
1597,35,MusicalInstruments,GPT-3.5,0.6629543332919494,8.289668704260206e-60
1598,35,MusicalInstruments,GPT-4,0.7194924076968763,7.616413163937654e-75
1599,35,Professions,GPT-3 Embeddings,0.47530525743140484,7.519338875624353e-41
1600,35,Professions,GPT-3.5,0.6361540236929341,6.829434528800229e-81
1601,35,Professions,GPT-4,0.740953379559971,3.6873436241632145e-123
1602,35,Reptiles,GPT-3 Embeddings,0.5322305368264061,5.888334606246694e-19
1603,35,Reptiles,GPT-3.5,0.3931778256297701,2.6934350884160484e-10
1604,35,Reptiles,GPT-4,0.4959147460775198,2.65640901646629e-16
1605,35,Sports,GPT-3 Embeddings,0.31245543958354344,4.703363761005614e-15
1606,35,Sports,GPT-3.5,0.6233262805165796,6.958755850770532e-66
1607,35,Sports,GPT-4,0.6912771047978807,1.9510448206900095e-86
1608,35,Tools,GPT-3 Embeddings,0.1397596023088215,0.00410756785960535
1609,35,Tools,GPT-3.5,0.5288787263877279,1.2128724945711845e-31
1610,35,Tools,GPT-4,0.7112631727164139,5.574749972086996e-66
1611,35,Vegetables,GPT-3 Embeddings,0.1490331111488635,0.0002488735718638518
1612,35,Vegetables,GPT-3.5,0.3965554498586877,4.946273714939717e-24
1613,35,Vegetables,GPT-4,0.5232947420934151,1.7453978344644078e-43
1614,35,Vehicles,GPT-3 Embeddings,0.4151445243632918,2.080822425580186e-24
