,argument_id,domain,conclusion_type,is_single_premise,premises,conclusion,human_raw_rating,gpt3_raw_rating,prompt_generator,gpt4_raw_rating,human_ranking,gpt3_ranking,gpt4_ranking,human_normalised_rating,gpt3_normalised_rating,gpt4_normalised_rating,drop,human_maxsim,gpt3_maxsim,gpt4_maxsim,human_meansim,gpt3_meansim,gpt4_meansim,human_scm,gpt3_scm,gpt4_scm
1113,"(('Cows', 'Elephants'), 'All mammals')",Mammals,General,False,"('Cows', 'Elephants')",All mammals,5.2,90.60521175518132,S3-C1-A1-Q4-O1,60.0,11.0,10.0,5.0,0.022,0.98,0.99,False,,,,,,,0.5825785024154589,0.6387379227053139,0.6301328502415459
1114,"(('Cows', 'Elephants'), 'All mammals')",Mammals,General,False,"('Cows', 'Elephants')",All mammals,5.2,90.60521175518132,S3-C1-A1-Q1-O1-T,65.0,11.0,10.0,2.0,0.022,0.98,0.996,False,,,,,,,0.5825785024154589,0.6387379227053139,0.6301328502415459
1115,"(('Cows', 'Giraffes'), 'All mammals')",Mammals,General,False,"('Cows', 'Giraffes')",All mammals,4.4,88.42971383473896,S1-C1-A1-Q1-O1,50.0,21.0,28.0,3.0,0.042,0.944,0.994,False,,,,,,,0.5643115942028986,0.4906400966183575,0.6200181159420289
1116,"(('Cows', 'Giraffes'), 'All mammals')",Mammals,General,False,"('Cows', 'Giraffes')",All mammals,4.4,88.42971383473896,S3-C1-A1-Q1-O1,60.0,21.0,28.0,2.0,0.042,0.944,0.996,False,,,,,,,0.5643115942028986,0.4906400966183575,0.6200181159420289
1117,"(('Cows', 'Giraffes'), 'All mammals')",Mammals,General,False,"('Cows', 'Giraffes')",All mammals,4.4,88.42971383473896,S3-C1-A1-Q3-O1,40.0,21.0,28.0,4.0,0.042,0.944,0.992,False,,,,,,,0.5643115942028986,0.4906400966183575,0.6200181159420289
1118,"(('Cows', 'Giraffes'), 'All mammals')",Mammals,General,False,"('Cows', 'Giraffes')",All mammals,4.4,88.42971383473896,S3-C1-A1-Q4-O1,85.0,21.0,28.0,1.0,0.042,0.944,0.998,False,,,,,,,0.5643115942028986,0.4906400966183575,0.6200181159420289
1119,"(('Cows', 'Giraffes'), 'All mammals')",Mammals,General,False,"('Cows', 'Giraffes')",All mammals,4.4,88.42971383473896,S3-C1-A1-Q1-O1-T,55.0,21.0,28.0,3.0,0.042,0.944,0.994,False,,,,,,,0.5643115942028986,0.4906400966183575,0.6200181159420289
1120,"(('Cows', 'Giraffes'), 'Llamas')",Mammals,Specific,False,"('Cows', 'Giraffes')",Llamas,3.7777777777777777,92.22790655048787,S1-C1-A1-Q1-O1,50.0,67.0,70.0,4.0,0.1145299145299145,0.8803418803418803,0.9931623931623932,False,0.9166666666666666,0.8043478260869565,0.8840579710144928,0.8623188405797102,0.6757246376811594,0.7173913043478262,0.7404891304347826,0.647493961352657,0.7520380434782609
1121,"(('Cows', 'Giraffes'), 'Llamas')",Mammals,Specific,False,"('Cows', 'Giraffes')",Llamas,3.7777777777777777,92.22790655048787,S3-C1-A1-Q1-O1,60.0,67.0,70.0,5.0,0.1145299145299145,0.8803418803418803,0.9914529914529916,False,0.9166666666666666,0.8043478260869565,0.8840579710144928,0.8623188405797102,0.6757246376811594,0.7173913043478262,0.7404891304347826,0.647493961352657,0.7520380434782609
1122,"(('Cows', 'Giraffes'), 'Llamas')",Mammals,Specific,False,"('Cows', 'Giraffes')",Llamas,3.7777777777777777,92.22790655048787,S3-C1-A1-Q3-O1,75.0,67.0,70.0,4.0,0.1145299145299145,0.8803418803418803,0.9931623931623932,False,0.9166666666666666,0.8043478260869565,0.8840579710144928,0.8623188405797102,0.6757246376811594,0.7173913043478262,0.7404891304347826,0.647493961352657,0.7520380434782609
1123,"(('Cows', 'Giraffes'), 'Llamas')",Mammals,Specific,False,"('Cows', 'Giraffes')",Llamas,3.7777777777777777,92.22790655048787,S3-C1-A1-Q4-O1,85.0,67.0,70.0,3.0,0.1145299145299145,0.8803418803418803,0.9948717948717948,False,0.9166666666666666,0.8043478260869565,0.8840579710144928,0.8623188405797102,0.6757246376811594,0.7173913043478262,0.7404891304347826,0.647493961352657,0.7520380434782609
1124,"(('Cows', 'Giraffes'), 'Llamas')",Mammals,Specific,False,"('Cows', 'Giraffes')",Llamas,3.7777777777777777,92.22790655048787,S3-C1-A1-Q1-O1-T,70.0,67.0,70.0,3.0,0.1145299145299145,0.8803418803418803,0.9948717948717948,False,0.9166666666666666,0.8043478260869565,0.8840579710144928,0.8623188405797102,0.6757246376811594,0.7173913043478262,0.7404891304347826,0.647493961352657,0.7520380434782609
1125,"(('Cows', 'Mice'), 'Horses')",Mammals,Specific,False,"('Cows', 'Mice')",Horses,8.0,95.02903292647474,S1-C1-A1-Q1-O1,50.0,22.0,14.0,4.0,0.0376068376068376,0.976068376068376,0.9931623931623932,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.5253623188405797,0.6485507246376812,0.7336956521739131,0.7865338164251208,0.8163496376811594,0.8608091787439613
1126,"(('Cows', 'Mice'), 'Horses')",Mammals,Specific,False,"('Cows', 'Mice')",Horses,8.0,95.02903292647474,S3-C1-A1-Q1-O1,70.0,22.0,14.0,3.0,0.0376068376068376,0.976068376068376,0.9948717948717948,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.5253623188405797,0.6485507246376812,0.7336956521739131,0.7865338164251208,0.8163496376811594,0.8608091787439613
1127,"(('Cows', 'Mice'), 'Horses')",Mammals,Specific,False,"('Cows', 'Mice')",Horses,8.0,95.02903292647474,S3-C1-A1-Q3-O1,80.0,22.0,14.0,3.0,0.0376068376068376,0.976068376068376,0.9948717948717948,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.5253623188405797,0.6485507246376812,0.7336956521739131,0.7865338164251208,0.8163496376811594,0.8608091787439613
1128,"(('Cows', 'Mice'), 'Horses')",Mammals,Specific,False,"('Cows', 'Mice')",Horses,8.0,95.02903292647474,S3-C1-A1-Q4-O1,90.0,22.0,14.0,2.0,0.0376068376068376,0.976068376068376,0.9965811965811966,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.5253623188405797,0.6485507246376812,0.7336956521739131,0.7865338164251208,0.8163496376811594,0.8608091787439613
1129,"(('Cows', 'Mice'), 'Horses')",Mammals,Specific,False,"('Cows', 'Mice')",Horses,8.0,95.02903292647474,S3-C1-A1-Q1-O1-T,85.0,22.0,14.0,2.0,0.0376068376068376,0.976068376068376,0.9965811965811966,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.5253623188405797,0.6485507246376812,0.7336956521739131,0.7865338164251208,0.8163496376811594,0.8608091787439613
1130,"(('Cows', 'Rhinos'), 'Horses')",Mammals,Specific,False,"('Cows', 'Rhinos')",Horses,8.7,95.57221059246552,S1-C1-A1-Q1-O1,50.0,18.0,4.0,4.0,0.0307692307692307,0.9931623931623932,0.9931623931623932,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.8713768115942029,0.8804347826086956,0.8858695652173914,0.7519625603864735,0.7700785024154589,0.7995923913043479
1131,"(('Cows', 'Rhinos'), 'Horses')",Mammals,Specific,False,"('Cows', 'Rhinos')",Horses,8.7,95.57221059246552,S3-C1-A1-Q1-O1,70.0,18.0,4.0,3.0,0.0307692307692307,0.9931623931623932,0.9948717948717948,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.8713768115942029,0.8804347826086956,0.8858695652173914,0.7519625603864735,0.7700785024154589,0.7995923913043479
1132,"(('Cows', 'Rhinos'), 'Horses')",Mammals,Specific,False,"('Cows', 'Rhinos')",Horses,8.7,95.57221059246552,S3-C1-A1-Q3-O1,75.0,18.0,4.0,4.0,0.0307692307692307,0.9931623931623932,0.9931623931623932,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.8713768115942029,0.8804347826086956,0.8858695652173914,0.7519625603864735,0.7700785024154589,0.7995923913043479
1133,"(('Cows', 'Rhinos'), 'Horses')",Mammals,Specific,False,"('Cows', 'Rhinos')",Horses,8.7,95.57221059246552,S3-C1-A1-Q4-O1,85.0,18.0,4.0,3.0,0.0307692307692307,0.9931623931623932,0.9948717948717948,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.8713768115942029,0.8804347826086956,0.8858695652173914,0.7519625603864735,0.7700785024154589,0.7995923913043479
1134,"(('Cows', 'Rhinos'), 'Horses')",Mammals,Specific,False,"('Cows', 'Rhinos')",Horses,8.7,95.57221059246552,S3-C1-A1-Q1-O1-T,70.0,18.0,4.0,3.0,0.0307692307692307,0.9931623931623932,0.9948717948717948,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.8713768115942029,0.8804347826086956,0.8858695652173914,0.7519625603864735,0.7700785024154589,0.7995923913043479
1135,"(('Cows', 'Sheep'), 'Mice')",Mammals,Specific,False,"('Cows', 'Sheep')",Mice,9.0,89.6433313306631,S1-C1-A1-Q1-O1,50.0,14.0,85.0,4.0,0.0239316239316239,0.8547008547008547,0.9931623931623932,False,0.4384057971014493,0.4963768115942029,0.7717391304347826,0.26268115942028986,0.3007246376811594,0.7264492753623188,0.548233695652174,0.544308574879227,0.7219202898550725
1136,"(('Cows', 'Sheep'), 'Mice')",Mammals,Specific,False,"('Cows', 'Sheep')",Mice,9.0,89.6433313306631,S3-C1-A1-Q1-O1,60.0,14.0,85.0,5.0,0.0239316239316239,0.8547008547008547,0.9914529914529916,False,0.4384057971014493,0.4963768115942029,0.7717391304347826,0.26268115942028986,0.3007246376811594,0.7264492753623188,0.548233695652174,0.544308574879227,0.7219202898550725
1137,"(('Cows', 'Sheep'), 'Mice')",Mammals,Specific,False,"('Cows', 'Sheep')",Mice,9.0,89.6433313306631,S3-C1-A1-Q3-O1,75.0,14.0,85.0,4.0,0.0239316239316239,0.8547008547008547,0.9931623931623932,False,0.4384057971014493,0.4963768115942029,0.7717391304347826,0.26268115942028986,0.3007246376811594,0.7264492753623188,0.548233695652174,0.544308574879227,0.7219202898550725
1138,"(('Cows', 'Sheep'), 'Mice')",Mammals,Specific,False,"('Cows', 'Sheep')",Mice,9.0,89.6433313306631,S3-C1-A1-Q4-O1,85.0,14.0,85.0,3.0,0.0239316239316239,0.8547008547008547,0.9948717948717948,False,0.4384057971014493,0.4963768115942029,0.7717391304347826,0.26268115942028986,0.3007246376811594,0.7264492753623188,0.548233695652174,0.544308574879227,0.7219202898550725
1139,"(('Cows', 'Sheep'), 'Mice')",Mammals,Specific,False,"('Cows', 'Sheep')",Mice,9.0,89.6433313306631,S3-C1-A1-Q1-O1-T,70.0,14.0,85.0,3.0,0.0239316239316239,0.8547008547008547,0.9948717948717948,False,0.4384057971014493,0.4963768115942029,0.7717391304347826,0.26268115942028986,0.3007246376811594,0.7264492753623188,0.548233695652174,0.544308574879227,0.7219202898550725
1140,"(('Cows', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Cows', 'Squirrels')",All mammals,3.8,90.02785332922896,S1-C1-A1-Q1-O1,70.0,29.0,17.0,1.0,0.058,0.966,0.998,False,,,,,,,0.6870471014492753,0.671346618357488,0.7127113526570049
1141,"(('Cows', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Cows', 'Squirrels')",All mammals,3.8,90.02785332922896,S3-C1-A1-Q1-O1,70.0,29.0,17.0,1.0,0.058,0.966,0.998,False,,,,,,,0.6870471014492753,0.671346618357488,0.7127113526570049
1142,"(('Cows', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Cows', 'Squirrels')",All mammals,3.8,90.02785332922896,S3-C1-A1-Q3-O1,70.0,29.0,17.0,1.0,0.058,0.966,0.998,False,,,,,,,0.6870471014492753,0.671346618357488,0.7127113526570049
1143,"(('Cows', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Cows', 'Squirrels')",All mammals,3.8,90.02785332922896,S3-C1-A1-Q4-O1,85.0,29.0,17.0,1.0,0.058,0.966,0.998,False,,,,,,,0.6870471014492753,0.671346618357488,0.7127113526570049
1144,"(('Cows', 'Squirrels'), 'All mammals')",Mammals,General,False,"('Cows', 'Squirrels')",All mammals,3.8,90.02785332922896,S3-C1-A1-Q1-O1-T,70.0,29.0,17.0,1.0,0.058,0.966,0.998,False,,,,,,,0.6870471014492753,0.671346618357488,0.7127113526570049
1145,"(('Cows', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Cows', 'Squirrels')",Horses,8.909090909090908,94.95078894696783,S1-C1-A1-Q1-O1,50.0,15.0,20.0,4.0,0.0256410256410256,0.9658119658119658,0.9931623931623932,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.588768115942029,0.572463768115942,0.605072463768116,0.8072916666666666,0.8175573671497585,0.8309933574879227
1146,"(('Cows', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Cows', 'Squirrels')",Horses,8.909090909090908,94.95078894696783,S3-C1-A1-Q1-O1,70.0,15.0,20.0,3.0,0.0256410256410256,0.9658119658119658,0.9948717948717948,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.588768115942029,0.572463768115942,0.605072463768116,0.8072916666666666,0.8175573671497585,0.8309933574879227
1147,"(('Cows', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Cows', 'Squirrels')",Horses,8.909090909090908,94.95078894696783,S3-C1-A1-Q3-O1,75.0,15.0,20.0,4.0,0.0256410256410256,0.9658119658119658,0.9931623931623932,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.588768115942029,0.572463768115942,0.605072463768116,0.8072916666666666,0.8175573671497585,0.8309933574879227
1148,"(('Cows', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Cows', 'Squirrels')",Horses,8.909090909090908,94.95078894696783,S3-C1-A1-Q4-O1,90.0,15.0,20.0,2.0,0.0256410256410256,0.9658119658119658,0.9965811965811966,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.588768115942029,0.572463768115942,0.605072463768116,0.8072916666666666,0.8175573671497585,0.8309933574879227
1149,"(('Cows', 'Squirrels'), 'Horses')",Mammals,Specific,False,"('Cows', 'Squirrels')",Horses,8.909090909090908,94.95078894696783,S3-C1-A1-Q1-O1-T,85.0,15.0,20.0,2.0,0.0256410256410256,0.9658119658119658,0.9965811965811966,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.588768115942029,0.572463768115942,0.605072463768116,0.8072916666666666,0.8175573671497585,0.8309933574879227
1150,"(('Cows',), 'All mammals')",Mammals,General,True,"('Cows',)",All mammals,5.484848484848484,82.24975368502692,S1-C1-A1-Q1-O1,50.0,21.0,5.0,1.0,0.175,0.9583333333333334,0.9916666666666668,False,,,,,,,0.5051328502415459,0.3977958937198068,0.5866545893719807
1151,"(('Cows',), 'All mammals')",Mammals,General,True,"('Cows',)",All mammals,5.484848484848484,82.24975368502692,S3-C1-A1-Q1-O1,40.0,21.0,5.0,3.0,0.175,0.9583333333333334,0.975,False,,,,,,,0.5051328502415459,0.3977958937198068,0.5866545893719807
1152,"(('Cows',), 'All mammals')",Mammals,General,True,"('Cows',)",All mammals,5.484848484848484,82.24975368502692,S3-C1-A1-Q3-O1,20.0,21.0,5.0,4.0,0.175,0.9583333333333334,0.9666666666666668,False,,,,,,,0.5051328502415459,0.3977958937198068,0.5866545893719807
1153,"(('Cows',), 'All mammals')",Mammals,General,True,"('Cows',)",All mammals,5.484848484848484,82.24975368502692,S3-C1-A1-Q4-O1,50.0,21.0,5.0,5.0,0.175,0.9583333333333334,0.9583333333333334,False,,,,,,,0.5051328502415459,0.3977958937198068,0.5866545893719807
1154,"(('Cows',), 'All mammals')",Mammals,General,True,"('Cows',)",All mammals,5.484848484848484,82.24975368502692,S3-C1-A1-Q1-O1-T,35.0,21.0,5.0,2.0,0.175,0.9583333333333334,0.9833333333333332,False,,,,,,,0.5051328502415459,0.3977958937198068,0.5866545893719807
1155,"(('Cows',), 'Cats')",Mammals,Specific,True,"('Cows',)",Cats,12.3,69.32812201370506,S1-C1-A1-Q1-O1,50.0,49.0,158.0,4.0,0.0579881656804733,0.81301775147929,0.9952662721893492,False,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.40836352657004826,0.256868961352657,0.5397041062801933
1156,"(('Cows',), 'Cats')",Mammals,Specific,True,"('Cows',)",Cats,12.3,69.32812201370506,S3-C1-A1-Q1-O1,50.0,49.0,158.0,7.0,0.0579881656804733,0.81301775147929,0.991715976331361,False,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.40836352657004826,0.256868961352657,0.5397041062801933
1157,"(('Cows',), 'Cats')",Mammals,Specific,True,"('Cows',)",Cats,12.3,69.32812201370506,S3-C1-A1-Q3-O1,60.0,49.0,158.0,7.0,0.0579881656804733,0.81301775147929,0.991715976331361,False,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.40836352657004826,0.256868961352657,0.5397041062801933
1158,"(('Cows',), 'Cats')",Mammals,Specific,True,"('Cows',)",Cats,12.3,69.32812201370506,S3-C1-A1-Q4-O1,75.0,49.0,158.0,4.0,0.0579881656804733,0.81301775147929,0.9952662721893492,False,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.40836352657004826,0.256868961352657,0.5397041062801933
1159,"(('Cows',), 'Cats')",Mammals,Specific,True,"('Cows',)",Cats,12.3,69.32812201370506,S3-C1-A1-Q1-O1-T,50.0,49.0,158.0,8.0,0.0579881656804733,0.81301775147929,0.9905325443786982,False,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.3115942028985507,0.11594202898550725,0.4927536231884058,0.40836352657004826,0.256868961352657,0.5397041062801933
1160,"(('Cows',), 'Donkeys')",Mammals,Specific,True,"('Cows',)",Donkeys,7.1,82.95728639517138,S1-C1-A1-Q1-O1,50.0,101.0,89.0,4.0,0.1195266272189349,0.8946745562130177,0.9952662721893492,False,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.7145229468599034,0.5539704106280193,0.7190519323671498
1161,"(('Cows',), 'Donkeys')",Mammals,Specific,True,"('Cows',)",Donkeys,7.1,82.95728639517138,S3-C1-A1-Q1-O1,50.0,101.0,89.0,7.0,0.1195266272189349,0.8946745562130177,0.991715976331361,False,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.7145229468599034,0.5539704106280193,0.7190519323671498
1162,"(('Cows',), 'Donkeys')",Mammals,Specific,True,"('Cows',)",Donkeys,7.1,82.95728639517138,S3-C1-A1-Q3-O1,70.0,101.0,89.0,5.0,0.1195266272189349,0.8946745562130177,0.9940828402366864,False,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.7145229468599034,0.5539704106280193,0.7190519323671498
1163,"(('Cows',), 'Donkeys')",Mammals,Specific,True,"('Cows',)",Donkeys,7.1,82.95728639517138,S3-C1-A1-Q4-O1,75.0,101.0,89.0,4.0,0.1195266272189349,0.8946745562130177,0.9952662721893492,False,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.7145229468599034,0.5539704106280193,0.7190519323671498
1164,"(('Cows',), 'Donkeys')",Mammals,Specific,True,"('Cows',)",Donkeys,7.1,82.95728639517138,S3-C1-A1-Q1-O1-T,65.0,101.0,89.0,6.0,0.1195266272189349,0.8946745562130177,0.9928994082840236,False,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.9239130434782609,0.7101449275362319,0.8514492753623188,0.7145229468599034,0.5539704106280193,0.7190519323671498
1165,"(('Cows',), 'Hippos')",Mammals,Specific,True,"('Cows',)",Hippos,8.2,86.04010185695688,S1-C1-A1-Q1-O1,50.0,94.0,79.0,4.0,0.1112426035502958,0.906508875739645,0.9952662721893492,False,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.6891606280193237,0.506868961352657,0.7244867149758454
1166,"(('Cows',), 'Hippos')",Mammals,Specific,True,"('Cows',)",Hippos,8.2,86.04010185695688,S3-C1-A1-Q1-O1,60.0,94.0,79.0,6.0,0.1112426035502958,0.906508875739645,0.9928994082840236,False,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.6891606280193237,0.506868961352657,0.7244867149758454
1167,"(('Cows',), 'Hippos')",Mammals,Specific,True,"('Cows',)",Hippos,8.2,86.04010185695688,S3-C1-A1-Q3-O1,60.0,94.0,79.0,7.0,0.1112426035502958,0.906508875739645,0.991715976331361,False,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.6891606280193237,0.506868961352657,0.7244867149758454
1168,"(('Cows',), 'Hippos')",Mammals,Specific,True,"('Cows',)",Hippos,8.2,86.04010185695688,S3-C1-A1-Q4-O1,80.0,94.0,79.0,3.0,0.1112426035502958,0.906508875739645,0.9964497041420118,False,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.6891606280193237,0.506868961352657,0.7244867149758454
1169,"(('Cows',), 'Hippos')",Mammals,Specific,True,"('Cows',)",Hippos,8.2,86.04010185695688,S3-C1-A1-Q1-O1-T,55.0,94.0,79.0,7.0,0.1112426035502958,0.906508875739645,0.991715976331361,False,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.8731884057971014,0.6159420289855072,0.8623188405797102,0.6891606280193237,0.506868961352657,0.7244867149758454
1170,"(('Cows',), 'Horses')",Mammals,Specific,True,"('Cows',)",Horses,10.428571428571429,91.00277408548573,S1-C1-A1-Q1-O1,50.0,74.0,18.0,4.0,0.0875739644970414,0.978698224852071,0.9952662721893492,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.927536231884058,0.9637681159420289,0.9492753623188406,0.7163345410628019,0.6807820048309179,0.7679649758454106
1171,"(('Cows',), 'Horses')",Mammals,Specific,True,"('Cows',)",Horses,10.428571428571429,91.00277408548573,S3-C1-A1-Q1-O1,60.0,74.0,18.0,6.0,0.0875739644970414,0.978698224852071,0.9928994082840236,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.927536231884058,0.9637681159420289,0.9492753623188406,0.7163345410628019,0.6807820048309179,0.7679649758454106
1172,"(('Cows',), 'Horses')",Mammals,Specific,True,"('Cows',)",Horses,10.428571428571429,91.00277408548573,S3-C1-A1-Q3-O1,65.0,74.0,18.0,6.0,0.0875739644970414,0.978698224852071,0.9928994082840236,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.927536231884058,0.9637681159420289,0.9492753623188406,0.7163345410628019,0.6807820048309179,0.7679649758454106
1173,"(('Cows',), 'Horses')",Mammals,Specific,True,"('Cows',)",Horses,10.428571428571429,91.00277408548573,S3-C1-A1-Q4-O1,80.0,74.0,18.0,3.0,0.0875739644970414,0.978698224852071,0.9964497041420118,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.927536231884058,0.9637681159420289,0.9492753623188406,0.7163345410628019,0.6807820048309179,0.7679649758454106
1174,"(('Cows',), 'Horses')",Mammals,Specific,True,"('Cows',)",Horses,10.428571428571429,91.00277408548573,S3-C1-A1-Q1-O1-T,65.0,74.0,18.0,6.0,0.0875739644970414,0.978698224852071,0.9928994082840236,False,0.927536231884058,0.9637681159420289,0.9492753623188406,0.927536231884058,0.9637681159420289,0.9492753623188406,0.7163345410628019,0.6807820048309179,0.7679649758454106
1175,"(('Cows',), 'Llamas')",Mammals,Specific,True,"('Cows',)",Llamas,11.333333333333334,84.62999965442359,S1-C1-A1-Q1-O1,50.0,61.0,85.0,4.0,0.072189349112426,0.8994082840236687,0.9952662721893492,False,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.6565519323671498,0.6010718599033816,0.7353562801932367
1176,"(('Cows',), 'Llamas')",Mammals,Specific,True,"('Cows',)",Llamas,11.333333333333334,84.62999965442359,S3-C1-A1-Q1-O1,50.0,61.0,85.0,7.0,0.072189349112426,0.8994082840236687,0.991715976331361,False,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.6565519323671498,0.6010718599033816,0.7353562801932367
1177,"(('Cows',), 'Llamas')",Mammals,Specific,True,"('Cows',)",Llamas,11.333333333333334,84.62999965442359,S3-C1-A1-Q3-O1,50.0,61.0,85.0,8.0,0.072189349112426,0.8994082840236687,0.9905325443786982,False,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.6565519323671498,0.6010718599033816,0.7353562801932367
1178,"(('Cows',), 'Llamas')",Mammals,Specific,True,"('Cows',)",Llamas,11.333333333333334,84.62999965442359,S3-C1-A1-Q4-O1,75.0,61.0,85.0,4.0,0.072189349112426,0.8994082840236687,0.9952662721893492,False,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.6565519323671498,0.6010718599033816,0.7353562801932367
1179,"(('Cows',), 'Llamas')",Mammals,Specific,True,"('Cows',)",Llamas,11.333333333333334,84.62999965442359,S3-C1-A1-Q1-O1-T,65.0,61.0,85.0,6.0,0.072189349112426,0.8994082840236687,0.9928994082840236,False,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.8079710144927537,0.8043478260869565,0.8840579710144928,0.6565519323671498,0.6010718599033816,0.7353562801932367
1180,"(('Cows',), 'Mice')",Mammals,Specific,True,"('Cows',)",Mice,14.75,82.29903494150776,S1-C1-A1-Q1-O1,50.0,16.0,93.0,4.0,0.0189349112426035,0.8899408284023669,0.9952662721893492,False,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.2960446859903382,0.25143417874396135,0.6339070048309179
1181,"(('Cows',), 'Mice')",Mammals,Specific,True,"('Cows',)",Mice,14.75,82.29903494150776,S3-C1-A1-Q1-O1,50.0,16.0,93.0,7.0,0.0189349112426035,0.8899408284023669,0.991715976331361,False,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.2960446859903382,0.25143417874396135,0.6339070048309179
1182,"(('Cows',), 'Mice')",Mammals,Specific,True,"('Cows',)",Mice,14.75,82.29903494150776,S3-C1-A1-Q3-O1,60.0,16.0,93.0,7.0,0.0189349112426035,0.8899408284023669,0.991715976331361,False,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.2960446859903382,0.25143417874396135,0.6339070048309179
1183,"(('Cows',), 'Mice')",Mammals,Specific,True,"('Cows',)",Mice,14.75,82.29903494150776,S3-C1-A1-Q4-O1,85.0,16.0,93.0,2.0,0.0189349112426035,0.8899408284023669,0.9976331360946744,False,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.2960446859903382,0.25143417874396135,0.6339070048309179
1184,"(('Cows',), 'Mice')",Mammals,Specific,True,"('Cows',)",Mice,14.75,82.29903494150776,S3-C1-A1-Q1-O1-T,55.0,16.0,93.0,7.0,0.0189349112426035,0.8899408284023669,0.991715976331361,False,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.08695652173913043,0.10507246376811594,0.6811594202898551,0.2960446859903382,0.25143417874396135,0.6339070048309179
