,pid,tid,domain,conclusion_type,is_osherson,premises,conclusion,rating,argument,is_single_premise,is_control,cut_participant
424,191,14,Mammals,General,False,"('Camels',)",All mammals,85,"(('Camels',), 'All mammals')",True,False,False
425,191,15,Mammals,General,False,"('Tigers',)",All mammals,92,"(('Tigers',), 'All mammals')",True,False,False
426,191,16,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
427,191,17,Mammals,General,False,"('Rhinos',)",All mammals,97,"(('Rhinos',), 'All mammals')",True,False,False
428,191,18,Mammals,General,False,"('Horses',)",All mammals,95,"(('Horses',), 'All mammals')",True,False,False
429,191,19,Mammals,General,False,"('Wolves',)",All mammals,95,"(('Wolves',), 'All mammals')",True,False,False
430,191,2,Mammals,General,False,"('Dogs',)",All mammals,94,"(('Dogs',), 'All mammals')",True,False,False
431,191,20,Mammals,General,False,"('Elephants',)",All mammals,98,"(('Elephants',), 'All mammals')",True,False,False
432,191,21,Mammals,General,False,"('Hamsters',)",All mammals,95,"(('Hamsters',), 'All mammals')",True,False,False
433,191,22,Mammals,General,False,"('Giraffes',)",All mammals,95,"(('Giraffes',), 'All mammals')",True,False,False
434,191,23,Mammals,General,False,"('Deer',)",All mammals,83,"(('Deer',), 'All mammals')",True,False,False
435,191,24,Mammals,General,False,"('All plants and animals',)",All mammals,99,"(('All plants and animals',), 'All mammals')",True,True,False
436,191,25,Mammals,General,False,"('Donkeys',)",All mammals,99,"(('Donkeys',), 'All mammals')",True,False,False
437,191,26,Mammals,General,False,"('Cows',)",All mammals,97,"(('Cows',), 'All mammals')",True,False,False
438,191,27,Mammals,General,False,"('Rabbits', 'Lions')",All mammals,54,"(('Rabbits', 'Lions'), 'All mammals')",False,False,False
439,191,28,Mammals,General,False,"('Rabbits', 'Hamsters')",All mammals,70,"(('Rabbits', 'Hamsters'), 'All mammals')",False,False,False
440,191,29,Mammals,General,False,"('Hedgehogs', 'Sheep')",All mammals,37,"(('Hedgehogs', 'Sheep'), 'All mammals')",False,False,False
441,191,3,Mammals,General,False,"('Lions',)",All mammals,85,"(('Lions',), 'All mammals')",True,False,False
442,191,30,Mammals,General,False,"('Beavers', 'Mice')",All mammals,30,"(('Beavers', 'Mice'), 'All mammals')",False,False,False
443,191,31,Mammals,General,False,"('Deer', 'Rhinos')",All mammals,48,"(('Deer', 'Rhinos'), 'All mammals')",False,False,False
444,191,32,Mammals,General,False,"('All animals', 'All organisms')",All mammals,92,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
445,191,33,Mammals,General,False,"('Foxes', 'Hamsters')",All mammals,71,"(('Foxes', 'Hamsters'), 'All mammals')",False,False,False
446,191,34,Mammals,General,False,"('Zebras', 'Mice')",All mammals,38,"(('Zebras', 'Mice'), 'All mammals')",False,False,False
447,191,35,Mammals,General,False,"('Sheep', 'Camels')",All mammals,60,"(('Sheep', 'Camels'), 'All mammals')",False,False,False
448,191,36,Mammals,General,False,"('Tigers', 'Hamsters')",All mammals,26,"(('Tigers', 'Hamsters'), 'All mammals')",False,False,False
449,191,37,Mammals,General,False,"('Rabbits', 'Horses')",All mammals,38,"(('Rabbits', 'Horses'), 'All mammals')",False,False,False
450,191,4,Mammals,General,False,"('Squirrels',)",All mammals,39,"(('Squirrels',), 'All mammals')",True,False,False
451,191,5,Mammals,General,False,"('Llamas',)",All mammals,74,"(('Llamas',), 'All mammals')",True,False,False
452,191,6,Mammals,General,False,"('Foxes',)",All mammals,74,"(('Foxes',), 'All mammals')",True,False,False
453,191,7,Mammals,General,False,"('Sheep',)",All mammals,83,"(('Sheep',), 'All mammals')",True,False,False
454,191,8,Mammals,General,False,"('All animals',)",All mammals,97,"(('All animals',), 'All mammals')",True,True,False
455,191,9,Mammals,General,False,"('Mice',)",All mammals,26,"(('Mice',), 'All mammals')",True,False,False
456,220,0,Mammals,General,False,"('Foxes',)",All mammals,71,"(('Foxes',), 'All mammals')",True,False,False
457,220,1,Mammals,General,False,"('Giraffes',)",All mammals,23,"(('Giraffes',), 'All mammals')",True,False,False
458,220,10,Mammals,General,False,"('Donkeys',)",All mammals,26,"(('Donkeys',), 'All mammals')",True,False,False
459,220,11,Mammals,General,False,"('Horses',)",All mammals,19,"(('Horses',), 'All mammals')",True,False,False
460,220,12,Mammals,General,False,"('Beavers',)",All mammals,35,"(('Beavers',), 'All mammals')",True,False,False
461,220,13,Mammals,General,False,"('Deer',)",All mammals,65,"(('Deer',), 'All mammals')",True,False,False
462,220,14,Mammals,General,False,"('Sheep',)",All mammals,55,"(('Sheep',), 'All mammals')",True,False,False
463,220,15,Mammals,General,False,"('Mice',)",All mammals,13,"(('Mice',), 'All mammals')",True,False,False
464,220,16,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
465,220,17,Mammals,General,False,"('Rhinos',)",All mammals,32,"(('Rhinos',), 'All mammals')",True,False,False
466,220,18,Mammals,General,False,"('Camels',)",All mammals,6,"(('Camels',), 'All mammals')",True,False,False
467,220,19,Mammals,General,False,"('Dogs',)",All mammals,70,"(('Dogs',), 'All mammals')",True,False,False
468,220,2,Mammals,General,False,"('Elephants',)",All mammals,25,"(('Elephants',), 'All mammals')",True,False,False
469,220,20,Mammals,General,False,"('Tigers',)",All mammals,42,"(('Tigers',), 'All mammals')",True,False,False
470,220,21,Mammals,General,False,"('Squirrels',)",All mammals,22,"(('Squirrels',), 'All mammals')",True,False,False
471,220,22,Mammals,General,False,"('Hamsters',)",All mammals,22,"(('Hamsters',), 'All mammals')",True,False,False
472,220,23,Mammals,General,False,"('Zebras',)",All mammals,24,"(('Zebras',), 'All mammals')",True,False,False
473,220,24,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
474,220,25,Mammals,General,False,"('Cows',)",All mammals,16,"(('Cows',), 'All mammals')",True,False,False
475,220,26,Mammals,General,False,"('Rabbits',)",All mammals,25,"(('Rabbits',), 'All mammals')",True,False,False
476,220,27,Mammals,General,False,"('Hedgehogs', 'Cats')",All mammals,28,"(('Hedgehogs', 'Cats'), 'All mammals')",False,False,False
477,220,28,Mammals,General,False,"('Lions', 'Camels')",All mammals,31,"(('Lions', 'Camels'), 'All mammals')",False,False,False
478,220,29,Mammals,General,False,"('Zebras', 'Giraffes')",All mammals,10,"(('Zebras', 'Giraffes'), 'All mammals')",False,False,False
479,220,3,Mammals,General,False,"('Hippos',)",All mammals,31,"(('Hippos',), 'All mammals')",True,False,False
480,220,30,Mammals,General,False,"('Llamas', 'Dogs')",All mammals,38,"(('Llamas', 'Dogs'), 'All mammals')",False,False,False
481,220,31,Mammals,General,False,"('Hamsters', 'Beavers')",All mammals,21,"(('Hamsters', 'Beavers'), 'All mammals')",False,False,False
482,220,32,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
483,220,33,Mammals,General,False,"('Zebras', 'Dogs')",All mammals,30,"(('Zebras', 'Dogs'), 'All mammals')",False,False,False
484,220,34,Mammals,General,False,"('Zebras', 'Hamsters')",All mammals,67,"(('Zebras', 'Hamsters'), 'All mammals')",False,False,False
485,220,35,Mammals,General,False,"('Mice', 'Rabbits')",All mammals,10,"(('Mice', 'Rabbits'), 'All mammals')",False,False,False
486,220,36,Mammals,General,False,"('Elephants', 'Zebras')",All mammals,34,"(('Elephants', 'Zebras'), 'All mammals')",False,False,False
487,220,37,Mammals,General,False,"('Foxes', 'Elephants')",All mammals,18,"(('Foxes', 'Elephants'), 'All mammals')",False,False,False
488,220,4,Mammals,General,False,"('Llamas',)",All mammals,63,"(('Llamas',), 'All mammals')",True,False,False
489,220,5,Mammals,General,False,"('Wolves',)",All mammals,49,"(('Wolves',), 'All mammals')",True,False,False
490,220,6,Mammals,General,False,"('Hedgehogs',)",All mammals,15,"(('Hedgehogs',), 'All mammals')",True,False,False
491,220,7,Mammals,General,False,"('Cats',)",All mammals,70,"(('Cats',), 'All mammals')",True,False,False
492,220,8,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
493,220,9,Mammals,General,False,"('Lions',)",All mammals,48,"(('Lions',), 'All mammals')",True,False,False
494,221,0,Mammals,General,False,"('Horses',)",All mammals,25,"(('Horses',), 'All mammals')",True,False,False
495,221,1,Mammals,General,False,"('Hamsters',)",All mammals,19,"(('Hamsters',), 'All mammals')",True,False,False
496,221,10,Mammals,General,False,"('Cats',)",All mammals,35,"(('Cats',), 'All mammals')",True,False,False
497,221,11,Mammals,General,False,"('Beavers',)",All mammals,25,"(('Beavers',), 'All mammals')",True,False,False
498,221,12,Mammals,General,False,"('Hedgehogs',)",All mammals,19,"(('Hedgehogs',), 'All mammals')",True,False,False
499,221,13,Mammals,General,False,"('Foxes',)",All mammals,30,"(('Foxes',), 'All mammals')",True,False,False
500,221,14,Mammals,General,False,"('Llamas',)",All mammals,39,"(('Llamas',), 'All mammals')",True,False,False
501,221,15,Mammals,General,False,"('Donkeys',)",All mammals,40,"(('Donkeys',), 'All mammals')",True,False,False
502,221,16,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
503,221,17,Mammals,General,False,"('Tigers',)",All mammals,59,"(('Tigers',), 'All mammals')",True,False,False
504,221,18,Mammals,General,False,"('Giraffes',)",All mammals,40,"(('Giraffes',), 'All mammals')",True,False,False
505,221,19,Mammals,General,False,"('Hippos',)",All mammals,31,"(('Hippos',), 'All mammals')",True,False,False
506,221,2,Mammals,General,False,"('Zebras',)",All mammals,20,"(('Zebras',), 'All mammals')",True,False,False
507,221,20,Mammals,General,False,"('Dogs',)",All mammals,60,"(('Dogs',), 'All mammals')",True,False,False
508,221,21,Mammals,General,False,"('Deer',)",All mammals,40,"(('Deer',), 'All mammals')",True,False,False
509,221,22,Mammals,General,False,"('Camels',)",All mammals,31,"(('Camels',), 'All mammals')",True,False,False
510,221,23,Mammals,General,False,"('Rabbits',)",All mammals,25,"(('Rabbits',), 'All mammals')",True,False,False
511,221,24,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
512,221,25,Mammals,General,False,"('Lions',)",All mammals,60,"(('Lions',), 'All mammals')",True,False,False
513,221,26,Mammals,General,False,"('Cows',)",All mammals,41,"(('Cows',), 'All mammals')",True,False,False
514,221,27,Mammals,General,False,"('Llamas', 'Dogs')",All mammals,70,"(('Llamas', 'Dogs'), 'All mammals')",False,False,False
515,221,28,Mammals,General,False,"('Zebras', 'Giraffes')",All mammals,60,"(('Zebras', 'Giraffes'), 'All mammals')",False,False,False
516,221,29,Mammals,General,False,"('Elephants', 'Zebras')",All mammals,69,"(('Elephants', 'Zebras'), 'All mammals')",False,False,False
517,221,3,Mammals,General,False,"('Mice',)",All mammals,30,"(('Mice',), 'All mammals')",True,False,False
518,221,30,Mammals,General,False,"('Zebras', 'Dogs')",All mammals,80,"(('Zebras', 'Dogs'), 'All mammals')",False,False,False
519,221,31,Mammals,General,False,"('Hamsters', 'Beavers')",All mammals,68,"(('Hamsters', 'Beavers'), 'All mammals')",False,False,False
520,221,32,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
521,221,33,Mammals,General,False,"('Foxes', 'Elephants')",All mammals,70,"(('Foxes', 'Elephants'), 'All mammals')",False,False,False
522,221,34,Mammals,General,False,"('Zebras', 'Hamsters')",All mammals,80,"(('Zebras', 'Hamsters'), 'All mammals')",False,False,False
523,221,35,Mammals,General,False,"('Hedgehogs', 'Cats')",All mammals,60,"(('Hedgehogs', 'Cats'), 'All mammals')",False,False,False
524,221,36,Mammals,General,False,"('Lions', 'Camels')",All mammals,61,"(('Lions', 'Camels'), 'All mammals')",False,False,False
525,221,37,Mammals,General,False,"('Mice', 'Rabbits')",All mammals,60,"(('Mice', 'Rabbits'), 'All mammals')",False,False,False
526,221,4,Mammals,General,False,"('Squirrels',)",All mammals,27,"(('Squirrels',), 'All mammals')",True,False,False
527,221,5,Mammals,General,False,"('Wolves',)",All mammals,30,"(('Wolves',), 'All mammals')",True,False,False
528,221,6,Mammals,General,False,"('Rhinos',)",All mammals,30,"(('Rhinos',), 'All mammals')",True,False,False
529,221,7,Mammals,General,False,"('Sheep',)",All mammals,30,"(('Sheep',), 'All mammals')",True,False,False
530,221,8,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
531,221,9,Mammals,General,False,"('Elephants',)",All mammals,40,"(('Elephants',), 'All mammals')",True,False,False
532,252,0,Mammals,General,False,"('Tigers',)",All mammals,90,"(('Tigers',), 'All mammals')",True,False,False
533,252,1,Mammals,General,False,"('Wolves',)",All mammals,85,"(('Wolves',), 'All mammals')",True,False,False
534,252,10,Mammals,General,False,"('Giraffes',)",All mammals,75,"(('Giraffes',), 'All mammals')",True,False,False
535,252,11,Mammals,General,False,"('Horses',)",All mammals,80,"(('Horses',), 'All mammals')",True,False,False
536,252,12,Mammals,General,False,"('Hippos',)",All mammals,50,"(('Hippos',), 'All mammals')",True,False,False
537,252,13,Mammals,General,False,"('Rhinos',)",All mammals,60,"(('Rhinos',), 'All mammals')",True,False,False
538,252,14,Mammals,General,False,"('Elephants',)",All mammals,85,"(('Elephants',), 'All mammals')",True,False,False
539,252,15,Mammals,General,False,"('Deer',)",All mammals,50,"(('Deer',), 'All mammals')",True,False,False
540,252,16,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
541,252,17,Mammals,General,False,"('Cats',)",All mammals,70,"(('Cats',), 'All mammals')",True,False,False
542,252,18,Mammals,General,False,"('Llamas',)",All mammals,60,"(('Llamas',), 'All mammals')",True,False,False
543,252,19,Mammals,General,False,"('Hedgehogs',)",All mammals,40,"(('Hedgehogs',), 'All mammals')",True,False,False
544,252,2,Mammals,General,False,"('Donkeys',)",All mammals,75,"(('Donkeys',), 'All mammals')",True,False,False
545,252,20,Mammals,General,False,"('Squirrels',)",All mammals,50,"(('Squirrels',), 'All mammals')",True,False,False
546,252,21,Mammals,General,False,"('Cows',)",All mammals,80,"(('Cows',), 'All mammals')",True,False,False
547,252,22,Mammals,General,False,"('Dogs',)",All mammals,75,"(('Dogs',), 'All mammals')",True,False,False
548,252,23,Mammals,General,False,"('Beavers',)",All mammals,40,"(('Beavers',), 'All mammals')",True,False,False
549,252,24,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
550,252,25,Mammals,General,False,"('Mice',)",All mammals,40,"(('Mice',), 'All mammals')",True,False,False
551,252,26,Mammals,General,False,"('Hamsters',)",All mammals,40,"(('Hamsters',), 'All mammals')",True,False,False
552,252,27,Mammals,General,False,"('Horses', 'Squirrels')",All mammals,60,"(('Horses', 'Squirrels'), 'All mammals')",False,False,False
553,252,28,Mammals,General,False,"('Mice', 'Hamsters')",All mammals,40,"(('Mice', 'Hamsters'), 'All mammals')",False,False,False
554,252,29,Mammals,General,False,"('Wolves', 'Beavers')",All mammals,30,"(('Wolves', 'Beavers'), 'All mammals')",False,False,False
555,252,3,Mammals,General,False,"('Zebras',)",All mammals,80,"(('Zebras',), 'All mammals')",True,False,False
556,252,30,Mammals,General,False,"('Elephants', 'Rhinos')",All mammals,65,"(('Elephants', 'Rhinos'), 'All mammals')",False,False,False
557,252,31,Mammals,General,False,"('Mice', 'Horses')",All mammals,50,"(('Mice', 'Horses'), 'All mammals')",False,False,False
558,252,32,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
559,252,33,Mammals,General,False,"('Donkeys', 'Lions')",All mammals,40,"(('Donkeys', 'Lions'), 'All mammals')",False,False,False
560,252,34,Mammals,General,False,"('Dogs', 'Wolves')",All mammals,60,"(('Dogs', 'Wolves'), 'All mammals')",False,False,False
561,252,35,Mammals,General,False,"('Beavers', 'Cats')",All mammals,40,"(('Beavers', 'Cats'), 'All mammals')",False,False,False
562,252,36,Mammals,General,False,"('Deer', 'Cats')",All mammals,35,"(('Deer', 'Cats'), 'All mammals')",False,False,False
563,252,37,Mammals,General,False,"('Tigers', 'Cats')",All mammals,60,"(('Tigers', 'Cats'), 'All mammals')",False,False,False
564,252,4,Mammals,General,False,"('Rabbits',)",All mammals,55,"(('Rabbits',), 'All mammals')",True,False,False
565,252,5,Mammals,General,False,"('Sheep',)",All mammals,85,"(('Sheep',), 'All mammals')",True,False,False
566,252,6,Mammals,General,False,"('Foxes',)",All mammals,60,"(('Foxes',), 'All mammals')",True,False,False
567,252,7,Mammals,General,False,"('Lions',)",All mammals,75,"(('Lions',), 'All mammals')",True,False,False
568,252,8,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
569,252,9,Mammals,General,False,"('Camels',)",All mammals,60,"(('Camels',), 'All mammals')",True,False,False
570,253,0,Mammals,General,False,"('Deer',)",All mammals,39,"(('Deer',), 'All mammals')",True,False,False
571,253,1,Mammals,General,False,"('Tigers',)",All mammals,51,"(('Tigers',), 'All mammals')",True,False,False
572,253,10,Mammals,General,False,"('Cows',)",All mammals,50,"(('Cows',), 'All mammals')",True,False,False
573,253,11,Mammals,General,False,"('Cats',)",All mammals,70,"(('Cats',), 'All mammals')",True,False,False
574,253,12,Mammals,General,False,"('Beavers',)",All mammals,13,"(('Beavers',), 'All mammals')",True,False,False
575,253,13,Mammals,General,False,"('Sheep',)",All mammals,28,"(('Sheep',), 'All mammals')",True,False,False
576,253,14,Mammals,General,False,"('Donkeys',)",All mammals,40,"(('Donkeys',), 'All mammals')",True,False,False
577,253,15,Mammals,General,False,"('Hedgehogs',)",All mammals,9,"(('Hedgehogs',), 'All mammals')",True,False,False
578,253,16,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
579,253,17,Mammals,General,False,"('Dogs',)",All mammals,70,"(('Dogs',), 'All mammals')",True,False,False
580,253,18,Mammals,General,False,"('Wolves',)",All mammals,59,"(('Wolves',), 'All mammals')",True,False,False
581,253,19,Mammals,General,False,"('Camels',)",All mammals,30,"(('Camels',), 'All mammals')",True,False,False
582,253,2,Mammals,General,False,"('Squirrels',)",All mammals,31,"(('Squirrels',), 'All mammals')",True,False,False
583,253,20,Mammals,General,False,"('Foxes',)",All mammals,41,"(('Foxes',), 'All mammals')",True,False,False
584,253,21,Mammals,General,False,"('Hippos',)",All mammals,20,"(('Hippos',), 'All mammals')",True,False,False
585,253,22,Mammals,General,False,"('Llamas',)",All mammals,29,"(('Llamas',), 'All mammals')",True,False,False
586,253,23,Mammals,General,False,"('Mice',)",All mammals,39,"(('Mice',), 'All mammals')",True,False,False
587,253,24,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
588,253,25,Mammals,General,False,"('Zebras',)",All mammals,39,"(('Zebras',), 'All mammals')",True,False,False
589,253,26,Mammals,General,False,"('Hamsters',)",All mammals,29,"(('Hamsters',), 'All mammals')",True,False,False
590,253,27,Mammals,General,False,"('Tigers', 'Cats')",All mammals,50,"(('Tigers', 'Cats'), 'All mammals')",False,False,False
591,253,28,Mammals,General,False,"('Donkeys', 'Lions')",All mammals,82,"(('Donkeys', 'Lions'), 'All mammals')",False,False,False
592,253,29,Mammals,General,False,"('Mice', 'Hamsters')",All mammals,28,"(('Mice', 'Hamsters'), 'All mammals')",False,False,False
593,253,3,Mammals,General,False,"('Elephants',)",All mammals,60,"(('Elephants',), 'All mammals')",True,False,False
594,253,30,Mammals,General,False,"('Elephants', 'Rhinos')",All mammals,21,"(('Elephants', 'Rhinos'), 'All mammals')",False,False,False
595,253,31,Mammals,General,False,"('Horses', 'Squirrels')",All mammals,42,"(('Horses', 'Squirrels'), 'All mammals')",False,False,False
596,253,32,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
597,253,33,Mammals,General,False,"('Deer', 'Cats')",All mammals,61,"(('Deer', 'Cats'), 'All mammals')",False,False,False
598,253,34,Mammals,General,False,"('Mice', 'Horses')",All mammals,74,"(('Mice', 'Horses'), 'All mammals')",False,False,False
599,253,35,Mammals,General,False,"('Dogs', 'Wolves')",All mammals,60,"(('Dogs', 'Wolves'), 'All mammals')",False,False,False
600,253,36,Mammals,General,False,"('Wolves', 'Beavers')",All mammals,80,"(('Wolves', 'Beavers'), 'All mammals')",False,False,False
601,253,37,Mammals,General,False,"('Beavers', 'Cats')",All mammals,60,"(('Beavers', 'Cats'), 'All mammals')",False,False,False
602,253,4,Mammals,General,False,"('Giraffes',)",All mammals,30,"(('Giraffes',), 'All mammals')",True,False,False
603,253,5,Mammals,General,False,"('Lions',)",All mammals,70,"(('Lions',), 'All mammals')",True,False,False
604,253,6,Mammals,General,False,"('Rhinos',)",All mammals,20,"(('Rhinos',), 'All mammals')",True,False,False
605,253,7,Mammals,General,False,"('Horses',)",All mammals,61,"(('Horses',), 'All mammals')",True,False,False
606,253,8,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
607,253,9,Mammals,General,False,"('Rabbits',)",All mammals,31,"(('Rabbits',), 'All mammals')",True,False,False
608,281,0,Mammals,General,False,"('Mice',)",All mammals,23,"(('Mice',), 'All mammals')",True,False,False
609,281,1,Mammals,General,False,"('Hamsters',)",All mammals,20,"(('Hamsters',), 'All mammals')",True,False,False
610,281,10,Mammals,General,False,"('Horses',)",All mammals,22,"(('Horses',), 'All mammals')",True,False,False
611,281,11,Mammals,General,False,"('Llamas',)",All mammals,20,"(('Llamas',), 'All mammals')",True,False,False
612,281,12,Mammals,General,False,"('Wolves',)",All mammals,22,"(('Wolves',), 'All mammals')",True,False,False
613,281,13,Mammals,General,False,"('Cows',)",All mammals,23,"(('Cows',), 'All mammals')",True,False,False
614,281,14,Mammals,General,False,"('Donkeys',)",All mammals,22,"(('Donkeys',), 'All mammals')",True,False,False
615,281,15,Mammals,General,False,"('Lions',)",All mammals,22,"(('Lions',), 'All mammals')",True,False,False
616,281,16,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
617,281,17,Mammals,General,False,"('Foxes',)",All mammals,18,"(('Foxes',), 'All mammals')",True,False,False
618,281,18,Mammals,General,False,"('Deer',)",All mammals,21,"(('Deer',), 'All mammals')",True,False,False
619,281,19,Mammals,General,False,"('Rhinos',)",All mammals,22,"(('Rhinos',), 'All mammals')",True,False,False
620,281,2,Mammals,General,False,"('Elephants',)",All mammals,19,"(('Elephants',), 'All mammals')",True,False,False
621,281,20,Mammals,General,False,"('Rabbits',)",All mammals,21,"(('Rabbits',), 'All mammals')",True,False,False
622,281,21,Mammals,General,False,"('Camels',)",All mammals,17,"(('Camels',), 'All mammals')",True,False,False
623,281,22,Mammals,General,False,"('Tigers',)",All mammals,20,"(('Tigers',), 'All mammals')",True,False,False
624,281,23,Mammals,General,False,"('Squirrels',)",All mammals,19,"(('Squirrels',), 'All mammals')",True,False,False
625,281,24,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
626,281,25,Mammals,General,False,"('Hippos',)",All mammals,14,"(('Hippos',), 'All mammals')",True,False,False
627,281,26,Mammals,General,False,"('Sheep',)",All mammals,22,"(('Sheep',), 'All mammals')",True,False,False
628,281,27,Mammals,General,False,"('Donkeys', 'Beavers')",All mammals,61,"(('Donkeys', 'Beavers'), 'All mammals')",False,False,False
629,281,28,Mammals,General,False,"('Cats', 'Squirrels')",All mammals,62,"(('Cats', 'Squirrels'), 'All mammals')",False,False,False
630,281,29,Mammals,General,False,"('Donkeys', 'Hamsters')",All mammals,58,"(('Donkeys', 'Hamsters'), 'All mammals')",False,False,False
631,281,3,Mammals,General,False,"('Zebras',)",All mammals,20,"(('Zebras',), 'All mammals')",True,False,False
632,281,30,Mammals,General,False,"('Rhinos', 'Hippos')",All mammals,61,"(('Rhinos', 'Hippos'), 'All mammals')",False,False,False
633,281,31,Mammals,General,False,"('Squirrels', 'Hedgehogs')",All mammals,62,"(('Squirrels', 'Hedgehogs'), 'All mammals')",False,False,False
634,281,32,Mammals,General,False,"('All animals', 'All organisms')",All mammals,100,"(('All animals', 'All organisms'), 'All mammals')",False,True,False
635,281,33,Mammals,General,False,"('Camels', 'Donkeys')",All mammals,66,"(('Camels', 'Donkeys'), 'All mammals')",False,False,False
636,281,34,Mammals,General,False,"('Foxes', 'Lions')",All mammals,61,"(('Foxes', 'Lions'), 'All mammals')",False,False,False
637,281,35,Mammals,General,False,"('Horses', 'Foxes')",All mammals,55,"(('Horses', 'Foxes'), 'All mammals')",False,False,False
638,281,36,Mammals,General,False,"('Tigers', 'Donkeys')",All mammals,62,"(('Tigers', 'Donkeys'), 'All mammals')",False,False,False
639,281,37,Mammals,General,False,"('Foxes', 'Wolves')",All mammals,64,"(('Foxes', 'Wolves'), 'All mammals')",False,False,False
640,281,4,Mammals,General,False,"('Beavers',)",All mammals,18,"(('Beavers',), 'All mammals')",True,False,False
641,281,5,Mammals,General,False,"('Giraffes',)",All mammals,22,"(('Giraffes',), 'All mammals')",True,False,False
642,281,6,Mammals,General,False,"('Cats',)",All mammals,21,"(('Cats',), 'All mammals')",True,False,False
643,281,7,Mammals,General,False,"('Hedgehogs',)",All mammals,21,"(('Hedgehogs',), 'All mammals')",True,False,False
644,281,8,Mammals,General,False,"('All animals',)",All mammals,100,"(('All animals',), 'All mammals')",True,True,False
645,281,9,Mammals,General,False,"('Dogs',)",All mammals,21,"(('Dogs',), 'All mammals')",True,False,False
646,282,0,Mammals,General,False,"('Foxes',)",All mammals,9,"(('Foxes',), 'All mammals')",True,False,False
647,282,1,Mammals,General,False,"('Beavers',)",All mammals,60,"(('Beavers',), 'All mammals')",True,False,False
648,282,10,Mammals,General,False,"('Camels',)",All mammals,40,"(('Camels',), 'All mammals')",True,False,False
649,282,11,Mammals,General,False,"('Lions',)",All mammals,40,"(('Lions',), 'All mammals')",True,False,False
650,282,12,Mammals,General,False,"('Deer',)",All mammals,20,"(('Deer',), 'All mammals')",True,False,False
651,282,13,Mammals,General,False,"('Hedgehogs',)",All mammals,15,"(('Hedgehogs',), 'All mammals')",True,False,False
652,282,14,Mammals,General,False,"('Rabbits',)",All mammals,20,"(('Rabbits',), 'All mammals')",True,False,False
653,282,15,Mammals,General,False,"('Elephants',)",All mammals,35,"(('Elephants',), 'All mammals')",True,False,False
654,282,16,Mammals,General,False,"('All living things',)",All mammals,100,"(('All living things',), 'All mammals')",True,True,False
655,282,17,Mammals,General,False,"('Cats',)",All mammals,20,"(('Cats',), 'All mammals')",True,False,False
656,282,18,Mammals,General,False,"('Zebras',)",All mammals,21,"(('Zebras',), 'All mammals')",True,False,False
657,282,19,Mammals,General,False,"('Rhinos',)",All mammals,60,"(('Rhinos',), 'All mammals')",True,False,False
658,282,2,Mammals,General,False,"('Hippos',)",All mammals,60,"(('Hippos',), 'All mammals')",True,False,False
659,282,20,Mammals,General,False,"('Donkeys',)",All mammals,40,"(('Donkeys',), 'All mammals')",True,False,False
660,282,21,Mammals,General,False,"('Wolves',)",All mammals,60,"(('Wolves',), 'All mammals')",True,False,False
661,282,22,Mammals,General,False,"('Sheep',)",All mammals,39,"(('Sheep',), 'All mammals')",True,False,False
662,282,23,Mammals,General,False,"('Mice',)",All mammals,15,"(('Mice',), 'All mammals')",True,False,False
663,282,24,Mammals,General,False,"('All plants and animals',)",All mammals,100,"(('All plants and animals',), 'All mammals')",True,True,False
664,282,25,Mammals,General,False,"('Giraffes',)",All mammals,40,"(('Giraffes',), 'All mammals')",True,False,False
