,pid,tid,domain,conclusion_type,is_osherson,premises,conclusion,rating,argument,is_single_premise,is_control,is_tutorial,light_cut,medium_cut,hard_cut
203,16,11,Mammals,Specific,True,"('Cows', 'Squirrels')",Horses,63,"(('Cows', 'Squirrels'), 'Horses')",False,False,False,False,False,False
204,16,12,Mammals,Specific,True,"('Cows', 'Mice')",Horses,55,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
205,16,13,Mammals,Specific,True,"('Chimps', 'Squirrels')",Horses,22,"(('Chimps', 'Squirrels'), 'Horses')",False,False,False,False,False,False
206,16,14,Mammals,Specific,True,"('Mice', 'Dolphins')",Horses,14,"(('Mice', 'Dolphins'), 'Horses')",False,False,False,False,False,False
207,16,15,Mammals,Specific,True,"('Gorillas', 'Mice')",Horses,33,"(('Gorillas', 'Mice'), 'Horses')",False,False,False,False,False,False
208,16,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,56,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
209,16,17,Mammals,Specific,True,"('Dolphins', 'Seals')",Horses,33,"(('Dolphins', 'Seals'), 'Horses')",False,False,False,False,False,False
210,16,18,Mammals,Specific,True,"('Cows', 'Chimps')",Horses,58,"(('Cows', 'Chimps'), 'Horses')",False,False,False,False,False,False
211,16,19,Mammals,Specific,True,"('Dolphins', 'Rhinos')",Horses,40,"(('Dolphins', 'Rhinos'), 'Horses')",False,False,False,False,False,False
212,16,2,Mammals,Specific,True,"('Mice',)",Horses,36,"(('Mice',), 'Horses')",True,False,False,False,False,False
213,16,20,Mammals,Specific,True,"('Elephants', 'Rhinos')",Horses,54,"(('Elephants', 'Rhinos'), 'Horses')",False,False,False,False,False,False
214,16,3,Mammals,Specific,True,"('Rhinos',)",Horses,67,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
215,16,4,Mammals,Specific,True,"('Gorillas',)",Horses,33,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
216,16,5,Mammals,Specific,True,"('Dolphins',)",Horses,74,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
217,16,6,Mammals,Specific,True,"('Chimps',)",Horses,68,"(('Chimps',), 'Horses')",True,False,False,False,False,False
218,16,7,Mammals,Specific,True,"('Elephants',)",Horses,64,"(('Elephants',), 'Horses')",True,False,False,False,False,False
219,16,8,Mammals,Specific,True,"('Dogs',)",Canines,69,"(('Dogs',), 'Canines')",True,False,False,False,False,False
220,16,9,Mammals,Specific,True,"('Cows',)",Horses,70,"(('Cows',), 'Horses')",True,False,False,False,False,False
221,16,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,18,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
222,16,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,63,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
223,16,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,88,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
224,16,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,78,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
225,17,0,Mammals,Specific,True,"('Dolphins',)",Horses,37,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
226,17,1,Mammals,Specific,True,"('Mice',)",Horses,51,"(('Mice',), 'Horses')",True,False,False,False,False,False
227,17,10,Mammals,Specific,True,"('Cows', 'Chimps')",Horses,55,"(('Cows', 'Chimps'), 'Horses')",False,False,False,False,False,False
228,17,11,Mammals,Specific,True,"('Squirrels', 'Rhinos')",Horses,76,"(('Squirrels', 'Rhinos'), 'Horses')",False,False,False,False,False,False
229,17,12,Mammals,Specific,True,"('Dolphins', 'Rhinos')",Horses,71,"(('Dolphins', 'Rhinos'), 'Horses')",False,False,False,False,False,False
230,17,13,Mammals,Specific,True,"('Elephants', 'Rhinos')",Horses,81,"(('Elephants', 'Rhinos'), 'Horses')",False,False,False,False,False,False
231,17,14,Mammals,Specific,True,"('Cows', 'Squirrels')",Horses,72,"(('Cows', 'Squirrels'), 'Horses')",False,False,False,False,False,False
232,17,15,Mammals,Specific,True,"('Chimps', 'Squirrels')",Horses,64,"(('Chimps', 'Squirrels'), 'Horses')",False,False,False,False,False,False
233,17,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,99,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
234,17,17,Mammals,Specific,True,"('Cows', 'Mice')",Horses,63,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
235,17,18,Mammals,Specific,True,"('Mice', 'Dolphins')",Horses,53,"(('Mice', 'Dolphins'), 'Horses')",False,False,False,False,False,False
236,17,19,Mammals,Specific,True,"('Dolphins', 'Seals')",Horses,35,"(('Dolphins', 'Seals'), 'Horses')",False,False,False,False,False,False
237,17,2,Mammals,Specific,True,"('Seals',)",Horses,35,"(('Seals',), 'Horses')",True,False,False,False,False,False
238,17,20,Mammals,Specific,True,"('Gorillas', 'Mice')",Horses,50,"(('Gorillas', 'Mice'), 'Horses')",False,False,False,False,False,False
239,17,3,Mammals,Specific,True,"('Chimps',)",Horses,51,"(('Chimps',), 'Horses')",True,False,False,False,False,False
240,17,4,Mammals,Specific,True,"('Rhinos',)",Horses,66,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
241,17,5,Mammals,Specific,True,"('Elephants',)",Horses,71,"(('Elephants',), 'Horses')",True,False,False,False,False,False
242,17,6,Mammals,Specific,True,"('Squirrels',)",Horses,45,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
243,17,7,Mammals,Specific,True,"('Gorillas',)",Horses,40,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
244,17,8,Mammals,Specific,True,"('Dogs',)",Canines,96,"(('Dogs',), 'Canines')",True,False,False,False,False,False
245,17,9,Mammals,Specific,True,"('Cows',)",Horses,71,"(('Cows',), 'Horses')",True,False,False,False,False,False
246,17,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,43,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
247,17,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,88,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
248,17,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,39,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
249,17,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,54,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
250,18,0,Mammals,Specific,True,"('Gorillas',)",Horses,35,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
251,18,1,Mammals,Specific,True,"('Chimps',)",Horses,31,"(('Chimps',), 'Horses')",True,False,False,False,False,False
252,18,10,Mammals,Specific,True,"('Squirrels', 'Rhinos')",Horses,77,"(('Squirrels', 'Rhinos'), 'Horses')",False,False,False,False,False,False
253,18,11,Mammals,Specific,True,"('Chimps', 'Squirrels')",Horses,79,"(('Chimps', 'Squirrels'), 'Horses')",False,False,False,False,False,False
254,18,12,Mammals,Specific,True,"('Gorillas', 'Mice')",Horses,81,"(('Gorillas', 'Mice'), 'Horses')",False,False,False,False,False,False
255,18,13,Mammals,Specific,True,"('Cows', 'Mice')",Horses,80,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,False
256,18,14,Mammals,Specific,True,"('Dolphins', 'Seals')",Horses,57,"(('Dolphins', 'Seals'), 'Horses')",False,False,False,False,False,False
257,18,15,Mammals,Specific,True,"('Cows', 'Chimps')",Horses,50,"(('Cows', 'Chimps'), 'Horses')",False,False,False,False,False,False
258,18,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,100,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
259,18,17,Mammals,Specific,True,"('Mice', 'Dolphins')",Horses,70,"(('Mice', 'Dolphins'), 'Horses')",False,False,False,False,False,False
260,18,18,Mammals,Specific,True,"('Elephants', 'Rhinos')",Horses,81,"(('Elephants', 'Rhinos'), 'Horses')",False,False,False,False,False,False
261,18,19,Mammals,Specific,True,"('Cows', 'Squirrels')",Horses,88,"(('Cows', 'Squirrels'), 'Horses')",False,False,False,False,False,False
262,18,2,Mammals,Specific,True,"('Elephants',)",Horses,41,"(('Elephants',), 'Horses')",True,False,False,False,False,False
263,18,20,Mammals,Specific,True,"('Dolphins', 'Rhinos')",Horses,88,"(('Dolphins', 'Rhinos'), 'Horses')",False,False,False,False,False,False
264,18,3,Mammals,Specific,True,"('Rhinos',)",Horses,41,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
265,18,4,Mammals,Specific,True,"('Dolphins',)",Horses,16,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
266,18,5,Mammals,Specific,True,"('Seals',)",Horses,17,"(('Seals',), 'Horses')",True,False,False,False,False,False
267,18,6,Mammals,Specific,True,"('Cows',)",Horses,59,"(('Cows',), 'Horses')",True,False,False,False,False,False
268,18,7,Mammals,Specific,True,"('Squirrels',)",Horses,45,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
269,18,8,Mammals,Specific,True,"('Dogs',)",Canines,100,"(('Dogs',), 'Canines')",True,False,False,False,False,False
270,18,9,Mammals,Specific,True,"('Mice',)",Horses,32,"(('Mice',), 'Horses')",True,False,False,False,False,False
271,18,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,75,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
272,18,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,89,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
273,18,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,88,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
274,18,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,95,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
275,19,0,Mammals,Specific,True,"('Seals',)",Horses,50,"(('Seals',), 'Horses')",True,False,False,False,False,True
276,19,1,Mammals,Specific,True,"('Gorillas',)",Horses,50,"(('Gorillas',), 'Horses')",True,False,False,False,False,True
277,19,10,Mammals,Specific,True,"('Mice', 'Dolphins')",Horses,55,"(('Mice', 'Dolphins'), 'Horses')",False,False,False,False,False,True
278,19,11,Mammals,Specific,True,"('Cows', 'Mice')",Horses,60,"(('Cows', 'Mice'), 'Horses')",False,False,False,False,False,True
279,19,12,Mammals,Specific,True,"('Dolphins', 'Rhinos')",Horses,55,"(('Dolphins', 'Rhinos'), 'Horses')",False,False,False,False,False,True
280,19,13,Mammals,Specific,True,"('Cows', 'Squirrels')",Horses,55,"(('Cows', 'Squirrels'), 'Horses')",False,False,False,False,False,True
281,19,14,Mammals,Specific,True,"('Dolphins', 'Seals')",Horses,50,"(('Dolphins', 'Seals'), 'Horses')",False,False,False,False,False,True
282,19,15,Mammals,Specific,True,"('Squirrels', 'Rhinos')",Horses,60,"(('Squirrels', 'Rhinos'), 'Horses')",False,False,False,False,False,True
283,19,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,95,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,True
284,19,17,Mammals,Specific,True,"('Cows', 'Chimps')",Horses,65,"(('Cows', 'Chimps'), 'Horses')",False,False,False,False,False,True
285,19,18,Mammals,Specific,True,"('Elephants', 'Rhinos')",Horses,60,"(('Elephants', 'Rhinos'), 'Horses')",False,False,False,False,False,True
286,19,19,Mammals,Specific,True,"('Gorillas', 'Mice')",Horses,55,"(('Gorillas', 'Mice'), 'Horses')",False,False,False,False,False,True
287,19,2,Mammals,Specific,True,"('Rhinos',)",Horses,55,"(('Rhinos',), 'Horses')",True,False,False,False,False,True
288,19,20,Mammals,Specific,True,"('Chimps', 'Squirrels')",Horses,55,"(('Chimps', 'Squirrels'), 'Horses')",False,False,False,False,False,True
289,19,3,Mammals,Specific,True,"('Squirrels',)",Horses,50,"(('Squirrels',), 'Horses')",True,False,False,False,False,True
290,19,4,Mammals,Specific,True,"('Elephants',)",Horses,55,"(('Elephants',), 'Horses')",True,False,False,False,False,True
291,19,5,Mammals,Specific,True,"('Chimps',)",Horses,50,"(('Chimps',), 'Horses')",True,False,False,False,False,True
292,19,6,Mammals,Specific,True,"('Dolphins',)",Horses,45,"(('Dolphins',), 'Horses')",True,False,False,False,False,True
293,19,7,Mammals,Specific,True,"('Mice',)",Horses,50,"(('Mice',), 'Horses')",True,False,False,False,False,True
294,19,8,Mammals,Specific,True,"('Dogs',)",Canines,90,"(('Dogs',), 'Canines')",True,False,False,False,False,True
295,19,9,Mammals,Specific,True,"('Cows',)",Horses,60,"(('Cows',), 'Horses')",True,False,False,False,False,True
296,19,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,50,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,True
297,19,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,60,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,True
298,19,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,50,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,True
299,19,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,55,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,True
300,2,0,Mammals,Specific,True,"('Elephants',)",Horses,20,"(('Elephants',), 'Horses')",True,False,False,False,False,False
301,2,1,Mammals,Specific,True,"('Squirrels',)",Horses,10,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
302,2,10,Mammals,Specific,True,"('Mice', 'Seals')",Horses,70,"(('Mice', 'Seals'), 'Horses')",False,False,False,False,False,False
303,2,11,Mammals,Specific,True,"('Seals', 'Elephants')",Horses,95,"(('Seals', 'Elephants'), 'Horses')",False,False,False,False,False,False
304,2,12,Mammals,Specific,True,"('Chimps', 'Elephants')",Horses,95,"(('Chimps', 'Elephants'), 'Horses')",False,False,False,False,False,False
305,2,13,Mammals,Specific,True,"('Cows', 'Gorillas')",Horses,90,"(('Cows', 'Gorillas'), 'Horses')",False,False,False,False,False,False
306,2,14,Mammals,Specific,True,"('Chimps', 'Mice')",Horses,100,"(('Chimps', 'Mice'), 'Horses')",False,False,False,False,False,False
307,2,15,Mammals,Specific,True,"('Squirrels', 'Dolphins')",Horses,100,"(('Squirrels', 'Dolphins'), 'Horses')",False,False,False,False,False,False
308,2,16,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,100,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
309,2,17,Mammals,Specific,True,"('Seals', 'Rhinos')",Horses,90,"(('Seals', 'Rhinos'), 'Horses')",False,False,False,False,False,False
310,2,18,Mammals,Specific,True,"('Mice', 'Rhinos')",Horses,91,"(('Mice', 'Rhinos'), 'Horses')",False,False,False,False,False,False
311,2,19,Mammals,Specific,True,"('Cows', 'Seals')",Horses,100,"(('Cows', 'Seals'), 'Horses')",False,False,False,False,False,False
312,2,2,Mammals,Specific,True,"('Rhinos',)",Horses,60,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
313,2,20,Mammals,Specific,True,"('Gorillas', 'Seals')",Horses,95,"(('Gorillas', 'Seals'), 'Horses')",False,False,False,False,False,False
314,2,3,Mammals,Specific,True,"('Dolphins',)",Horses,3,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
315,2,4,Mammals,Specific,True,"('Cows',)",Horses,60,"(('Cows',), 'Horses')",True,False,False,False,False,False
316,2,5,Mammals,Specific,True,"('Gorillas',)",Horses,50,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
317,2,6,Mammals,Specific,True,"('Seals',)",Horses,40,"(('Seals',), 'Horses')",True,False,False,False,False,False
318,2,7,Mammals,Specific,True,"('Chimps',)",Horses,50,"(('Chimps',), 'Horses')",True,False,False,False,False,False
319,2,8,Mammals,Specific,True,"('Dogs',)",Canines,90,"(('Dogs',), 'Canines')",True,False,False,False,False,False
320,2,9,Mammals,Specific,True,"('Mice',)",Horses,30,"(('Mice',), 'Horses')",True,False,False,False,False,False
321,2,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,41,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
322,2,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,70,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
323,2,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,20,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
324,2,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,10,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
325,20,0,Mammals,Specific,True,"('Squirrels', 'Dolphins')",Horses,20,"(('Squirrels', 'Dolphins'), 'Horses')",False,False,False,False,False,False
326,20,1,Mammals,Specific,True,"('Mice', 'Seals')",Horses,3,"(('Mice', 'Seals'), 'Horses')",False,False,False,False,False,False
327,20,10,Mammals,Specific,True,"('Mice', 'Rhinos')",Horses,17,"(('Mice', 'Rhinos'), 'Horses')",False,False,False,False,False,False
328,20,11,Mammals,Specific,True,"('Seals',)",Horses,36,"(('Seals',), 'Horses')",True,False,False,False,False,False
329,20,12,Mammals,Specific,True,"('Dolphins',)",Horses,3,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
330,20,13,Mammals,Specific,True,"('Chimps',)",Horses,62,"(('Chimps',), 'Horses')",True,False,False,False,False,False
331,20,14,Mammals,Specific,True,"('Gorillas',)",Horses,73,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
332,20,15,Mammals,Specific,True,"('Squirrels',)",Horses,57,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
333,20,16,Mammals,Specific,True,"('Dogs',)",Canines,98,"(('Dogs',), 'Canines')",True,False,False,False,False,False
334,20,17,Mammals,Specific,True,"('Mice',)",Horses,29,"(('Mice',), 'Horses')",True,False,False,False,False,False
335,20,18,Mammals,Specific,True,"('Elephants',)",Horses,60,"(('Elephants',), 'Horses')",True,False,False,False,False,False
336,20,19,Mammals,Specific,True,"('Rhinos',)",Horses,20,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
337,20,2,Mammals,Specific,True,"('Cows', 'Seals')",Horses,13,"(('Cows', 'Seals'), 'Horses')",False,False,False,False,False,False
338,20,20,Mammals,Specific,True,"('Cows',)",Horses,79,"(('Cows',), 'Horses')",True,False,False,False,False,False
339,20,3,Mammals,Specific,True,"('Chimps', 'Mice')",Horses,27,"(('Chimps', 'Mice'), 'Horses')",False,False,False,False,False,False
340,20,4,Mammals,Specific,True,"('Gorillas', 'Seals')",Horses,19,"(('Gorillas', 'Seals'), 'Horses')",False,False,False,False,False,False
341,20,5,Mammals,Specific,True,"('Seals', 'Elephants')",Horses,20,"(('Seals', 'Elephants'), 'Horses')",False,False,False,False,False,False
342,20,6,Mammals,Specific,True,"('Seals', 'Rhinos')",Horses,22,"(('Seals', 'Rhinos'), 'Horses')",False,False,False,False,False,False
343,20,7,Mammals,Specific,True,"('Chimps', 'Elephants')",Horses,79,"(('Chimps', 'Elephants'), 'Horses')",False,False,False,False,False,False
344,20,8,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,94,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
345,20,9,Mammals,Specific,True,"('Cows', 'Gorillas')",Horses,62,"(('Cows', 'Gorillas'), 'Horses')",False,False,False,False,False,False
346,20,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,41,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
347,20,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,96,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
348,20,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,19,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
349,20,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,60,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
350,21,0,Mammals,Specific,True,"('Seals', 'Rhinos')",Horses,21,"(('Seals', 'Rhinos'), 'Horses')",False,False,False,False,False,False
351,21,1,Mammals,Specific,True,"('Chimps', 'Elephants')",Horses,10,"(('Chimps', 'Elephants'), 'Horses')",False,False,False,False,False,False
352,21,10,Mammals,Specific,True,"('Cows', 'Gorillas')",Horses,26,"(('Cows', 'Gorillas'), 'Horses')",False,False,False,False,False,False
353,21,11,Mammals,Specific,True,"('Squirrels',)",Horses,48,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
354,21,12,Mammals,Specific,True,"('Cows',)",Horses,42,"(('Cows',), 'Horses')",True,False,False,False,False,False
355,21,13,Mammals,Specific,True,"('Rhinos',)",Horses,40,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
356,21,14,Mammals,Specific,True,"('Chimps',)",Horses,31,"(('Chimps',), 'Horses')",True,False,False,False,False,False
357,21,15,Mammals,Specific,True,"('Elephants',)",Horses,34,"(('Elephants',), 'Horses')",True,False,False,False,False,False
358,21,16,Mammals,Specific,True,"('Dogs',)",Canines,29,"(('Dogs',), 'Canines')",True,False,False,False,False,False
359,21,17,Mammals,Specific,True,"('Gorillas',)",Horses,39,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
360,21,18,Mammals,Specific,True,"('Seals',)",Horses,58,"(('Seals',), 'Horses')",True,False,False,False,False,False
361,21,19,Mammals,Specific,True,"('Dolphins',)",Horses,35,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
362,21,2,Mammals,Specific,True,"('Mice', 'Rhinos')",Horses,21,"(('Mice', 'Rhinos'), 'Horses')",False,False,False,False,False,False
363,21,20,Mammals,Specific,True,"('Mice',)",Horses,42,"(('Mice',), 'Horses')",True,False,False,False,False,False
364,21,3,Mammals,Specific,True,"('Gorillas', 'Seals')",Horses,31,"(('Gorillas', 'Seals'), 'Horses')",False,False,False,False,False,False
365,21,4,Mammals,Specific,True,"('Chimps', 'Mice')",Horses,30,"(('Chimps', 'Mice'), 'Horses')",False,False,False,False,False,False
366,21,5,Mammals,Specific,True,"('Seals', 'Elephants')",Horses,40,"(('Seals', 'Elephants'), 'Horses')",False,False,False,False,False,False
367,21,6,Mammals,Specific,True,"('Mice', 'Seals')",Horses,61,"(('Mice', 'Seals'), 'Horses')",False,False,False,False,False,False
368,21,7,Mammals,Specific,True,"('Squirrels', 'Dolphins')",Horses,59,"(('Squirrels', 'Dolphins'), 'Horses')",False,False,False,False,False,False
369,21,8,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,100,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
370,21,9,Mammals,Specific,True,"('Cows', 'Seals')",Horses,80,"(('Cows', 'Seals'), 'Horses')",False,False,False,False,False,False
371,21,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,32,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
372,21,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,32,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
373,21,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,61,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
374,21,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,40,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
375,22,0,Mammals,Specific,True,"('Mice', 'Rhinos')",Horses,4,"(('Mice', 'Rhinos'), 'Horses')",False,False,False,False,False,False
376,22,1,Mammals,Specific,True,"('Chimps', 'Elephants')",Horses,11,"(('Chimps', 'Elephants'), 'Horses')",False,False,False,False,False,False
377,22,10,Mammals,Specific,True,"('Cows', 'Seals')",Horses,44,"(('Cows', 'Seals'), 'Horses')",False,False,False,False,False,False
378,22,11,Mammals,Specific,True,"('Rhinos',)",Horses,17,"(('Rhinos',), 'Horses')",True,False,False,False,False,False
379,22,12,Mammals,Specific,True,"('Seals',)",Horses,17,"(('Seals',), 'Horses')",True,False,False,False,False,False
380,22,13,Mammals,Specific,True,"('Dolphins',)",Horses,41,"(('Dolphins',), 'Horses')",True,False,False,False,False,False
381,22,14,Mammals,Specific,True,"('Chimps',)",Horses,19,"(('Chimps',), 'Horses')",True,False,False,False,False,False
382,22,15,Mammals,Specific,True,"('Gorillas',)",Horses,23,"(('Gorillas',), 'Horses')",True,False,False,False,False,False
383,22,16,Mammals,Specific,True,"('Dogs',)",Canines,100,"(('Dogs',), 'Canines')",True,False,False,False,False,False
384,22,17,Mammals,Specific,True,"('Squirrels',)",Horses,39,"(('Squirrels',), 'Horses')",True,False,False,False,False,False
385,22,18,Mammals,Specific,True,"('Cows',)",Horses,60,"(('Cows',), 'Horses')",True,False,False,False,False,False
386,22,19,Mammals,Specific,True,"('Mice',)",Horses,6,"(('Mice',), 'Horses')",True,False,False,False,False,False
387,22,2,Mammals,Specific,True,"('Seals', 'Rhinos')",Horses,19,"(('Seals', 'Rhinos'), 'Horses')",False,False,False,False,False,False
388,22,20,Mammals,Specific,True,"('Elephants',)",Horses,59,"(('Elephants',), 'Horses')",True,False,False,False,False,False
389,22,3,Mammals,Specific,True,"('Mice', 'Seals')",Horses,59,"(('Mice', 'Seals'), 'Horses')",False,False,False,False,False,False
390,22,4,Mammals,Specific,True,"('Squirrels', 'Dolphins')",Horses,61,"(('Squirrels', 'Dolphins'), 'Horses')",False,False,False,False,False,False
391,22,5,Mammals,Specific,True,"('Seals', 'Elephants')",Horses,29,"(('Seals', 'Elephants'), 'Horses')",False,False,False,False,False,False
392,22,6,Mammals,Specific,True,"('Cows', 'Gorillas')",Horses,80,"(('Cows', 'Gorillas'), 'Horses')",False,False,False,False,False,False
393,22,7,Mammals,Specific,True,"('Chimps', 'Mice')",Horses,63,"(('Chimps', 'Mice'), 'Horses')",False,False,False,False,False,False
394,22,8,Mammals,Specific,True,"('Canines', 'Puppies')",Dogs,100,"(('Canines', 'Puppies'), 'Dogs')",False,True,False,False,False,False
395,22,9,Mammals,Specific,True,"('Gorillas', 'Seals')",Horses,37,"(('Gorillas', 'Seals'), 'Horses')",False,False,False,False,False,False
396,22,training_3_0,Mammals,Specific,True,"('Pineapples',)",Raspberries,62,"(('Pineapples',), 'Raspberries')",True,False,True,False,False,False
397,22,training_3_1,Mammals,Specific,True,"('Blackberries',)",Raspberries,100,"(('Blackberries',), 'Raspberries')",True,False,True,False,False,False
398,22,training_4_0,Mammals,Specific,True,"('Lemons', 'Limes')",Cherries,80,"(('Lemons', 'Limes'), 'Cherries')",False,False,True,False,False,False
399,22,training_4_1,Mammals,Specific,True,"('Bananas', 'Watermelons')",Cherries,60,"(('Bananas', 'Watermelons'), 'Cherries')",False,False,True,False,False,False
400,23,0,Mammals,Specific,True,"('Seals', 'Rhinos')",Horses,85,"(('Seals', 'Rhinos'), 'Horses')",False,False,False,False,False,True
401,23,1,Mammals,Specific,True,"('Squirrels', 'Dolphins')",Horses,85,"(('Squirrels', 'Dolphins'), 'Horses')",False,False,False,False,False,True
402,23,10,Mammals,Specific,True,"('Seals', 'Elephants')",Horses,85,"(('Seals', 'Elephants'), 'Horses')",False,False,False,False,False,True
403,23,11,Mammals,Specific,True,"('Gorillas',)",Horses,73,"(('Gorillas',), 'Horses')",True,False,False,False,False,True
404,23,12,Mammals,Specific,True,"('Cows',)",Horses,93,"(('Cows',), 'Horses')",True,False,False,False,False,True
405,23,13,Mammals,Specific,True,"('Seals',)",Horses,73,"(('Seals',), 'Horses')",True,False,False,False,False,True
406,23,14,Mammals,Specific,True,"('Chimps',)",Horses,73,"(('Chimps',), 'Horses')",True,False,False,False,False,True
