,uid,tid,trialId,premises0,conclusion0,premises1,conclusion1,rating
2309,14,tid_experiment1_46,tc9,Horses:Rabbits:Crocodiles,All mammals,Horses:Rabbits,All mammals,5
2310,27,tid_experiment1_99,tc0,Cows,Dogs,Tigers,Dogs,1
2311,27,tid_experiment1_99,tc10,Storks:Swans,Eagles,Storks:Roosters,Eagles,4
2312,27,tid_experiment1_99,tc11,Seagulls,All birds,Seagulls,Penguins,4
2313,27,tid_experiment1_99,tc12,Penguins,All birds,Crows,All birds,4
2314,27,tid_experiment1_99,tc13,Trains:Mopeds,All vehicles,Trains:Mopeds,All things,2
2315,27,tid_experiment1_99,tc14,Rabbits:Rhinos,Donkeys,Rabbits:Rhinos:Bats,Donkeys,2
2316,27,tid_experiment1_99,tc15,Swans,Blackbirds,Blackbirds,Swans,4
2317,27,tid_experiment1_99,tc16,Hippos,Rhinos,Hippos,Chickens,2
2318,27,tid_experiment1_99,tc17,Trucks:Zeppelins:Submarines,All vehicles,Trucks:Zeppelins,All vehicles,4
2319,27,tid_experiment1_99,tc18,Trains,Sleds,Sleds,Trains,3
2320,27,tid_experiment1_99,tc19,Mice:Dinosaurs,Giraffes,Mice,Giraffes,1
2321,27,tid_experiment1_99,tc1,Deer:Squirrels:Hedgehogs,All mammals,Deer:Squirrels,All mammals,4
2322,27,tid_experiment1_99,tc20,Canaries:Magpies:Ladybugs,All birds,Canaries:Magpies,All birds,1
2323,27,tid_experiment1_99,tc21,Cows:Hedgehogs,All mammals,Cows:Deer,All mammals,1
2324,27,tid_experiment1_99,tc22,Airplanes:Vans,Helicopters,Airplanes:Vans:Carriages,Helicopters,4
2325,27,tid_experiment1_99,tc23,Falcons,Owls,Swans,Owls,1
2326,27,tid_experiment1_99,tc24,Cars:Mopeds,Zeppelins,Cars:Mopeds:Sleds,Zeppelins,2
2327,27,tid_experiment1_99,tc25,Cats:Pigs,All mammals,Cats:Pigs:Donkeys,All mammals,4
2328,27,tid_experiment1_99,tc26,Penguins:Moths,Ostriches,Penguins,Ostriches,1
2329,27,tid_experiment1_99,tc27,Tractors,Jeeps,Rockets,Jeeps,1
2330,27,tid_experiment1_99,tc28,Trucks,Carriages,Trucks,All vehicles,4
2331,27,tid_experiment1_99,tc29,Roosters:Centipedes,Storks,Roosters,Storks,1
2332,27,tid_experiment1_99,tc2,Motorbikes:Mopeds,Trains,Motorbikes:Submarines,Trains,4
2333,27,tid_experiment1_99,tc30,Donkeys:Cats,Lions,Donkeys:Cats:Hamsters,Lions,4
2334,27,tid_experiment1_99,tc31,Rabbits,Mice,Rabbits,All mammals,4
2335,27,tid_experiment1_99,tc32,Lions,Tigers,Lions,Penguins,1
2336,27,tid_experiment1_99,tc33,Trams:Zeppelins,All vehicles,Trams:Zeppelins,All things,1
2337,27,tid_experiment1_99,tc34,Horses:Rhinos,Dogs,Horses:Hedgehogs,Dogs,3
2338,27,tid_experiment1_99,tc35,Submarines,Hovercraft,Skateboards,Hovercraft,1
2339,27,tid_experiment1_99,tc36,Roosters:Swans:Mosquitoes,All birds,Roosters:Swans,All birds,4
2340,27,tid_experiment1_99,tc37,Tractors:Taxis:Spanners,All vehicles,Tractors:Taxis,All vehicles,4
2341,27,tid_experiment1_99,tc38,Cows,Rhinos,Rhinos,Cows,3
2342,27,tid_experiment1_99,tc39,Squirrels,All mammals,Dogs,All mammals,4
2343,27,tid_experiment1_99,tc3,Vultures:Chickens,Falcons,Vultures:Ostriches,Falcons,1
2344,27,tid_experiment1_99,tc40,Storks:Doves,All birds,Storks:Doves,All animals,3
2345,27,tid_experiment1_99,tc41,Crows:Swallows:Ostriches,All birds,Crows:Swallows,All birds,3
2346,27,tid_experiment1_99,tc42,Carriages:Carts,All vehicles,Carriages:Rockets,All vehicles,2
2347,27,tid_experiment1_99,tc43,Tractors,Trucks,Trucks,Tractors,4
2348,27,tid_experiment1_99,tc44,Vultures:Robins,All birds,Vultures:Robins,All animals,5
2349,27,tid_experiment1_99,tc45,Hovercraft:Ropes,Mopeds,Hovercraft,Mopeds,3
2350,27,tid_experiment1_99,tc46,Llamas,Sheep,Sheep,Llamas,1
2351,27,tid_experiment1_99,tc47,Buses:Boats:Levels,All vehicles,Buses:Boats,All vehicles,4
2352,27,tid_experiment1_99,tc48,Mopeds,Motorbikes,Mopeds,Screwdrivers,0
2353,27,tid_experiment1_99,tc49,Swallows,Turkeys,Turkeys,Swallows,3
2354,27,tid_experiment1_99,tc4,Hamsters:Dogs,All animals,Hamsters:Dogs,All mammals,4
2355,27,tid_experiment1_99,tc50,Turkeys:Chickens,All birds,Turkeys:Penguins,All birds,3
2356,27,tid_experiment1_99,tc51,Caravans:Bicycles:Rockets,All vehicles,Caravans:Bicycles,All vehicles,4
2357,27,tid_experiment1_99,tc52,Ducks,Eagles,Falcons,Eagles,5
2358,27,tid_experiment1_99,tc53,Horses:Cows,Dogs,Horses:Hedgehogs,Dogs,2
2359,27,tid_experiment1_99,tc54,Sleds,All vehicles,Cars,All vehicles,4
2360,27,tid_experiment1_99,tc55,Doves,All birds,Penguins,All birds,4
2361,27,tid_experiment1_99,tc56,Canaries,Swans,Canaries,All birds,2
2362,27,tid_experiment1_99,tc57,Rabbits:Lions,All animals,Rabbits:Lions,All mammals,4
2363,27,tid_experiment1_99,tc58,Hamsters:Giraffes:Turtles,All mammals,Hamsters:Giraffes,All mammals,3
2364,27,tid_experiment1_99,tc59,Donkeys,All mammals,Donkeys,Beavers,0
2365,27,tid_experiment1_99,tc5,Submarines,Tractors,Submarines:Levels,Tractors,4
2366,27,tid_experiment1_99,tc60,Motorbikes,Caravans,Motorbikes,All vehicles,4
2367,27,tid_experiment1_99,tc61,Turkeys:Parrots,Eagles,Turkeys:Parrots:Roosters,Eagles,4
2368,27,tid_experiment1_99,tc62,Storks:Doves,All birds,Storks:Doves:Ostriches,All birds,4
2369,27,tid_experiment1_99,tc63,Camels:Rhinos,All mammals,Camels:Rhinos:Frogs,All mammals,1
2370,27,tid_experiment1_99,tc64,Robins,Sparrows,Robins,Gorillas,4
2371,27,tid_experiment1_99,tc65,Caravans:Skateboards,Airplanes,Caravans:Carts,Airplanes,4
2372,27,tid_experiment1_99,tc66,Cats:Giraffes,All mammals,Cats:Lions,All mammals,4
2373,27,tid_experiment1_99,tc67,Bats:Toads,Mice,Bats,Mice,4
2374,27,tid_experiment1_99,tc68,Hedgehogs,All mammals,Dogs,All mammals,4
2375,27,tid_experiment1_99,tc69,Hedgehogs,Hamsters,Camels,Hamsters,4
2376,27,tid_experiment1_99,tc6,Eagles:Crows:Penguins,Storks,Eagles:Crows,Storks,4
2377,27,tid_experiment1_99,tc7,Swallows:Falcons,All birds,Swallows:Penguins,All birds,4
2378,27,tid_experiment1_99,tc8,Submarines,All vehicles,Trains,All vehicles,2
2379,27,tid_experiment1_99,tc9,Skateboards:Submarines,All vehicles,Skateboards:Sleds,All vehicles,4
2380,103,tid_experiment1_49,tc0,Blackbirds,All birds,Turkeys,All birds,0
2381,103,tid_experiment1_49,tc10,Seagulls:Owls:Penguins,Turkeys,Seagulls:Owls,Turkeys,1
2382,103,tid_experiment1_49,tc11,Beavers,All mammals,Cows,All mammals,4
2383,103,tid_experiment1_49,tc12,Hamsters:Sheep:Dinosaurs,All mammals,Hamsters:Sheep,All mammals,5
2384,103,tid_experiment1_49,tc13,Rhinos:Tortoises,Elephants,Rhinos,Elephants,2
2385,103,tid_experiment1_49,tc14,Deer:Elephants,All mammals,Deer:Elephants,All animals,1
2386,103,tid_experiment1_49,tc15,Carts:Tractors:Zeppelins,All vehicles,Carts:Tractors,All vehicles,1
2387,103,tid_experiment1_49,tc16,Hippos,Rhinos,Hippos,Chickens,2
2388,103,tid_experiment1_49,tc17,Doves:Falcons,All birds,Doves:Falcons,All animals,1
2389,103,tid_experiment1_49,tc18,Tigers:Bats:Cobras,All mammals,Tigers:Bats,All mammals,4
2390,103,tid_experiment1_49,tc19,Vans,Submarines,Submarines,Vans,2
2391,103,tid_experiment1_49,tc1,Airplanes:Rockets,All things,Airplanes:Rockets,All vehicles,0
2392,103,tid_experiment1_49,tc20,Tractors:Knives,Bicycles,Tractors,Bicycles,3
2393,103,tid_experiment1_49,tc21,Magpies:Falcons,All animals,Magpies:Falcons,All birds,4
2394,103,tid_experiment1_49,tc22,Trains,All vehicles,Trains,Caravans,4
2395,103,tid_experiment1_49,tc23,Swans,Falcons,Vultures,Falcons,4
2396,103,tid_experiment1_49,tc24,Zebras:Mice,All mammals,Zebras:Rhinos,All mammals,2
2397,103,tid_experiment1_49,tc25,Kangaroos:Tigers,Zebras,Kangaroos:Tigers:Squirrels,Zebras,4
2398,103,tid_experiment1_49,tc26,Trucks,Taxis,Submarines,Taxis,1
2399,103,tid_experiment1_49,tc27,Taxis:Jeeps,All vehicles,Taxis:Jeeps:Shovels,All vehicles,1
2400,103,tid_experiment1_49,tc28,Blackbirds:Storks,All birds,Blackbirds:Magpies,All birds,4
2401,103,tid_experiment1_49,tc29,Magpies:Herons:Roosters,Storks,Magpies:Herons,Storks,1
2402,103,tid_experiment1_49,tc2,Airplanes:Bicycles,Jeeps,Airplanes:Zeppelins,Jeeps,2
2403,103,tid_experiment1_49,tc30,Lions,All mammals,Lions,Camels,1
2404,103,tid_experiment1_49,tc31,Llamas:Hedgehogs,Pigs,Llamas:Zebras,Pigs,2
2405,103,tid_experiment1_49,tc32,Lions,Tigers,Lions,Penguins,1
2406,103,tid_experiment1_49,tc33,Boats:Submarines,Trucks,Boats:Mopeds,Trucks,3
2407,103,tid_experiment1_49,tc34,Kangaroos:Zebras,All mammals,Kangaroos:Zebras,All animals,1
2408,103,tid_experiment1_49,tc35,Llamas:Camels:Beavers,All mammals,Llamas:Camels,All mammals,1
2409,103,tid_experiment1_49,tc36,Squirrels,All mammals,Horses,All mammals,3
2410,103,tid_experiment1_49,tc37,Pigs:Bats,Cats,Pigs:Cows,Cats,4
2411,103,tid_experiment1_49,tc38,Doves:Swallows,All birds,Doves:Swallows:Ostriches,All birds,4
2412,103,tid_experiment1_49,tc39,Kangaroos:Elephants,Rhinos,Kangaroos:Elephants:Hedgehogs,Rhinos,2
2413,103,tid_experiment1_49,tc3,Vans:Jeeps:Skateboards,All vehicles,Vans:Jeeps,All vehicles,1
2414,103,tid_experiment1_49,tc40,Turkeys,Canaries,Canaries,Turkeys,3
2415,103,tid_experiment1_49,tc41,Caravans:Ploughs,Vans,Caravans,Vans,5
2416,103,tid_experiment1_49,tc42,Peacocks,Doves,Peacocks:Moths,Doves,1
2417,103,tid_experiment1_49,tc43,Donkeys:Lions:Beavers,All mammals,Donkeys:Lions,All mammals,1
2418,103,tid_experiment1_49,tc44,Roosters,Storks,Ostriches,Storks,4
2419,103,tid_experiment1_49,tc45,Sparrows:Swallows,All birds,Sparrows:Swallows:Centipedes,All birds,1
2420,103,tid_experiment1_49,tc46,Canaries:Ducks,All birds,Canaries:Ducks:Turkeys,All birds,4
2421,103,tid_experiment1_49,tc47,Caravans:Airplanes:Rockets,Jeeps,Caravans:Airplanes,Jeeps,1
2422,103,tid_experiment1_49,tc48,Mopeds,Motorbikes,Mopeds,Screwdrivers,0
2423,103,tid_experiment1_49,tc49,Skateboards,Trains,Trams,Trains,5
2424,103,tid_experiment1_49,tc4,Skateboards,All vehicles,Vans,All vehicles,4
2425,103,tid_experiment1_49,tc50,Mice,Deer,Llamas,Deer,4
2426,103,tid_experiment1_49,tc51,Herons:Doves,All birds,Herons:Doves:Grasshoppers,All birds,1
2427,103,tid_experiment1_49,tc52,Hovercraft:Cars,All things,Hovercraft:Cars,All vehicles,4
2428,103,tid_experiment1_49,tc53,Trucks:Skateboards,All vehicles,Trucks:Tractors,All vehicles,4
2429,103,tid_experiment1_49,tc54,Caravans:Rockets:Wheelbarrows,All vehicles,Caravans:Rockets,All vehicles,1
2430,103,tid_experiment1_49,tc55,Ostriches,All birds,Robins,All birds,4
2431,103,tid_experiment1_49,tc56,Camels,Hamsters,Squirrels,Hamsters,4
2432,103,tid_experiment1_49,tc57,Caravans,Motorbikes,Motorbikes,Caravans,3
2433,103,tid_experiment1_49,tc58,Owls:Swans,Robins,Owls:Eagles,Robins,1
2434,103,tid_experiment1_49,tc59,Seagulls,All birds,Seagulls,Ostriches,1
2435,103,tid_experiment1_49,tc5,Peacocks:Turkeys,All birds,Peacocks:Penguins,All birds,0
2436,103,tid_experiment1_49,tc60,Tractors:Caravans:Zeppelins,Motorbikes,Tractors:Caravans,Motorbikes,4
2437,103,tid_experiment1_49,tc61,Sleds,All vehicles,Jeeps,All vehicles,4
2438,103,tid_experiment1_49,tc62,Kangaroos,Rabbits,Rabbits,Kangaroos,4
2439,103,tid_experiment1_49,tc63,Rhinos:Alligators,Mice,Rhinos,Mice,1
2440,103,tid_experiment1_49,tc64,Robins,Sparrows,Robins,Gorillas,0
2441,103,tid_experiment1_49,tc65,Airplanes:Caravans,All vehicles,Airplanes:Rockets,All vehicles,1
2442,103,tid_experiment1_49,tc66,Sheep,All mammals,Sheep,Camels,1
2443,103,tid_experiment1_49,tc67,Turkeys,Ducks,Turkeys:Ladybugs,Ducks,1
2444,103,tid_experiment1_49,tc68,Sparrows,Penguins,Penguins,Sparrows,2
2445,103,tid_experiment1_49,tc69,Turkeys:Chickens,Storks,Turkeys:Penguins,Storks,1
2446,103,tid_experiment1_49,tc6,Cats:Tigers,All mammals,Cats:Elephants,All mammals,4
2447,103,tid_experiment1_49,tc7,Taxis,All vehicles,Taxis,Zeppelins,0
2448,103,tid_experiment1_49,tc8,Hamsters,Cats,Cats,Hamsters,2
2449,103,tid_experiment1_49,tc9,Crows,All birds,Crows,Penguins,0
2450,81,tid_experiment1_107,tc0,Donkeys,Llamas,Donkeys,All mammals,4
2451,81,tid_experiment1_107,tc10,Llamas:Camels,All mammals,Llamas:Hedgehogs,All mammals,2
2452,81,tid_experiment1_107,tc11,Crows,All birds,Chickens,All birds,2
2453,81,tid_experiment1_107,tc12,Hedgehogs,Cats,Hedgehogs:Crocodiles,Cats,2
2454,81,tid_experiment1_107,tc13,Bicycles,Caravans,Caravans,Bicycles,3
2455,81,tid_experiment1_107,tc14,Helicopters:Boats,Trams,Helicopters:Zeppelins,Trams,2
2456,81,tid_experiment1_107,tc15,Mice,Cows,Cows,Mice,2
2457,81,tid_experiment1_107,tc16,Hippos,Rhinos,Hippos,Chickens,1
2458,81,tid_experiment1_107,tc17,Deer:Llamas,All mammals,Deer:Llamas:Hamsters,All mammals,4
2459,81,tid_experiment1_107,tc18,Vultures:Ducks,All birds,Vultures:Ostriches,All birds,4
2460,81,tid_experiment1_107,tc19,Sparrows,All birds,Sparrows,Swans,4
2461,81,tid_experiment1_107,tc1,Tigers:Dinosaurs,Lions,Tigers,Lions,3
2462,81,tid_experiment1_107,tc20,Peacocks:Canaries,All birds,Peacocks:Canaries,All animals,1
2463,81,tid_experiment1_107,tc21,Rabbits,Lions,Tigers,Lions,5
2464,81,tid_experiment1_107,tc22,Cats:Camels:Bats,All mammals,Cats:Camels,All mammals,1
2465,81,tid_experiment1_107,tc23,Buses:Skateboards,All vehicles,Buses:Trams,All vehicles,3
2466,81,tid_experiment1_107,tc24,Trams:Hovercraft,All vehicles,Trams:Hovercraft:Screwdrivers,All vehicles,1
2467,81,tid_experiment1_107,tc25,Horses:Hedgehogs,All mammals,Horses:Giraffes,All mammals,1
2468,81,tid_experiment1_107,tc26,Sleds:Cars,All vehicles,Sleds:Cars:Wrenches,All vehicles,1
2469,81,tid_experiment1_107,tc27,Jeeps:Bicycles:Carriages,All vehicles,Jeeps:Bicycles,All vehicles,1
2470,81,tid_experiment1_107,tc28,Canaries,Ducks,Canaries,All birds,2
2471,81,tid_experiment1_107,tc29,Pigs:Rhinos,Deer,Pigs:Rhinos:Bats,Deer,2
2472,81,tid_experiment1_107,tc2,Sheep:Rhinos,Kangaroos,Sheep:Rhinos:Squirrels,Kangaroos,3
2473,81,tid_experiment1_107,tc30,Canaries,Blackbirds,Herons,Blackbirds,3
2474,81,tid_experiment1_107,tc31,Canaries:Storks,All birds,Canaries:Storks:Peacocks,All birds,4
2475,81,tid_experiment1_107,tc32,Lions,Tigers,Lions,Penguins,2
2476,81,tid_experiment1_107,tc33,Eagles:Ducks,Seagulls,Eagles:Owls,Seagulls,2
2477,81,tid_experiment1_107,tc34,Hedgehogs:Tigers,All animals,Hedgehogs:Tigers,All mammals,3
2478,81,tid_experiment1_107,tc35,Dogs,All mammals,Camels,All mammals,2
2479,81,tid_experiment1_107,tc36,Magpies:Blackbirds,All animals,Magpies:Blackbirds,All birds,4
2480,81,tid_experiment1_107,tc37,Lions,Hamsters,Hamsters,Lions,2
2481,81,tid_experiment1_107,tc38,Taxis:Skateboards,All vehicles,Taxis:Skateboards:Rockets,All vehicles,3
2482,81,tid_experiment1_107,tc39,Rockets:Zeppelins,All vehicles,Rockets:Zeppelins,All things,1
2483,81,tid_experiment1_107,tc3,Elephants:Kangaroos,All mammals,Elephants:Kangaroos,All animals,1
2484,81,tid_experiment1_107,tc40,Carts,Helicopters,Carts:Ploughs,Helicopters,1
2485,81,tid_experiment1_107,tc41,Jeeps:Skateboards,All things,Jeeps:Skateboards,All vehicles,4
2486,81,tid_experiment1_107,tc42,Hedgehogs,All mammals,Horses,All mammals,3
2487,81,tid_experiment1_107,tc43,Airplanes:Ropes,Trucks,Airplanes,Trucks,3
2488,81,tid_experiment1_107,tc44,Llamas:Bats,Rabbits,Llamas:Camels,Rabbits,4
2489,81,tid_experiment1_107,tc45,Boats:Helicopters,Motorbikes,Boats:Submarines,Motorbikes,2
2490,81,tid_experiment1_107,tc46,Elephants:Deer:Cobras,All mammals,Elephants:Deer,All mammals,3
2491,81,tid_experiment1_107,tc47,Crows:Swans,Robins,Crows:Vultures,Robins,3
2492,81,tid_experiment1_107,tc48,Mopeds,Motorbikes,Mopeds,Screwdrivers,1
2493,81,tid_experiment1_107,tc49,Trains,All vehicles,Sleds,All vehicles,1
2494,81,tid_experiment1_107,tc4,Trains:Mopeds:Hovercraft,Motorbikes,Trains:Mopeds,Motorbikes,2
2495,81,tid_experiment1_107,tc50,Tigers,All mammals,Tigers,Kangaroos,3
2496,81,tid_experiment1_107,tc51,Eagles:Storks:Ducks,Parrots,Eagles:Storks,Parrots,1
2497,81,tid_experiment1_107,tc52,Motorbikes,All vehicles,Motorbikes,Skateboards,3
2498,81,tid_experiment1_107,tc53,Eagles:Owls,All birds,Eagles:Chickens,All birds,2
2499,81,tid_experiment1_107,tc54,Storks,Swallows,Swallows,Storks,2
2500,81,tid_experiment1_107,tc55,Trucks,Rockets,Trucks,All vehicles,2
2501,81,tid_experiment1_107,tc56,Rabbits:Hamsters,Pigs,Rabbits:Elephants,Pigs,3
2502,81,tid_experiment1_107,tc57,Boats:Cars:Sleds,Vans,Boats:Cars,Vans,3
2503,81,tid_experiment1_107,tc58,Penguins,Swallows,Falcons,Swallows,4
2504,81,tid_experiment1_107,tc59,Peacocks:Ducks,All birds,Peacocks:Ducks:Penguins,All birds,4
2505,81,tid_experiment1_107,tc5,Sleds,Carriages,Submarines,Carriages,1
2506,81,tid_experiment1_107,tc60,Chickens:Vultures,Owls,Chickens:Vultures:Penguins,Owls,2
2507,81,tid_experiment1_107,tc61,Penguins,Crows,Crows,Penguins,3
2508,81,tid_experiment1_107,tc62,Elephants:Rabbits:Cobras,All mammals,Elephants:Rabbits,All mammals,3
2509,81,tid_experiment1_107,tc63,Trucks,Skateboards,Skateboards,Trucks,3
2510,81,tid_experiment1_107,tc64,Robins,Sparrows,Robins,Gorillas,2
2511,81,tid_experiment1_107,tc65,Robins,All birds,Roosters,All birds,2
2512,81,tid_experiment1_107,tc66,Swans,Eagles,Swans:Spiders,Eagles,1
2513,81,tid_experiment1_107,tc67,Vultures:Eagles:Centipedes,All birds,Vultures:Eagles,All birds,5
2514,81,tid_experiment1_107,tc68,Vultures:Flees,Storks,Vultures,Storks,4
2515,81,tid_experiment1_107,tc69,Jeeps:Taxis,All vehicles,Jeeps:Rockets,All vehicles,3
2516,81,tid_experiment1_107,tc6,Rockets,All vehicles,Cars,All vehicles,5
2517,81,tid_experiment1_107,tc7,Chickens:Penguins:Leeches,All birds,Chickens:Penguins,All birds,4
2518,81,tid_experiment1_107,tc8,Hedgehogs,Mice,Llamas,Mice,1
2519,81,tid_experiment1_107,tc9,Tractors,Trucks,Skateboards,Trucks,1
2520,62,tid_experiment1_78,tc0,Elephants:Dogs,All animals,Elephants:Dogs,All mammals,4
2521,62,tid_experiment1_78,tc10,Dogs,Bats,Bats,Dogs,3
2522,62,tid_experiment1_78,tc11,Deer,Donkeys,Bats,Donkeys,1
2523,62,tid_experiment1_78,tc12,Vultures:Ducks,Swallows,Vultures:Ostriches,Swallows,1
2524,62,tid_experiment1_78,tc13,Rabbits:Squirrels,All mammals,Rabbits:Camels,All mammals,0
2525,62,tid_experiment1_78,tc14,Rockets,Taxis,Trucks,Taxis,5
2526,62,tid_experiment1_78,tc15,Cats,All mammals,Camels,All mammals,2
2527,62,tid_experiment1_78,tc16,Hippos,Rhinos,Hippos,Chickens,0
2528,62,tid_experiment1_78,tc17,Skateboards:Motorbikes,All vehicles,Skateboards:Motorbikes:Tong,All vehicles,2
2529,62,tid_experiment1_78,tc18,Mopeds,Bicycles,Submarines,Bicycles,0
2530,62,tid_experiment1_78,tc19,Bicycles:Vans,All things,Bicycles:Vans,All vehicles,5
2531,62,tid_experiment1_78,tc1,Cows:Dogs:Tigers,All mammals,Cows:Dogs,All mammals,3
2532,62,tid_experiment1_78,tc20,Skateboards:Caravans,All vehicles,Skateboards:Caravans,All things,0
2533,62,tid_experiment1_78,tc21,Swans:Storks,All birds,Swans:Storks,All animals,1
2534,62,tid_experiment1_78,tc22,Deer:Giraffes,Sheep,Deer:Mice,Sheep,3
2535,62,tid_experiment1_78,tc23,Motorbikes,Sleds,Motorbikes,All vehicles,5
2536,62,tid_experiment1_78,tc24,Vultures,Falcons,Penguins,Falcons,0
2537,62,tid_experiment1_78,tc25,Trucks:Skateboards,All vehicles,Trucks:Caravans,All vehicles,4
2538,62,tid_experiment1_78,tc26,Carts,Carriages,Carts:Pickaxes,Carriages,2
2539,62,tid_experiment1_78,tc27,Doves,All birds,Roosters,All birds,2
2540,62,tid_experiment1_78,tc28,Horses:Tigers,Deer,Horses:Tigers:Hamsters,Deer,2
2541,62,tid_experiment1_78,tc29,Hedgehogs,Llamas,Hedgehogs:Crocodiles,Llamas,3
2542,62,tid_experiment1_78,tc2,Blackbirds:Swans,All birds,Blackbirds:Swallows,All birds,4
2543,62,tid_experiment1_78,tc30,Eagles,Vultures,Eagles,All birds,1
2544,62,tid_experiment1_78,tc31,Caravans,Trains,Trains,Caravans,3
2545,62,tid_experiment1_78,tc32,Lions,Tigers,Lions,Penguins,1
2546,62,tid_experiment1_78,tc33,Dogs:Camels:Hedgehogs,All mammals,Dogs:Camels,All mammals,3
2547,62,tid_experiment1_78,tc34,Herons:Roosters,All birds,Herons:Roosters,All animals,1
2548,62,tid_experiment1_78,tc35,Jeeps,All vehicles,Zeppelins,All vehicles,1
2549,62,tid_experiment1_78,tc36,Roosters:Lice,Turkeys,Roosters,Turkeys,5
2550,62,tid_experiment1_78,tc37,Carriages,Taxis,Carriages:Screwdrivers,Taxis,0
2551,62,tid_experiment1_78,tc38,Vultures:Penguins,Blackbirds,Vultures:Ostriches,Blackbirds,3
2552,62,tid_experiment1_78,tc39,Bats,All mammals,Cows,All mammals,4
2553,62,tid_experiment1_78,tc3,Pigs:Giraffes:Bats,Cows,Pigs:Giraffes,Cows,4
2554,62,tid_experiment1_78,tc40,Bats,Horses,Horses,Bats,3
2555,62,tid_experiment1_78,tc41,Zeppelins:Cars,Submarines,Zeppelins:Cars:Sleds,Submarines,1
2556,62,tid_experiment1_78,tc42,Buses:Skateboards,All vehicles,Buses:Caravans,All vehicles,4
2557,62,tid_experiment1_78,tc43,Dogs:Mice:Lizards,All mammals,Dogs:Mice,All mammals,5
2558,62,tid_experiment1_78,tc44,Penguins,Owls,Falcons,Owls,4
2559,62,tid_experiment1_78,tc45,Horses:Hamsters,Dogs,Horses:Cows,Dogs,4
2560,62,tid_experiment1_78,tc46,Eagles:Owls,All birds,Eagles:Owls:Lice,All birds,0
2561,62,tid_experiment1_78,tc47,Robins:Swans,All birds,Robins:Doves,All birds,4
2562,62,tid_experiment1_78,tc48,Mopeds,Motorbikes,Mopeds,Screwdrivers,1
2563,62,tid_experiment1_78,tc49,Kangaroos:Hedgehogs:Snakes,All mammals,Kangaroos:Hedgehogs,All mammals,3
2564,62,tid_experiment1_78,tc4,Zeppelins:Trains,All vehicles,Zeppelins:Trains:Sleds,All vehicles,1
2565,62,tid_experiment1_78,tc50,Bats,Rhinos,Bats:Chameleons,Rhinos,3
2566,62,tid_experiment1_78,tc51,Squirrels,Rabbits,Rhinos,Rabbits,1
2567,62,tid_experiment1_78,tc52,Chickens:Falcons,Doves,Chickens:Falcons:Ostriches,Doves,3
2568,62,tid_experiment1_78,tc53,Doves:Falcons,All birds,Doves:Falcons:Ostriches,All birds,1
2569,62,tid_experiment1_78,tc54,Submarines,Mopeds,Mopeds,Submarines,3
2570,62,tid_experiment1_78,tc55,Roosters,Sparrows,Sparrows,Roosters,2
2571,62,tid_experiment1_78,tc56,Ostriches:Falcons:Bees,All birds,Ostriches:Falcons,All birds,4
2572,62,tid_experiment1_78,tc57,Skateboards:Vans:Submarines,All vehicles,Skateboards:Vans,All vehicles,1
2573,62,tid_experiment1_78,tc58,Carts:Sleds,Buses,Carts:Hovercraft,Buses,1
2574,62,tid_experiment1_78,tc59,Doves:Magpies:Parrots,Sparrows,Doves:Magpies,Sparrows,3
2575,62,tid_experiment1_78,tc5,Sparrows:Ducks:Chickens,All birds,Sparrows:Ducks,All birds,2
2576,62,tid_experiment1_78,tc60,Robins,Penguins,Robins,All birds,5
2577,62,tid_experiment1_78,tc61,Tigers,All mammals,Tigers,Squirrels,1
2578,62,tid_experiment1_78,tc62,Blackbirds,All birds,Roosters,All birds,1
2579,62,tid_experiment1_78,tc63,Horses:Deer,All mammals,Horses:Hedgehogs,All mammals,1
2580,62,tid_experiment1_78,tc64,Robins,Sparrows,Robins,Gorillas,0
2581,62,tid_experiment1_78,tc65,Cars,All vehicles,Cars,Skateboards,1
2582,62,tid_experiment1_78,tc66,Chickens,Eagles,Eagles,Chickens,3
2583,62,tid_experiment1_78,tc67,Zeppelins,All vehicles,Trains,All vehicles,4
2584,62,tid_experiment1_78,tc68,Boats:Skateboards,Vans,Boats:Hovercraft,Vans,4
2585,62,tid_experiment1_78,tc69,Camels:Squirrels,All animals,Camels:Squirrels,All mammals,5
2586,62,tid_experiment1_78,tc6,Caravans:Trams,Sleds,Caravans:Trams:Submarines,Sleds,1
2587,62,tid_experiment1_78,tc7,Penguins,Roosters,Penguins:Crickets,Roosters,0
2588,62,tid_experiment1_78,tc8,Tractors:Sleds,All vehicles,Tractors:Sleds:Planes,All vehicles,1
2589,62,tid_experiment1_78,tc9,Tigers,Hedgehogs,Tigers,All mammals,4
2590,28,tid_experiment1_91,tc0,Roosters,Storks,Swans,Storks,4
2591,28,tid_experiment1_91,tc10,Squirrels,Pigs,Squirrels:Toads,Pigs,3
2592,28,tid_experiment1_91,tc11,Jeeps,All vehicles,Jeeps,Carriages,4
2593,28,tid_experiment1_91,tc12,Sleds,All vehicles,Buses,All vehicles,5
2594,28,tid_experiment1_91,tc13,Sleds,All vehicles,Vans,All vehicles,4
2595,28,tid_experiment1_91,tc14,Storks,Crows,Crows,Storks,3
2596,28,tid_experiment1_91,tc15,Giraffes,Elephants,Bats,Elephants,0
2597,28,tid_experiment1_91,tc16,Hippos,Rhinos,Hippos,Chickens,0
