,uid,tid,trial_id,argpair_id,phenomenon,phenomenon_type,domain,arg1_premises,arg1_conclusion,arg2_premises,arg2_conclusion,human_rating,is_arg2_stronger,is_control,is_osherson,is_removed_participant
1431,67,tid_experiment1_116,tc31,"['Llamas', 'Bats', 'Rabbits', 'Llamas', 'Zebras', 'Rabbits']",Diversity (Specific),Specific,Mammals,"['Llamas', 'Bats']",Rabbits,"['Llamas', 'Zebras']",Rabbits,3,FALSE,FALSE,FALSE,FALSE
1432,67,tid_experiment1_116,tc32,"['Lions', 'Tigers', 'Lions', 'Penguins']",Similarity,Specific,Mammals,['Lions'],Tigers,['Lions'],Penguins,1,FALSE,TRUE,FALSE,FALSE
1433,67,tid_experiment1_116,tc33,"['Chickens', 'Turkeys', 'Penguins', 'Turkeys']",Similarity,Specific,Birds,['Penguins'],Turkeys,['Chickens'],Turkeys,4,TRUE,FALSE,FALSE,FALSE
1434,67,tid_experiment1_116,tc34,"['Cats', 'All mammals', 'Squirrels', 'All mammals']",Typicality,General,Mammals,['Cats'],All mammals,['Squirrels'],All mammals,1,FALSE,FALSE,FALSE,FALSE
1435,67,tid_experiment1_116,tc35,"['Cows', 'All mammals', 'Hedgehogs', 'All mammals']",Typicality,General,Mammals,['Hedgehogs'],All mammals,['Cows'],All mammals,4,TRUE,FALSE,FALSE,FALSE
1436,67,tid_experiment1_116,tc36,"['Carriages', 'Carts', 'Submarines', 'All vehicles', 'Carriages', 'Carts', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Carriages', 'Carts']",All vehicles,"['Carriages', 'Carts', 'Submarines']",All vehicles,4,TRUE,FALSE,FALSE,FALSE
1437,67,tid_experiment1_116,tc37,"['Tigers', 'Mice', 'Mice', 'Tigers']",Asymmetry,Specific,Mammals,['Tigers'],Mice,['Mice'],Tigers,4,FALSE,FALSE,FALSE,FALSE
1438,67,tid_experiment1_116,tc38,"['Pigs', 'All mammals', 'Pigs', 'Bats']",Inclusion Fallacy,General,Mammals,['Pigs'],Bats,['Pigs'],All mammals,3,TRUE,FALSE,FALSE,FALSE
1439,67,tid_experiment1_116,tc39,"['Roosters', 'Crows', 'Roosters', 'Moths', 'Crows']",Nonmonotonicity (Specific),Mixed,Birds,['Roosters'],Crows,"['Roosters', 'Moths']",Crows,3,FALSE,FALSE,FALSE,FALSE
1440,67,tid_experiment1_116,tc40,"['Giraffes', 'Bats', 'Rabbits', 'Giraffes', 'Zebras', 'Rabbits']",Diversity (Specific),Specific,Mammals,"['Giraffes', 'Zebras']",Rabbits,"['Giraffes', 'Bats']",Rabbits,3,TRUE,FALSE,FALSE,FALSE
1441,67,tid_experiment1_116,tc41,"['Sheep', 'Hedgehogs', 'Hedgehogs', 'Sheep']",Asymmetry,Specific,Mammals,['Hedgehogs'],Sheep,['Sheep'],Hedgehogs,2,TRUE,FALSE,FALSE,FALSE
1442,67,tid_experiment1_116,tc42,"['Motorbikes', 'Hovercraft', 'Hovercraft', 'Motorbikes']",Asymmetry,Specific,Vehicles,['Motorbikes'],Hovercraft,['Hovercraft'],Motorbikes,1,FALSE,FALSE,FALSE,FALSE
1443,67,tid_experiment1_116,tc43,"['Pigs', 'Bats', 'All mammals', 'Pigs', 'Bats', 'All animals']",Specificity,General,Mammals,"['Pigs', 'Bats']",All animals,"['Pigs', 'Bats']",All mammals,3,TRUE,FALSE,FALSE,FALSE
1444,67,tid_experiment1_116,tc44,"['Eagles', 'Ducks', 'All birds', 'Eagles', 'Falcons', 'All birds']",Diversity (General),General,Birds,"['Eagles', 'Ducks']",All birds,"['Eagles', 'Falcons']",All birds,1,FALSE,FALSE,FALSE,FALSE
1445,67,tid_experiment1_116,tc45,"['Jeeps', 'All vehicles', 'Submarines', 'All vehicles']",Typicality,General,Vehicles,['Jeeps'],All vehicles,['Submarines'],All vehicles,2,FALSE,FALSE,FALSE,FALSE
1446,67,tid_experiment1_116,tc46,"['Carts', 'Hovercraft', 'Tractors', 'Carts', 'Sleds', 'Tractors']",Diversity (Specific),Specific,Vehicles,"['Carts', 'Hovercraft']",Tractors,"['Carts', 'Sleds']",Tractors,1,FALSE,FALSE,FALSE,FALSE
1447,67,tid_experiment1_116,tc47,"['Rabbits', 'All mammals', 'Rabbits', 'Hedgehogs']",Inclusion Fallacy,General,Mammals,['Rabbits'],Hedgehogs,['Rabbits'],All mammals,2,TRUE,FALSE,FALSE,FALSE
1448,67,tid_experiment1_116,tc48,"['Mopeds', 'Motorbikes', 'Mopeds', 'Screwdrivers']",Similarity,Specific,Vehicles,['Mopeds'],Motorbikes,['Mopeds'],Screwdrivers,0,FALSE,TRUE,FALSE,FALSE
1449,67,tid_experiment1_116,tc49,"['Tractors', 'Cars', 'Zeppelins', 'All vehicles', 'Tractors', 'Cars', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Tractors', 'Cars']",All vehicles,"['Tractors', 'Cars', 'Zeppelins']",All vehicles,4,TRUE,FALSE,FALSE,FALSE
1450,67,tid_experiment1_116,tc50,"['Camels', 'Tigers', 'Beavers', 'All mammals', 'Camels', 'Tigers', 'All mammals']",Monotonicity (General),General,Mammals,"['Camels', 'Tigers', 'Beavers']",All mammals,"['Camels', 'Tigers']",All mammals,1,FALSE,FALSE,FALSE,FALSE
1451,67,tid_experiment1_116,tc51,"['Doves', 'Ostriches', 'Ostriches', 'Doves']",Asymmetry,Specific,Birds,['Ostriches'],Doves,['Doves'],Ostriches,3,TRUE,FALSE,FALSE,FALSE
1452,67,tid_experiment1_116,tc52,"['Herons', 'Seagulls', 'Herons', 'Lice', 'Seagulls']",Nonmonotonicity (Specific),Mixed,Birds,['Herons'],Seagulls,"['Herons', 'Lice']",Seagulls,3,FALSE,FALSE,FALSE,FALSE
1453,67,tid_experiment1_116,tc53,"['Cats', 'Pigs', 'Mice', 'Rhinos', 'Cats', 'Pigs', 'Rhinos']",Monotonicity (Specific),Specific,Mammals,"['Cats', 'Pigs']",Rhinos,"['Cats', 'Pigs', 'Mice']",Rhinos,4,TRUE,FALSE,FALSE,FALSE
1454,67,tid_experiment1_116,tc54,"['Trucks', 'Rockets', 'All vehicles', 'Trucks', 'Tractors', 'All vehicles']",Diversity (General),General,Vehicles,"['Trucks', 'Rockets']",All vehicles,"['Trucks', 'Tractors']",All vehicles,1,FALSE,FALSE,FALSE,FALSE
1455,67,tid_experiment1_116,tc55,"['Trucks', 'Helicopters', 'All vehicles', 'Trucks', 'Helicopters', 'All things']",Specificity,General,Vehicles,"['Trucks', 'Helicopters']",All things,"['Trucks', 'Helicopters']",All vehicles,4,TRUE,FALSE,FALSE,FALSE
1456,67,tid_experiment1_116,tc56,"['Carriages', 'Rockets', 'Boats', 'Carriages', 'Sleds', 'Boats']",Diversity (Specific),Specific,Vehicles,"['Carriages', 'Rockets']",Boats,"['Carriages', 'Sleds']",Boats,1,FALSE,FALSE,FALSE,FALSE
1457,67,tid_experiment1_116,tc57,"['Sparrows', 'All birds', 'Chickens', 'All birds']",Typicality,General,Birds,['Sparrows'],All birds,['Chickens'],All birds,2,FALSE,FALSE,FALSE,FALSE
1458,67,tid_experiment1_116,tc58,"['Zebras', 'Mice', 'All mammals', 'Zebras', 'Llamas', 'All mammals']",Diversity (General),General,Mammals,"['Zebras', 'Mice']",All mammals,"['Zebras', 'Llamas']",All mammals,1,FALSE,FALSE,FALSE,FALSE
1459,67,tid_experiment1_116,tc59,"['Airplanes', 'Caravans', 'Carts', 'Rockets', 'Airplanes', 'Caravans', 'Rockets']",Monotonicity (Specific),Specific,Vehicles,"['Airplanes', 'Caravans']",Rockets,"['Airplanes', 'Caravans', 'Carts']",Rockets,4,TRUE,FALSE,FALSE,FALSE
1460,67,tid_experiment1_116,tc60,"['Cats', 'Donkeys', 'Squirrels', 'All mammals', 'Cats', 'Donkeys', 'All mammals']",Monotonicity (General),General,Mammals,"['Cats', 'Donkeys', 'Squirrels']",All mammals,"['Cats', 'Donkeys']",All mammals,1,FALSE,FALSE,FALSE,FALSE
1461,67,tid_experiment1_116,tc61,"['Seagulls', 'Ostriches', 'All birds', 'Seagulls', 'Magpies', 'All birds']",Diversity (General),General,Birds,"['Seagulls', 'Magpies']",All birds,"['Seagulls', 'Ostriches']",All birds,2,TRUE,FALSE,FALSE,FALSE
1462,67,tid_experiment1_116,tc62,"['Elephants', 'Bats', 'All mammals', 'Elephants', 'Bats', 'Alligators', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Elephants', 'Bats', 'Alligators']",All mammals,"['Elephants', 'Bats']",All mammals,3,TRUE,FALSE,FALSE,FALSE
1463,67,tid_experiment1_116,tc63,"['Magpies', 'Swallows', 'Penguins', 'All birds', 'Magpies', 'Swallows', 'All birds']",Monotonicity (General),General,Birds,"['Magpies', 'Swallows']",All birds,"['Magpies', 'Swallows', 'Penguins']",All birds,4,TRUE,FALSE,FALSE,FALSE
1464,67,tid_experiment1_116,tc64,"['Robins', 'Sparrows', 'Robins', 'Gorillas']",Similarity,Specific,Birds,['Robins'],Sparrows,['Robins'],Gorillas,1,FALSE,TRUE,FALSE,FALSE
1465,67,tid_experiment1_116,tc65,"['Taxis', 'All vehicles', 'Taxis', 'Tractors']",Inclusion Fallacy,General,Vehicles,['Taxis'],Tractors,['Taxis'],All vehicles,2,TRUE,FALSE,FALSE,FALSE
1466,67,tid_experiment1_116,tc66,"['Bats', 'Elephants', 'Bats', 'Pythons', 'Elephants']",Nonmonotonicity (Specific),Mixed,Mammals,['Bats'],Elephants,"['Bats', 'Pythons']",Elephants,4,FALSE,FALSE,FALSE,FALSE
1467,67,tid_experiment1_116,tc67,"['Deer', 'Bats', 'All mammals', 'Deer', 'Llamas', 'All mammals']",Diversity (General),General,Mammals,"['Deer', 'Bats']",All mammals,"['Deer', 'Llamas']",All mammals,1,FALSE,FALSE,FALSE,FALSE
1468,67,tid_experiment1_116,tc68,"['Giraffes', 'Elephants', 'Squirrels', 'Elephants']",Similarity,Specific,Mammals,['Squirrels'],Elephants,['Giraffes'],Elephants,1,TRUE,FALSE,FALSE,FALSE
1469,67,tid_experiment1_116,tc69,"['Crows', 'All birds', 'Crows', 'Vultures']",Inclusion Fallacy,General,Birds,['Crows'],All birds,['Crows'],Vultures,3,FALSE,FALSE,FALSE,FALSE
1470,72,tid_experiment1_117,tc0,"['Doves', 'Ostriches', 'All birds', 'Doves', 'Magpies', 'All birds']",Diversity (General),General,Birds,"['Doves', 'Ostriches']",All birds,"['Doves', 'Magpies']",All birds,3,FALSE,FALSE,FALSE,FALSE
1471,72,tid_experiment1_117,tc1,"['Beavers', 'Bats', 'Donkeys', 'Beavers', 'Hamsters', 'Donkeys']",Diversity (Specific),Specific,Mammals,"['Beavers', 'Hamsters']",Donkeys,"['Beavers', 'Bats']",Donkeys,2,TRUE,FALSE,FALSE,FALSE
1472,72,tid_experiment1_117,tc2,"['Beavers', 'Rhinos', 'All mammals', 'Beavers', 'Rhinos', 'All animals']",Specificity,General,Mammals,"['Beavers', 'Rhinos']",All mammals,"['Beavers', 'Rhinos']",All animals,1,FALSE,FALSE,FALSE,FALSE
1473,72,tid_experiment1_117,tc3,"['Storks', 'Roosters', 'Falcons', 'Storks', 'Swans', 'Falcons']",Diversity (Specific),Specific,Birds,"['Storks', 'Swans']",Falcons,"['Storks', 'Roosters']",Falcons,3,TRUE,FALSE,FALSE,FALSE
1474,72,tid_experiment1_117,tc4,"['Sparrows', 'Penguins', 'All birds', 'Sparrows', 'Penguins', 'Horseflies', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Sparrows', 'Penguins', 'Horseflies']",All birds,"['Sparrows', 'Penguins']",All birds,5,TRUE,FALSE,FALSE,FALSE
1475,72,tid_experiment1_117,tc5,"['Mopeds', 'Buses', 'Hovercraft', 'All vehicles', 'Mopeds', 'Buses', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Mopeds', 'Buses', 'Hovercraft']",All vehicles,"['Mopeds', 'Buses']",All vehicles,0,FALSE,FALSE,FALSE,FALSE
1476,72,tid_experiment1_117,tc6,"['Carriages', 'Caravans', 'Skateboards', 'Caravans']",Similarity,Specific,Vehicles,['Carriages'],Caravans,['Skateboards'],Caravans,0,FALSE,FALSE,FALSE,FALSE
1477,72,tid_experiment1_117,tc7,"['Beavers', 'Lions', 'Beavers', 'Toads', 'Lions']",Nonmonotonicity (Specific),Mixed,Mammals,"['Beavers', 'Toads']",Lions,['Beavers'],Lions,4,TRUE,FALSE,FALSE,FALSE
1478,72,tid_experiment1_117,tc8,"['Boats', 'Motorbikes', 'Sleds', 'All vehicles', 'Boats', 'Motorbikes', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Boats', 'Motorbikes']",All vehicles,"['Boats', 'Motorbikes', 'Sleds']",All vehicles,5,TRUE,FALSE,FALSE,FALSE
1479,72,tid_experiment1_117,tc9,"['Mopeds', 'Bicycles', 'Zeppelins', 'Bicycles']",Similarity,Specific,Vehicles,['Mopeds'],Bicycles,['Zeppelins'],Bicycles,0,FALSE,FALSE,FALSE,FALSE
1480,72,tid_experiment1_117,tc10,"['Magpies', 'Sparrows', 'Ostriches', 'Sparrows']",Similarity,Specific,Birds,['Ostriches'],Sparrows,['Magpies'],Sparrows,3,TRUE,FALSE,FALSE,FALSE
1481,72,tid_experiment1_117,tc11,"['Deer', 'Tigers', 'Kangaroos', 'Pigs', 'Deer', 'Tigers', 'Pigs']",Monotonicity (Specific),Specific,Mammals,"['Deer', 'Tigers', 'Kangaroos']",Pigs,"['Deer', 'Tigers']",Pigs,2,FALSE,FALSE,FALSE,FALSE
1482,72,tid_experiment1_117,tc12,"['Cars', 'All vehicles', 'Cars', 'Submarines']",Inclusion Fallacy,General,Vehicles,['Cars'],All vehicles,['Cars'],Submarines,3,FALSE,FALSE,FALSE,FALSE
1483,72,tid_experiment1_117,tc13,"['Trains', 'All vehicles', 'Trains', 'Zeppelins']",Inclusion Fallacy,General,Vehicles,['Trains'],All vehicles,['Trains'],Zeppelins,2,FALSE,FALSE,FALSE,FALSE
1484,72,tid_experiment1_117,tc14,"['Storks', 'Doves', 'Vultures', 'Chickens', 'Storks', 'Doves', 'Chickens']",Monotonicity (Specific),Specific,Birds,"['Storks', 'Doves', 'Vultures']",Chickens,"['Storks', 'Doves']",Chickens,2,FALSE,FALSE,FALSE,FALSE
1485,72,tid_experiment1_117,tc15,"['Herons', 'Crows', 'Penguins', 'Crows']",Similarity,Specific,Birds,['Penguins'],Crows,['Herons'],Crows,1,TRUE,FALSE,FALSE,FALSE
1486,72,tid_experiment1_117,tc16,"['Hippos', 'Rhinos', 'Hippos', 'Chickens']",Similarity,Specific,Mammals,['Hippos'],Rhinos,['Hippos'],Chickens,1,FALSE,TRUE,FALSE,FALSE
1487,72,tid_experiment1_117,tc17,"['Herons', 'Sparrows', 'Penguins', 'All birds', 'Herons', 'Sparrows', 'All birds']",Monotonicity (General),General,Birds,"['Herons', 'Sparrows', 'Penguins']",All birds,"['Herons', 'Sparrows']",All birds,2,FALSE,FALSE,FALSE,FALSE
1488,72,tid_experiment1_117,tc18,"['Cats', 'Llamas', 'All mammals', 'Cats', 'Rabbits', 'All mammals']",Diversity (General),General,Mammals,"['Cats', 'Llamas']",All mammals,"['Cats', 'Rabbits']",All mammals,3,FALSE,FALSE,FALSE,FALSE
1489,72,tid_experiment1_117,tc19,"['Herons', 'Canaries', 'All birds', 'Herons', 'Canaries', 'All animals']",Specificity,General,Birds,"['Herons', 'Canaries']",All animals,"['Herons', 'Canaries']",All birds,5,TRUE,FALSE,FALSE,FALSE
1490,72,tid_experiment1_117,tc20,"['Cats', 'Zebras', 'All mammals', 'Cats', 'Zebras', 'Chameleons', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Cats', 'Zebras']",All mammals,"['Cats', 'Zebras', 'Chameleons']",All mammals,1,FALSE,FALSE,FALSE,FALSE
1491,72,tid_experiment1_117,tc21,"['Sheep', 'Rabbits', 'Zebras', 'All mammals', 'Sheep', 'Rabbits', 'All mammals']",Monotonicity (General),General,Mammals,"['Sheep', 'Rabbits']",All mammals,"['Sheep', 'Rabbits', 'Zebras']",All mammals,4,TRUE,FALSE,FALSE,FALSE
1492,72,tid_experiment1_117,tc22,"['Sparrows', 'All birds', 'Roosters', 'All birds']",Typicality,General,Birds,['Sparrows'],All birds,['Roosters'],All birds,2,FALSE,FALSE,FALSE,FALSE
1493,72,tid_experiment1_117,tc23,"['Peacocks', 'Vultures', 'Peacocks', 'Ants', 'Vultures']",Nonmonotonicity (Specific),Mixed,Birds,['Peacocks'],Vultures,"['Peacocks', 'Ants']",Vultures,0,FALSE,FALSE,FALSE,FALSE
1494,72,tid_experiment1_117,tc24,"['Canaries', 'Eagles', 'All birds', 'Canaries', 'Parrots', 'All birds']",Diversity (General),General,Birds,"['Canaries', 'Parrots']",All birds,"['Canaries', 'Eagles']",All birds,2,TRUE,FALSE,FALSE,FALSE
1495,72,tid_experiment1_117,tc25,"['Jeeps', 'All vehicles', 'Rockets', 'All vehicles']",Typicality,General,Vehicles,['Jeeps'],All vehicles,['Rockets'],All vehicles,0,FALSE,FALSE,FALSE,FALSE
1496,72,tid_experiment1_117,tc26,"['Zeppelins', 'Airplanes', 'Sleds', 'Boats', 'Zeppelins', 'Airplanes', 'Boats']",Monotonicity (Specific),Specific,Vehicles,"['Zeppelins', 'Airplanes', 'Sleds']",Boats,"['Zeppelins', 'Airplanes']",Boats,4,FALSE,FALSE,FALSE,FALSE
1497,72,tid_experiment1_117,tc27,"['Carriages', 'Cars', 'Carriages', 'Planes', 'Cars']",Nonmonotonicity (Specific),Mixed,Vehicles,['Carriages'],Cars,"['Carriages', 'Planes']",Cars,1,FALSE,FALSE,FALSE,FALSE
1498,72,tid_experiment1_117,tc28,"['Tigers', 'Mice', 'Cats', 'Tigers', 'Llamas', 'Cats']",Diversity (Specific),Specific,Mammals,"['Tigers', 'Llamas']",Cats,"['Tigers', 'Mice']",Cats,0,TRUE,FALSE,FALSE,FALSE
1499,72,tid_experiment1_117,tc29,"['Chickens', 'Owls', 'Roosters', 'All birds', 'Chickens', 'Owls', 'All birds']",Monotonicity (General),General,Birds,"['Chickens', 'Owls', 'Roosters']",All birds,"['Chickens', 'Owls']",All birds,0,FALSE,FALSE,FALSE,FALSE
1500,72,tid_experiment1_117,tc30,"['Tigers', 'Lions', 'Hedgehogs', 'Lions']",Similarity,Specific,Mammals,['Hedgehogs'],Lions,['Tigers'],Lions,5,TRUE,FALSE,FALSE,FALSE
1501,72,tid_experiment1_117,tc31,"['Boats', 'Sleds', 'All vehicles', 'Boats', 'Submarines', 'All vehicles']",Diversity (General),General,Vehicles,"['Boats', 'Submarines']",All vehicles,"['Boats', 'Sleds']",All vehicles,3,TRUE,FALSE,FALSE,FALSE
1502,72,tid_experiment1_117,tc32,"['Lions', 'Tigers', 'Lions', 'Penguins']",Similarity,Specific,Mammals,['Lions'],Tigers,['Lions'],Penguins,0,FALSE,TRUE,FALSE,FALSE
1503,72,tid_experiment1_117,tc33,"['Donkeys', 'Hamsters', 'All mammals', 'Donkeys', 'Zebras', 'All mammals']",Diversity (General),General,Mammals,"['Donkeys', 'Zebras']",All mammals,"['Donkeys', 'Hamsters']",All mammals,0,TRUE,FALSE,FALSE,FALSE
1504,72,tid_experiment1_117,tc34,"['Robins', 'Chickens', 'Chickens', 'Robins']",Asymmetry,Specific,Birds,['Chickens'],Robins,['Robins'],Chickens,2,TRUE,FALSE,FALSE,FALSE
1505,72,tid_experiment1_117,tc35,"['Robins', 'All birds', 'Chickens', 'All birds']",Typicality,General,Birds,['Chickens'],All birds,['Robins'],All birds,3,TRUE,FALSE,FALSE,FALSE
1506,72,tid_experiment1_117,tc36,"['Herons', 'Peacocks', 'All birds', 'Herons', 'Peacocks', 'All animals']",Specificity,General,Birds,"['Herons', 'Peacocks']",All birds,"['Herons', 'Peacocks']",All animals,0,FALSE,FALSE,FALSE,FALSE
1507,72,tid_experiment1_117,tc37,"['Dogs', 'All mammals', 'Dogs', 'Squirrels']",Inclusion Fallacy,General,Mammals,['Dogs'],All mammals,['Dogs'],Squirrels,2,FALSE,FALSE,FALSE,FALSE
1508,72,tid_experiment1_117,tc38,"['Sheep', 'Mice', 'Mice', 'Sheep']",Asymmetry,Specific,Mammals,['Sheep'],Mice,['Mice'],Sheep,3,FALSE,FALSE,FALSE,FALSE
1509,72,tid_experiment1_117,tc39,"['Cars', 'Airplanes', 'All vehicles', 'Cars', 'Airplanes', 'All things']",Specificity,General,Vehicles,"['Cars', 'Airplanes']",All vehicles,"['Cars', 'Airplanes']",All things,0,FALSE,FALSE,FALSE,FALSE
1510,72,tid_experiment1_117,tc40,"['Donkeys', 'Beavers', 'Beavers', 'Donkeys']",Asymmetry,Specific,Mammals,['Beavers'],Donkeys,['Donkeys'],Beavers,1,TRUE,FALSE,FALSE,FALSE
1511,72,tid_experiment1_117,tc41,"['Tigers', 'Pigs', 'Tigers', 'Lizards', 'Pigs']",Nonmonotonicity (Specific),Mixed,Mammals,['Tigers'],Pigs,"['Tigers', 'Lizards']",Pigs,0,FALSE,FALSE,FALSE,FALSE
1512,72,tid_experiment1_117,tc42,"['Zebras', 'Cows', 'Mice', 'Cows']",Similarity,Specific,Mammals,['Mice'],Cows,['Zebras'],Cows,5,TRUE,FALSE,FALSE,FALSE
1513,72,tid_experiment1_117,tc43,"['Ostriches', 'Ducks', 'Ostriches', 'Caterpillars', 'Ducks']",Nonmonotonicity (Specific),Mixed,Birds,"['Ostriches', 'Caterpillars']",Ducks,['Ostriches'],Ducks,4,TRUE,FALSE,FALSE,FALSE
1514,72,tid_experiment1_117,tc44,"['Turkeys', 'Vultures', 'All birds', 'Turkeys', 'Vultures', 'Dragonflies', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Turkeys', 'Vultures', 'Dragonflies']",All birds,"['Turkeys', 'Vultures']",All birds,5,TRUE,FALSE,FALSE,FALSE
1515,72,tid_experiment1_117,tc45,"['Zeppelins', 'Bicycles', 'Zeppelins', 'Wheelbarrows', 'Bicycles']",Nonmonotonicity (Specific),Mixed,Vehicles,"['Zeppelins', 'Wheelbarrows']",Bicycles,['Zeppelins'],Bicycles,3,TRUE,FALSE,FALSE,FALSE
1516,72,tid_experiment1_117,tc46,"['Jeeps', 'Zeppelins', 'Zeppelins', 'Jeeps']",Asymmetry,Specific,Vehicles,['Jeeps'],Zeppelins,['Zeppelins'],Jeeps,2,FALSE,FALSE,FALSE,FALSE
1517,72,tid_experiment1_117,tc47,"['Peacocks', 'Ducks', 'Penguins', 'Herons', 'Peacocks', 'Ducks', 'Herons']",Monotonicity (Specific),Specific,Birds,"['Peacocks', 'Ducks']",Herons,"['Peacocks', 'Ducks', 'Penguins']",Herons,4,TRUE,FALSE,FALSE,FALSE
1518,72,tid_experiment1_117,tc48,"['Mopeds', 'Motorbikes', 'Mopeds', 'Screwdrivers']",Similarity,Specific,Vehicles,['Mopeds'],Motorbikes,['Mopeds'],Screwdrivers,0,FALSE,TRUE,FALSE,FALSE
1519,72,tid_experiment1_117,tc49,"['Jeeps', 'Hovercraft', 'All vehicles', 'Jeeps', 'Hovercraft', 'Axes', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Jeeps', 'Hovercraft']",All vehicles,"['Jeeps', 'Hovercraft', 'Axes']",All vehicles,0,FALSE,FALSE,FALSE,FALSE
1520,72,tid_experiment1_117,tc50,"['Eagles', 'Penguins', 'Eagles', 'All birds']",Inclusion Fallacy,General,Birds,['Eagles'],All birds,['Eagles'],Penguins,5,TRUE,FALSE,FALSE,FALSE
1521,72,tid_experiment1_117,tc51,"['Bicycles', 'Carts', 'All vehicles', 'Bicycles', 'Carts', 'All things']",Specificity,General,Vehicles,"['Bicycles', 'Carts']",All vehicles,"['Bicycles', 'Carts']",All things,0,FALSE,FALSE,FALSE,FALSE
1522,72,tid_experiment1_117,tc52,"['Roosters', 'Penguins', 'Ducks', 'Roosters', 'Peacocks', 'Ducks']",Diversity (Specific),Specific,Birds,"['Roosters', 'Penguins']",Ducks,"['Roosters', 'Peacocks']",Ducks,5,FALSE,FALSE,FALSE,FALSE
1523,72,tid_experiment1_117,tc53,"['Cows', 'All mammals', 'Cows', 'Rhinos']",Inclusion Fallacy,General,Mammals,['Cows'],All mammals,['Cows'],Rhinos,5,FALSE,FALSE,FALSE,FALSE
1524,72,tid_experiment1_117,tc54,"['Hamsters', 'Rabbits', 'Squirrels', 'Kangaroos', 'Hamsters', 'Rabbits', 'Kangaroos']",Monotonicity (Specific),Specific,Mammals,"['Hamsters', 'Rabbits']",Kangaroos,"['Hamsters', 'Rabbits', 'Squirrels']",Kangaroos,3,TRUE,FALSE,FALSE,FALSE
1525,72,tid_experiment1_117,tc55,"['Horses', 'All mammals', 'Camels', 'All mammals']",Typicality,General,Mammals,['Horses'],All mammals,['Camels'],All mammals,2,FALSE,FALSE,FALSE,FALSE
1526,72,tid_experiment1_117,tc56,"['Bicycles', 'Submarines', 'All vehicles', 'Bicycles', 'Mopeds', 'All vehicles']",Diversity (General),General,Vehicles,"['Bicycles', 'Submarines']",All vehicles,"['Bicycles', 'Mopeds']",All vehicles,2,FALSE,FALSE,FALSE,FALSE
1527,72,tid_experiment1_117,tc57,"['Helicopters', 'Skateboards', 'Cars', 'Helicopters', 'Zeppelins', 'Cars']",Diversity (Specific),Specific,Vehicles,"['Helicopters', 'Skateboards']",Cars,"['Helicopters', 'Zeppelins']",Cars,3,FALSE,FALSE,FALSE,FALSE
1528,72,tid_experiment1_117,tc58,"['Dogs', 'All mammals', 'Bats', 'All mammals']",Typicality,General,Mammals,['Bats'],All mammals,['Dogs'],All mammals,3,TRUE,FALSE,FALSE,FALSE
1529,72,tid_experiment1_117,tc59,"['Horses', 'Deer', 'Camels', 'All mammals', 'Horses', 'Deer', 'All mammals']",Monotonicity (General),General,Mammals,"['Horses', 'Deer']",All mammals,"['Horses', 'Deer', 'Camels']",All mammals,5,TRUE,FALSE,FALSE,FALSE
1530,72,tid_experiment1_117,tc60,"['Trucks', 'Submarines', 'Submarines', 'Trucks']",Asymmetry,Specific,Vehicles,['Submarines'],Trucks,['Trucks'],Submarines,2,TRUE,FALSE,FALSE,FALSE
1531,72,tid_experiment1_117,tc61,"['Buses', 'All vehicles', 'Skateboards', 'All vehicles']",Typicality,General,Vehicles,['Buses'],All vehicles,['Skateboards'],All vehicles,1,FALSE,FALSE,FALSE,FALSE
1532,72,tid_experiment1_117,tc62,"['Submarines', 'Airplanes', 'All vehicles', 'Submarines', 'Airplanes', 'Saws', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Submarines', 'Airplanes', 'Saws']",All vehicles,"['Submarines', 'Airplanes']",All vehicles,5,TRUE,FALSE,FALSE,FALSE
1533,72,tid_experiment1_117,tc63,"['Rabbits', 'Cats', 'All mammals', 'Rabbits', 'Cats', 'All animals']",Specificity,General,Mammals,"['Rabbits', 'Cats']",All animals,"['Rabbits', 'Cats']",All mammals,5,TRUE,FALSE,FALSE,FALSE
1534,72,tid_experiment1_117,tc64,"['Robins', 'Sparrows', 'Robins', 'Gorillas']",Similarity,Specific,Birds,['Robins'],Sparrows,['Robins'],Gorillas,0,FALSE,TRUE,FALSE,FALSE
1535,72,tid_experiment1_117,tc65,"['Sparrows', 'Chickens', 'Chickens', 'Sparrows']",Asymmetry,Specific,Birds,['Chickens'],Sparrows,['Sparrows'],Chickens,4,TRUE,FALSE,FALSE,FALSE
1536,72,tid_experiment1_117,tc66,"['Cows', 'Donkeys', 'All mammals', 'Cows', 'Donkeys', 'Dinosaurs', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Cows', 'Donkeys', 'Dinosaurs']",All mammals,"['Cows', 'Donkeys']",All mammals,0,TRUE,FALSE,FALSE,FALSE
