,pid,tid,domain,conclusion_type,is_osherson,batch_number,premises,conclusion
3563,93,29,Birds,General,0.0,3,"['Ducks', 'Ostriches']",All birds
3564,93,30,Birds,General,0.0,3,"['Falcons', 'Storks']",All birds
3565,93,31,Birds,General,0.0,3,"['Canaries', 'Robins']",All birds
3566,93,32,Birds,General,0.0,3,"['All animals', 'All organisms']",All birds
3567,93,33,Birds,General,0.0,3,"['Ducks', 'Storks']",All birds
3568,93,34,Birds,General,0.0,3,"['Ostriches', 'Turkeys']",All birds
3569,93,35,Birds,General,0.0,3,"['Falcons', 'Eagles']",All birds
3570,93,36,Birds,General,0.0,3,"['Woodpeckers', 'Chickens']",All birds
3571,93,37,Birds,General,0.0,3,"['Swallows', 'Roosters']",All birds
3572,94,0,Birds,General,0.0,3,['Blackbirds'],All birds
3573,94,1,Birds,General,0.0,3,['Ostriches'],All birds
3574,94,2,Birds,General,0.0,3,['Chickens'],All birds
3575,94,3,Birds,General,0.0,3,['Pelicans'],All birds
3576,94,4,Birds,General,0.0,3,['Herons'],All birds
3577,94,5,Birds,General,0.0,3,['Storks'],All birds
3578,94,6,Birds,General,0.0,3,['Woodpeckers'],All birds
3579,94,7,Birds,General,0.0,3,['Swans'],All birds
3580,94,8,Birds,General,0.0,3,['All animals'],All birds
3581,94,9,Birds,General,0.0,3,['Eagles'],All birds
3582,94,10,Birds,General,0.0,3,['Roosters'],All birds
3583,94,11,Birds,General,0.0,3,['Parrots'],All birds
3584,94,12,Birds,General,0.0,3,['Seagulls'],All birds
3585,94,13,Birds,General,0.0,3,['Canaries'],All birds
3586,94,14,Birds,General,0.0,3,['Sparrows'],All birds
3587,94,15,Birds,General,0.0,3,['Falcons'],All birds
3588,94,16,Birds,General,0.0,3,['All living things'],All birds
3589,94,17,Birds,General,0.0,3,['Turkeys'],All birds
3590,94,18,Birds,General,0.0,3,['Ducks'],All birds
3591,94,19,Birds,General,0.0,3,['Doves'],All birds
3592,94,20,Birds,General,0.0,3,['Swallows'],All birds
3593,94,21,Birds,General,0.0,3,['Magpies'],All birds
3594,94,22,Birds,General,0.0,3,['Vultures'],All birds
3595,94,23,Birds,General,0.0,3,['Robins'],All birds
3596,94,24,Birds,General,0.0,3,['All plants and animals'],All birds
3597,94,25,Birds,General,0.0,3,['Crows'],All birds
3598,94,26,Birds,General,0.0,3,['Peacocks'],All birds
3599,94,27,Birds,General,0.0,3,"['Canaries', 'Robins']",All birds
3600,94,28,Birds,General,0.0,3,"['Falcons', 'Eagles']",All birds
3601,94,29,Birds,General,0.0,3,"['Ostriches', 'Turkeys']",All birds
3602,94,30,Birds,General,0.0,3,"['Falcons', 'Storks']",All birds
3603,94,31,Birds,General,0.0,3,"['Swallows', 'Roosters']",All birds
3604,94,32,Birds,General,0.0,3,"['All animals', 'All organisms']",All birds
3605,94,33,Birds,General,0.0,3,"['Ducks', 'Storks']",All birds
3606,94,34,Birds,General,0.0,3,"['Woodpeckers', 'Chickens']",All birds
3607,94,35,Birds,General,0.0,3,"['Ducks', 'Ostriches']",All birds
3608,94,36,Birds,General,0.0,3,"['Turkeys', 'Blackbirds']",All birds
3609,94,37,Birds,General,0.0,3,"['Vultures', 'Turkeys']",All birds
3610,95,0,Birds,Specific,0.0,3,['Roosters'],Eagles
3611,95,1,Birds,Specific,0.0,3,['Doves'],Swallows
3612,95,2,Birds,Specific,0.0,3,['Sparrows'],Chickens
3613,95,3,Birds,Specific,0.0,3,['Seagulls'],Storks
3614,95,4,Birds,Specific,0.0,3,['Turkeys'],Pelicans
3615,95,5,Birds,Specific,0.0,3,['Blackbirds'],Doves
3616,95,6,Birds,Specific,0.0,3,['Seagulls'],Eagles
3617,95,7,Birds,Specific,0.0,3,['Ostriches'],Magpies
3618,95,8,Birds,Specific,0.0,3,['Crows'],Ravens
3619,95,9,Birds,Specific,0.0,3,['Eagles'],Robins
3620,95,10,Birds,Specific,0.0,3,['Magpies'],Turkeys
3621,95,11,Birds,Specific,0.0,3,['Doves'],Storks
3622,95,12,Birds,Specific,0.0,3,['Magpies'],Ducks
3623,95,13,Birds,Specific,0.0,3,['Ducks'],Turkeys
3624,95,14,Birds,Specific,0.0,3,['Ducks'],Chickens
3625,95,15,Birds,Specific,0.0,3,['Ostriches'],Canaries
3626,95,16,Birds,Specific,0.0,3,['Hawks'],Falcons
3627,95,17,Birds,Specific,0.0,3,['Turkeys'],Swallows
3628,95,18,Birds,Specific,0.0,3,['Ducks'],Magpies
3629,95,19,Birds,Specific,0.0,3,['Storks'],Canaries
3630,95,20,Birds,Specific,0.0,3,['Herons'],Storks
3631,95,21,Birds,Specific,0.0,3,['Herons'],Crows
3632,95,22,Birds,Specific,0.0,3,['Turkeys'],Chickens
3633,95,23,Birds,Specific,0.0,3,['Crows'],Robins
3634,95,24,Birds,Specific,0.0,3,['Pigeons'],Doves
3635,95,25,Birds,Specific,0.0,3,['Canaries'],Storks
3636,95,26,Birds,Specific,0.0,3,['Herons'],Doves
3637,95,27,Birds,Specific,0.0,3,"['Roosters', 'Seagulls']",Eagles
3638,95,28,Birds,Specific,0.0,3,"['Sparrows', 'Turkeys']",Chickens
3639,95,29,Birds,Specific,0.0,3,"['Herons', 'Blackbirds']",Doves
3640,95,30,Birds,Specific,0.0,3,"['Crows', 'Eagles']",Robins
3641,95,31,Birds,Specific,0.0,3,"['Doves', 'Herons']",Storks
3642,95,32,Birds,Specific,0.0,3,"['Hawks', 'Eagles']",Falcons
3643,95,33,Birds,Specific,0.0,3,"['Canaries', 'Seagulls']",Storks
3644,95,34,Birds,Specific,0.0,3,"['Turkeys', 'Doves']",Swallows
3645,95,35,Birds,Specific,0.0,3,"['Ducks', 'Magpies']",Turkeys
3646,95,36,Birds,Specific,0.0,3,"['Ostriches', 'Storks']",Canaries
3647,95,37,Birds,Specific,0.0,3,"['Ostriches', 'Ducks']",Magpies
3648,96,0,Birds,Specific,0.0,3,['Ducks'],Magpies
3649,96,1,Birds,Specific,0.0,3,['Seagulls'],Eagles
3650,96,2,Birds,Specific,0.0,3,['Ostriches'],Canaries
3651,96,3,Birds,Specific,0.0,3,['Canaries'],Storks
3652,96,4,Birds,Specific,0.0,3,['Storks'],Canaries
3653,96,5,Birds,Specific,0.0,3,['Crows'],Robins
3654,96,6,Birds,Specific,0.0,3,['Magpies'],Turkeys
3655,96,7,Birds,Specific,0.0,3,['Seagulls'],Storks
3656,96,8,Birds,Specific,0.0,3,['Crows'],Ravens
3657,96,9,Birds,Specific,0.0,3,['Eagles'],Robins
3658,96,10,Birds,Specific,0.0,3,['Sparrows'],Chickens
3659,96,11,Birds,Specific,0.0,3,['Turkeys'],Pelicans
3660,96,12,Birds,Specific,0.0,3,['Magpies'],Ducks
3661,96,13,Birds,Specific,0.0,3,['Herons'],Doves
3662,96,14,Birds,Specific,0.0,3,['Turkeys'],Swallows
3663,96,15,Birds,Specific,0.0,3,['Roosters'],Eagles
3664,96,16,Birds,Specific,0.0,3,['Hawks'],Falcons
3665,96,17,Birds,Specific,0.0,3,['Blackbirds'],Doves
3666,96,18,Birds,Specific,0.0,3,['Herons'],Crows
3667,96,19,Birds,Specific,0.0,3,['Turkeys'],Chickens
3668,96,20,Birds,Specific,0.0,3,['Doves'],Swallows
3669,96,21,Birds,Specific,0.0,3,['Herons'],Storks
3670,96,22,Birds,Specific,0.0,3,['Doves'],Storks
3671,96,23,Birds,Specific,0.0,3,['Ostriches'],Magpies
3672,96,24,Birds,Specific,0.0,3,['Pigeons'],Doves
3673,96,25,Birds,Specific,0.0,3,['Ducks'],Turkeys
3674,96,26,Birds,Specific,0.0,3,['Ducks'],Chickens
3675,96,27,Birds,Specific,0.0,3,"['Ostriches', 'Storks']",Canaries
3676,96,28,Birds,Specific,0.0,3,"['Roosters', 'Seagulls']",Eagles
3677,96,29,Birds,Specific,0.0,3,"['Ducks', 'Magpies']",Turkeys
3678,96,30,Birds,Specific,0.0,3,"['Crows', 'Eagles']",Robins
3679,96,31,Birds,Specific,0.0,3,"['Herons', 'Blackbirds']",Doves
3680,96,32,Birds,Specific,0.0,3,"['Hawks', 'Eagles']",Falcons
3681,96,33,Birds,Specific,0.0,3,"['Doves', 'Herons']",Storks
3682,96,34,Birds,Specific,0.0,3,"['Sparrows', 'Turkeys']",Chickens
3683,96,35,Birds,Specific,0.0,3,"['Turkeys', 'Doves']",Swallows
3684,96,36,Birds,Specific,0.0,3,"['Ostriches', 'Ducks']",Magpies
3685,96,37,Birds,Specific,0.0,3,"['Canaries', 'Seagulls']",Storks
3686,97,0,Birds,Specific,0.0,3,['Roosters'],Eagles
3687,97,1,Birds,Specific,0.0,3,['Storks'],Canaries
3688,97,2,Birds,Specific,0.0,3,['Herons'],Storks
3689,97,3,Birds,Specific,0.0,3,['Ducks'],Chickens
3690,97,4,Birds,Specific,0.0,3,['Herons'],Doves
3691,97,5,Birds,Specific,0.0,3,['Seagulls'],Eagles
3692,97,6,Birds,Specific,0.0,3,['Seagulls'],Storks
3693,97,7,Birds,Specific,0.0,3,['Ducks'],Turkeys
3694,97,8,Birds,Specific,0.0,3,['Crows'],Ravens
3695,97,9,Birds,Specific,0.0,3,['Eagles'],Robins
3696,97,10,Birds,Specific,0.0,3,['Magpies'],Turkeys
3697,97,11,Birds,Specific,0.0,3,['Magpies'],Ducks
3698,97,12,Birds,Specific,0.0,3,['Turkeys'],Chickens
3699,97,13,Birds,Specific,0.0,3,['Ostriches'],Canaries
3700,97,14,Birds,Specific,0.0,3,['Doves'],Storks
3701,97,15,Birds,Specific,0.0,3,['Sparrows'],Chickens
3702,97,16,Birds,Specific,0.0,3,['Hawks'],Falcons
3703,97,17,Birds,Specific,0.0,3,['Turkeys'],Swallows
3704,97,18,Birds,Specific,0.0,3,['Blackbirds'],Doves
3705,97,19,Birds,Specific,0.0,3,['Doves'],Swallows
3706,97,20,Birds,Specific,0.0,3,['Herons'],Crows
3707,97,21,Birds,Specific,0.0,3,['Canaries'],Storks
3708,97,22,Birds,Specific,0.0,3,['Turkeys'],Pelicans
3709,97,23,Birds,Specific,0.0,3,['Ducks'],Magpies
3710,97,24,Birds,Specific,0.0,3,['Pigeons'],Doves
3711,97,25,Birds,Specific,0.0,3,['Crows'],Robins
3712,97,26,Birds,Specific,0.0,3,['Ostriches'],Magpies
3713,97,27,Birds,Specific,0.0,3,"['Sparrows', 'Turkeys']",Chickens
3714,97,28,Birds,Specific,0.0,3,"['Roosters', 'Seagulls']",Eagles
3715,97,29,Birds,Specific,0.0,3,"['Doves', 'Herons']",Storks
3716,97,30,Birds,Specific,0.0,3,"['Ducks', 'Magpies']",Turkeys
3717,97,31,Birds,Specific,0.0,3,"['Ostriches', 'Ducks']",Magpies
3718,97,32,Birds,Specific,0.0,3,"['Hawks', 'Eagles']",Falcons
3719,97,33,Birds,Specific,0.0,3,"['Crows', 'Eagles']",Robins
3720,97,34,Birds,Specific,0.0,3,"['Turkeys', 'Doves']",Swallows
3721,97,35,Birds,Specific,0.0,3,"['Herons', 'Blackbirds']",Doves
3722,97,36,Birds,Specific,0.0,3,"['Ostriches', 'Storks']",Canaries
3723,97,37,Birds,Specific,0.0,3,"['Canaries', 'Seagulls']",Storks
3724,98,0,Birds,Specific,0.0,3,['Turkeys'],Swallows
3725,98,1,Birds,Specific,0.0,3,['Turkeys'],Chickens
3726,98,2,Birds,Specific,0.0,3,['Herons'],Doves
3727,98,3,Birds,Specific,0.0,3,['Ducks'],Chickens
3728,98,4,Birds,Specific,0.0,3,['Ducks'],Magpies
3729,98,5,Birds,Specific,0.0,3,['Doves'],Storks
3730,98,6,Birds,Specific,0.0,3,['Herons'],Crows
3731,98,7,Birds,Specific,0.0,3,['Ostriches'],Magpies
3732,98,8,Birds,Specific,0.0,3,['Crows'],Ravens
3733,98,9,Birds,Specific,0.0,3,['Roosters'],Eagles
3734,98,10,Birds,Specific,0.0,3,['Seagulls'],Eagles
3735,98,11,Birds,Specific,0.0,3,['Blackbirds'],Doves
3736,98,12,Birds,Specific,0.0,3,['Storks'],Canaries
3737,98,13,Birds,Specific,0.0,3,['Doves'],Swallows
3738,98,14,Birds,Specific,0.0,3,['Canaries'],Storks
3739,98,15,Birds,Specific,0.0,3,['Crows'],Robins
3740,98,16,Birds,Specific,0.0,3,['Hawks'],Falcons
3741,98,17,Birds,Specific,0.0,3,['Magpies'],Turkeys
3742,98,18,Birds,Specific,0.0,3,['Sparrows'],Chickens
3743,98,19,Birds,Specific,0.0,3,['Turkeys'],Pelicans
3744,98,20,Birds,Specific,0.0,3,['Seagulls'],Storks
3745,98,21,Birds,Specific,0.0,3,['Magpies'],Ducks
3746,98,22,Birds,Specific,0.0,3,['Eagles'],Robins
3747,98,23,Birds,Specific,0.0,3,['Herons'],Storks
3748,98,24,Birds,Specific,0.0,3,['Pigeons'],Doves
3749,98,25,Birds,Specific,0.0,3,['Ducks'],Turkeys
3750,98,26,Birds,Specific,0.0,3,['Ostriches'],Canaries
3751,98,27,Birds,Specific,0.0,3,"['Canaries', 'Seagulls']",Storks
3752,98,28,Birds,Specific,0.0,3,"['Roosters', 'Seagulls']",Eagles
3753,98,29,Birds,Specific,0.0,3,"['Sparrows', 'Turkeys']",Chickens
3754,98,30,Birds,Specific,0.0,3,"['Herons', 'Blackbirds']",Doves
3755,98,31,Birds,Specific,0.0,3,"['Doves', 'Herons']",Storks
3756,98,32,Birds,Specific,0.0,3,"['Hawks', 'Eagles']",Falcons
3757,98,33,Birds,Specific,0.0,3,"['Ostriches', 'Storks']",Canaries
3758,98,34,Birds,Specific,0.0,3,"['Crows', 'Eagles']",Robins
3759,98,35,Birds,Specific,0.0,3,"['Ostriches', 'Ducks']",Magpies
3760,98,36,Birds,Specific,0.0,3,"['Ducks', 'Magpies']",Turkeys
3761,98,37,Birds,Specific,0.0,3,"['Turkeys', 'Doves']",Swallows
3762,99,0,Birds,Specific,0.0,3,['Ostriches'],Magpies
3763,99,1,Birds,Specific,0.0,3,['Turkeys'],Swallows
3764,99,2,Birds,Specific,0.0,3,['Herons'],Doves
3765,99,3,Birds,Specific,0.0,3,['Turkeys'],Pelicans
3766,99,4,Birds,Specific,0.0,3,['Blackbirds'],Doves
3767,99,5,Birds,Specific,0.0,3,['Magpies'],Ducks
3768,99,6,Birds,Specific,0.0,3,['Ostriches'],Canaries
3769,99,7,Birds,Specific,0.0,3,['Canaries'],Storks
3770,99,8,Birds,Specific,0.0,3,['Crows'],Ravens
3771,99,9,Birds,Specific,0.0,3,['Herons'],Crows
3772,99,10,Birds,Specific,0.0,3,['Storks'],Canaries
3773,99,11,Birds,Specific,0.0,3,['Ducks'],Magpies
3774,99,12,Birds,Specific,0.0,3,['Crows'],Robins
3775,99,13,Birds,Specific,0.0,3,['Eagles'],Robins
3776,99,14,Birds,Specific,0.0,3,['Ducks'],Chickens
3777,99,15,Birds,Specific,0.0,3,['Magpies'],Turkeys
3778,99,16,Birds,Specific,0.0,3,['Hawks'],Falcons
3779,99,17,Birds,Specific,0.0,3,['Herons'],Storks
3780,99,18,Birds,Specific,0.0,3,['Roosters'],Eagles
3781,99,19,Birds,Specific,0.0,3,['Doves'],Storks
3782,99,20,Birds,Specific,0.0,3,['Sparrows'],Chickens
3783,99,21,Birds,Specific,0.0,3,['Seagulls'],Storks
3784,99,22,Birds,Specific,0.0,3,['Ducks'],Turkeys
3785,99,23,Birds,Specific,0.0,3,['Turkeys'],Chickens
3786,99,24,Birds,Specific,0.0,3,['Pigeons'],Doves
3787,99,25,Birds,Specific,0.0,3,['Doves'],Swallows
3788,99,26,Birds,Specific,0.0,3,['Seagulls'],Eagles
3789,99,27,Birds,Specific,0.0,3,"['Turkeys', 'Doves']",Swallows
3790,99,28,Birds,Specific,0.0,3,"['Crows', 'Eagles']",Robins
3791,99,29,Birds,Specific,0.0,3,"['Herons', 'Blackbirds']",Doves
3792,99,30,Birds,Specific,0.0,3,"['Doves', 'Herons']",Storks
3793,99,31,Birds,Specific,0.0,3,"['Ducks', 'Magpies']",Turkeys
3794,99,32,Birds,Specific,0.0,3,"['Hawks', 'Eagles']",Falcons
3795,99,33,Birds,Specific,0.0,3,"['Ostriches', 'Storks']",Canaries
3796,99,34,Birds,Specific,0.0,3,"['Sparrows', 'Turkeys']",Chickens
3797,99,35,Birds,Specific,0.0,3,"['Roosters', 'Seagulls']",Eagles
3798,99,36,Birds,Specific,0.0,3,"['Canaries', 'Seagulls']",Storks
3799,99,37,Birds,Specific,0.0,3,"['Ostriches', 'Ducks']",Magpies
3800,100,0,Mammals,General,0.0,3,['Rhinos'],All mammals
3801,100,1,Mammals,General,0.0,3,['Horses'],All mammals
3802,100,2,Mammals,General,0.0,3,['Beavers'],All mammals
3803,100,3,Mammals,General,0.0,3,['Tigers'],All mammals
3804,100,4,Mammals,General,0.0,3,['Zebras'],All mammals
3805,100,5,Mammals,General,0.0,3,['Llamas'],All mammals
3806,100,6,Mammals,General,0.0,3,['Mice'],All mammals
3807,100,7,Mammals,General,0.0,3,['Cows'],All mammals
3808,100,8,Mammals,General,0.0,3,['All animals'],All mammals
3809,100,9,Mammals,General,0.0,3,['Cats'],All mammals
3810,100,10,Mammals,General,0.0,3,['Lions'],All mammals
3811,100,11,Mammals,General,0.0,3,['Rabbits'],All mammals
3812,100,12,Mammals,General,0.0,3,['Foxes'],All mammals
3813,100,13,Mammals,General,0.0,3,['Dogs'],All mammals
3814,100,14,Mammals,General,0.0,3,['Deer'],All mammals
3815,100,15,Mammals,General,0.0,3,['Donkeys'],All mammals
3816,100,16,Mammals,General,0.0,3,['All living things'],All mammals
3817,100,17,Mammals,General,0.0,3,['Sheep'],All mammals
3818,100,18,Mammals,General,0.0,3,['Elephants'],All mammals
3819,100,19,Mammals,General,0.0,3,['Giraffes'],All mammals
3820,100,20,Mammals,General,0.0,3,['Camels'],All mammals
3821,100,21,Mammals,General,0.0,3,['Hamsters'],All mammals
3822,100,22,Mammals,General,0.0,3,['Wolves'],All mammals
3823,100,23,Mammals,General,0.0,3,['Hippos'],All mammals
3824,100,24,Mammals,General,0.0,3,['All plants and animals'],All mammals
3825,100,25,Mammals,General,0.0,3,['Hedgehogs'],All mammals
3826,100,26,Mammals,General,0.0,3,['Squirrels'],All mammals
3827,100,27,Mammals,General,0.0,3,"['Hamsters', 'Hedgehogs']",All mammals
3828,100,28,Mammals,General,0.0,3,"['Sheep', 'Beavers']",All mammals
3829,100,29,Mammals,General,0.0,3,"['Dogs', 'Foxes']",All mammals
3830,100,30,Mammals,General,0.0,3,"['Donkeys', 'Horses']",All mammals
3831,100,31,Mammals,General,0.0,3,"['Camels', 'Giraffes']",All mammals
3832,100,32,Mammals,General,0.0,3,"['All animals', 'All organisms']",All mammals
3833,100,33,Mammals,General,0.0,3,"['Zebras', 'Llamas']",All mammals
3834,100,34,Mammals,General,0.0,3,"['Cats', 'Donkeys']",All mammals
3835,100,35,Mammals,General,0.0,3,"['Squirrels', 'Zebras']",All mammals
3836,100,36,Mammals,General,0.0,3,"['Tigers', 'Hedgehogs']",All mammals
3837,100,37,Mammals,General,0.0,3,"['Foxes', 'Donkeys']",All mammals
3838,101,0,Mammals,General,0.0,3,['Elephants'],All mammals
3839,101,1,Mammals,General,0.0,3,['Cows'],All mammals
3840,101,2,Mammals,General,0.0,3,['Giraffes'],All mammals
3841,101,3,Mammals,General,0.0,3,['Hamsters'],All mammals
3842,101,4,Mammals,General,0.0,3,['Lions'],All mammals
3843,101,5,Mammals,General,0.0,3,['Rabbits'],All mammals
3844,101,6,Mammals,General,0.0,3,['Mice'],All mammals
3845,101,7,Mammals,General,0.0,3,['Wolves'],All mammals
3846,101,8,Mammals,General,0.0,3,['All animals'],All mammals
3847,101,9,Mammals,General,0.0,3,['Foxes'],All mammals
3848,101,10,Mammals,General,0.0,3,['Horses'],All mammals
3849,101,11,Mammals,General,0.0,3,['Rhinos'],All mammals
3850,101,12,Mammals,General,0.0,3,['Dogs'],All mammals
3851,101,13,Mammals,General,0.0,3,['Hippos'],All mammals
3852,101,14,Mammals,General,0.0,3,['Hedgehogs'],All mammals
3853,101,15,Mammals,General,0.0,3,['Zebras'],All mammals
3854,101,16,Mammals,General,0.0,3,['All living things'],All mammals
3855,101,17,Mammals,General,0.0,3,['Deer'],All mammals
3856,101,18,Mammals,General,0.0,3,['Beavers'],All mammals
3857,101,19,Mammals,General,0.0,3,['Squirrels'],All mammals
3858,101,20,Mammals,General,0.0,3,['Donkeys'],All mammals
3859,101,21,Mammals,General,0.0,3,['Cats'],All mammals
3860,101,22,Mammals,General,0.0,3,['Llamas'],All mammals
3861,101,23,Mammals,General,0.0,3,['Sheep'],All mammals
3862,101,24,Mammals,General,0.0,3,['All plants and animals'],All mammals
3863,101,25,Mammals,General,0.0,3,['Camels'],All mammals
3864,101,26,Mammals,General,0.0,3,['Tigers'],All mammals
3865,101,27,Mammals,General,0.0,3,"['Camels', 'Giraffes']",All mammals
3866,101,28,Mammals,General,0.0,3,"['Sheep', 'Beavers']",All mammals
3867,101,29,Mammals,General,0.0,3,"['Tigers', 'Hedgehogs']",All mammals
3868,101,30,Mammals,General,0.0,3,"['Donkeys', 'Horses']",All mammals
3869,101,31,Mammals,General,0.0,3,"['Dogs', 'Foxes']",All mammals
3870,101,32,Mammals,General,0.0,3,"['All animals', 'All organisms']",All mammals
3871,101,33,Mammals,General,0.0,3,"['Hamsters', 'Hedgehogs']",All mammals
3872,101,34,Mammals,General,0.0,3,"['Zebras', 'Llamas']",All mammals
3873,101,35,Mammals,General,0.0,3,"['Foxes', 'Donkeys']",All mammals
3874,101,36,Mammals,General,0.0,3,"['Cats', 'Donkeys']",All mammals
3875,101,37,Mammals,General,0.0,3,"['Squirrels', 'Zebras']",All mammals
3876,102,0,Mammals,General,0.0,3,['Cats'],All mammals
3877,102,1,Mammals,General,0.0,3,['Donkeys'],All mammals
3878,102,2,Mammals,General,0.0,3,['Hamsters'],All mammals
3879,102,3,Mammals,General,0.0,3,['Hippos'],All mammals
3880,102,4,Mammals,General,0.0,3,['Tigers'],All mammals
3881,102,5,Mammals,General,0.0,3,['Llamas'],All mammals
3882,102,6,Mammals,General,0.0,3,['Deer'],All mammals
3883,102,7,Mammals,General,0.0,3,['Camels'],All mammals
3884,102,8,Mammals,General,0.0,3,['All animals'],All mammals
3885,102,9,Mammals,General,0.0,3,['Dogs'],All mammals
3886,102,10,Mammals,General,0.0,3,['Squirrels'],All mammals
3887,102,11,Mammals,General,0.0,3,['Horses'],All mammals
3888,102,12,Mammals,General,0.0,3,['Lions'],All mammals
3889,102,13,Mammals,General,0.0,3,['Beavers'],All mammals
3890,102,14,Mammals,General,0.0,3,['Zebras'],All mammals
3891,102,15,Mammals,General,0.0,3,['Sheep'],All mammals
3892,102,16,Mammals,General,0.0,3,['All living things'],All mammals
3893,102,17,Mammals,General,0.0,3,['Rhinos'],All mammals
3894,102,18,Mammals,General,0.0,3,['Mice'],All mammals
3895,102,19,Mammals,General,0.0,3,['Rabbits'],All mammals
3896,102,20,Mammals,General,0.0,3,['Cows'],All mammals
3897,102,21,Mammals,General,0.0,3,['Giraffes'],All mammals
3898,102,22,Mammals,General,0.0,3,['Wolves'],All mammals
3899,102,23,Mammals,General,0.0,3,['Elephants'],All mammals
3900,102,24,Mammals,General,0.0,3,['All plants and animals'],All mammals
3901,102,25,Mammals,General,0.0,3,['Hedgehogs'],All mammals
3902,102,26,Mammals,General,0.0,3,['Foxes'],All mammals
3903,102,27,Mammals,General,0.0,3,"['Cats', 'Donkeys']",All mammals
3904,102,28,Mammals,General,0.0,3,"['Sheep', 'Beavers']",All mammals
3905,102,29,Mammals,General,0.0,3,"['Camels', 'Giraffes']",All mammals
3906,102,30,Mammals,General,0.0,3,"['Foxes', 'Donkeys']",All mammals
3907,102,31,Mammals,General,0.0,3,"['Squirrels', 'Zebras']",All mammals
3908,102,32,Mammals,General,0.0,3,"['All animals', 'All organisms']",All mammals
3909,102,33,Mammals,General,0.0,3,"['Dogs', 'Foxes']",All mammals
3910,102,34,Mammals,General,0.0,3,"['Donkeys', 'Horses']",All mammals
3911,102,35,Mammals,General,0.0,3,"['Tigers', 'Hedgehogs']",All mammals
3912,102,36,Mammals,General,0.0,3,"['Zebras', 'Llamas']",All mammals
3913,102,37,Mammals,General,0.0,3,"['Hamsters', 'Hedgehogs']",All mammals
3914,103,0,Mammals,General,0.0,3,['Sheep'],All mammals
3915,103,1,Mammals,General,0.0,3,['Elephants'],All mammals
3916,103,2,Mammals,General,0.0,3,['Donkeys'],All mammals
3917,103,3,Mammals,General,0.0,3,['Llamas'],All mammals
3918,103,4,Mammals,General,0.0,3,['Hippos'],All mammals
3919,103,5,Mammals,General,0.0,3,['Hamsters'],All mammals
3920,103,6,Mammals,General,0.0,3,['Zebras'],All mammals
3921,103,7,Mammals,General,0.0,3,['Hedgehogs'],All mammals
3922,103,8,Mammals,General,0.0,3,['All animals'],All mammals
3923,103,9,Mammals,General,0.0,3,['Rabbits'],All mammals
3924,103,10,Mammals,General,0.0,3,['Camels'],All mammals
3925,103,11,Mammals,General,0.0,3,['Dogs'],All mammals
3926,103,12,Mammals,General,0.0,3,['Beavers'],All mammals
3927,103,13,Mammals,General,0.0,3,['Horses'],All mammals
3928,103,14,Mammals,General,0.0,3,['Foxes'],All mammals
3929,103,15,Mammals,General,0.0,3,['Cats'],All mammals
3930,103,16,Mammals,General,0.0,3,['All living things'],All mammals
3931,103,17,Mammals,General,0.0,3,['Tigers'],All mammals
3932,103,18,Mammals,General,0.0,3,['Cows'],All mammals
3933,103,19,Mammals,General,0.0,3,['Squirrels'],All mammals
3934,103,20,Mammals,General,0.0,3,['Wolves'],All mammals
3935,103,21,Mammals,General,0.0,3,['Giraffes'],All mammals
3936,103,22,Mammals,General,0.0,3,['Lions'],All mammals
3937,103,23,Mammals,General,0.0,3,['Mice'],All mammals
3938,103,24,Mammals,General,0.0,3,['All plants and animals'],All mammals
3939,103,25,Mammals,General,0.0,3,['Deer'],All mammals
3940,103,26,Mammals,General,0.0,3,['Rhinos'],All mammals
3941,103,27,Mammals,General,0.0,3,"['Tigers', 'Hedgehogs']",All mammals
3942,103,28,Mammals,General,0.0,3,"['Donkeys', 'Horses']",All mammals
3943,103,29,Mammals,General,0.0,3,"['Sheep', 'Beavers']",All mammals
3944,103,30,Mammals,General,0.0,3,"['Zebras', 'Llamas']",All mammals
3945,103,31,Mammals,General,0.0,3,"['Camels', 'Giraffes']",All mammals
3946,103,32,Mammals,General,0.0,3,"['All animals', 'All organisms']",All mammals
3947,103,33,Mammals,General,0.0,3,"['Cats', 'Donkeys']",All mammals
3948,103,34,Mammals,General,0.0,3,"['Dogs', 'Foxes']",All mammals
3949,103,35,Mammals,General,0.0,3,"['Hamsters', 'Hedgehogs']",All mammals
3950,103,36,Mammals,General,0.0,3,"['Foxes', 'Donkeys']",All mammals
3951,103,37,Mammals,General,0.0,3,"['Squirrels', 'Zebras']",All mammals
3952,104,0,Mammals,General,0.0,3,['Llamas'],All mammals
3953,104,1,Mammals,General,0.0,3,['Hedgehogs'],All mammals
3954,104,2,Mammals,General,0.0,3,['Horses'],All mammals
3955,104,3,Mammals,General,0.0,3,['Cats'],All mammals
3956,104,4,Mammals,General,0.0,3,['Giraffes'],All mammals
3957,104,5,Mammals,General,0.0,3,['Wolves'],All mammals
3958,104,6,Mammals,General,0.0,3,['Rhinos'],All mammals
3959,104,7,Mammals,General,0.0,3,['Donkeys'],All mammals
3960,104,8,Mammals,General,0.0,3,['All animals'],All mammals
3961,104,9,Mammals,General,0.0,3,['Camels'],All mammals
3962,104,10,Mammals,General,0.0,3,['Squirrels'],All mammals
3963,104,11,Mammals,General,0.0,3,['Mice'],All mammals
3964,104,12,Mammals,General,0.0,3,['Tigers'],All mammals
