,pid,tid,argument,domain,conclusion_type,is_single_premise,is_control,premises,conclusion,rating,light_cut,medium_cut,hard_cut
7633,279,5,"(('Herons',), 'Doves')",Birds,Specific,True,False,"('Herons',)",Doves,44,False,False,False
7634,279,6,"(('Ostriches',), 'Ducks')",Birds,Specific,True,False,"('Ostriches',)",Ducks,34,False,False,False
7635,279,7,"(('Sparrows',), 'Robins')",Birds,Specific,True,False,"('Sparrows',)",Robins,60,False,False,False
7636,279,8,"(('Crows',), 'Ravens')",Birds,Specific,True,True,"('Crows',)",Ravens,79,False,False,False
7637,279,9,"(('Swallows',), 'Sparrows')",Birds,Specific,True,False,"('Swallows',)",Sparrows,51,False,False,False
7638,28,0,"(('Rockets',), 'Trams')",Vehicles,Specific,True,False,"('Rockets',)",Trams,40,False,False,False
7639,28,1,"(('Trucks',), 'Rockets')",Vehicles,Specific,True,False,"('Trucks',)",Rockets,20,False,False,False
7640,28,10,"(('Airplanes',), 'Skateboards')",Vehicles,Specific,True,False,"('Airplanes',)",Skateboards,4,False,False,False
7641,28,11,"(('Skateboards',), 'Rockets')",Vehicles,Specific,True,False,"('Skateboards',)",Rockets,3,False,False,False
7642,28,12,"(('Carriages',), 'Carts')",Vehicles,Specific,True,False,"('Carriages',)",Carts,60,False,False,False
7643,28,13,"(('Cars',), 'Taxis')",Vehicles,Specific,True,False,"('Cars',)",Taxis,86,False,False,False
7644,28,14,"(('Helicopters',), 'Boats')",Vehicles,Specific,True,False,"('Helicopters',)",Boats,47,False,False,False
7645,28,15,"(('Hovercraft',), 'Boats')",Vehicles,Specific,True,False,"('Hovercraft',)",Boats,43,False,False,False
7646,28,16,"(('Taxis',), 'Cabs')",Vehicles,Specific,True,True,"('Taxis',)",Cabs,87,False,False,False
7647,28,17,"(('Zeppelins',), 'Caravans')",Vehicles,Specific,True,False,"('Zeppelins',)",Caravans,26,False,False,False
7648,28,18,"(('Buses',), 'Zeppelins')",Vehicles,Specific,True,False,"('Buses',)",Zeppelins,31,False,False,False
7649,28,19,"(('Zeppelins',), 'Skateboards')",Vehicles,Specific,True,False,"('Zeppelins',)",Skateboards,6,False,False,False
7650,28,2,"(('Airplanes',), 'Jeeps')",Vehicles,Specific,True,False,"('Airplanes',)",Jeeps,73,False,False,False
7651,28,20,"(('Buses',), 'Boats')",Vehicles,Specific,True,False,"('Buses',)",Boats,50,False,False,False
7652,28,21,"(('Motorbikes',), 'Bicycles')",Vehicles,Specific,True,False,"('Motorbikes',)",Bicycles,60,False,False,False
7653,28,22,"(('Trucks',), 'Zeppelins')",Vehicles,Specific,True,False,"('Trucks',)",Zeppelins,19,False,False,False
7654,28,23,"(('Cars',), 'Jeeps')",Vehicles,Specific,True,False,"('Cars',)",Jeeps,78,False,False,False
7655,28,24,"(('Mopeds',), 'Scooters')",Vehicles,Specific,True,True,"('Mopeds',)",Scooters,78,False,False,False
7656,28,25,"(('Submarines',), 'Boats')",Vehicles,Specific,True,False,"('Submarines',)",Boats,68,False,False,False
7657,28,26,"(('Carriages',), 'Boats')",Vehicles,Specific,True,False,"('Carriages',)",Boats,19,False,False,False
7658,28,27,"(('Trains', 'Carriages'), 'Carts')",Vehicles,Specific,False,False,"('Trains', 'Carriages')",Carts,52,False,False,False
7659,28,28,"(('Tractors', 'Airplanes'), 'Jeeps')",Vehicles,Specific,False,False,"('Tractors', 'Airplanes')",Jeeps,73,False,False,False
7660,28,29,"(('Cars', 'Motorbikes'), 'Jeeps')",Vehicles,Specific,False,False,"('Cars', 'Motorbikes')",Jeeps,82,False,False,False
7661,28,3,"(('Sleds',), 'Bicycles')",Vehicles,Specific,True,False,"('Sleds',)",Bicycles,59,False,False,False
7662,28,30,"(('Carriages', 'Hovercraft'), 'Boats')",Vehicles,Specific,False,False,"('Carriages', 'Hovercraft')",Boats,50,False,False,False
7663,28,31,"(('Zeppelins', 'Airplanes'), 'Skateboards')",Vehicles,Specific,False,False,"('Zeppelins', 'Airplanes')",Skateboards,38,False,False,False
7664,28,32,"(('Locomotives', 'Trams'), 'Trains')",Vehicles,Specific,False,True,"('Locomotives', 'Trams')",Trains,81,False,False,False
7665,28,33,"(('Skateboards', 'Trucks'), 'Rockets')",Vehicles,Specific,False,False,"('Skateboards', 'Trucks')",Rockets,33,False,False,False
7666,28,34,"(('Submarines', 'Zeppelins'), 'Caravans')",Vehicles,Specific,False,False,"('Submarines', 'Zeppelins')",Caravans,53,False,False,False
7667,28,35,"(('Helicopters', 'Buses'), 'Boats')",Vehicles,Specific,False,False,"('Helicopters', 'Buses')",Boats,70,False,False,False
7668,28,36,"(('Motorbikes', 'Sleds'), 'Bicycles')",Vehicles,Specific,False,False,"('Motorbikes', 'Sleds')",Bicycles,76,False,False,False
7669,28,37,"(('Buses', 'Trucks'), 'Zeppelins')",Vehicles,Specific,False,False,"('Buses', 'Trucks')",Zeppelins,50,False,False,False
7670,28,4,"(('Submarines',), 'Caravans')",Vehicles,Specific,True,False,"('Submarines',)",Caravans,18,False,False,False
7671,28,5,"(('Motorbikes',), 'Jeeps')",Vehicles,Specific,True,False,"('Motorbikes',)",Jeeps,59,False,False,False
7672,28,6,"(('Zeppelins',), 'Mopeds')",Vehicles,Specific,True,False,"('Zeppelins',)",Mopeds,49,False,False,False
7673,28,7,"(('Trains',), 'Carts')",Vehicles,Specific,True,False,"('Trains',)",Carts,26,False,False,False
7674,28,8,"(('Trucks',), 'Lorries')",Vehicles,Specific,True,True,"('Trucks',)",Lorries,8,False,False,False
7675,28,9,"(('Tractors',), 'Jeeps')",Vehicles,Specific,True,False,"('Tractors',)",Jeeps,50,False,False,False
7676,280,0,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,82,False,False,True
7677,280,1,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,86,False,False,True
7678,280,10,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,91,False,False,True
7679,280,11,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,88,False,False,True
7680,280,12,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,88,False,False,True
7681,280,13,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,86,False,False,True
7682,280,14,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,90,False,False,True
7683,280,15,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,89,False,False,True
7684,280,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,88,False,False,True
7685,280,17,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,89,False,False,True
7686,280,18,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,90,False,False,True
7687,280,19,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,89,False,False,True
7688,280,2,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,84,False,False,True
7689,280,20,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,91,False,False,True
7690,280,21,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,89,False,False,True
7691,280,22,"(('Hamsters',), 'All mammals')",Mammals,General,True,False,"('Hamsters',)",All mammals,88,False,False,True
7692,280,23,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,90,False,False,True
7693,280,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,89,False,False,True
7694,280,25,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,91,False,False,True
7695,280,26,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,86,False,False,True
7696,280,27,"(('Camels', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Donkeys')",All mammals,90,False,False,True
7697,280,28,"(('Horses', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Foxes')",All mammals,90,False,False,True
7698,280,29,"(('Squirrels', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Hedgehogs')",All mammals,88,False,False,True
7699,280,3,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,87,False,False,True
7700,280,30,"(('Foxes', 'Lions'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Lions')",All mammals,92,False,False,True
7701,280,31,"(('Rhinos', 'Hippos'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Hippos')",All mammals,90,False,False,True
7702,280,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,90,False,False,True
7703,280,33,"(('Donkeys', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Hamsters')",All mammals,89,False,False,True
7704,280,34,"(('Donkeys', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Beavers')",All mammals,91,False,False,True
7705,280,35,"(('Tigers', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Donkeys')",All mammals,90,False,False,True
7706,280,36,"(('Cats', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Cats', 'Squirrels')",All mammals,87,False,False,True
7707,280,37,"(('Foxes', 'Wolves'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Wolves')",All mammals,92,False,False,True
7708,280,4,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,88,False,False,True
7709,280,5,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,85,False,False,True
7710,280,6,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,91,False,False,True
7711,280,7,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,88,False,False,True
7712,280,8,"(('All animals',), 'All mammals')",Mammals,General,True,True,"('All animals',)",All mammals,87,False,False,True
7713,280,9,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,88,False,False,True
7714,281,0,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,23,False,False,False
7715,281,1,"(('Hamsters',), 'All mammals')",Mammals,General,True,False,"('Hamsters',)",All mammals,20,False,False,False
7716,281,10,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,22,False,False,False
7717,281,11,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,20,False,False,False
7718,281,12,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,22,False,False,False
7719,281,13,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,23,False,False,False
7720,281,14,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,22,False,False,False
7721,281,15,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,22,False,False,False
7722,281,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,100,False,False,False
7723,281,17,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,18,False,False,False
7724,281,18,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,21,False,False,False
7725,281,19,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,22,False,False,False
7726,281,2,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,19,False,False,False
7727,281,20,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,21,False,False,False
7728,281,21,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,17,False,False,False
7729,281,22,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,20,False,False,False
7730,281,23,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,19,False,False,False
7731,281,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,100,False,False,False
7732,281,25,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,14,False,False,False
7733,281,26,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,22,False,False,False
7734,281,27,"(('Donkeys', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Beavers')",All mammals,61,False,False,False
7735,281,28,"(('Cats', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Cats', 'Squirrels')",All mammals,62,False,False,False
7736,281,29,"(('Donkeys', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Hamsters')",All mammals,58,False,False,False
7737,281,3,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,20,False,False,False
7738,281,30,"(('Rhinos', 'Hippos'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Hippos')",All mammals,61,False,False,False
7739,281,31,"(('Squirrels', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Hedgehogs')",All mammals,62,False,False,False
7740,281,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,100,False,False,False
7741,281,33,"(('Camels', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Donkeys')",All mammals,66,False,False,False
7742,281,34,"(('Foxes', 'Lions'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Lions')",All mammals,61,False,False,False
7743,281,35,"(('Horses', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Foxes')",All mammals,55,False,False,False
7744,281,36,"(('Tigers', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Donkeys')",All mammals,62,False,False,False
7745,281,37,"(('Foxes', 'Wolves'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Wolves')",All mammals,64,False,False,False
7746,281,4,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,18,False,False,False
7747,281,5,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,22,False,False,False
7748,281,6,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,21,False,False,False
7749,281,7,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,21,False,False,False
7750,281,8,"(('All animals',), 'All mammals')",Mammals,General,True,True,"('All animals',)",All mammals,100,False,False,False
7751,281,9,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,21,False,False,False
7752,282,0,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,9,False,False,False
7753,282,1,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,60,False,False,False
7754,282,10,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,40,False,False,False
7755,282,11,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,40,False,False,False
7756,282,12,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,20,False,False,False
7757,282,13,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,15,False,False,False
7758,282,14,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,20,False,False,False
7759,282,15,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,35,False,False,False
7760,282,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,100,False,False,False
7761,282,17,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,20,False,False,False
7762,282,18,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,21,False,False,False
7763,282,19,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,60,False,False,False
7764,282,2,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,60,False,False,False
7765,282,20,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,40,False,False,False
7766,282,21,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,60,False,False,False
7767,282,22,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,39,False,False,False
7768,282,23,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,15,False,False,False
7769,282,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,100,False,False,False
7770,282,25,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,40,False,False,False
7771,282,26,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,60,False,False,False
7772,282,27,"(('Donkeys', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Beavers')",All mammals,80,False,False,False
7773,282,28,"(('Tigers', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Donkeys')",All mammals,70,False,False,False
7774,282,29,"(('Rhinos', 'Hippos'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Hippos')",All mammals,80,False,False,False
7775,282,3,"(('Hamsters',), 'All mammals')",Mammals,General,True,False,"('Hamsters',)",All mammals,30,False,False,False
7776,282,30,"(('Horses', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Foxes')",All mammals,25,False,False,False
7777,282,31,"(('Foxes', 'Wolves'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Wolves')",All mammals,60,False,False,False
7778,282,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,100,False,False,False
7779,282,33,"(('Camels', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Donkeys')",All mammals,70,False,False,False
7780,282,34,"(('Cats', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Cats', 'Squirrels')",All mammals,20,False,False,False
7781,282,35,"(('Donkeys', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Hamsters')",All mammals,35,False,False,False
7782,282,36,"(('Foxes', 'Lions'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Lions')",All mammals,20,False,False,False
7783,282,37,"(('Squirrels', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Hedgehogs')",All mammals,20,False,False,False
7784,282,4,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,20,False,False,False
7785,282,5,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,12,False,False,False
7786,282,6,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,65,False,False,False
7787,282,7,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,75,False,False,False
7788,282,8,"(('All animals',), 'All mammals')",Mammals,General,True,True,"('All animals',)",All mammals,80,False,False,False
7789,282,9,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,75,False,False,False
7790,283,0,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,79,False,False,False
7791,283,1,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,61,False,False,False
7792,283,10,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,9,False,False,False
7793,283,11,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,22,False,False,False
7794,283,12,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,84,False,False,False
7795,283,13,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,38,False,False,False
7796,283,14,"(('Hamsters',), 'All mammals')",Mammals,General,True,False,"('Hamsters',)",All mammals,61,False,False,False
7797,283,15,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,22,False,False,False
7798,283,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,92,False,False,False
7799,283,17,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,61,False,False,False
7800,283,18,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,69,False,False,False
7801,283,19,"(('Llamas',), 'All mammals')",Mammals,General,True,False,"('Llamas',)",All mammals,61,False,False,False
7802,283,2,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,63,False,False,False
7803,283,20,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,59,False,False,False
7804,283,21,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,62,False,False,False
7805,283,22,"(('Tigers',), 'All mammals')",Mammals,General,True,False,"('Tigers',)",All mammals,61,False,False,False
7806,283,23,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,61,False,False,False
7807,283,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,99,False,False,False
7808,283,25,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,59,False,False,False
7809,283,26,"(('Sheep',), 'All mammals')",Mammals,General,True,False,"('Sheep',)",All mammals,59,False,False,False
7810,283,27,"(('Donkeys', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Hamsters')",All mammals,84,False,False,False
7811,283,28,"(('Camels', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Donkeys')",All mammals,76,False,False,False
7812,283,29,"(('Cats', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Cats', 'Squirrels')",All mammals,84,False,False,False
7813,283,3,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,20,False,False,False
7814,283,30,"(('Horses', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Foxes')",All mammals,82,False,False,False
7815,283,31,"(('Donkeys', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Beavers')",All mammals,100,False,False,False
7816,283,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,99,False,False,False
7817,283,33,"(('Tigers', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Tigers', 'Donkeys')",All mammals,81,False,False,False
7818,283,34,"(('Foxes', 'Lions'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Lions')",All mammals,59,False,False,False
7819,283,35,"(('Rhinos', 'Hippos'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Hippos')",All mammals,38,False,False,False
7820,283,36,"(('Foxes', 'Wolves'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Wolves')",All mammals,57,False,False,False
7821,283,37,"(('Squirrels', 'Hedgehogs'), 'All mammals')",Mammals,General,False,False,"('Squirrels', 'Hedgehogs')",All mammals,60,False,False,False
7822,283,4,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,15,False,False,False
7823,283,5,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,62,False,False,False
7824,283,6,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,41,False,False,False
7825,283,7,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,24,False,False,False
7826,283,8,"(('All animals',), 'All mammals')",Mammals,General,True,True,"('All animals',)",All mammals,78,False,False,False
7827,283,9,"(('Beavers',), 'All mammals')",Mammals,General,True,False,"('Beavers',)",All mammals,7,False,False,False
7828,284,0,"(('Wolves',), 'All mammals')",Mammals,General,True,False,"('Wolves',)",All mammals,13,False,False,False
7829,284,1,"(('Cats',), 'All mammals')",Mammals,General,True,False,"('Cats',)",All mammals,27,False,False,False
7830,284,10,"(('Donkeys',), 'All mammals')",Mammals,General,True,False,"('Donkeys',)",All mammals,14,False,False,False
7831,284,11,"(('Elephants',), 'All mammals')",Mammals,General,True,False,"('Elephants',)",All mammals,17,False,False,False
7832,284,12,"(('Giraffes',), 'All mammals')",Mammals,General,True,False,"('Giraffes',)",All mammals,9,False,False,False
7833,284,13,"(('Dogs',), 'All mammals')",Mammals,General,True,False,"('Dogs',)",All mammals,25,False,False,False
7834,284,14,"(('Rhinos',), 'All mammals')",Mammals,General,True,False,"('Rhinos',)",All mammals,12,False,False,False
7835,284,15,"(('Hippos',), 'All mammals')",Mammals,General,True,False,"('Hippos',)",All mammals,11,False,False,False
7836,284,16,"(('All living things',), 'All mammals')",Mammals,General,True,True,"('All living things',)",All mammals,100,False,False,False
7837,284,17,"(('Hedgehogs',), 'All mammals')",Mammals,General,True,False,"('Hedgehogs',)",All mammals,16,False,False,False
7838,284,18,"(('Zebras',), 'All mammals')",Mammals,General,True,False,"('Zebras',)",All mammals,14,False,False,False
7839,284,19,"(('Rabbits',), 'All mammals')",Mammals,General,True,False,"('Rabbits',)",All mammals,13,False,False,False
7840,284,2,"(('Deer',), 'All mammals')",Mammals,General,True,False,"('Deer',)",All mammals,20,False,False,False
7841,284,20,"(('Squirrels',), 'All mammals')",Mammals,General,True,False,"('Squirrels',)",All mammals,6,False,False,False
7842,284,21,"(('Horses',), 'All mammals')",Mammals,General,True,False,"('Horses',)",All mammals,28,False,False,False
7843,284,22,"(('Foxes',), 'All mammals')",Mammals,General,True,False,"('Foxes',)",All mammals,21,False,False,False
7844,284,23,"(('Lions',), 'All mammals')",Mammals,General,True,False,"('Lions',)",All mammals,17,False,False,False
7845,284,24,"(('All plants and animals',), 'All mammals')",Mammals,General,True,True,"('All plants and animals',)",All mammals,100,False,False,False
7846,284,25,"(('Mice',), 'All mammals')",Mammals,General,True,False,"('Mice',)",All mammals,13,False,False,False
7847,284,26,"(('Camels',), 'All mammals')",Mammals,General,True,False,"('Camels',)",All mammals,14,False,False,False
7848,284,27,"(('Donkeys', 'Hamsters'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Hamsters')",All mammals,62,False,False,False
7849,284,28,"(('Rhinos', 'Hippos'), 'All mammals')",Mammals,General,False,False,"('Rhinos', 'Hippos')",All mammals,33,False,False,False
7850,284,29,"(('Foxes', 'Lions'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Lions')",All mammals,54,False,False,False
7851,284,3,"(('Cows',), 'All mammals')",Mammals,General,True,False,"('Cows',)",All mammals,24,False,False,False
7852,284,30,"(('Camels', 'Donkeys'), 'All mammals')",Mammals,General,False,False,"('Camels', 'Donkeys')",All mammals,32,False,False,False
7853,284,31,"(('Donkeys', 'Beavers'), 'All mammals')",Mammals,General,False,False,"('Donkeys', 'Beavers')",All mammals,71,False,False,False
7854,284,32,"(('All animals', 'All organisms'), 'All mammals')",Mammals,General,False,True,"('All animals', 'All organisms')",All mammals,100,False,False,False
7855,284,33,"(('Foxes', 'Wolves'), 'All mammals')",Mammals,General,False,False,"('Foxes', 'Wolves')",All mammals,27,False,False,False
7856,284,34,"(('Horses', 'Foxes'), 'All mammals')",Mammals,General,False,False,"('Horses', 'Foxes')",All mammals,23,False,False,False
7857,284,35,"(('Cats', 'Squirrels'), 'All mammals')",Mammals,General,False,False,"('Cats', 'Squirrels')",All mammals,41,False,False,False
