,argument,domain,conclusion_type,is_single_premise,premises,conclusion,gpt3_rating,gpt3_text1_rating,gpt3.5_text2_rating,gpt3.5_text3_rating,gpt3.5_chat_rating,gpt4_rating,gpt3_maxsim,gpt4_maxsim,human_maxsim,gpt3_meansim,gpt4_meansim,human_meansim,gpt3_scm,gpt4_scm,human_scm
263,"(('Dogs', 'Foxes'), 'All mammals')",Mammals,General,False,"['Dogs', 'Foxes']",All mammals,0.0,87.82152162293808,85.02221106921436,80.51822389799477,90.0,40.0,,,,,,,12.372251045022864,8.8125,9.394736842105264
264,"(('Dogs', 'Hamsters'), 'All mammals')",Mammals,General,False,"['Dogs', 'Hamsters']",All mammals,0.0,87.16129663260902,87.27435842517878,82.7546136796609,90.0,65.0,,,,,,,12.306126290120268,9.0625,10.232456140350877
265,"(('Dogs', 'Hedgehogs'), 'All mammals')",Mammals,General,False,"['Dogs', 'Hedgehogs']",All mammals,0.0,84.32705904156465,86.7590261766821,86.18793202024426,90.0,55.0,,,,,,,12.298340559821192,8.4375,9.730263157894736
266,"(('Dogs', 'Horses'), 'All mammals')",Mammals,General,False,"['Dogs', 'Horses']",All mammals,0.0,91.03827651986184,91.34825054282098,88.74227040208808,100.0,55.0,,,,,,,14.088061415081334,10.5625,10.918859649122808
267,"(('Dogs', 'Wolves'), 'All mammals')",Mammals,General,False,"['Dogs', 'Wolves']",All mammals,0.0,88.58398096292447,90.92732546678644,83.37174640604923,100.0,40.0,,,,,,,12.643514694446479,8.895833333333334,9.445175438596491
268,"(('Dogs',), 'All mammals')",Mammals,General,True,['Dogs'],All mammals,0.0,76.88674187187073,98.68489173959104,86.34755332966786,70.0,35.0,,,,,,,11.63405206889397,8.083333333333334,8.785087719298247
269,"(('Dogs',), 'Cats')",Mammals,Specific,True,['Dogs'],Cats,0.0,45.00851964790386,86.10094854470088,90.70942052122322,80.0,75.0,15.559906529955382,13.0,11.947368421052632,15.559906529955382,13.0,11.947368421052632,13.596979299424676,10.541666666666668,10.366228070175438
270,"(('Dogs',), 'Foxes')",Mammals,Specific,True,['Dogs'],Foxes,0.0,75.66498313747437,79.61224383066694,89.53283080517757,80.0,90.0,16.297564931728534,15.0,12.578947368421053,16.297564931728534,15.0,12.578947368421053,13.965808500311251,11.541666666666668,10.68201754385965
271,"(('Dogs',), 'Rabbits')",Mammals,Specific,True,['Dogs'],Rabbits,0.0,72.66353264167525,62.59351648695112,88.42584651686995,20.0,55.0,12.412479042754669,7.5,9.157894736842104,12.412479042754669,7.5,9.157894736842104,12.02326555582432,7.791666666666667,8.971491228070175
272,"(('Donkeys', 'Beavers'), 'All mammals')",Mammals,General,False,"['Donkeys', 'Beavers']",All mammals,0.0,86.92347058953125,76.46367024604749,73.25954164504512,90.0,55.0,,,,,,,10.746584067667174,8.020833333333334,10.328947368421053
273,"(('Donkeys', 'Giraffes'), 'All mammals')",Mammals,General,False,"['Donkeys', 'Giraffes']",All mammals,0.0,81.94639117040046,39.146860357130286,77.6787617844198,90.0,40.0,,,,,,,10.257597119140476,7.1875,9.74561403508772
274,"(('Donkeys', 'Hamsters'), 'All mammals')",Mammals,General,False,"['Donkeys', 'Hamsters']",All mammals,0.0,82.68922744944113,73.78379081189536,76.16777481981327,90.0,55.0,,,,,,,10.437087190355752,8.229166666666666,10.861842105263158
275,"(('Donkeys', 'Hamsters'), 'Zebras')",Mammals,Specific,False,"['Donkeys', 'Hamsters']",Zebras,0.0,77.14430675503209,47.67274089421883,90.51562754898043,80.0,70.0,11.409298478234515,14.5,12.578947368421053,8.935208086143843,9.25,9.421052631578949,10.923192834295133,11.364583333333332,11.720394736842106
276,"(('Donkeys', 'Horses'), 'All mammals')",Mammals,General,False,"['Donkeys', 'Horses']",All mammals,0.0,84.51290718374663,63.93291594088534,60.57959639674529,100.0,40.0,,,,,,,12.944343211361684,8.979166666666666,9.710526315789474
277,"(('Donkeys', 'Lions'), 'All mammals')",Mammals,General,False,"['Donkeys', 'Lions']",All mammals,0.0,85.37674512685423,83.13508480284801,86.35753933714051,90.0,55.0,,,,,,,11.306062493223799,8.104166666666666,10.49780701754386
278,"(('Donkeys',), 'All mammals')",Mammals,General,True,['Donkeys'],All mammals,0.0,51.852930526003725,35.723860950815755,53.393599969909786,70.0,35.0,,,,,,,9.19413410958434,6.75,9.078947368421053
279,"(('Donkeys',), 'Horses')",Mammals,Specific,True,['Donkeys'],Horses,0.0,50.04330925447511,59.33772631883919,95.61751698166336,90.0,90.0,17.652608840654473,15.0,16.473684210526315,17.652608840654473,15.0,16.473684210526315,13.423371475119406,10.875,12.776315789473685
280,"(('Donkeys',), 'Llamas')",Mammals,Specific,True,['Donkeys'],Llamas,0.0,17.486219143143927,38.57767207440119,89.47503015305209,70.0,55.0,11.349384037806864,9.0,11.368421052631579,11.349384037806864,9.0,11.368421052631579,10.271759073695602,7.875,10.223684210526315
281,"(('Donkeys',), 'Zebras')",Mammals,Specific,True,['Donkeys'],Zebras,0.0,92.52455194424388,47.15895371430591,91.09581747746648,80.0,80.0,11.409298478234515,14.5,12.578947368421053,11.409298478234515,14.5,12.578947368421053,10.301716293909427,10.625,10.828947368421053
282,"(('Doves', 'Herons'), 'All birds')",Birds,General,False,"['Doves', 'Herons']",All birds,0.0,89.20990396585277,91.74341972053992,90.58066156155937,90.0,65.0,,,,,,,12.764306778896819,11.479166666666666,11.688725490196077
283,"(('Doves', 'Herons'), 'Storks')",Birds,Specific,False,"['Doves', 'Herons']",Storks,0.0,35.5810967614658,71.3015282996091,83.41952821756892,90.0,85.0,15.998586775660769,15.0,15.0,13.70768352910914,12.5,11.5,14.381446777278793,13.239583333333332,13.344362745098039
284,"(('Doves', 'Magpies'), 'All birds')",Birds,General,False,"['Doves', 'Magpies']",All birds,0.0,90.54695686345391,86.53637993154986,90.85836869157323,90.0,65.0,,,,,,,11.813046856850619,11.395833333333334,11.176470588235295
285,"(('Doves', 'Swallows'), 'Peacocks')",Birds,Specific,False,"['Doves', 'Swallows']",Peacocks,0.0,42.57572661878421,54.85812139735639,80.72185222749022,80.0,85.0,10.30929927926649,9.0,9.529411764705882,9.379031686498507,8.25,8.882352941176471,10.856659525472725,10.229166666666668,10.167892156862745
286,"(('Doves', 'Turkeys'), 'All birds')",Birds,General,False,"['Doves', 'Turkeys']",All birds,0.0,93.84129871336393,92.18250503416158,91.36594340651668,90.0,55.0,,,,,,,11.52603728472065,11.333333333333334,11.458333333333334
287,"(('Doves',), 'All birds')",Birds,General,True,['Doves'],All birds,0.0,92.3015179112812,84.59753918555249,84.6657304411194,70.0,60.0,,,,,,,10.532843773770168,10.604166666666666,9.955882352941176
288,"(('Doves',), 'Ducks')",Birds,Specific,True,['Doves'],Ducks,0.0,35.84774846957046,54.25738747184291,90.71275408047596,50.0,70.0,12.69360648900897,12.0,10.823529411764707,12.69360648900897,12.0,10.823529411764707,11.61322513138957,11.302083333333332,10.389705882352942
289,"(('Doves',), 'Peacocks')",Birds,Specific,True,['Doves'],Peacocks,0.0,72.02693486760327,44.27189048585251,86.90525358506754,50.0,70.0,10.30929927926649,9.0,9.529411764705882,10.30929927926649,9.0,9.529411764705882,10.421071526518329,9.802083333333332,9.742647058823529
290,"(('Doves',), 'Robins')",Birds,Specific,True,['Doves'],Robins,0.0,71.2908707895208,55.333748925450585,90.10919783272044,70.0,75.0,15.259959305590383,14.0,11.470588235294118,15.259959305590383,14.0,11.470588235294118,12.896401539680276,12.302083333333332,10.713235294117647
291,"(('Doves',), 'Storks')",Birds,Specific,True,['Doves'],Storks,0.0,67.2757326786422,43.80230362066923,86.40302361702753,80.0,65.0,11.41678028255751,10.0,8.0,11.41678028255751,10.0,8.0,10.97481202816384,10.302083333333332,8.977941176470587
292,"(('Doves',), 'Swallows')",Birds,Specific,True,['Doves'],Swallows,0.0,78.26598131097242,42.46911596187903,87.78895011405173,70.0,70.0,12.30256600202285,14.0,10.941176470588236,12.30256600202285,14.0,10.941176470588236,11.417704887896509,12.302083333333332,10.448529411764707
293,"(('Ducks', 'Magpies'), 'Turkeys')",Birds,Specific,False,"['Ducks', 'Magpies']",Turkeys,0.0,23.333948975985773,60.18336042292973,83.8879941842374,80.0,85.0,13.754530386063852,12.0,13.117647058823529,11.708986344325561,9.75,10.205882352941176,13.044975091017704,11.75,12.36519607843137
294,"(('Ducks', 'Ostriches'), 'All birds')",Birds,General,False,"['Ducks', 'Ostriches']",All birds,0.0,89.92159447359693,89.23801153180487,90.37599481433315,90.0,65.0,,,,,,,11.288052976593045,9.979166666666666,10.237745098039214
295,"(('Ducks', 'Storks'), 'All birds')",Birds,General,False,"['Ducks', 'Storks']",All birds,0.0,91.68727528491532,90.5518377325627,90.0329162513001,90.0,65.0,,,,,,,11.894430271738926,10.75,10.705882352941176
296,"(('Ducks', 'Storks'), 'Eagles')",Birds,Specific,False,"['Ducks', 'Storks']",Eagles,0.0,65.48521942776688,87.47935278476089,90.45834724761872,80.0,85.0,13.671564062993426,12.0,9.705882352941176,12.07103034773382,10.0,8.323529411764707,12.782997167366176,11.375,10.205882352941176
297,"(('Ducks', 'Storks'), 'Pelicans')",Birds,Specific,False,"['Ducks', 'Storks']",Pelicans,0.0,38.91290811292404,83.59009540078381,91.3421142943872,100.0,85.0,13.597320821753119,14.0,14.0,13.451711261672267,13.5,12.058823529411764,12.745875546746023,12.375,12.352941176470587
298,"(('Ducks', 'Swallows'), 'Chickens')",Birds,Specific,False,"['Ducks', 'Swallows']",Chickens,0.0,39.29342002239715,86.10865811027989,90.65129590439982,80.0,85.0,14.051826671390344,14.5,12.529411764705882,11.585400068821789,11.75,9.764705882352942,12.993042828547107,12.989583333333332,11.904411764705882
299,"(('Ducks', 'Turkeys'), 'Pelicans')",Birds,Specific,False,"['Ducks', 'Turkeys']",Pelicans,0.0,21.622323209192785,71.68513616779465,89.1331530028681,90.0,85.0,13.306101701591416,13.0,10.294117647058824,11.421286002336785,10.0,10.205882352941178,12.510294655444003,11.708333333333332,10.305147058823529
300,"(('Ducks', 'Vultures'), 'Turkeys')",Birds,Specific,False,"['Ducks', 'Vultures']",Turkeys,0.0,25.38482114811891,67.30405448797825,86.95825927970196,80.0,85.0,13.754530386063852,12.0,13.117647058823529,11.991750530310547,9.75,10.558823529411764,12.65639385911321,11.239583333333332,12.094362745098039
301,"(('Ducks',), 'All birds')",Birds,General,True,['Ducks'],All birds,0.0,72.6477426771433,86.14668965054322,86.62673768189545,70.0,60.0,,,,,,,10.891313566156834,9.645833333333334,9.178921568627452
302,"(('Ducks',), 'Chickens')",Birds,Specific,True,['Ducks'],Chickens,0.0,76.2320459471786,85.65917454929178,90.7008509139404,80.0,75.0,14.051826671390344,14.5,12.529411764705882,14.051826671390344,14.5,12.529411764705882,12.471570118773588,12.072916666666668,10.854166666666668
303,"(('Ducks',), 'Eagles')",Birds,Specific,True,['Ducks'],Eagles,0.0,53.90092060971128,69.85835448797957,90.0311391420125,50.0,70.0,10.470496632474216,8.0,6.9411764705882355,10.470496632474216,8.0,6.9411764705882355,10.680905099315524,8.822916666666668,8.060049019607844
304,"(('Ducks',), 'Magpies')",Birds,Specific,True,['Ducks'],Magpies,0.0,39.83289189097168,40.275366784820456,79.87676419904295,50.0,70.0,11.474522692309964,10.5,8.058823529411764,11.474522692309964,10.5,8.058823529411764,11.1829181292334,10.072916666666668,8.618872549019608
305,"(('Ducks',), 'Pelicans')",Birds,Specific,True,['Ducks'],Pelicans,0.0,50.16873093811763,82.37297602450586,89.70193520022588,80.0,75.0,13.306101701591416,13.0,10.117647058823529,13.306101701591416,13.0,10.117647058823529,12.098707633874124,11.322916666666668,9.64828431372549
306,"(('Ducks',), 'Seagulls')",Birds,Specific,True,['Ducks'],Seagulls,0.0,33.53932180001256,66.79764839448036,88.56327487211286,70.0,75.0,12.716128583441545,12.0,8.588235294117647,12.716128583441545,12.0,8.588235294117647,11.803721074799189,10.822916666666668,8.883578431372548
307,"(('Ducks',), 'Sparrows')",Birds,Specific,True,['Ducks'],Sparrows,0.0,33.734766871766524,60.1078140605128,86.8266842237941,20.0,75.0,10.346057565979846,10.0,7.176470588235294,10.346057565979846,10.0,7.176470588235294,10.61868556606834,9.822916666666668,8.177696078431373
308,"(('Ducks',), 'Storks')",Birds,Specific,True,['Ducks'],Storks,0.0,41.61114110102192,54.30559549186674,80.44513649486186,80.0,65.0,11.905870103444741,10.0,7.529411764705882,11.905870103444741,10.0,7.529411764705882,11.398591834800786,9.822916666666668,8.354166666666668
309,"(('Ducks',), 'Turkeys')",Birds,Specific,True,['Ducks'],Turkeys,0.0,62.05725505072605,68.33790147142736,88.41848957814965,50.0,70.0,13.754530386063852,12.0,13.117647058823529,13.754530386063852,12.0,13.117647058823529,12.322921976110344,10.822916666666668,11.14828431372549
310,"(('Eagles', 'Blackbirds'), 'Magpies')",Birds,Specific,False,"['Eagles', 'Blackbirds']",Magpies,0.0,67.33135814624524,69.17600749204652,83.66454893311797,90.0,85.0,13.25155037837754,14.0,14.058823529411764,13.030312126309273,12.0,11.235294117647058,12.87903162651108,12.645833333333332,12.654411764705882
311,"(('Eagles', 'Ostriches'), 'Blackbirds')",Birds,Specific,False,"['Eagles', 'Ostriches']",Blackbirds,0.0,23.979125775581537,65.37892292351496,80.71256978511596,80.0,85.0,10.43828970892003,9.0,6.352941176470588,9.525955665673964,7.25,5.9411764705882355,10.906757178914605,9.5625,8.155637254901961
312,"(('Eagles', 'Parrots'), 'Falcons')",Birds,Specific,False,"['Eagles', 'Parrots']",Falcons,0.0,42.16863981652094,88.32220382835159,90.84654367070124,90.0,85.0,16.818909422129497,15.0,15.294117647058824,13.582671892780999,13.5,11.911764705882353,14.439799781412244,13.0625,12.854166666666668
313,"(('Eagles', 'Peacocks'), 'All birds')",Birds,General,False,"['Eagles', 'Peacocks']",All birds,0.0,94.55068886519987,67.03029739020707,89.92160516973532,90.0,65.0,,,,,,,11.580111070795484,10.208333333333334,10.625
314,"(('Eagles', 'Pelicans'), 'All birds')",Birds,General,False,"['Eagles', 'Pelicans']",All birds,0.0,95.97737447410874,88.36392356736538,88.97985381750911,90.0,65.0,,,,,,,11.722678485251842,10.479166666666666,10.431372549019608
315,"(('Eagles', 'Robins'), 'All birds')",Birds,General,False,"['Eagles', 'Robins']",All birds,0.0,95.02243226494124,81.4621299534379,91.31081944874929,90.0,70.0,,,,,,,12.888571126635059,11.666666666666666,10.901960784313728
316,"(('Eagles', 'Storks'), 'All birds')",Birds,General,False,"['Eagles', 'Storks']",All birds,0.0,96.77648439897824,66.58627844052579,91.0719750592923,90.0,65.0,,,,,,,12.02335945575912,10.833333333333334,10.35049019607843
317,"(('Eagles', 'Turkeys'), 'Vultures')",Birds,Specific,False,"['Eagles', 'Turkeys']",Vultures,0.0,7.795846360700491,87.56359035740601,90.7374093744574,100.0,85.0,14.553528701072786,15.0,14.823529411764707,12.391249687815014,11.25,11.411764705882353,13.245654505555965,12.875,13.026960784313726
318,"(('Eagles', 'Vultures'), 'All birds')",Birds,General,False,"['Eagles', 'Vultures']",All birds,0.0,92.1330377792734,85.14243206268726,88.90271222185433,90.0,55.0,,,,,,,11.484204275710269,10.125,9.70343137254902
319,"(('Eagles', 'Vultures'), 'Canaries')",Birds,Specific,False,"['Eagles', 'Vultures']",Canaries,0.0,9.27577088894315,24.12606311410933,80.21681743874424,10.0,70.0,8.57759934842264,8.0,6.294117647058823,8.074292936020516,6.5,6.147058823529411,10.030901812066453,9.0625,7.998774509803921
320,"(('Eagles',), 'All birds')",Birds,General,True,['Eagles'],All birds,0.0,93.51376817058258,96.67539276583692,89.44618334824779,70.0,60.0,,,,,,,10.872905152615642,9.479166666666666,9.009803921568627
321,"(('Eagles',), 'Blackbirds')",Birds,Specific,True,['Eagles'],Blackbirds,0.0,81.71058054909598,46.404027448813565,84.46493374300574,50.0,70.0,10.43828970892003,9.0,6.352941176470588,10.43828970892003,9.0,6.352941176470588,10.655597430767836,9.239583333333332,7.681372549019608
322,"(('Eagles',), 'Canaries')",Birds,Specific,True,['Eagles'],Canaries,0.0,88.33201176834602,17.78290291414659,84.13930074357488,20.0,75.0,8.57759934842264,8.0,6.0,8.57759934842264,8.0,6.0,9.72525225051914,8.739583333333332,7.504901960784314
323,"(('Eagles',), 'Falcons')",Birds,Specific,True,['Eagles'],Falcons,0.0,98.89295118136776,87.30398829628312,91.43821140169744,80.0,90.0,16.818909422129497,15.0,15.294117647058824,16.818909422129497,15.0,15.294117647058824,13.845907287372569,12.239583333333332,12.151960784313726
324,"(('Eagles',), 'Magpies')",Birds,Specific,True,['Eagles'],Magpies,0.0,90.00994443108377,49.90886529099669,87.23475195428338,50.0,75.0,12.809073874241005,10.0,8.411764705882353,12.809073874241005,10.0,8.411764705882353,11.840989513428323,9.739583333333332,8.71078431372549
325,"(('Eagles',), 'Robins')",Birds,Specific,True,['Eagles'],Robins,0.0,71.11652655374206,48.44467496526955,88.60262101643502,20.0,75.0,9.970364980363009,10.0,6.470588235294118,9.970364980363009,10.0,6.470588235294118,10.421635066489326,9.739583333333332,7.740196078431373
326,"(('Eagles',), 'Turkeys')",Birds,Specific,True,['Eagles'],Turkeys,0.0,94.0787450034294,41.14542599869879,85.32570187043147,70.0,65.0,10.535042071830166,8.0,7.647058823529412,10.535042071830166,8.0,7.647058823529412,10.703973612222903,8.739583333333332,8.32843137254902
327,"(('Eagles',), 'Vultures')",Birds,Specific,True,['Eagles'],Vultures,0.0,97.29113832071586,70.0158987460238,90.35203245141324,80.0,75.0,14.553528701072786,15.0,14.823529411764707,14.553528701072786,15.0,14.823529411764707,12.713216926844215,12.239583333333332,11.916666666666668
328,"(('Elephants', 'Camels'), 'All mammals')",Mammals,General,False,"['Elephants', 'Camels']",All mammals,0.0,92.41314478751244,57.695044079227294,82.21258059073416,90.0,40.0,,,,,,,11.279530687656191,7.145833333333333,9.206140350877194
329,"(('Elephants', 'Donkeys'), 'Horses')",Mammals,Specific,False,"['Elephants', 'Donkeys']",Horses,0.0,78.6044339506015,52.03129781593318,92.68002112498598,100.0,85.0,17.652608840654473,15.0,16.473684210526315,14.61055519263313,11.25,12.657894736842106,14.323525802359768,11.291666666666666,13.206140350877192
330,"(('Elephants', 'Giraffes'), 'All mammals')",Mammals,General,False,"['Elephants', 'Giraffes']",All mammals,0.0,90.65284796798562,81.11877812364116,82.80774247950687,90.0,40.0,,,,,,,10.40810498655704,6.041666666666667,9.015350877192983
331,"(('Elephants', 'Hedgehogs'), 'All mammals')",Mammals,General,False,"['Elephants', 'Hedgehogs']",All mammals,0.0,85.8357809604672,60.98360491122924,90.06886689884173,90.0,55.0,,,,,,,11.670433913180588,6.5625,9.587719298245615
332,"(('Elephants', 'Llamas'), 'All mammals')",Mammals,General,False,"['Elephants', 'Llamas']",All mammals,0.0,90.944851286088,68.25579595276727,84.77603071899722,90.0,40.0,,,,,,,11.386214554763411,7.208333333333333,9.962719298245615
333,"(('Elephants', 'Llamas'), 'Squirrels')",Mammals,Specific,False,"['Elephants', 'Llamas']",Squirrels,0.0,3.149762078172585,8.424931160091363,78.8838690991601,10.0,60.0,8.424102022631978,4.0,6.7368421052631575,7.469278733597151,3.5,5.815789473684211,9.905158288697695,5.604166666666666,8.349780701754387
334,"(('Elephants', 'Rhinos'), 'All mammals')",Mammals,General,False,"['Elephants', 'Rhinos']",All mammals,0.0,90.21926112454898,76.45079142489212,81.96174953991253,90.0,40.0,,,,,,,11.122650188020122,6.1875,8.817982456140351
335,"(('Elephants', 'Zebras'), 'All mammals')",Mammals,General,False,"['Elephants', 'Zebras']",All mammals,0.0,93.40599376689048,75.03254398945482,84.27008976361763,90.0,40.0,,,,,,,10.984587870959702,7.604166666666667,9.710526315789474
336,"(('Elephants',), 'All mammals')",Mammals,General,True,['Elephants'],All mammals,0.0,77.94928693446319,97.60337368319598,80.16643686744263,95.0,35.0,,,,,,,9.6681768559649,5.375,8.057017543859649
337,"(('Elephants',), 'Hamsters')",Mammals,Specific,True,['Elephants'],Hamsters,0.0,11.457965369421329,0.4285510770375204,21.01247626303389,10.0,50.0,4.360470801842707,3.0,5.052631578947368,4.360470801842707,3.0,5.052631578947368,7.0143238289038035,4.1875,6.5548245614035086
338,"(('Elephants',), 'Hedgehogs')",Mammals,Specific,True,['Elephants'],Hedgehogs,0.0,15.580098503280368,39.06087801468863,76.77511271903145,10.0,50.0,8.694174671050334,3.0,5.947368421052632,8.694174671050334,3.0,5.947368421052632,9.181175763507618,4.1875,7.00219298245614
339,"(('Elephants',), 'Horses')",Mammals,Specific,True,['Elephants'],Horses,0.0,28.78344020726336,49.97573305383519,90.03980928393794,50.0,65.0,11.568501544611788,7.5,8.842105263157896,11.568501544611788,7.5,8.842105263157896,10.618339200288343,6.4375,8.449561403508772
340,"(('Elephants',), 'Mice')",Mammals,Specific,True,['Elephants'],Mice,0.0,11.046458785107442,19.41738729276323,87.05596607056371,10.0,50.0,6.157035169943993,4.5,4.7894736842105265,6.157035169943993,4.5,4.7894736842105265,7.912606012954447,4.9375,6.423245614035087
341,"(('Elephants',), 'Squirrels')",Mammals,Specific,True,['Elephants'],Squirrels,0.0,4.692235999170046,28.55164257734756,73.67161328676582,10.0,50.0,6.514455444562325,3.0,4.894736842105263,6.514455444562325,3.0,4.894736842105263,8.091316150263612,4.1875,6.4758771929824555
342,"(('Elephants',), 'Wolves')",Mammals,Specific,True,['Elephants'],Wolves,0.0,44.73960872087802,32.08619018536775,75.06881782649559,10.0,50.0,9.062454148704436,4.0,7.0,9.062454148704436,4.0,7.0,9.365315502334667,4.6875,7.5285087719298245
343,"(('Falcons', 'Eagles'), 'All birds')",Birds,General,False,"['Falcons', 'Eagles']",All birds,0.0,96.52835016729144,88.07013573102681,88.68533699908494,90.0,65.0,,,,,,,11.620774057827143,10.395833333333334,9.987745098039216
344,"(('Falcons', 'Robins'), 'Sparrows')",Birds,Specific,False,"['Falcons', 'Robins']",Sparrows,0.0,39.3655223278129,76.19433972782076,89.73825112983094,90.0,85.0,16.35155531990907,15.0,15.470588235294118,12.352635551241473,13.0,12.205882352941178,14.231003533288014,13.145833333333332,13.188725490196077
345,"(('Falcons', 'Sparrows'), 'Robins')",Birds,Specific,False,"['Falcons', 'Sparrows']",Robins,0.0,47.80598335078152,74.53801747784223,89.58486119684885,90.0,85.0,16.35155531990907,15.0,15.470588235294118,12.714867232726997,13.0,11.235294117647058,13.782493789065313,13.177083333333332,13.270833333333334
346,"(('Falcons', 'Storks'), 'All birds')",Birds,General,False,"['Falcons', 'Storks']",All birds,0.0,94.56354232904148,63.64794572927936,90.92369431107596,90.0,65.0,,,,,,,11.312283981168406,10.729166666666666,10.92156862745098
347,"(('Falcons', 'Swans'), 'All birds')",Birds,General,False,"['Falcons', 'Swans']",All birds,0.0,88.32497160301395,69.98647101755213,91.01101753898416,90.0,65.0,,,,,,,10.771525446816339,10.479166666666666,11.031862745098039
348,"(('Falcons', 'Vultures'), 'All birds')",Birds,General,False,"['Falcons', 'Vultures']",All birds,0.0,89.45685978135049,85.32126517334447,89.66422670495537,90.0,55.0,,,,,,,10.288493821192608,9.791666666666666,10.156862745098039
349,"(('Falcons', 'Woodpeckers'), 'Swans')",Birds,Specific,False,"['Falcons', 'Woodpeckers']",Swans,0.0,8.794068396042215,37.33189144534837,88.22961243512249,50.0,70.0,9.044990735263214,7.5,7.294117647058823,7.385220623087715,6.25,7.117647058823529,9.603683160526638,8.5,9.068627450980392
350,"(('Falcons',), 'All birds')",Birds,General,True,['Falcons'],All birds,0.0,89.44598050962213,96.68008421118932,88.89215556962051,70.0,35.0,,,,,,,9.4840190491196,9.166666666666666,9.588235294117647
351,"(('Falcons',), 'Canaries')",Birds,Specific,True,['Falcons'],Canaries,0.0,85.99030230932566,34.92078770081241,85.48538956512436,20.0,70.0,8.927961007774286,8.0,6.764705882352941,8.927961007774286,8.0,6.764705882352941,9.205990028446944,8.583333333333332,8.176470588235293
352,"(('Falcons',), 'Herons')",Birds,Specific,True,['Falcons'],Herons,0.0,71.15744591172884,45.129577048803846,89.97204341001154,20.0,65.0,11.896716159971863,9.0,11.058823529411764,11.896716159971863,9.0,11.058823529411764,10.690367604545731,9.083333333333332,10.323529411764707
353,"(('Falcons',), 'Robins')",Birds,Specific,True,['Falcons'],Robins,0.0,69.46412696766338,44.47085552366431,88.38233435328308,50.0,70.0,9.078179145544922,11.0,7.0,9.078179145544922,11.0,7.0,9.281099097332262,10.083333333333332,8.294117647058822
354,"(('Falcons',), 'Sparrows')",Birds,Specific,True,['Falcons'],Sparrows,0.0,92.36350132869964,40.9572020751317,86.52667889780102,80.0,75.0,8.353715782573873,11.0,8.941176470588236,8.353715782573873,11.0,8.941176470588236,8.918867415846737,10.083333333333332,9.264705882352942
355,"(('Falcons',), 'Swans')",Birds,Specific,True,['Falcons'],Swans,0.0,29.461429752426803,46.847278313581874,86.17553315839595,50.0,65.0,9.044990735263214,7.5,6.9411764705882355,9.044990735263214,7.5,6.9411764705882355,9.264504892191407,8.333333333333332,8.264705882352942
356,"(('Foxes', 'Beavers'), 'All mammals')",Mammals,General,False,"['Foxes', 'Beavers']",All mammals,0.0,86.4100967448813,81.61796324280279,73.3733050923493,90.0,55.0,,,,,,,10.77613492116639,8.020833333333334,9.526315789473685
357,"(('Foxes', 'Deer'), 'Hippos')",Mammals,Specific,False,"['Foxes', 'Deer']",Hippos,0.0,8.784721518376962,38.32849299269475,83.55975351354142,50.0,60.0,8.99368694034742,6.0,7.684210526315789,8.01865975327745,4.75,7.184210526315789,10.527681846051614,7.84375,8.930921052631579
358,"(('Foxes', 'Donkeys'), 'All mammals')",Mammals,General,False,"['Foxes', 'Donkeys']",All mammals,0.0,81.13857841450081,30.316744905254232,81.30967827570987,90.0,55.0,,,,,,,11.447713625699755,8.9375,10.646929824561402
359,"(('Foxes', 'Elephants'), 'All mammals')",Mammals,General,False,"['Foxes', 'Elephants']",All mammals,0.0,82.90444009579551,89.03173865247525,92.02130198107488,50.0,55.0,,,,,,,11.954272005334298,8.083333333333334,10.116228070175438
360,"(('Foxes', 'Hamsters'), 'All mammals')",Mammals,General,False,"['Foxes', 'Hamsters']",All mammals,0.0,82.6678629438818,75.71915694053848,82.12403669015642,90.0,55.0,,,,,,,10.576211107126992,7.875,10.083333333333334
361,"(('Foxes', 'Lions'), 'All mammals')",Mammals,General,False,"['Foxes', 'Lions']",All mammals,0.0,89.12106763498366,82.27452556152362,85.6627829712884,90.0,40.0,,,,,,,11.83298455792348,8.125,10.032894736842104
362,"(('Foxes', 'Llamas'), 'Tigers')",Mammals,Specific,False,"['Foxes', 'Llamas']",Tigers,0.0,25.79483834704871,36.10539008001512,79.36185413753897,50.0,70.0,9.950504784314312,8.0,9.894736842105264,9.078105101635785,6.0,9.789473684210527,10.776344884481393,8.375,10.24780701754386
363,"(('Foxes', 'Squirrels'), 'Wolves')",Mammals,Specific,False,"['Foxes', 'Squirrels']",Wolves,0.0,22.193641797829923,34.4468017308757,89.23892633729864,80.0,70.0,16.30238917137551,15.0,13.894736842105264,12.400394848691596,9.75,10.631578947368421,13.616733197434304,11.552083333333332,11.847587719298247
364,"(('Foxes', 'Wolves'), 'All mammals')",Mammals,General,False,"['Foxes', 'Wolves']",All mammals,0.0,81.33072331557206,70.127410301819,85.26910889181214,90.0,40.0,,,,,,,11.721435166484587,8.125,9.322368421052632
365,"(('Foxes',), 'All mammals')",Mammals,General,True,['Foxes'],All mammals,0.0,65.22815903976309,64.2517160054407,59.14643358922667,60.0,35.0,,,,,,,9.934714048625013,6.979166666666667,8.701754385964913
