,uid,tid,trialId,premises0,conclusion0,conclusionType,rating
4596,346,tid_experiment2_dedeyne_participant324,tc8,Canines:Puppies,Dogs,specific,100
4597,346,tid_experiment2_dedeyne_participant324,tc9,Tigers:Squirrels,Cats,specific,79
4598,467,tid_experiment2_dedeyne_participant198,tc0,Rhinos,Wolves,specific,49
4599,467,tid_experiment2_dedeyne_participant198,tc10,Elephants,Wolves,specific,28
4600,467,tid_experiment2_dedeyne_participant198,tc11,Deer,Foxes,specific,50
4601,467,tid_experiment2_dedeyne_participant198,tc12,Cats,Llamas,specific,13
4602,467,tid_experiment2_dedeyne_participant198,tc13,Cats,Cows,specific,15
4603,467,tid_experiment2_dedeyne_participant198,tc14,Deer,Hippos,specific,29
4604,467,tid_experiment2_dedeyne_participant198,tc15,Camels,Dogs,specific,47
4605,467,tid_experiment2_dedeyne_participant198,tc16,Cats,Felines,specific,100
4606,467,tid_experiment2_dedeyne_participant198,tc17,Llamas,Dogs,specific,42
4607,467,tid_experiment2_dedeyne_participant198,tc18,Donkeys,Horses,specific,88
4608,467,tid_experiment2_dedeyne_participant198,tc19,Foxes,Hippos,specific,13
4609,467,tid_experiment2_dedeyne_participant198,tc1,Sheep,Llamas,specific,79
4610,467,tid_experiment2_dedeyne_participant198,tc20,Hedgehogs,Donkeys,specific,15
4611,467,tid_experiment2_dedeyne_participant198,tc21,Wolves,Beavers,specific,23
4612,467,tid_experiment2_dedeyne_participant198,tc22,Hamsters,Llamas,specific,24
4613,467,tid_experiment2_dedeyne_participant198,tc23,Rabbits,Foxes,specific,19
4614,467,tid_experiment2_dedeyne_participant198,tc24,Horses,Ponies,specific,99
4615,467,tid_experiment2_dedeyne_participant198,tc25,Wolves,Dogs,specific,97
4616,467,tid_experiment2_dedeyne_participant198,tc26,Giraffes,Foxes,specific,12
4617,467,tid_experiment2_dedeyne_participant198,tc27,Deer:Rabbits,Foxes,specific,63
4618,467,tid_experiment2_dedeyne_participant198,tc28,Giraffes:Dogs,Foxes,specific,78
4619,467,tid_experiment2_dedeyne_participant198,tc29,Cats:Hippos,Cows,specific,69
4620,467,tid_experiment2_dedeyne_participant198,tc2,Mice,Elephants,specific,14
4621,467,tid_experiment2_dedeyne_participant198,tc30,Hedgehogs:Hamsters,Donkeys,specific,11
4622,467,tid_experiment2_dedeyne_participant198,tc31,Llamas:Donkeys,Horses,specific,83
4623,467,tid_experiment2_dedeyne_participant198,tc32,Canines:Puppies,Dogs,specific,100
4624,467,tid_experiment2_dedeyne_participant198,tc33,Camels:Wolves,Dogs,specific,79
4625,467,tid_experiment2_dedeyne_participant198,tc34,Foxes:Deer,Hippos,specific,51
4626,467,tid_experiment2_dedeyne_participant198,tc35,Hedgehogs:Mice,Elephants,specific,20
4627,467,tid_experiment2_dedeyne_participant198,tc36,Rhinos:Elephants,Wolves,specific,21
4628,467,tid_experiment2_dedeyne_participant198,tc37,Cats:Sheep,Llamas,specific,80
4629,467,tid_experiment2_dedeyne_participant198,tc3,Dogs,Foxes,specific,87
4630,467,tid_experiment2_dedeyne_participant198,tc4,Hippos,Cows,specific,53
4631,467,tid_experiment2_dedeyne_participant198,tc5,Llamas,Horses,specific,40
4632,467,tid_experiment2_dedeyne_participant198,tc6,Lions,Rhinos,specific,28
4633,467,tid_experiment2_dedeyne_participant198,tc7,Hedgehogs,Elephants,specific,44
4634,467,tid_experiment2_dedeyne_participant198,tc8,Dogs,Canines,specific,100
4635,467,tid_experiment2_dedeyne_participant198,tc9,Hamsters,Donkeys,specific,40
4636,13,tid_experiment2_dedeyne_participant165,tc0,Wolves,Dogs,specific,86
4637,13,tid_experiment2_dedeyne_participant165,tc10,Horses,Donkeys,specific,81
4638,13,tid_experiment2_dedeyne_participant165,tc11,Llamas,Zebras,specific,70
4639,13,tid_experiment2_dedeyne_participant165,tc12,Sheep,Hedgehogs,specific,20
4640,13,tid_experiment2_dedeyne_participant165,tc13,Rabbits,Rhinos,specific,25
4641,13,tid_experiment2_dedeyne_participant165,tc14,Rhinos,Rabbits,specific,20
4642,13,tid_experiment2_dedeyne_participant165,tc15,Hippos,Rabbits,specific,20
4643,13,tid_experiment2_dedeyne_participant165,tc16,Cats,Felines,specific,100
4644,13,tid_experiment2_dedeyne_participant165,tc17,Elephants,Wolves,specific,30
4645,13,tid_experiment2_dedeyne_participant165,tc18,Squirrels,Wolves,specific,31
4646,13,tid_experiment2_dedeyne_participant165,tc19,Camels,Mice,specific,20
4647,13,tid_experiment2_dedeyne_participant165,tc1,Camels,Elephants,specific,39
4648,13,tid_experiment2_dedeyne_participant165,tc20,Tigers,Rhinos,specific,41
4649,13,tid_experiment2_dedeyne_participant165,tc21,Deer,Donkeys,specific,71
4650,13,tid_experiment2_dedeyne_participant165,tc22,Tigers,Donkeys,specific,61
4651,13,tid_experiment2_dedeyne_participant165,tc23,Beavers,Elephants,specific,30
4652,13,tid_experiment2_dedeyne_participant165,tc24,Horses,Ponies,specific,100
4653,13,tid_experiment2_dedeyne_participant165,tc25,Cows,Rhinos,specific,39
4654,13,tid_experiment2_dedeyne_participant165,tc26,Deer,Rhinos,specific,41
4655,13,tid_experiment2_dedeyne_participant165,tc27,Lions:Cows,Rhinos,specific,70
4656,13,tid_experiment2_dedeyne_participant165,tc28,Horses:Tigers,Donkeys,specific,40
4657,13,tid_experiment2_dedeyne_participant165,tc29,Rhinos:Camels,Mice,specific,30
4658,13,tid_experiment2_dedeyne_participant165,tc2,Foxes,Cows,specific,28
4659,13,tid_experiment2_dedeyne_participant165,tc30,Sheep:Elephants,Hedgehogs,specific,28
4660,13,tid_experiment2_dedeyne_participant165,tc31,Deer:Rabbits,Rhinos,specific,39
4661,13,tid_experiment2_dedeyne_participant165,tc32,Canines:Puppies,Dogs,specific,100
4662,13,tid_experiment2_dedeyne_participant165,tc33,Hippos:Tigers,Rhinos,specific,59
4663,13,tid_experiment2_dedeyne_participant165,tc34,Hippos:Wolves,Dogs,specific,40
4664,13,tid_experiment2_dedeyne_participant165,tc35,Squirrels:Llamas,Zebras,specific,41
4665,13,tid_experiment2_dedeyne_participant165,tc36,Camels:Beavers,Elephants,specific,29
4666,13,tid_experiment2_dedeyne_participant165,tc37,Rhinos:Hippos,Rabbits,specific,30
4667,13,tid_experiment2_dedeyne_participant165,tc3,Squirrels,Zebras,specific,21
4668,13,tid_experiment2_dedeyne_participant165,tc4,Rhinos,Mice,specific,4
4669,13,tid_experiment2_dedeyne_participant165,tc5,Lions,Rhinos,specific,60
4670,13,tid_experiment2_dedeyne_participant165,tc6,Elephants,Hedgehogs,specific,11
4671,13,tid_experiment2_dedeyne_participant165,tc7,Hippos,Dogs,specific,30
4672,13,tid_experiment2_dedeyne_participant165,tc8,Dogs,Canines,specific,100
4673,13,tid_experiment2_dedeyne_participant165,tc9,Hippos,Rhinos,specific,72
4674,15,tid_experiment2_dedeyne_participant53,tc0,Trains,All vehicles,general,60
4675,15,tid_experiment2_dedeyne_participant53,tc10,Hovercraft,All vehicles,general,20
4676,15,tid_experiment2_dedeyne_participant53,tc11,Mopeds,All vehicles,general,40
4677,15,tid_experiment2_dedeyne_participant53,tc12,Sleds,All vehicles,general,15
4678,15,tid_experiment2_dedeyne_participant53,tc13,Bicycles,All vehicles,general,40
4679,15,tid_experiment2_dedeyne_participant53,tc14,Submarines,All vehicles,general,10
4680,15,tid_experiment2_dedeyne_participant53,tc15,Rockets,All vehicles,general,10
4681,15,tid_experiment2_dedeyne_participant53,tc16,All things,All vehicles,general,100
4682,15,tid_experiment2_dedeyne_participant53,tc17,Cars,All vehicles,general,60
4683,15,tid_experiment2_dedeyne_participant53,tc18,Skateboards,All vehicles,general,15
4684,15,tid_experiment2_dedeyne_participant53,tc19,Vans,All vehicles,general,60
4685,15,tid_experiment2_dedeyne_participant53,tc1,Trams,All vehicles,general,60
4686,15,tid_experiment2_dedeyne_participant53,tc20,Zeppelins,All vehicles,general,10
4687,15,tid_experiment2_dedeyne_participant53,tc21,Boats,All vehicles,general,40
4688,15,tid_experiment2_dedeyne_participant53,tc22,Buses,All vehicles,general,60
4689,15,tid_experiment2_dedeyne_participant53,tc23,Caravans,All vehicles,general,60
4690,15,tid_experiment2_dedeyne_participant53,tc24,All things that can move,All vehicles,general,100
4691,15,tid_experiment2_dedeyne_participant53,tc25,Trucks,All vehicles,general,60
4692,15,tid_experiment2_dedeyne_participant53,tc26,Carts,All vehicles,general,20
4693,15,tid_experiment2_dedeyne_participant53,tc27,Hovercraft:Cars,All vehicles,general,70
4694,15,tid_experiment2_dedeyne_participant53,tc28,Rockets:Trams,All vehicles,general,90
4695,15,tid_experiment2_dedeyne_participant53,tc29,Rockets:Submarines,All vehicles,general,80
4696,15,tid_experiment2_dedeyne_participant53,tc2,Airplanes,All vehicles,general,45
4697,15,tid_experiment2_dedeyne_participant53,tc30,Trains:Skateboards,All vehicles,general,80
4698,15,tid_experiment2_dedeyne_participant53,tc31,Airplanes:Helicopters,All vehicles,general,60
4699,15,tid_experiment2_dedeyne_participant53,tc32,All transport:All moving things,All vehicles,general,100
4700,15,tid_experiment2_dedeyne_participant53,tc33,Tractors:Rockets,All vehicles,general,90
4701,15,tid_experiment2_dedeyne_participant53,tc34,Carriages:Hovercraft,All vehicles,general,90
4702,15,tid_experiment2_dedeyne_participant53,tc35,Jeeps:Bicycles,All vehicles,general,60
4703,15,tid_experiment2_dedeyne_participant53,tc36,Bicycles:Mopeds,All vehicles,general,40
4704,15,tid_experiment2_dedeyne_participant53,tc37,Trucks:Cars,All vehicles,general,40
4705,15,tid_experiment2_dedeyne_participant53,tc3,Taxis,All vehicles,general,60
4706,15,tid_experiment2_dedeyne_participant53,tc4,Motorbikes,All vehicles,general,40
4707,15,tid_experiment2_dedeyne_participant53,tc5,Tractors,All vehicles,general,40
4708,15,tid_experiment2_dedeyne_participant53,tc6,Jeeps,All vehicles,general,55
4709,15,tid_experiment2_dedeyne_participant53,tc7,Helicopters,All vehicles,general,20
4710,15,tid_experiment2_dedeyne_participant53,tc8,All man-made things,All vehicles,general,95
4711,15,tid_experiment2_dedeyne_participant53,tc9,Carriages,All vehicles,general,55
4712,278,tid_experiment2_dedeyne_participant243,tc0,Storks,All birds,general,50
4713,278,tid_experiment2_dedeyne_participant243,tc10,Ducks,All birds,general,40
4714,278,tid_experiment2_dedeyne_participant243,tc11,Parrots,All birds,general,60
4715,278,tid_experiment2_dedeyne_participant243,tc12,Robins,All birds,general,70
4716,278,tid_experiment2_dedeyne_participant243,tc13,Canaries,All birds,general,60
4717,278,tid_experiment2_dedeyne_participant243,tc14,Ostriches,All birds,general,30
4718,278,tid_experiment2_dedeyne_participant243,tc15,Crows,All birds,general,75
4719,278,tid_experiment2_dedeyne_participant243,tc16,All living things,All birds,general,100
4720,278,tid_experiment2_dedeyne_participant243,tc17,Pelicans,All birds,general,45
4721,278,tid_experiment2_dedeyne_participant243,tc18,Eagles,All birds,general,50
4722,278,tid_experiment2_dedeyne_participant243,tc19,Swallows,All birds,general,60
4723,278,tid_experiment2_dedeyne_participant243,tc1,Falcons,All birds,general,40
4724,278,tid_experiment2_dedeyne_participant243,tc20,Chickens,All birds,general,60
4725,278,tid_experiment2_dedeyne_participant243,tc21,Seagulls,All birds,general,40
4726,278,tid_experiment2_dedeyne_participant243,tc22,Magpies,All birds,general,60
4727,278,tid_experiment2_dedeyne_participant243,tc23,Herons,All birds,general,40
4728,278,tid_experiment2_dedeyne_participant243,tc24,All plants and animals,All birds,general,100
4729,278,tid_experiment2_dedeyne_participant243,tc25,Doves,All birds,general,60
4730,278,tid_experiment2_dedeyne_participant243,tc26,Vultures,All birds,general,30
4731,278,tid_experiment2_dedeyne_participant243,tc27,Herons:Pelicans,All birds,general,25
4732,278,tid_experiment2_dedeyne_participant243,tc28,Storks:Magpies,All birds,general,85
4733,278,tid_experiment2_dedeyne_participant243,tc29,Ostriches:Pelicans,All birds,general,95
4734,278,tid_experiment2_dedeyne_participant243,tc2,Roosters,All birds,general,60
4735,278,tid_experiment2_dedeyne_participant243,tc30,Vultures:Sparrows,All birds,general,95
4736,278,tid_experiment2_dedeyne_participant243,tc31,Falcons:Vultures,All birds,general,20
4737,278,tid_experiment2_dedeyne_participant243,tc32,All animals:All organisms,All birds,general,100
4738,278,tid_experiment2_dedeyne_participant243,tc33,Falcons:Swans,All birds,general,90
4739,278,tid_experiment2_dedeyne_participant243,tc34,Swans:Parrots,All birds,general,80
4740,278,tid_experiment2_dedeyne_participant243,tc35,Parrots:Roosters,All birds,general,70
4741,278,tid_experiment2_dedeyne_participant243,tc36,Vultures:Magpies,All birds,general,90
4742,278,tid_experiment2_dedeyne_participant243,tc37,Seagulls:Blackbirds,All birds,general,80
4743,278,tid_experiment2_dedeyne_participant243,tc3,Sparrows,All birds,general,40
4744,278,tid_experiment2_dedeyne_participant243,tc4,Peacocks,All birds,general,30
4745,278,tid_experiment2_dedeyne_participant243,tc5,Turkeys,All birds,general,60
4746,278,tid_experiment2_dedeyne_participant243,tc6,Swans,All birds,general,35
4747,278,tid_experiment2_dedeyne_participant243,tc7,Woodpeckers,All birds,general,40
4748,278,tid_experiment2_dedeyne_participant243,tc8,All animals,All birds,general,100
4749,278,tid_experiment2_dedeyne_participant243,tc9,Blackbirds,All birds,general,75
4750,89,tid_experiment2_dedeyne_participant288,tc0,Deer,Hedgehogs,specific,63
4751,89,tid_experiment2_dedeyne_participant288,tc10,Wolves,Beavers,specific,28
4752,89,tid_experiment2_dedeyne_participant288,tc11,Mice,Cats,specific,55
4753,89,tid_experiment2_dedeyne_participant288,tc12,Wolves,Dogs,specific,88
4754,89,tid_experiment2_dedeyne_participant288,tc13,Zebras,Cats,specific,21
4755,89,tid_experiment2_dedeyne_participant288,tc14,Wolves,Hedgehogs,specific,32
4756,89,tid_experiment2_dedeyne_participant288,tc15,Llamas,Giraffes,specific,69
4757,89,tid_experiment2_dedeyne_participant288,tc16,Cats,Felines,specific,100
4758,89,tid_experiment2_dedeyne_participant288,tc17,Hamsters,Hedgehogs,specific,88
4759,89,tid_experiment2_dedeyne_participant288,tc18,Beavers,Dogs,specific,80
4760,89,tid_experiment2_dedeyne_participant288,tc19,Deer,Lions,specific,70
4761,89,tid_experiment2_dedeyne_participant288,tc1,Llamas,Cats,specific,56
4762,89,tid_experiment2_dedeyne_participant288,tc20,Tigers,Cats,specific,90
4763,89,tid_experiment2_dedeyne_participant288,tc21,Elephants,Horses,specific,27
4764,89,tid_experiment2_dedeyne_participant288,tc22,Donkeys,Zebras,specific,63
4765,89,tid_experiment2_dedeyne_participant288,tc23,Mice,Giraffes,specific,48
4766,89,tid_experiment2_dedeyne_participant288,tc24,Horses,Ponies,specific,100
4767,89,tid_experiment2_dedeyne_participant288,tc25,Rabbits,Horses,specific,41
4768,89,tid_experiment2_dedeyne_participant288,tc26,Beavers,Giraffes,specific,27
4769,89,tid_experiment2_dedeyne_participant288,tc27,Beavers:Mice,Giraffes,specific,34
4770,89,tid_experiment2_dedeyne_participant288,tc28,Squirrels:Rabbits,Horses,specific,52
4771,89,tid_experiment2_dedeyne_participant288,tc29,Hamsters:Camels,Hedgehogs,specific,59
4772,89,tid_experiment2_dedeyne_participant288,tc2,Zebras,Lions,specific,67
4773,89,tid_experiment2_dedeyne_participant288,tc30,Tigers:Llamas,Cats,specific,82
4774,89,tid_experiment2_dedeyne_participant288,tc31,Deer:Zebras,Lions,specific,81
4775,89,tid_experiment2_dedeyne_participant288,tc32,Canines:Puppies,Dogs,specific,100
4776,89,tid_experiment2_dedeyne_participant288,tc33,Llamas:Zebras,Giraffes,specific,82
4777,89,tid_experiment2_dedeyne_participant288,tc34,Wolves:Beavers,Dogs,specific,86
4778,89,tid_experiment2_dedeyne_participant288,tc35,Elephants:Donkeys,Horses,specific,54
4779,89,tid_experiment2_dedeyne_participant288,tc36,Deer:Wolves,Hedgehogs,specific,64
4780,89,tid_experiment2_dedeyne_participant288,tc37,Zebras:Mice,Cats,specific,76
4781,89,tid_experiment2_dedeyne_participant288,tc3,Zebras,Giraffes,specific,56
4782,89,tid_experiment2_dedeyne_participant288,tc4,Squirrels,Horses,specific,43
4783,89,tid_experiment2_dedeyne_participant288,tc5,Hippos,Tigers,specific,57
4784,89,tid_experiment2_dedeyne_participant288,tc6,Llamas,Dogs,specific,36
4785,89,tid_experiment2_dedeyne_participant288,tc7,Donkeys,Horses,specific,34
4786,89,tid_experiment2_dedeyne_participant288,tc8,Dogs,Canines,specific,100
4787,89,tid_experiment2_dedeyne_participant288,tc9,Camels,Hedgehogs,specific,40
4788,535,tid_experiment2_dedeyne_participant172,tc0,Buses,All vehicles,general,40
4789,535,tid_experiment2_dedeyne_participant172,tc10,Jeeps,All vehicles,general,60
4790,535,tid_experiment2_dedeyne_participant172,tc11,Trams,All vehicles,general,40
4791,535,tid_experiment2_dedeyne_participant172,tc12,Submarines,All vehicles,general,20
4792,535,tid_experiment2_dedeyne_participant172,tc13,Bicycles,All vehicles,general,60
4793,535,tid_experiment2_dedeyne_participant172,tc14,Vans,All vehicles,general,80
4794,535,tid_experiment2_dedeyne_participant172,tc15,Motorbikes,All vehicles,general,50
4795,535,tid_experiment2_dedeyne_participant172,tc16,All things,All vehicles,general,100
4796,535,tid_experiment2_dedeyne_participant172,tc17,Caravans,All vehicles,general,40
4797,535,tid_experiment2_dedeyne_participant172,tc18,Carriages,All vehicles,general,60
4798,535,tid_experiment2_dedeyne_participant172,tc19,Hovercraft,All vehicles,general,10
4799,535,tid_experiment2_dedeyne_participant172,tc1,Taxis,All vehicles,general,45
4800,535,tid_experiment2_dedeyne_participant172,tc20,Helicopters,All vehicles,general,30
4801,535,tid_experiment2_dedeyne_participant172,tc21,Sleds,All vehicles,general,5
4802,535,tid_experiment2_dedeyne_participant172,tc22,Carts,All vehicles,general,40
4803,535,tid_experiment2_dedeyne_participant172,tc23,Trains,All vehicles,general,60
4804,535,tid_experiment2_dedeyne_participant172,tc24,All things that can move,All vehicles,general,100
4805,535,tid_experiment2_dedeyne_participant172,tc25,Mopeds,All vehicles,general,40
4806,535,tid_experiment2_dedeyne_participant172,tc26,Cars,All vehicles,general,90
4807,535,tid_experiment2_dedeyne_participant172,tc27,Vans:Trains,All vehicles,general,70
4808,535,tid_experiment2_dedeyne_participant172,tc28,Submarines:Mopeds,All vehicles,general,80
4809,535,tid_experiment2_dedeyne_participant172,tc29,Sleds:Rockets,All vehicles,general,60
4810,535,tid_experiment2_dedeyne_participant172,tc2,Trucks,All vehicles,general,60
4811,535,tid_experiment2_dedeyne_participant172,tc30,Motorbikes:Cars,All vehicles,general,90
4812,535,tid_experiment2_dedeyne_participant172,tc31,Carriages:Cars,All vehicles,general,90
4813,535,tid_experiment2_dedeyne_participant172,tc32,All transport:All moving things,All vehicles,general,100
4814,535,tid_experiment2_dedeyne_participant172,tc33,Taxis:Carts,All vehicles,general,60
4815,535,tid_experiment2_dedeyne_participant172,tc34,Submarines:Boats,All vehicles,general,50
4816,535,tid_experiment2_dedeyne_participant172,tc35,Airplanes:Zeppelins,All vehicles,general,40
4817,535,tid_experiment2_dedeyne_participant172,tc36,Bicycles:Submarines,All vehicles,general,90
4818,535,tid_experiment2_dedeyne_participant172,tc37,Helicopters:Trains,All vehicles,general,75
4819,535,tid_experiment2_dedeyne_participant172,tc3,Tractors,All vehicles,general,10
4820,535,tid_experiment2_dedeyne_participant172,tc4,Airplanes,All vehicles,general,10
4821,535,tid_experiment2_dedeyne_participant172,tc5,Zeppelins,All vehicles,general,5
4822,535,tid_experiment2_dedeyne_participant172,tc6,Rockets,All vehicles,general,10
4823,535,tid_experiment2_dedeyne_participant172,tc7,Skateboards,All vehicles,general,60
4824,535,tid_experiment2_dedeyne_participant172,tc8,All man-made things,All vehicles,general,100
4825,535,tid_experiment2_dedeyne_participant172,tc9,Boats,All vehicles,general,20
4826,293,tid_experiment2_dedeyne_participant35,tc0,Falcons,Swans,specific,60
4827,293,tid_experiment2_dedeyne_participant35,tc10,Peacocks,Seagulls,specific,52
4828,293,tid_experiment2_dedeyne_participant35,tc11,Swans,Chickens,specific,50
4829,293,tid_experiment2_dedeyne_participant35,tc12,Eagles,Vultures,specific,50
4830,293,tid_experiment2_dedeyne_participant35,tc13,Woodpeckers,Swans,specific,50
4831,293,tid_experiment2_dedeyne_participant35,tc14,Chickens,Pelicans,specific,49
4832,293,tid_experiment2_dedeyne_participant35,tc15,Crows,Pelicans,specific,40
4833,293,tid_experiment2_dedeyne_participant35,tc16,Hawks,Falcons,specific,61
4834,293,tid_experiment2_dedeyne_participant35,tc17,Roosters,Chickens,specific,60
4835,293,tid_experiment2_dedeyne_participant35,tc18,Ostriches,Pelicans,specific,61
4836,293,tid_experiment2_dedeyne_participant35,tc19,Crows,Swans,specific,41
4837,293,tid_experiment2_dedeyne_participant35,tc1,Chickens,Canaries,specific,60
4838,293,tid_experiment2_dedeyne_participant35,tc20,Blackbirds,Ostriches,specific,60
4839,293,tid_experiment2_dedeyne_participant35,tc21,Sparrows,Roosters,specific,61
4840,293,tid_experiment2_dedeyne_participant35,tc22,Magpies,Swans,specific,58
4841,293,tid_experiment2_dedeyne_participant35,tc23,Ducks,Pelicans,specific,62
4842,293,tid_experiment2_dedeyne_participant35,tc24,Pigeons,Doves,specific,61
4843,293,tid_experiment2_dedeyne_participant35,tc25,Swallows,Seagulls,specific,60
4844,293,tid_experiment2_dedeyne_participant35,tc26,Sparrows,Canaries,specific,60
4845,293,tid_experiment2_dedeyne_participant35,tc27,Magpies:Crows,Swans,specific,70
4846,293,tid_experiment2_dedeyne_participant35,tc28,Ducks:Turkeys,Pelicans,specific,70
4847,293,tid_experiment2_dedeyne_participant35,tc29,Roosters:Swans,Chickens,specific,70
4848,293,tid_experiment2_dedeyne_participant35,tc2,Turkeys,Pelicans,specific,60
4849,293,tid_experiment2_dedeyne_participant35,tc30,Eagles:Turkeys,Vultures,specific,71
4850,293,tid_experiment2_dedeyne_participant35,tc31,Canaries:Blackbirds,Ostriches,specific,70
4851,293,tid_experiment2_dedeyne_participant35,tc32,Hawks:Eagles,Falcons,specific,70
4852,293,tid_experiment2_dedeyne_participant35,tc33,Falcons:Woodpeckers,Swans,specific,70
4853,293,tid_experiment2_dedeyne_participant35,tc34,Sparrows:Peacocks,Roosters,specific,71
4854,293,tid_experiment2_dedeyne_participant35,tc35,Chickens:Ostriches,Pelicans,specific,70
4855,293,tid_experiment2_dedeyne_participant35,tc36,Swallows:Peacocks,Seagulls,specific,70
4856,293,tid_experiment2_dedeyne_participant35,tc37,Chickens:Sparrows,Canaries,specific,70
4857,293,tid_experiment2_dedeyne_participant35,tc3,Parrots,Sparrows,specific,60
4858,293,tid_experiment2_dedeyne_participant35,tc4,Storks,Pelicans,specific,60
4859,293,tid_experiment2_dedeyne_participant35,tc5,Peacocks,Roosters,specific,60
4860,293,tid_experiment2_dedeyne_participant35,tc6,Woodpeckers,Doves,specific,60
4861,293,tid_experiment2_dedeyne_participant35,tc7,Canaries,Ostriches,specific,50
4862,293,tid_experiment2_dedeyne_participant35,tc8,Crows,Ravens,specific,51
4863,293,tid_experiment2_dedeyne_participant35,tc9,Turkeys,Vultures,specific,50
4864,565,tid_experiment2_dedeyne_participant607,tc0,Swans:Sparrows,All birds,general,68
4865,565,tid_experiment2_dedeyne_participant607,tc10,Falcons:Vultures,All birds,general,42
4866,565,tid_experiment2_dedeyne_participant607,tc11,Woodpeckers,All birds,general,36
4867,565,tid_experiment2_dedeyne_participant607,tc12,Swans,All birds,general,36
4868,565,tid_experiment2_dedeyne_participant607,tc13,Parrots,All birds,general,36
4869,565,tid_experiment2_dedeyne_participant607,tc14,Swallows,All birds,general,36
4870,565,tid_experiment2_dedeyne_participant607,tc15,Ostriches,All birds,general,36
4871,565,tid_experiment2_dedeyne_participant607,tc16,All animals,All birds,general,100
4872,565,tid_experiment2_dedeyne_participant607,tc17,Canaries,All birds,general,39
4873,565,tid_experiment2_dedeyne_participant607,tc18,Seagulls,All birds,general,41
4874,565,tid_experiment2_dedeyne_participant607,tc19,Sparrows,All birds,general,39
4875,565,tid_experiment2_dedeyne_participant607,tc1,Roosters:Canaries,All birds,general,68
4876,565,tid_experiment2_dedeyne_participant607,tc20,Robins,All birds,general,40
4877,565,tid_experiment2_dedeyne_participant607,tc21,Roosters,All birds,general,39
4878,565,tid_experiment2_dedeyne_participant607,tc22,Magpies,All birds,general,39
4879,565,tid_experiment2_dedeyne_participant607,tc23,Ducks,All birds,general,39
4880,565,tid_experiment2_dedeyne_participant607,tc24,All living things,All birds,general,100
4881,565,tid_experiment2_dedeyne_participant607,tc25,Storks,All birds,general,41
4882,565,tid_experiment2_dedeyne_participant607,tc26,Vultures,All birds,general,39
4883,565,tid_experiment2_dedeyne_participant607,tc27,Herons,All birds,general,39
4884,565,tid_experiment2_dedeyne_participant607,tc28,Pelicans,All birds,general,39
4885,565,tid_experiment2_dedeyne_participant607,tc29,Turkeys,All birds,general,39
4886,565,tid_experiment2_dedeyne_participant607,tc2,Swans:Parrots,All birds,general,68
4887,565,tid_experiment2_dedeyne_participant607,tc30,Falcons,All birds,general,39
4888,565,tid_experiment2_dedeyne_participant607,tc31,Chickens,All birds,general,39
4889,565,tid_experiment2_dedeyne_participant607,tc32,All plants and animals,All birds,general,100
4890,565,tid_experiment2_dedeyne_participant607,tc33,Eagles,All birds,general,38
4891,565,tid_experiment2_dedeyne_participant607,tc34,Doves,All birds,general,39
4892,565,tid_experiment2_dedeyne_participant607,tc35,Peacocks,All birds,general,38
4893,565,tid_experiment2_dedeyne_participant607,tc36,Crows,All birds,general,38
4894,565,tid_experiment2_dedeyne_participant607,tc37,Blackbirds,All birds,general,38
4895,565,tid_experiment2_dedeyne_participant607,tc3,Sparrows:Robins,All birds,general,39
4896,565,tid_experiment2_dedeyne_participant607,tc4,Sparrows:Ducks,All birds,general,68
4897,565,tid_experiment2_dedeyne_participant607,tc5,Chickens:Magpies,All birds,general,68
4898,565,tid_experiment2_dedeyne_participant607,tc6,Seagulls:Ducks,All birds,general,40
4899,565,tid_experiment2_dedeyne_participant607,tc7,Turkeys:Roosters,All birds,general,39
4900,565,tid_experiment2_dedeyne_participant607,tc8,All animals:All organisms,All birds,general,100
4901,565,tid_experiment2_dedeyne_participant607,tc9,Magpies:Ducks,All birds,general,68
4902,119,tid_experiment2_dedeyne_participant116,tc0,Taxis,Trains,specific,65
4903,119,tid_experiment2_dedeyne_participant116,tc10,Trams,Trains,specific,80
4904,119,tid_experiment2_dedeyne_participant116,tc11,Cars,Carriages,specific,85
4905,119,tid_experiment2_dedeyne_participant116,tc12,Boats,Tractors,specific,30
4906,119,tid_experiment2_dedeyne_participant116,tc13,Carts,Caravans,specific,90
4907,119,tid_experiment2_dedeyne_participant116,tc14,Rockets,Submarines,specific,75
4908,119,tid_experiment2_dedeyne_participant116,tc15,Carts,Carriages,specific,90
4909,119,tid_experiment2_dedeyne_participant116,tc16,Taxis,Cabs,specific,100
4910,119,tid_experiment2_dedeyne_participant116,tc17,Buses,Trains,specific,80
4911,119,tid_experiment2_dedeyne_participant116,tc18,Submarines,Tractors,specific,40
4912,119,tid_experiment2_dedeyne_participant116,tc19,Boats,Mopeds,specific,20
4913,119,tid_experiment2_dedeyne_participant116,tc1,Trains,Submarines,specific,20
4914,119,tid_experiment2_dedeyne_participant116,tc20,Cars,Taxis,specific,100
4915,119,tid_experiment2_dedeyne_participant116,tc21,Vans,Taxis,specific,97
4916,119,tid_experiment2_dedeyne_participant116,tc22,Vans,Cars,specific,100
4917,119,tid_experiment2_dedeyne_participant116,tc23,Skateboards,Helicopters,specific,10
4918,119,tid_experiment2_dedeyne_participant116,tc24,Mopeds,Scooters,specific,90
4919,119,tid_experiment2_dedeyne_participant116,tc25,Vans,Trains,specific,71
