,domain,phenomenon_number,phenomenon_name,sample_num,arg1_premises,arg1_conclusion,arg2_premises,arg2_conclusion,is_osherson,arg2_is_stronger
217,Birds,10,Premise-conclusion Asymmetry,1,['Ducks'],Seagulls,['Seagulls'],Ducks,False,True
218,Birds,10,Premise-conclusion Asymmetry,2,['Turkeys'],Magpies,['Magpies'],Turkeys,False,True
219,Birds,10,Premise-conclusion Asymmetry,3,['Pelicans'],Sparrows,['Sparrows'],Pelicans,False,True
220,Birds,10,Premise-conclusion Asymmetry,4,['Eagles'],Pelicans,['Pelicans'],Eagles,False,False
221,Birds,10,Premise-conclusion Asymmetry,5,['Sparrows'],Swans,['Swans'],Sparrows,False,False
222,Birds,10,Premise-conclusion Asymmetry,6,['Blackbirds'],Turkeys,['Turkeys'],Blackbirds,False,False
223,Birds,10,Premise-conclusion Asymmetry,7,['Vultures'],Robins,['Robins'],Vultures,False,True
224,Birds,10,Premise-conclusion Asymmetry,8,['Canaries'],Roosters,['Roosters'],Canaries,False,False
225,Birds,10,Premise-conclusion Asymmetry,9,['Crows'],Ostriches,['Ostriches'],Crows,False,False
226,Birds,10,Premise-conclusion Asymmetry,10,['Penguins'],Magpies,['Magpies'],Penguins,False,True
227,Birds,10,Premise-conclusion Asymmetry,11,['Peacocks'],Crows,['Crows'],Peacocks,False,True
228,Birds,10,Premise-conclusion Asymmetry,13,['Pelicans'],Seagulls,['Seagulls'],Pelicans,False,True
229,Birds,10,Premise-conclusion Asymmetry,14,['Crows'],Pelicans,['Pelicans'],Crows,False,False
230,Birds,10,Premise-conclusion Asymmetry,15,['Magpies'],Ducks,['Ducks'],Magpies,False,False
231,Birds,10,Premise-conclusion Asymmetry,16,['Ostriches'],Eagles,['Eagles'],Ostriches,False,True
232,Birds,10,Premise-conclusion Asymmetry,17,['Doves'],Ostriches,['Ostriches'],Doves,False,False
233,Birds,10,Premise-conclusion Asymmetry,18,['Vultures'],Swallows,['Swallows'],Vultures,False,True
234,Birds,10,Premise-conclusion Asymmetry,19,['Ostriches'],Robins,['Robins'],Ostriches,False,True
235,Birds,10,Premise-conclusion Asymmetry,20,['Chickens'],Eagles,['Eagles'],Chickens,False,True
236,Birds,10,Premise-conclusion Asymmetry,21,['Eagles'],Ducks,['Ducks'],Eagles,False,False
237,Birds,10,Premise-conclusion Asymmetry,22,['Ostriches'],Blackbirds,['Blackbirds'],Ostriches,False,True
238,Birds,10,Premise-conclusion Asymmetry,23,['Seagulls'],Turkeys,['Turkeys'],Seagulls,False,False
239,Birds,10,Premise-conclusion Asymmetry,24,['Doves'],Roosters,['Roosters'],Doves,False,False
240,Birds,11,Inclusion Fallacy,-1,['robin'],Birds,['robin'],ostrich,True,False
241,Birds,11,Inclusion Fallacy,0,['Magpies'],Peacocks,['Magpies'],Birds,False,True
242,Birds,11,Inclusion Fallacy,1,['Sparrows'],Birds,['Sparrows'],Pelicans,False,False
243,Birds,11,Inclusion Fallacy,2,['Eagles'],Vultures,['Eagles'],Birds,False,True
244,Birds,11,Inclusion Fallacy,3,['Magpies'],Penguins,['Magpies'],Birds,False,True
245,Birds,11,Inclusion Fallacy,4,['Swallows'],Swans,['Swallows'],Birds,False,True
246,Birds,11,Inclusion Fallacy,5,['Robins'],Birds,['Robins'],Vultures,False,False
247,Birds,11,Inclusion Fallacy,6,['Blackbirds'],Ducks,['Blackbirds'],Birds,False,True
248,Birds,11,Inclusion Fallacy,7,['Doves'],Birds,['Doves'],Peacocks,False,False
249,Birds,11,Inclusion Fallacy,8,['Crows'],Birds,['Crows'],Pelicans,False,False
250,Birds,11,Inclusion Fallacy,9,['Eagles'],Penguins,['Eagles'],Birds,False,True
251,Birds,11,Inclusion Fallacy,10,['Swallows'],Birds,['Swallows'],Ostriches,False,False
252,Birds,11,Inclusion Fallacy,11,['Sparrows'],Penguins,['Sparrows'],Birds,False,True
253,Birds,11,Inclusion Fallacy,12,['Robins'],Birds,['Robins'],Ostriches,False,False
254,Birds,11,Inclusion Fallacy,13,['Magpies'],Chickens,['Magpies'],Birds,False,True
255,Birds,11,Inclusion Fallacy,14,['Eagles'],Ostriches,['Eagles'],Birds,False,True
256,Birds,11,Inclusion Fallacy,15,['Sparrows'],Birds,['Sparrows'],Ducks,False,False
257,Birds,11,Inclusion Fallacy,16,['Seagulls'],Birds,['Seagulls'],Ducks,False,False
258,Birds,11,Inclusion Fallacy,17,['Crows'],Birds,['Crows'],Ostriches,False,False
259,Birds,11,Inclusion Fallacy,18,['Sparrows'],Birds,['Sparrows'],Swans,False,False
260,Birds,11,Inclusion Fallacy,19,['Seagulls'],Birds,['Seagulls'],Roosters,False,False
261,Birds,11,Inclusion Fallacy,20,['Seagulls'],Birds,['Seagulls'],Swans,False,False
262,Birds,11,Inclusion Fallacy,21,['Magpies'],Turkeys,['Magpies'],Birds,False,True
263,Birds,11,Inclusion Fallacy,22,['Eagles'],Birds,['Eagles'],Ducks,False,False
264,Mammals,1,Premise-conclusion Similarity,0,['Zebras'],Donkeys,['Hamsters'],Donkeys,False,False
265,Mammals,1,Premise-conclusion Similarity,2,['Hippos'],Rhinos,['Hamsters'],Rhinos,False,False
266,Mammals,1,Premise-conclusion Similarity,3,['Bats'],Tigers,['Zebras'],Tigers,False,True
267,Mammals,1,Premise-conclusion Similarity,6,['Bats'],Lions,['Tigers'],Lions,False,True
268,Mammals,1,Premise-conclusion Similarity,7,['Llamas'],Mice,['Hedgehogs'],Mice,False,True
269,Mammals,1,Premise-conclusion Similarity,8,['Hamsters'],Horses,['Zebras'],Horses,False,True
270,Mammals,1,Premise-conclusion Similarity,12,['Hippos'],Tigers,['Bats'],Tigers,False,False
271,Mammals,1,Premise-conclusion Similarity,13,['Camels'],Llamas,['Hedgehogs'],Llamas,False,False
272,Mammals,1,Premise-conclusion Similarity,14,['Giraffes'],Zebras,['Hedgehogs'],Zebras,False,False
273,Mammals,1,Premise-conclusion Similarity,15,['Rhinos'],Mice,['Hedgehogs'],Mice,False,True
274,Mammals,1,Premise-conclusion Similarity,16,['Hedgehogs'],Deer,['Zebras'],Deer,False,True
275,Mammals,1,Premise-conclusion Similarity,18,['Bats'],Deer,['Zebras'],Deer,False,True
276,Mammals,1,Premise-conclusion Similarity,20,['Hamsters'],Lions,['Tigers'],Lions,False,True
277,Mammals,1,Premise-conclusion Similarity,21,['Mice'],Tigers,['Giraffes'],Tigers,False,True
278,Mammals,1,Premise-conclusion Similarity,23,['Bats'],Zebras,['Hippos'],Zebras,False,True
279,Mammals,1,Premise-conclusion Similarity,24,['Camels'],Hippos,['Hedgehogs'],Hippos,False,False
280,Mammals,1,Premise-conclusion Similarity,25,['Giraffes'],Cats,['Rabbits'],Cats,False,True
281,Mammals,1,Premise-conclusion Similarity,26,['Squirrels'],Hippos,['Camels'],Hippos,False,True
282,Mammals,1,Premise-conclusion Similarity,28,['Squirrels'],Lions,['Wolves'],Lions,False,True
283,Mammals,1,Premise-conclusion Similarity,29,['Mice'],Elephants,['Giraffes'],Elephants,False,True
284,Mammals,1,Premise-conclusion Similarity,30,['Squirrels'],Zebras,['Hippos'],Zebras,False,True
285,Mammals,1,Premise-conclusion Similarity,31,['Squirrels'],Mice,['Rhinos'],Mice,False,False
286,Mammals,1,Premise-conclusion Similarity,33,['Camels'],Giraffes,['Squirrels'],Giraffes,False,False
287,Mammals,1,Premise-conclusion Similarity,36,['Hippos'],Cats,['Rabbits'],Cats,False,True
288,Mammals,2,Premise Typicality,0,['Dogs'],Mammals,['Camels'],Mammals,False,False
289,Mammals,2,Premise Typicality,1,['Dogs'],Mammals,['Squirrels'],Mammals,False,False
290,Mammals,2,Premise Typicality,2,['Cows'],Mammals,['Squirrels'],Mammals,False,False
291,Mammals,2,Premise Typicality,3,['Monkeys'],Mammals,['Hedgehogs'],Mammals,False,False
292,Mammals,2,Premise Typicality,5,['Monkeys'],Mammals,['Bats'],Mammals,False,False
293,Mammals,2,Premise Typicality,7,['Hedgehogs'],Mammals,['Lions'],Mammals,False,True
294,Mammals,2,Premise Typicality,8,['Camels'],Mammals,['Cats'],Mammals,False,True
295,Mammals,2,Premise Typicality,9,['Beavers'],Mammals,['Cats'],Mammals,False,True
296,Mammals,2,Premise Typicality,10,['Cows'],Mammals,['Bats'],Mammals,False,False
297,Mammals,2,Premise Typicality,12,['Beavers'],Mammals,['Lions'],Mammals,False,True
298,Mammals,2,Premise Typicality,13,['Monkeys'],Mammals,['Beavers'],Mammals,False,False
299,Mammals,2,Premise Typicality,14,['Lions'],Mammals,['Squirrels'],Mammals,False,False
300,Mammals,2,Premise Typicality,15,['Lions'],Mammals,['Bats'],Mammals,False,False
301,Mammals,2,Premise Typicality,16,['Monkeys'],Mammals,['Squirrels'],Mammals,False,False
302,Mammals,2,Premise Typicality,18,['Cats'],Mammals,['Squirrels'],Mammals,False,False
303,Mammals,2,Premise Typicality,22,['Cats'],Mammals,['Bats'],Mammals,False,False
304,Mammals,2,Premise Typicality,25,['Camels'],Mammals,['Cows'],Mammals,False,True
305,Mammals,2,Premise Typicality,26,['Beavers'],Mammals,['Dogs'],Mammals,False,True
306,Mammals,2,Premise Typicality,30,['Beavers'],Mammals,['Cows'],Mammals,False,True
307,Mammals,2,Premise Typicality,35,['Hedgehogs'],Mammals,['Cows'],Mammals,False,True
308,Mammals,2,Premise Typicality,49,['Hedgehogs'],Mammals,['Cats'],Mammals,False,True
309,Mammals,2,Premise Typicality,53,['Bats'],Mammals,['Dogs'],Mammals,False,True
310,Mammals,2,Premise Typicality,54,['Camels'],Mammals,['Monkeys'],Mammals,False,True
311,Mammals,2,Premise Typicality,74,['Hedgehogs'],Mammals,['Dogs'],Mammals,False,True
312,Mammals,3,Conclusion Specificity,0,"['Donkeys', 'Camels']",Animals,"['Donkeys', 'Camels']",Mammals,False,True
313,Mammals,3,Conclusion Specificity,1,"['Cats', 'Hedgehogs']",Mammals,"['Cats', 'Hedgehogs']",Animals,False,False
314,Mammals,3,Conclusion Specificity,2,"['Zebras', 'Mice']",Mammals,"['Zebras', 'Mice']",Animals,False,False
315,Mammals,3,Conclusion Specificity,3,"['Squirrels', 'Sheep']",Animals,"['Squirrels', 'Sheep']",Mammals,False,True
316,Mammals,3,Conclusion Specificity,4,"['Hamsters', 'Hedgehogs']",Mammals,"['Hamsters', 'Hedgehogs']",Animals,False,False
317,Mammals,3,Conclusion Specificity,5,"['Llamas', 'Camels']",Animals,"['Llamas', 'Camels']",Mammals,False,True
318,Mammals,3,Conclusion Specificity,6,"['Giraffes', 'Dogs']",Animals,"['Giraffes', 'Dogs']",Mammals,False,True
319,Mammals,3,Conclusion Specificity,7,"['Donkeys', 'Cows']",Animals,"['Donkeys', 'Cows']",Mammals,False,True
320,Mammals,3,Conclusion Specificity,9,"['Rabbits', 'Donkeys']",Animals,"['Rabbits', 'Donkeys']",Mammals,False,True
321,Mammals,3,Conclusion Specificity,10,"['Hippos', 'Cows']",Animals,"['Hippos', 'Cows']",Mammals,False,True
322,Mammals,3,Conclusion Specificity,11,"['Mice', 'Hippos']",Mammals,"['Mice', 'Hippos']",Animals,False,False
323,Mammals,3,Conclusion Specificity,12,"['Hedgehogs', 'Cows']",Animals,"['Hedgehogs', 'Cows']",Mammals,False,True
324,Mammals,3,Conclusion Specificity,13,"['Hedgehogs', 'Beavers']",Mammals,"['Hedgehogs', 'Beavers']",Animals,False,False
325,Mammals,3,Conclusion Specificity,14,"['Mice', 'Tigers']",Mammals,"['Mice', 'Tigers']",Animals,False,False
326,Mammals,3,Conclusion Specificity,15,"['Wolves', 'Foxes']",Mammals,"['Wolves', 'Foxes']",Animals,False,False
327,Mammals,3,Conclusion Specificity,16,"['Camels', 'Deer']",Animals,"['Camels', 'Deer']",Mammals,False,True
328,Mammals,3,Conclusion Specificity,17,"['Giraffes', 'Zebras']",Mammals,"['Giraffes', 'Zebras']",Animals,False,False
329,Mammals,3,Conclusion Specificity,18,"['Lions', 'Mice']",Animals,"['Lions', 'Mice']",Mammals,False,True
330,Mammals,3,Conclusion Specificity,19,"['Rhinos', 'Lions']",Mammals,"['Rhinos', 'Lions']",Animals,False,False
331,Mammals,3,Conclusion Specificity,20,"['Foxes', 'Llamas']",Mammals,"['Foxes', 'Llamas']",Animals,False,False
332,Mammals,3,Conclusion Specificity,21,"['Dogs', 'Sheep']",Mammals,"['Dogs', 'Sheep']",Animals,False,False
333,Mammals,3,Conclusion Specificity,22,"['Tigers', 'Rabbits']",Animals,"['Tigers', 'Rabbits']",Mammals,False,True
334,Mammals,3,Conclusion Specificity,23,"['Hedgehogs', 'Zebras']",Animals,"['Hedgehogs', 'Zebras']",Mammals,False,True
335,Mammals,3,Conclusion Specificity,24,"['Deer', 'Zebras']",Animals,"['Deer', 'Zebras']",Mammals,False,True
336,Mammals,4,Premise Monotonicity (General),0,"['Rhinos', 'Zebras', 'Beavers']",Mammals,"['Rhinos', 'Zebras']",Mammals,False,False
337,Mammals,4,Premise Monotonicity (General),1,"['Camels', 'Deer']",Mammals,"['Camels', 'Deer', 'Hedgehogs']",Mammals,False,True
338,Mammals,4,Premise Monotonicity (General),2,"['Horses', 'Donkeys']",Mammals,"['Horses', 'Donkeys', 'Foxes']",Mammals,False,True
339,Mammals,4,Premise Monotonicity (General),3,"['Wolves', 'Zebras']",Mammals,"['Wolves', 'Zebras', 'Rhinos']",Mammals,False,True
340,Mammals,4,Premise Monotonicity (General),4,"['Llamas', 'Hamsters', 'Bats']",Mammals,"['Llamas', 'Hamsters']",Mammals,False,False
341,Mammals,4,Premise Monotonicity (General),5,"['Hippos', 'Sheep', 'Hedgehogs']",Mammals,"['Hippos', 'Sheep']",Mammals,False,False
342,Mammals,4,Premise Monotonicity (General),6,"['Cats', 'Elephants']",Mammals,"['Cats', 'Elephants', 'Rhinos']",Mammals,False,True
343,Mammals,4,Premise Monotonicity (General),7,"['Mice', 'Lions', 'Bats']",Mammals,"['Mice', 'Lions']",Mammals,False,False
344,Mammals,4,Premise Monotonicity (General),8,"['Zebras', 'Foxes']",Mammals,"['Zebras', 'Foxes', 'Llamas']",Mammals,False,True
345,Mammals,4,Premise Monotonicity (General),10,"['Tigers', 'Rabbits']",Mammals,"['Tigers', 'Rabbits', 'Mice']",Mammals,False,True
346,Mammals,4,Premise Monotonicity (General),11,"['Horses', 'Mice']",Mammals,"['Horses', 'Mice', 'Bats']",Mammals,False,True
347,Mammals,4,Premise Monotonicity (General),12,"['Camels', 'Hippos', 'Hedgehogs']",Mammals,"['Camels', 'Hippos']",Mammals,False,False
348,Mammals,4,Premise Monotonicity (General),13,"['Rhinos', 'Camels', 'Bats']",Mammals,"['Rhinos', 'Camels']",Mammals,False,False
349,Mammals,4,Premise Monotonicity (General),14,"['Lions', 'Foxes']",Mammals,"['Lions', 'Foxes', 'Zebras']",Mammals,False,True
350,Mammals,4,Premise Monotonicity (General),15,"['Rabbits', 'Llamas', 'Squirrels']",Mammals,"['Rabbits', 'Llamas']",Mammals,False,False
351,Mammals,4,Premise Monotonicity (General),17,"['Squirrels', 'Tigers', 'Hedgehogs']",Mammals,"['Squirrels', 'Tigers']",Mammals,False,False
352,Mammals,4,Premise Monotonicity (General),18,"['Camels', 'Lions']",Mammals,"['Camels', 'Lions', 'Bats']",Mammals,False,True
353,Mammals,4,Premise Monotonicity (General),19,"['Llamas', 'Rhinos', 'Bats']",Mammals,"['Llamas', 'Rhinos']",Mammals,False,False
354,Mammals,4,Premise Monotonicity (General),20,"['Zebras', 'Sheep']",Mammals,"['Zebras', 'Sheep', 'Hippos']",Mammals,False,True
355,Mammals,4,Premise Monotonicity (General),21,"['Sheep', 'Zebras', 'Giraffes']",Mammals,"['Sheep', 'Zebras']",Mammals,False,False
356,Mammals,4,Premise Monotonicity (General),23,"['Squirrels', 'Horses', 'Bats']",Mammals,"['Squirrels', 'Horses']",Mammals,False,False
357,Mammals,4,Premise Monotonicity (General),24,"['Squirrels', 'Llamas', 'Hedgehogs']",Mammals,"['Squirrels', 'Llamas']",Mammals,False,False
358,Mammals,4,Premise Monotonicity (General),25,"['Lions', 'Horses', 'Mice']",Mammals,"['Lions', 'Horses']",Mammals,False,False
359,Mammals,4,Premise Monotonicity (General),26,"['Rhinos', 'Hamsters']",Mammals,"['Rhinos', 'Hamsters', 'Squirrels']",Mammals,False,True
360,Mammals,5,Premise Monotonicity (Specific),-1,"['pig', 'wolf']",gorilla,"['fox', 'pig', 'wolf']",gorilla,True,True
361,Mammals,5,Premise Monotonicity (Specific),0,"['Donkeys', 'Hippos', 'Hedgehogs']",Cows,"['Donkeys', 'Hippos']",Cows,False,False
362,Mammals,5,Premise Monotonicity (Specific),1,"['Llamas', 'Cats', 'Hedgehogs']",Lions,"['Llamas', 'Cats']",Lions,False,False
363,Mammals,5,Premise Monotonicity (Specific),2,"['Monkeys', 'Horses', 'Beavers']",Lions,"['Monkeys', 'Horses']",Lions,False,False
364,Mammals,5,Premise Monotonicity (Specific),3,"['Foxes', 'Wolves', 'Hedgehogs']",Camels,"['Foxes', 'Wolves']",Camels,False,False
365,Mammals,5,Premise Monotonicity (Specific),4,"['Mice', 'Llamas', 'Hippos']",Squirrels,"['Mice', 'Llamas']",Squirrels,False,False
366,Mammals,5,Premise Monotonicity (Specific),6,"['Hamsters', 'Rhinos', 'Bats']",Sheep,"['Hamsters', 'Rhinos']",Sheep,False,False
367,Mammals,5,Premise Monotonicity (Specific),7,"['Cats', 'Dogs', 'Mice']",Rabbits,"['Cats', 'Dogs']",Rabbits,False,False
368,Mammals,5,Premise Monotonicity (Specific),10,"['Cows', 'Lions']",Cats,"['Cows', 'Lions', 'Hippos']",Cats,False,True
369,Mammals,5,Premise Monotonicity (Specific),12,"['Wolves', 'Tigers', 'Hedgehogs']",Llamas,"['Wolves', 'Tigers']",Llamas,False,False
370,Mammals,5,Premise Monotonicity (Specific),13,"['Squirrels', 'Hippos', 'Hedgehogs']",Llamas,"['Squirrels', 'Hippos']",Llamas,False,False
371,Mammals,5,Premise Monotonicity (Specific),15,"['Pigs', 'Rhinos', 'Kangaroos']",Hippos,"['Pigs', 'Rhinos']",Hippos,False,False
372,Mammals,5,Premise Monotonicity (Specific),16,"['Cats', 'Horses', 'Mice']",Elephants,"['Cats', 'Horses']",Elephants,False,False
373,Mammals,5,Premise Monotonicity (Specific),17,"['Lions', 'Pigs', 'Foxes']",Donkeys,"['Lions', 'Pigs']",Donkeys,False,False
374,Mammals,5,Premise Monotonicity (Specific),18,"['Donkeys', 'Dogs', 'Mice']",Camels,"['Donkeys', 'Dogs']",Camels,False,False
375,Mammals,5,Premise Monotonicity (Specific),20,"['Lions', 'Wolves', 'Hedgehogs']",Elephants,"['Lions', 'Wolves']",Elephants,False,False
376,Mammals,5,Premise Monotonicity (Specific),22,"['Foxes', 'Kangaroos']",Elephants,"['Foxes', 'Kangaroos', 'Beavers']",Elephants,False,True
377,Mammals,5,Premise Monotonicity (Specific),23,"['Llamas', 'Horses', 'Hamsters']",Giraffes,"['Llamas', 'Horses']",Giraffes,False,False
378,Mammals,5,Premise Monotonicity (Specific),25,"['Dogs', 'Horses', 'Wolves']",Elephants,"['Dogs', 'Horses']",Elephants,False,False
379,Mammals,5,Premise Monotonicity (Specific),26,"['Sheep', 'Monkeys', 'Camels']",Squirrels,"['Sheep', 'Monkeys']",Squirrels,False,False
380,Mammals,5,Premise Monotonicity (Specific),29,"['Wolves', 'Kangaroos', 'Camels']",Hamsters,"['Wolves', 'Kangaroos']",Hamsters,False,False
381,Mammals,5,Premise Monotonicity (Specific),32,"['Squirrels', 'Cats', 'Bats']",Cows,"['Squirrels', 'Cats']",Cows,False,False
382,Mammals,5,Premise Monotonicity (Specific),37,"['Foxes', 'Giraffes', 'Hedgehogs']",Rhinos,"['Foxes', 'Giraffes']",Rhinos,False,False
383,Mammals,5,Premise Monotonicity (Specific),39,"['Monkeys', 'Horses']",Squirrels,"['Monkeys', 'Horses', 'Hippos']",Squirrels,False,True
384,Mammals,6,Premise Diversity (General),-1,"['hippo', 'rhinocerose']",Mammals,"['hippo', 'hamster']",Mammals,True,True
385,Mammals,6,Premise Diversity (General),1,"['Hamsters', 'Hedgehogs']",Mammals,"['Hamsters', 'Camels']",Mammals,False,True
386,Mammals,6,Premise Diversity (General),2,"['Giraffes', 'Squirrels']",Mammals,"['Giraffes', 'Llamas']",Mammals,False,False
387,Mammals,6,Premise Diversity (General),4,"['Wolves', 'Bats']",Mammals,"['Wolves', 'Foxes']",Mammals,False,False
388,Mammals,6,Premise Diversity (General),6,"['Zebras', 'Bats']",Mammals,"['Zebras', 'Giraffes']",Mammals,False,False
389,Mammals,6,Premise Diversity (General),7,"['Hippos', 'Bats']",Mammals,"['Hippos', 'Camels']",Mammals,False,False
390,Mammals,6,Premise Diversity (General),8,"['Dogs', 'Rhinos']",Mammals,"['Dogs', 'Rabbits']",Mammals,False,False
391,Mammals,6,Premise Diversity (General),9,"['Giraffes', 'Llamas']",Mammals,"['Giraffes', 'Beavers']",Mammals,False,True
392,Mammals,6,Premise Diversity (General),11,"['Sheep', 'Llamas']",Mammals,"['Sheep', 'Bats']",Mammals,False,True
393,Mammals,6,Premise Diversity (General),12,"['Lions', 'Mice']",Mammals,"['Lions', 'Foxes']",Mammals,False,False
394,Mammals,6,Premise Diversity (General),13,"['Rhinos', 'Bats']",Mammals,"['Rhinos', 'Hippos']",Mammals,False,False
395,Mammals,6,Premise Diversity (General),15,"['Sheep', 'Bats']",Mammals,"['Sheep', 'Pigs']",Mammals,False,False
396,Mammals,6,Premise Diversity (General),16,"['Cats', 'Kangaroos']",Mammals,"['Cats', 'Lions']",Mammals,False,False
397,Mammals,6,Premise Diversity (General),17,"['Cows', 'Donkeys']",Mammals,"['Cows', 'Squirrels']",Mammals,False,True
398,Mammals,6,Premise Diversity (General),18,"['Cats', 'Rhinos']",Mammals,"['Cats', 'Wolves']",Mammals,False,False
399,Mammals,6,Premise Diversity (General),19,"['Mice', 'Squirrels']",Mammals,"['Mice', 'Llamas']",Mammals,False,True
400,Mammals,6,Premise Diversity (General),20,"['Tigers', 'Bats']",Mammals,"['Tigers', 'Wolves']",Mammals,False,False
401,Mammals,6,Premise Diversity (General),22,"['Dogs', 'Giraffes']",Mammals,"['Dogs', 'Rabbits']",Mammals,False,False
402,Mammals,6,Premise Diversity (General),23,"['Horses', 'Zebras']",Mammals,"['Horses', 'Rabbits']",Mammals,False,True
403,Mammals,6,Premise Diversity (General),24,"['Tigers', 'Bats']",Mammals,"['Tigers', 'Foxes']",Mammals,False,False
404,Mammals,6,Premise Diversity (General),25,"['Zebras', 'Hedgehogs']",Mammals,"['Zebras', 'Giraffes']",Mammals,False,False
405,Mammals,6,Premise Diversity (General),27,"['Rabbits', 'Elephants']",Mammals,"['Rabbits', 'Hamsters']",Mammals,False,False
406,Mammals,6,Premise Diversity (General),28,"['Tigers', 'Mice']",Mammals,"['Tigers', 'Llamas']",Mammals,False,False
407,Mammals,6,Premise Diversity (General),29,"['Tigers', 'Hedgehogs']",Mammals,"['Tigers', 'Foxes']",Mammals,False,False
408,Mammals,7,Premise Diversity (Specific),-1,"['lion', 'giraffe']",rabbit,"['lion', 'tiger']",rabbit,True,False
409,Mammals,7,Premise Diversity (Specific),0,"['Hippos', 'Mice']",Foxes,"['Hippos', 'Elephants']",Foxes,False,False
410,Mammals,7,Premise Diversity (Specific),2,"['Zebras', 'Rhinos']",Sheep,"['Zebras', 'Mice']",Sheep,False,True
411,Mammals,7,Premise Diversity (Specific),31,"['Hippos', 'Elephants']",Foxes,"['Hippos', 'Bats']",Foxes,False,True
412,Mammals,7,Premise Diversity (Specific),53,"['Zebras', 'Squirrels']",Sheep,"['Zebras', 'Rhinos']",Sheep,False,False
413,Mammals,7,Premise Diversity (Specific),54,"['Elephants', 'Mice']",Dogs,"['Elephants', 'Giraffes']",Dogs,False,False
414,Mammals,7,Premise Diversity (Specific),75,"['Llamas', 'Camels']",Wolves,"['Llamas', 'Beavers']",Wolves,False,True
415,Mammals,7,Premise Diversity (Specific),81,"['Squirrels', 'Mice']",Foxes,"['Squirrels', 'Giraffes']",Foxes,False,True
416,Mammals,7,Premise Diversity (Specific),87,"['Squirrels', 'Mice']",Wolves,"['Squirrels', 'Hippos']",Wolves,False,True
417,Mammals,7,Premise Diversity (Specific),123,"['Beavers', 'Hamsters']",Wolves,"['Beavers', 'Elephants']",Wolves,False,True
418,Mammals,7,Premise Diversity (Specific),146,"['Rhinos', 'Hippos']",Sheep,"['Rhinos', 'Hedgehogs']",Sheep,False,True
419,Mammals,7,Premise Diversity (Specific),149,"['Camels', 'Hamsters']",Dogs,"['Camels', 'Giraffes']",Dogs,False,False
420,Mammals,7,Premise Diversity (Specific),152,"['Squirrels', 'Hedgehogs']",Sheep,"['Squirrels', 'Elephants']",Sheep,False,True
421,Mammals,7,Premise Diversity (Specific),157,"['Camels', 'Hippos']",Sheep,"['Camels', 'Mice']",Sheep,False,True
422,Mammals,7,Premise Diversity (Specific),167,"['Beavers', 'Bats']",Rhinos,"['Beavers', 'Hamsters']",Rhinos,False,False
423,Mammals,7,Premise Diversity (Specific),195,"['Squirrels', 'Zebras']",Foxes,"['Squirrels', 'Hedgehogs']",Foxes,False,False
424,Mammals,7,Premise Diversity (Specific),211,"['Horses', 'Cows']",Dogs,"['Horses', 'Hamsters']",Dogs,False,True
425,Mammals,7,Premise Diversity (Specific),225,"['Deer', 'Zebras']",Cats,"['Deer', 'Bats']",Cats,False,True
426,Mammals,7,Premise Diversity (Specific),248,"['Beavers', 'Hamsters']",Donkeys,"['Beavers', 'Bats']",Donkeys,False,True
427,Mammals,7,Premise Diversity (Specific),251,"['Giraffes', 'Mice']",Foxes,"['Giraffes', 'Elephants']",Foxes,False,False
428,Mammals,7,Premise Diversity (Specific),258,"['Deer', 'Monkeys']",Dogs,"['Deer', 'Giraffes']",Dogs,False,False
429,Mammals,7,Premise Diversity (Specific),259,"['Hippos', 'Squirrels']",Dogs,"['Hippos', 'Rhinos']",Dogs,False,False
430,Mammals,7,Premise Diversity (Specific),308,"['Beavers', 'Hamsters']",Giraffes,"['Beavers', 'Bats']",Giraffes,False,True
431,Mammals,7,Premise Diversity (Specific),325,"['Tigers', 'Llamas']",Cats,"['Tigers', 'Mice']",Cats,False,True
432,Mammals,8,Nonmonotonicity (General),0,"['Hedgehogs', 'Llamas']",Mammals,"['Hedgehogs', 'Llamas', 'Cobras']",Mammals,False,False
433,Mammals,8,Nonmonotonicity (General),1,"['Squirrels', 'Tigers']",Mammals,"['Squirrels', 'Tigers', 'Iguanas']",Mammals,False,False
434,Mammals,8,Nonmonotonicity (General),2,"['Beavers', 'Mice', 'Turtles']",Mammals,"['Beavers', 'Mice']",Mammals,False,True
435,Mammals,8,Nonmonotonicity (General),3,"['Sheep', 'Camels']",Mammals,"['Sheep', 'Camels', 'Toads']",Mammals,False,False
436,Mammals,8,Nonmonotonicity (General),4,"['Giraffes', 'Horses']",Mammals,"['Giraffes', 'Horses', 'Dinosaurs']",Mammals,False,False
437,Mammals,8,Nonmonotonicity (General),5,"['Donkeys', 'Lions', 'Cobras']",Mammals,"['Donkeys', 'Lions']",Mammals,False,True
438,Mammals,8,Nonmonotonicity (General),6,"['Sheep', 'Hedgehogs']",Mammals,"['Sheep', 'Hedgehogs', 'Dinosaurs']",Mammals,False,False
439,Mammals,8,Nonmonotonicity (General),7,"['Beavers', 'Llamas', 'Alligators']",Mammals,"['Beavers', 'Llamas']",Mammals,False,True
440,Mammals,8,Nonmonotonicity (General),8,"['Sheep', 'Rhinos']",Mammals,"['Sheep', 'Rhinos', 'Frogs']",Mammals,False,False
441,Mammals,8,Nonmonotonicity (General),9,"['Squirrels', 'Hamsters']",Mammals,"['Squirrels', 'Hamsters', 'Iguanas']",Mammals,False,False
