,domain,conclusion_type,argument,premises,conclusion,avg_ranking,avg_rating,is_osherson,is_single_premise,is_control,is_tutorial,num_ratings,premise_typicality,premise_conclusion_similarity,scm_score,best_scm_score,best_scm_alpha
249,Mammals,General,"(('Cows',), 'All mammals')","('Cows',)",All mammals,5.484848484848484,53.525252525252526,False,True,False,False,99,"(17.60714286,)","(None,)",8.572368421052632,8.572368421052632,0.15
250,Mammals,Specific,"(('Cows',), 'Cats')","('Cows',)",Cats,12.3,34.75,False,True,False,False,20,"(17.60714286,)","(6.578947368421052,)",7.575657894736842,6.578947368421052,1.0
251,Mammals,Specific,"(('Cows',), 'Donkeys')","('Cows',)",Donkeys,7.1,47.2,False,True,False,False,10,"(17.60714286,)","(11.157894736842104,)",9.865131578947368,11.157894736842104,1.0
252,Mammals,Specific,"(('Cows',), 'Hippos')","('Cows',)",Hippos,8.2,50.9,False,True,False,False,20,"(17.60714286,)","(10.526315789473685,)",9.549342105263158,10.526315789473685,1.0
253,Mammals,Specific,"(('Cows',), 'Horses')","('Cows',)",Horses,10.25,54.15,True,True,False,False,20,"(17.60714286,)","(11.210526315789474,)",9.891447368421051,11.210526315789474,1.0
254,Mammals,Specific,"(('Cows',), 'Llamas')","('Cows',)",Llamas,11.333333333333334,47.22222222222222,False,True,False,False,9,"(17.60714286,)","(9.68421052631579,)",9.12828947368421,9.68421052631579,1.0
255,Mammals,Specific,"(('Cows',), 'Mice')","('Cows',)",Mice,14.75,28.65,False,True,False,False,20,"(17.60714286,)","(5.421052631578948,)",6.996710526315789,5.421052631578948,1.0
256,Mammals,Specific,"(('Cows',), 'Rhinos')","('Cows',)",Rhinos,7.7,57.4,False,True,False,False,10,"(17.60714286,)","(9.526315789473685,)",9.049342105263158,9.526315789473685,1.0
257,Birds,General,"(('Crows', 'Chickens'), 'All birds')","('Crows', 'Chickens')",All birds,3.2,76.5,False,False,False,False,10,"(18.10714286, 11.57142857)","(None, None)",11.620098039215684,11.620098039215685,0.3
258,Birds,Specific,"(('Crows', 'Chickens'), 'Woodpeckers')","('Crows', 'Chickens')",Woodpeckers,5.4,67.3,False,False,False,False,10,"(18.10714286, 11.57142857)","(12.647058823529411, 6.823529411764706)",12.133578431372548,12.647058823529411,1.0
259,Birds,Specific,"(('Crows', 'Eagles'), 'Robins')","('Crows', 'Eagles')",Robins,5.6,67.0,False,False,False,False,10,"(18.10714286, 16.92592593)","(7.0, 6.470588235294118)",8.863970588235293,7.0,1.0
260,Birds,General,"(('Crows', 'Roosters'), 'All birds')","('Crows', 'Roosters')",All birds,5.2,72.9,False,False,False,False,10,"(18.10714286, 11.07142857)","(None, None)",11.161764705882351,11.161764705882351,0.3
261,Birds,General,"(('Crows', 'Sparrows'), 'All birds')","('Crows', 'Sparrows')",All birds,3.1,65.9,False,False,False,False,10,"(18.10714286, 19.17857143)","(None, None)",11.012254901960786,11.012254901960786,0.3
262,Birds,General,"(('Crows',), 'All birds')","('Crows',)",All birds,6.4818181818181815,53.68181818181818,False,True,False,False,110,"(18.10714286,)","(None,)",9.79656862745098,9.79656862745098,0.45
263,Birds,Specific,"(('Crows',), 'Peacocks')","('Crows',)",Peacocks,12.9,43.4,False,True,False,False,10,"(18.10714286,)","(7.529411764705882,)",8.662990196078432,7.529411764705882,1.0
264,Birds,Specific,"(('Crows',), 'Pelicans')","('Crows',)",Pelicans,10.75,47.95,False,True,False,False,20,"(18.10714286,)","(7.9411764705882355,)",8.868872549019608,7.9411764705882355,1.0
265,Birds,Specific,"(('Crows',), 'Ravens')","('Crows',)",Ravens,2.8,85.52,False,True,False,False,100,"(18.10714286,)","(None,)",4.89828431372549,0.0,1.0
266,Birds,Specific,"(('Crows',), 'Robins')","('Crows',)",Robins,6.4,71.2,False,True,False,False,10,"(18.10714286,)","(7.0,)",8.39828431372549,7.0,1.0
267,Birds,Specific,"(('Crows',), 'Swans')","('Crows',)",Swans,10.85,41.1,False,True,False,False,20,"(18.10714286,)","(6.823529411764706,)",8.310049019607844,6.823529411764706,1.0
268,Birds,Specific,"(('Crows',), 'Woodpeckers')","('Crows',)",Woodpeckers,9.6,54.9,False,True,False,False,10,"(18.10714286,)","(12.647058823529411,)",11.221813725490197,12.647058823529411,1.0
269,Mammals,General,"(('Deer', 'Cats'), 'All mammals')","('Deer', 'Cats')",All mammals,4.0,57.7,False,False,False,False,10,"(16.53571429, 18.53571429)","(None, None)",10.530701754385964,10.530701754385964,0.95
270,Mammals,Specific,"(('Deer', 'Horses'), 'Donkeys')","('Deer', 'Horses')",Donkeys,3.7,77.1,False,False,False,False,10,"(16.53571429, 17.53571429)","(10.842105263157896, 16.473684210526315)",13.269736842105264,12.949342105263158,0.45
271,Mammals,Specific,"(('Deer', 'Rabbits'), 'Foxes')","('Deer', 'Rabbits')",Foxes,4.5,68.6,False,False,False,False,10,"(16.53571429, 16.64285714)","(8.947368421052632, 7.842105263157895)",9.610745614035087,9.677083333333332,0.45
272,Mammals,Specific,"(('Deer', 'Rabbits'), 'Rhinos')","('Deer', 'Rabbits')",Rhinos,6.6,51.3,False,False,False,False,10,"(16.53571429, 16.64285714)","(8.157894736842104, 5.526315789473684)",9.216008771929824,9.321820175438596,0.45
273,Mammals,General,"(('Deer', 'Rhinos'), 'All mammals')","('Deer', 'Rhinos')",All mammals,5.0,57.1,False,False,False,False,10,"(16.53571429, 15.14285714)","(None, None)",9.780701754385966,9.780701754385966,0.95
274,Mammals,General,"(('Deer', 'Squirrels'), 'All mammals')","('Deer', 'Squirrels')",All mammals,4.0,63.0,False,False,False,False,10,"(16.53571429, 14.57142857)","(None, None)",10.203947368421051,10.203947368421053,0.95
275,Mammals,Specific,"(('Deer', 'Wolves'), 'Hedgehogs')","('Deer', 'Wolves')",Hedgehogs,6.7,46.7,False,False,False,False,10,"(16.53571429, 17.03571429)","(6.105263157894737, 5.473684210526316)",8.110745614035087,8.311293859649123,0.45
276,Mammals,Specific,"(('Deer', 'Zebras'), 'Lions')","('Deer', 'Zebras')",Lions,5.3,53.9,False,False,False,False,10,"(16.53571429, 16.03571429)","(7.684210526315789, 9.473684210526315)",9.702850877192985,9.72576754385965,0.45
277,Mammals,General,"(('Deer',), 'All mammals')","('Deer',)",All mammals,6.323232323232324,50.38383838383838,False,True,False,False,99,"(16.53571429,)","(None,)",8.837719298245615,8.837719298245615,0.15
278,Mammals,Specific,"(('Deer',), 'Donkeys')","('Deer',)",Donkeys,7.2,58.55,False,True,False,False,20,"(16.53571429,)","(10.842105263157896,)",9.839912280701755,10.842105263157896,1.0
279,Mammals,Specific,"(('Deer',), 'Foxes')","('Deer',)",Foxes,8.8,48.05,False,True,False,False,20,"(16.53571429,)","(8.947368421052632,)",8.892543859649123,8.947368421052632,1.0
280,Mammals,Specific,"(('Deer',), 'Hedgehogs')","('Deer',)",Hedgehogs,10.7,31.6,False,True,False,False,10,"(16.53571429,)","(6.105263157894737,)",7.471491228070176,6.105263157894737,1.0
281,Mammals,Specific,"(('Deer',), 'Hippos')","('Deer',)",Hippos,12.0,48.0,False,True,False,False,10,"(16.53571429,)","(7.684210526315789,)",8.260964912280702,7.684210526315789,1.0
282,Mammals,Specific,"(('Deer',), 'Lions')","('Deer',)",Lions,8.8,35.3,False,True,False,False,10,"(16.53571429,)","(7.684210526315789,)",8.260964912280702,7.684210526315789,1.0
283,Mammals,Specific,"(('Deer',), 'Rhinos')","('Deer',)",Rhinos,9.2,53.0,False,True,False,False,10,"(16.53571429,)","(8.157894736842104,)",8.49780701754386,8.157894736842104,1.0
284,Mammals,Specific,"(('Deer',), 'Squirrels')","('Deer',)",Squirrels,12.263157894736842,32.0,False,True,False,False,19,"(16.53571429,)","(7.105263157894737,)",7.971491228070176,7.105263157894737,1.0
285,Mammals,Specific,"(('Deer',), 'Zebras')","('Deer',)",Zebras,5.6,72.1,False,True,False,False,10,"(16.53571429,)","(10.105263157894736,)",9.471491228070176,10.105263157894736,1.0
286,Mammals,Specific,"(('Dogs', 'Cows'), 'Cats')","('Dogs', 'Cows')",Cats,4.7,60.1,False,False,False,False,10,"(18.53571429, 17.60714286)","(11.947368421052632, 6.578947368421052)",11.150219298245611,11.070504385964913,0.45
287,Mammals,General,"(('Dogs', 'Foxes'), 'All mammals')","('Dogs', 'Foxes')",All mammals,4.4,67.1,False,False,False,False,10,"(18.53571429, 16.25)","(None, None)",9.394736842105264,9.394736842105264,0.95
288,Mammals,General,"(('Dogs', 'Hamsters'), 'All mammals')","('Dogs', 'Hamsters')",All mammals,3.9,68.2,False,False,False,False,10,"(18.53571429, 14.57142857)","(None, None)",10.232456140350877,10.232456140350877,0.95
289,Mammals,General,"(('Dogs', 'Hedgehogs'), 'All mammals')","('Dogs', 'Hedgehogs')",All mammals,4.9,45.5,False,False,False,False,10,"(18.53571429, 13.17857143)","(None, None)",9.730263157894736,9.730263157894736,0.95
290,Mammals,General,"(('Dogs', 'Horses'), 'All mammals')","('Dogs', 'Horses')",All mammals,3.7,71.1,False,False,False,False,10,"(18.53571429, 17.53571429)","(None, None)",10.918859649122808,10.918859649122808,0.95
291,Mammals,General,"(('Dogs', 'Wolves'), 'All mammals')","('Dogs', 'Wolves')",All mammals,5.7,45.8,False,False,False,False,10,"(18.53571429, 17.03571429)","(None, None)",9.445175438596491,9.445175438596491,0.95
292,Mammals,General,"(('Dogs',), 'All mammals')","('Dogs',)",All mammals,5.292929292929293,54.77777777777778,False,True,False,False,99,"(18.53571429,)","(None,)",8.785087719298247,8.785087719298247,0.15
293,Mammals,Specific,"(('Dogs',), 'Canines')","('Dogs',)",Canines,2.4201680672268906,90.53781512605042,False,True,False,False,119,"(18.53571429,)","(None,)",4.392543859649123,0.0,1.0
294,Mammals,Specific,"(('Dogs',), 'Cats')","('Dogs',)",Cats,8.65,49.9,False,True,False,False,20,"(18.53571429,)","(11.947368421052632,)",10.366228070175438,11.947368421052632,1.0
295,Mammals,Specific,"(('Dogs',), 'Foxes')","('Dogs',)",Foxes,7.1,70.1,False,True,False,False,10,"(18.53571429,)","(12.578947368421053,)",10.68201754385965,12.578947368421053,1.0
296,Mammals,Specific,"(('Dogs',), 'Rabbits')","('Dogs',)",Rabbits,11.7,29.5,False,True,False,False,10,"(18.53571429,)","(9.157894736842104,)",8.971491228070175,9.157894736842104,1.0
297,Mammals,Specific,"(('Dolphins', 'Elephants'), 'Horses')","('Dolphins', 'Elephants')",Horses,10.3,45.9,True,False,False,False,10,"(None, 16.25)","(None, 8.842105263157896)",8.449561403508772,8.410307017543861,0.45
298,Mammals,Specific,"(('Dolphins', 'Rhinos'), 'Horses')","('Dolphins', 'Rhinos')",Horses,7.7,53.3,True,False,False,False,10,"(None, 15.14285714)","(None, 9.68421052631579)",8.970394736842106,8.899013157894737,0.45
299,Mammals,Specific,"(('Dolphins', 'Seals'), 'Horses')","('Dolphins', 'Seals')",Horses,9.6,43.1,True,False,False,False,10,"(None, None)","(None, None)",0.0,0.0,0.45
300,Mammals,Specific,"(('Dolphins',), 'Horses')","('Dolphins',)",Horses,10.55,50.1,True,True,False,False,20,"(None,)","(None,)",0.0,0.0,1.0
301,Mammals,General,"(('Donkeys', 'Beavers'), 'All mammals')","('Donkeys', 'Beavers')",All mammals,4.4,52.9,False,False,False,False,10,"(16.82142857, 14.0)","(None, None)",10.328947368421051,10.328947368421053,0.95
302,Mammals,General,"(('Donkeys', 'Giraffes'), 'All mammals')","('Donkeys', 'Giraffes')",All mammals,4.8,70.0,False,False,False,False,10,"(16.82142857, 15.96428571)","(None, None)",9.74561403508772,9.74561403508772,0.95
303,Mammals,General,"(('Donkeys', 'Hamsters'), 'All mammals')","('Donkeys', 'Hamsters')",All mammals,5.7,45.0,False,False,False,False,10,"(16.82142857, 14.57142857)","(None, None)",10.861842105263158,10.861842105263158,0.95
304,Mammals,Specific,"(('Donkeys', 'Hamsters'), 'Zebras')","('Donkeys', 'Hamsters')",Zebras,5.0,67.2,False,False,False,False,10,"(16.82142857, 14.57142857)","(12.578947368421053, 6.2631578947368425)",11.720394736842106,11.63453947368421,0.45
305,Mammals,General,"(('Donkeys', 'Horses'), 'All mammals')","('Donkeys', 'Horses')",All mammals,5.6,63.8,False,False,False,False,10,"(16.82142857, 17.53571429)","(None, None)",9.710526315789474,9.710526315789474,0.95
306,Mammals,General,"(('Donkeys', 'Lions'), 'All mammals')","('Donkeys', 'Lions')",All mammals,3.4,63.1,False,False,False,False,10,"(16.82142857, 17.67857143)","(None, None)",10.49780701754386,10.49780701754386,0.95
307,Mammals,General,"(('Donkeys',), 'All mammals')","('Donkeys',)",All mammals,6.656565656565657,49.63636363636363,False,True,False,False,99,"(16.82142857,)","(None,)",9.078947368421051,9.078947368421053,0.15
308,Mammals,Specific,"(('Donkeys',), 'Horses')","('Donkeys',)",Horses,4.666666666666667,77.13333333333334,False,True,False,False,30,"(16.82142857,)","(16.473684210526315,)",12.776315789473683,16.473684210526315,1.0
309,Mammals,Specific,"(('Donkeys',), 'Llamas')","('Donkeys',)",Llamas,9.0,56.0,False,True,False,False,9,"(16.82142857,)","(11.368421052631579,)",10.223684210526317,11.368421052631579,1.0
310,Mammals,Specific,"(('Donkeys',), 'Zebras')","('Donkeys',)",Zebras,4.733333333333333,70.23333333333333,False,True,False,False,30,"(16.82142857,)","(12.578947368421053,)",10.828947368421051,12.578947368421053,1.0
311,Birds,General,"(('Doves', 'Herons'), 'All birds')","('Doves', 'Herons')",All birds,5.8,53.3,False,False,False,False,10,"(18.14285714, 16.10714286)","(None, None)",11.688725490196076,11.688725490196077,0.3
312,Birds,Specific,"(('Doves', 'Herons'), 'Storks')","('Doves', 'Herons')",Storks,4.0,72.8,False,False,False,False,10,"(18.14285714, 16.10714286)","(8.0, 15.0)",13.34436274509804,15.0,1.0
313,Birds,General,"(('Doves', 'Magpies'), 'All birds')","('Doves', 'Magpies')",All birds,5.0,53.9,False,False,False,False,10,"(18.14285714, 17.89285714)","(None, None)",11.176470588235295,11.176470588235295,0.3
314,Birds,Specific,"(('Doves', 'Swallows'), 'Peacocks')","('Doves', 'Swallows')",Peacocks,4.8,57.3,False,False,False,False,10,"(18.14285714, 17.85714286)","(9.529411764705882, 8.235294117647058)",10.167892156862743,9.529411764705882,1.0
315,Birds,General,"(('Doves', 'Turkeys'), 'All birds')","('Doves', 'Turkeys')",All birds,3.9,62.7,False,False,False,False,10,"(18.14285714, 11.67857143)","(None, None)",11.458333333333334,11.458333333333334,0.3
316,Birds,General,"(('Doves',), 'All birds')","('Doves',)",All birds,5.863636363636363,57.17272727272727,False,True,False,False,110,"(18.14285714,)","(None,)",9.955882352941176,9.955882352941176,0.45
317,Birds,Specific,"(('Doves',), 'Ducks')","('Doves',)",Ducks,11.1,50.6,False,True,False,False,10,"(18.14285714,)","(10.823529411764707,)",10.389705882352942,10.823529411764707,1.0
318,Birds,Specific,"(('Doves',), 'Peacocks')","('Doves',)",Peacocks,12.2,40.3,False,True,False,False,10,"(18.14285714,)","(9.529411764705882,)",9.742647058823527,9.529411764705882,1.0
319,Birds,Specific,"(('Doves',), 'Robins')","('Doves',)",Robins,7.2,61.0,False,True,False,False,10,"(18.14285714,)","(11.470588235294118,)",10.713235294117649,11.470588235294118,1.0
320,Birds,Specific,"(('Doves',), 'Storks')","('Doves',)",Storks,10.2,54.7,False,True,False,False,20,"(18.14285714,)","(8.0,)",8.977941176470587,8.0,1.0
321,Birds,Specific,"(('Doves',), 'Swallows')","('Doves',)",Swallows,8.5,60.9,False,True,False,False,10,"(18.14285714,)","(10.941176470588236,)",10.448529411764708,10.941176470588236,1.0
322,Birds,Specific,"(('Ducks', 'Magpies'), 'Turkeys')","('Ducks', 'Magpies')",Turkeys,6.6,55.3,False,False,False,False,10,"(12.78571429, 17.89285714)","(13.117647058823529, 7.294117647058823)",12.36519607843137,13.117647058823529,1.0
323,Birds,General,"(('Ducks', 'Ostriches'), 'All birds')","('Ducks', 'Ostriches')",All birds,3.4,71.3,False,False,False,False,10,"(12.78571429, 11.21428571)","(None, None)",10.237745098039214,10.237745098039214,0.3
324,Birds,General,"(('Ducks', 'Storks'), 'All birds')","('Ducks', 'Storks')",All birds,5.5,60.1,False,False,False,False,10,"(12.78571429, 15.39285714)","(None, None)",10.705882352941176,10.705882352941176,0.3
325,Birds,Specific,"(('Ducks', 'Storks'), 'Eagles')","('Ducks', 'Storks')",Eagles,6.2,50.8,False,False,False,False,10,"(12.78571429, 15.39285714)","(6.9411764705882355, 9.705882352941176)",10.205882352941176,9.705882352941176,1.0
326,Birds,Specific,"(('Ducks', 'Storks'), 'Pelicans')","('Ducks', 'Storks')",Pelicans,3.6,71.6,False,False,False,False,10,"(12.78571429, 15.39285714)","(10.117647058823529, 14.0)",12.352941176470589,14.0,1.0
327,Birds,Specific,"(('Ducks', 'Swallows'), 'Chickens')","('Ducks', 'Swallows')",Chickens,5.3,67.2,False,False,False,False,10,"(12.78571429, 17.85714286)","(12.529411764705882, 7.0)",11.904411764705882,12.529411764705882,1.0
328,Birds,Specific,"(('Ducks', 'Turkeys'), 'Pelicans')","('Ducks', 'Turkeys')",Pelicans,4.3,62.9,False,False,False,False,10,"(12.78571429, 11.67857143)","(10.117647058823529, 10.294117647058824)",10.305147058823527,10.294117647058824,1.0
329,Birds,Specific,"(('Ducks', 'Vultures'), 'Turkeys')","('Ducks', 'Vultures')",Turkeys,4.4,57.0,False,False,False,False,10,"(12.78571429, 15.14285714)","(13.117647058823529, 8.0)",12.09436274509804,13.117647058823529,1.0
330,Birds,General,"(('Ducks',), 'All birds')","('Ducks',)",All birds,7.481818181818181,49.60909090909091,False,True,False,False,110,"(12.78571429,)","(None,)",9.178921568627452,9.178921568627452,0.45
331,Birds,Specific,"(('Ducks',), 'Chickens')","('Ducks',)",Chickens,7.233333333333333,67.56666666666666,False,True,False,False,30,"(12.78571429,)","(12.529411764705882,)",10.854166666666668,12.529411764705882,1.0
332,Birds,Specific,"(('Ducks',), 'Eagles')","('Ducks',)",Eagles,15.3,29.2,False,True,False,False,10,"(12.78571429,)","(6.9411764705882355,)",8.060049019607844,6.9411764705882355,1.0
333,Birds,Specific,"(('Ducks',), 'Magpies')","('Ducks',)",Magpies,13.45,47.75,False,True,False,False,20,"(12.78571429,)","(8.058823529411764,)",8.618872549019608,8.058823529411764,1.0
334,Birds,Specific,"(('Ducks',), 'Pelicans')","('Ducks',)",Pelicans,8.966666666666667,57.23333333333333,False,True,False,False,30,"(12.78571429,)","(10.117647058823529,)",9.64828431372549,10.117647058823529,1.0
335,Birds,Specific,"(('Ducks',), 'Seagulls')","('Ducks',)",Seagulls,10.3,56.9,False,True,False,False,10,"(12.78571429,)","(8.588235294117647,)",8.883578431372548,8.588235294117647,1.0
336,Birds,Specific,"(('Ducks',), 'Sparrows')","('Ducks',)",Sparrows,12.2,53.4,False,True,False,False,10,"(12.78571429,)","(7.176470588235294,)",8.177696078431373,7.176470588235294,1.0
337,Birds,Specific,"(('Ducks',), 'Storks')","('Ducks',)",Storks,7.8,65.5,False,True,False,False,10,"(12.78571429,)","(7.529411764705882,)",8.354166666666668,7.529411764705882,1.0
338,Birds,Specific,"(('Ducks',), 'Turkeys')","('Ducks',)",Turkeys,7.9,62.86666666666667,False,True,False,False,30,"(12.78571429,)","(13.117647058823529,)",11.14828431372549,13.117647058823529,1.0
339,Birds,Specific,"(('Eagles', 'Blackbirds'), 'Magpies')","('Eagles', 'Blackbirds')",Magpies,6.2,62.3,False,False,False,False,10,"(16.92592593, 18.82142857)","(8.411764705882353, 14.058823529411764)",12.654411764705882,14.058823529411764,1.0
340,Birds,Specific,"(('Eagles', 'Ostriches'), 'Blackbirds')","('Eagles', 'Ostriches')",Blackbirds,4.8,73.4,False,False,False,False,10,"(16.92592593, 11.21428571)","(6.352941176470588, 5.529411764705882)",8.155637254901961,6.352941176470588,1.0
341,Birds,Specific,"(('Eagles', 'Parrots'), 'Falcons')","('Eagles', 'Parrots')",Falcons,6.4,66.3,False,False,False,False,10,"(16.92592593, 15.85714286)","(15.294117647058824, 8.529411764705882)",12.854166666666668,15.294117647058824,1.0
342,Birds,General,"(('Eagles', 'Peacocks'), 'All birds')","('Eagles', 'Peacocks')",All birds,4.3,62.9,False,False,False,False,10,"(16.92592593, 12.28571429)","(None, None)",10.625,10.625,0.3
343,Birds,General,"(('Eagles', 'Pelicans'), 'All birds')","('Eagles', 'Pelicans')",All birds,3.6,62.9,False,False,False,False,10,"(16.92592593, 12.57142857)","(None, None)",10.431372549019608,10.431372549019608,0.3
344,Birds,General,"(('Eagles', 'Robins'), 'All birds')","('Eagles', 'Robins')",All birds,4.0,71.0,False,False,False,False,10,"(16.92592593, 18.32142857)","(None, None)",10.901960784313728,10.901960784313728,0.3
345,Birds,General,"(('Eagles', 'Storks'), 'All birds')","('Eagles', 'Storks')",All birds,4.0,59.2,False,False,False,False,10,"(16.92592593, 15.39285714)","(None, None)",10.35049019607843,10.35049019607843,0.3
346,Birds,Specific,"(('Eagles', 'Turkeys'), 'Vultures')","('Eagles', 'Turkeys')",Vultures,3.7,70.6,False,False,False,False,10,"(16.92592593, 11.67857143)","(14.823529411764707, 8.0)",13.026960784313726,14.823529411764707,1.0
347,Birds,General,"(('Eagles', 'Vultures'), 'All birds')","('Eagles', 'Vultures')",All birds,5.9,52.0,False,False,False,False,10,"(16.92592593, 15.14285714)","(None, None)",9.70343137254902,9.70343137254902,0.3
348,Birds,Specific,"(('Eagles', 'Vultures'), 'Canaries')","('Eagles', 'Vultures')",Canaries,5.8,50.6,False,False,False,False,10,"(16.92592593, 15.14285714)","(6.0, 6.294117647058823)",7.998774509803921,6.294117647058823,1.0
349,Birds,General,"(('Eagles',), 'All birds')","('Eagles',)",All birds,6.318181818181818,54.87272727272728,False,True,False,False,110,"(16.92592593,)","(None,)",9.009803921568627,9.00980392156863,0.45
350,Birds,Specific,"(('Eagles',), 'Blackbirds')","('Eagles',)",Blackbirds,10.9,54.0,False,True,False,False,10,"(16.92592593,)","(6.352941176470588,)",7.681372549019608,6.352941176470588,1.0
351,Birds,Specific,"(('Eagles',), 'Canaries')","('Eagles',)",Canaries,11.6,42.6,False,True,False,False,10,"(16.92592593,)","(6.0,)",7.504901960784314,6.0,1.0
352,Birds,Specific,"(('Eagles',), 'Falcons')","('Eagles',)",Falcons,4.25,79.05,False,True,False,False,20,"(16.92592593,)","(15.294117647058824,)",12.151960784313726,15.294117647058824,1.0
353,Birds,Specific,"(('Eagles',), 'Magpies')","('Eagles',)",Magpies,14.0,46.3,False,True,False,False,10,"(16.92592593,)","(8.411764705882353,)",8.71078431372549,8.411764705882353,1.0
354,Birds,Specific,"(('Eagles',), 'Robins')","('Eagles',)",Robins,12.7,53.6,False,True,False,False,10,"(16.92592593,)","(6.470588235294118,)",7.740196078431373,6.470588235294118,1.0
355,Birds,Specific,"(('Eagles',), 'Turkeys')","('Eagles',)",Turkeys,10.1,51.1,False,True,False,False,10,"(16.92592593,)","(7.647058823529412,)",8.32843137254902,7.647058823529412,1.0
356,Birds,Specific,"(('Eagles',), 'Vultures')","('Eagles',)",Vultures,6.45,66.4,False,True,False,False,20,"(16.92592593,)","(14.823529411764707,)",11.916666666666668,14.823529411764707,1.0
357,Mammals,General,"(('Elephants', 'Camels'), 'All mammals')","('Elephants', 'Camels')",All mammals,4.4,69.2,False,False,False,False,10,"(16.25, 14.42857143)","(None, None)",9.206140350877194,9.206140350877194,0.95
358,Mammals,Specific,"(('Elephants', 'Donkeys'), 'Horses')","('Elephants', 'Donkeys')",Horses,6.0,53.7,False,False,False,False,10,"(16.25, 16.82142857)","(8.842105263157896, 16.473684210526315)",13.206140350877192,12.87938596491228,0.45
359,Mammals,General,"(('Elephants', 'Giraffes'), 'All mammals')","('Elephants', 'Giraffes')",All mammals,5.0,63.3,False,False,False,False,10,"(16.25, 15.96428571)","(None, None)",9.015350877192985,9.015350877192983,0.95
360,Mammals,General,"(('Elephants', 'Hedgehogs'), 'All mammals')","('Elephants', 'Hedgehogs')",All mammals,4.4,46.1,False,False,False,False,10,"(16.25, 13.17857143)","(None, None)",9.587719298245617,9.587719298245615,0.95
361,Mammals,General,"(('Elephants', 'Llamas'), 'All mammals')","('Elephants', 'Llamas')",All mammals,4.1,48.5,False,False,False,False,10,"(16.25, 14.64285714)","(None, None)",9.962719298245617,9.962719298245615,0.95
362,Mammals,Specific,"(('Elephants', 'Llamas'), 'Squirrels')","('Elephants', 'Llamas')",Squirrels,7.7,30.3,False,False,False,False,10,"(16.25, 14.64285714)","(4.894736842105263, 6.7368421052631575)",8.349780701754387,8.51107456140351,0.45
363,Mammals,General,"(('Elephants', 'Rhinos'), 'All mammals')","('Elephants', 'Rhinos')",All mammals,5.3,48.8,False,False,False,False,10,"(16.25, 15.14285714)","(None, None)",8.817982456140351,8.817982456140351,0.95
364,Mammals,Specific,"(('Elephants', 'Rhinos'), 'Horses')","('Elephants', 'Rhinos')",Horses,10.85,45.25,True,False,False,False,20,"(16.25, 15.14285714)","(8.842105263157896, 9.68421052631579)",9.25109649122807,9.207785087719298,0.45
365,Mammals,General,"(('Elephants', 'Zebras'), 'All mammals')","('Elephants', 'Zebras')",All mammals,4.666666666666667,46.66666666666666,False,False,False,False,9,"(16.25, 16.03571429)","(None, None)",9.710526315789474,9.710526315789474,0.95
366,Mammals,General,"(('Elephants',), 'All mammals')","('Elephants',)",All mammals,6.545454545454546,51.37373737373738,False,True,False,False,99,"(16.25,)","(None,)",8.057017543859649,8.057017543859649,0.15
367,Mammals,Specific,"(('Elephants',), 'Hamsters')","('Elephants',)",Hamsters,11.5,25.7,False,True,False,False,10,"(16.25,)","(5.052631578947368,)",6.5548245614035086,5.052631578947368,1.0
368,Mammals,Specific,"(('Elephants',), 'Hedgehogs')","('Elephants',)",Hedgehogs,13.5,34.9,False,True,False,False,10,"(16.25,)","(5.947368421052632,)",7.00219298245614,5.947368421052632,1.0
369,Mammals,Specific,"(('Elephants',), 'Horses')","('Elephants',)",Horses,10.125,44.175,True,True,False,False,40,"(16.25,)","(8.842105263157896,)",8.449561403508772,8.842105263157896,1.0
370,Mammals,Specific,"(('Elephants',), 'Mice')","('Elephants',)",Mice,12.4,26.4,False,True,False,False,10,"(16.25,)","(4.7894736842105265,)",6.423245614035087,4.7894736842105265,1.0
371,Mammals,Specific,"(('Elephants',), 'Squirrels')","('Elephants',)",Squirrels,14.95,27.3,False,True,False,False,20,"(16.25,)","(4.894736842105263,)",6.475877192982456,4.894736842105263,1.0
372,Mammals,Specific,"(('Elephants',), 'Wolves')","('Elephants',)",Wolves,12.25,45.6,False,True,False,False,20,"(16.25,)","(7.0,)",7.528508771929824,7.0,1.0
373,Birds,General,"(('Falcons', 'Eagles'), 'All birds')","('Falcons', 'Eagles')",All birds,3.9,64.1,False,False,False,False,10,"(15.5, 16.92592593)","(None, None)",9.987745098039216,9.987745098039216,0.3
374,Birds,Specific,"(('Falcons', 'Robins'), 'Sparrows')","('Falcons', 'Robins')",Sparrows,3.1,74.5,False,False,False,False,10,"(15.5, 18.32142857)","(8.941176470588236, 15.470588235294118)",13.188725490196076,15.470588235294118,1.0
375,Birds,Specific,"(('Falcons', 'Sparrows'), 'Robins')","('Falcons', 'Sparrows')",Robins,5.1,67.9,False,False,False,False,10,"(15.5, 19.17857143)","(7.0, 15.470588235294118)",13.270833333333334,15.470588235294118,1.0
376,Birds,General,"(('Falcons', 'Storks'), 'All birds')","('Falcons', 'Storks')",All birds,4.2,64.5,False,False,False,False,10,"(15.5, 15.39285714)","(None, None)",10.92156862745098,10.92156862745098,0.3
377,Birds,General,"(('Falcons', 'Swans'), 'All birds')","('Falcons', 'Swans')",All birds,4.4,62.2,False,False,False,False,10,"(15.5, 12.82142857)","(None, None)",11.03186274509804,11.031862745098039,0.3
