,model,prompt_name,domain,c1,c2,a_prob,b_prob,gpt3_rating
1141,text-davinci-003,two_choice_similarity,Vehicles,Boats,Rockets,4.064751668437108e-07,0.9996948153283188,-0.999694408853152
1142,text-davinci-003,two_choice_similarity,Vehicles,Boats,Skateboards,0.0,0.9996726391942453,-0.9996726391942453
1143,text-davinci-003,two_choice_similarity,Vehicles,Boats,Sleds,0.0,0.9996256124005344,-0.9996256124005344
1144,text-davinci-003,two_choice_similarity,Vehicles,Boats,Taxis,3.31727496082085e-07,0.9997188921482183,-0.9997185604207223
1145,text-davinci-003,two_choice_similarity,Vehicles,Boats,Tractors,0.0,0.9996469495769731,-0.9996469495769731
1146,text-davinci-003,two_choice_similarity,Vehicles,Boats,Trams,0.0,0.999543655276942,-0.999543655276942
1147,text-davinci-003,two_choice_similarity,Vehicles,Boats,Trains,6.884066634792032e-06,0.999649809570987,-0.9996429255043523
1148,text-davinci-003,two_choice_similarity,Vehicles,Boats,Airplanes,7.010553460729418e-07,0.9996791963484992,-0.9996784952931531
1149,text-davinci-003,two_choice_similarity,Vehicles,Boats,Zeppelins,4.423182523655695e-05,0.9995322109174464,-0.9994879790922098
1150,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Cars,9.320856820149154e-06,0.9995733363968137,-0.9995640155399935
1151,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Boats,0.0,0.9995666626477635,-0.9995666626477635
1152,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Motorbikes,0.06377102151780825,0.9352207371903757,-0.8714497156725675
1153,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Buses,0.0,0.9996303808260039,-0.9996303808260039
1154,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Trucks,0.0,0.9995503307715258,-0.9995503307715258
1155,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Vans,0.0,0.9995390045310789,-0.9995390045310789
1156,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Caravans,0.0,0.999612617971801,-0.999612617971801
1157,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Submarines,0.0,0.9995944969885788,-0.9995944969885788
1158,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Bicycles,0.014103846745168803,0.9852915714386491,-0.9711877246934802
1159,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Helicopters,0.0,0.999586570485544,-0.999586570485544
1160,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Hovercraft,0.0,0.9995523564222967,-0.9995523564222967
1161,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Jeeps,0.0,0.9995260121877317,-0.9995260121877317
1162,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Carts,0.0,0.9995393638554202,-0.9995393638554202
1163,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Carriages,0.0,0.9995116511311443,-0.9995116511311443
1164,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Rockets,0.0,0.9995825162705946,-0.9995825162705946
1165,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Skateboards,0.0,0.9996082061212747,-0.9996082061212747
1166,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Sleds,0.0,0.9996021270424462,-0.9996021270424462
1167,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Taxis,0.0,0.9995900852380224,-0.9995900852380224
1168,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Tractors,0.0,0.9995810863688277,-0.9995810863688277
1169,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Trams,0.0,0.9995498550756411,-0.9995498550756411
1170,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Trains,0.0,0.999584187324063,-0.999584187324063
1171,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Airplanes,0.0,0.9995235071587886,-0.9995235071587886
1172,text-davinci-003,two_choice_similarity,Vehicles,Mopeds,Zeppelins,0.0,0.9996371732575481,-0.9996371732575481
1173,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Cars,0.01968355034341493,0.9797913756205108,-0.9601078252770958
1174,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Boats,0.0,0.9996270433256377,-0.9996270433256377
1175,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Mopeds,0.28504471964147904,0.7083712629721285,-0.42332654333064945
1176,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Buses,0.0,0.9996263264133718,-0.9996263264133718
1177,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Trucks,0.0,0.9995996227623664,-0.9995996227623664
1178,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Vans,0.0,0.9995529530952584,-0.9995529530952584
1179,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Caravans,0.0,0.9996494520562931,-0.9996494520562931
1180,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Submarines,0.0,0.9996512395510694,-0.9996512395510694
1181,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Bicycles,0.00022311839680936137,0.9993590010276746,-0.9991358826308653
1182,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Helicopters,0.0,0.9996476636250442,-0.9996476636250442
1183,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Hovercraft,0.0,0.999619292987313,-0.999619292987313
1184,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Jeeps,0.0,0.9994928124631048,-0.9994928124631048
1185,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Carts,0.0,0.99962739983269,-0.99962739983269
1186,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Carriages,0.0,0.9995862111542283,-0.9995862111542283
1187,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Rockets,0.0,0.99962739983269,-0.99962739983269
1188,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Skateboards,0.0,0.9996384859219676,-0.9996384859219676
1189,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Sleds,0.0,0.9996562473964696,-0.9996562473964696
1190,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Taxis,0.0,0.9996380083547914,-0.9996380083547914
1191,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Tractors,0.0,0.9996479029207306,-0.9996479029207306
1192,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Trams,0.0,0.9996086837341897,-0.9996086837341897
1193,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Trains,0.0,0.9996401542600145,-0.9996401542600145
1194,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Airplanes,0.0,0.9996504063221155,-0.9996504063221155
1195,text-davinci-003,two_choice_similarity,Vehicles,Motorbikes,Zeppelins,0.0,0.9996409884400785,-0.9996409884400785
1196,text-davinci-003,two_choice_similarity,Vehicles,Buses,Cars,0.0018961558104848726,0.997760337794479,-0.9958641819839942
1197,text-davinci-003,two_choice_similarity,Vehicles,Buses,Boats,0.0,0.9997067335610115,-0.9997067335610115
1198,text-davinci-003,two_choice_similarity,Vehicles,Buses,Mopeds,0.0,0.9996035560246884,-0.9996035560246884
1199,text-davinci-003,two_choice_similarity,Vehicles,Buses,Motorbikes,0.0,0.9996743085089924,-0.9996743085089924
1200,text-davinci-003,two_choice_similarity,Vehicles,Buses,Trucks,0.0016618214817843964,0.998112006106916,-0.9964501846251316
1201,text-davinci-003,two_choice_similarity,Vehicles,Buses,Vans,0.07599301126223289,0.9227291987476763,-0.8467361874854434
1202,text-davinci-003,two_choice_similarity,Vehicles,Buses,Caravans,0.00021021830911674929,0.9991611711138169,-0.9989509528047001
1203,text-davinci-003,two_choice_similarity,Vehicles,Buses,Submarines,0.0,0.9997660988491405,-0.9997660988491405
1204,text-davinci-003,two_choice_similarity,Vehicles,Buses,Bicycles,0.0,0.9997322445828817,-0.9997322445828817
1205,text-davinci-003,two_choice_similarity,Vehicles,Buses,Helicopters,0.0,0.9997458355052692,-0.9997458355052692
1206,text-davinci-003,two_choice_similarity,Vehicles,Buses,Hovercraft,1.0397325929874558e-06,0.9997234245940312,-0.9997223848614382
1207,text-davinci-003,two_choice_similarity,Vehicles,Buses,Jeeps,0.0,0.9997033957557386,-0.9997033957557386
1208,text-davinci-003,two_choice_similarity,Vehicles,Buses,Carts,0.0,0.999748456502372,-0.999748456502372
1209,text-davinci-003,two_choice_similarity,Vehicles,Buses,Carriages,0.00013692735886761627,0.9994721887413951,-0.9993352613825275
1210,text-davinci-003,two_choice_similarity,Vehicles,Buses,Rockets,3.1246011747331273e-07,0.9997547767221444,-0.999754464262027
1211,text-davinci-003,two_choice_similarity,Vehicles,Buses,Skateboards,0.0,0.9997458355052692,-0.9997458355052692
1212,text-davinci-003,two_choice_similarity,Vehicles,Buses,Sleds,0.0,0.9997135274211075,-0.9997135274211075
1213,text-davinci-003,two_choice_similarity,Vehicles,Buses,Taxis,0.004367920243404838,0.9953656422295073,-0.9909977219861025
1214,text-davinci-003,two_choice_similarity,Vehicles,Buses,Tractors,0.0,0.9997448811283552,-0.9997448811283552
1215,text-davinci-003,two_choice_similarity,Vehicles,Buses,Trams,0.4077227784915817,0.5850093493986238,-0.17728657090704208
1216,text-davinci-003,two_choice_similarity,Vehicles,Buses,Trains,0.21726851371206937,0.7805997925443545,-0.5633312788322852
1217,text-davinci-003,two_choice_similarity,Vehicles,Buses,Airplanes,0.0,0.9997218724846304,-0.9997218724846304
1218,text-davinci-003,two_choice_similarity,Vehicles,Buses,Zeppelins,1.411051914607485e-05,0.999641463249668,-0.9996273527305218
1219,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Cars,0.1086104773083506,0.8904610149881639,-0.7818505376798133
1220,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Boats,0.0,0.9996955265814421,-0.9996955265814421
1221,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Mopeds,0.0,0.9994928124631048,-0.9994928124631048
1222,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Motorbikes,0.0,0.999628353147807,-0.999628353147807
1223,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Buses,0.026802245705354895,0.972702287896919,-0.9459000421915641
1224,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Vans,0.5187636471625727,0.4769240142736168,0.041839632888955924
1225,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Caravans,0.0018149099986781048,0.997447471255714,-0.9956325612570359
1226,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Submarines,0.0,0.9997136475266979,-0.9997136475266979
1227,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Bicycles,0.0,0.9996878986637581,-0.9996878986637581
1228,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Helicopters,0.0,0.9996904022152882,-0.9996904022152882
1229,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Hovercraft,0.0,0.999674666032576,-0.999674666032576
1230,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Jeeps,0.005420875202990537,0.9940598786990879,-0.9886390034960973
1231,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Carts,0.0,0.9996161937724614,-0.9996161937724614
1232,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Carriages,0.0,0.9995913969509724,-0.9995913969509724
1233,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Rockets,0.0,0.9996370550304666,-0.9996370550304666
1234,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Skateboards,0.0,0.9996653060625165,-0.9996653060625165
1235,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Sleds,0.0,0.9996501670358263,-0.9996501670358263
1236,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Taxis,1.0640149748954048e-05,0.9995664243610951,-0.9995557842113462
1237,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Tractors,0.015481449163329828,0.9839698319374702,-0.9684883827741404
1238,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Trams,0.0,0.9996073710789163,-0.9996073710789163
1239,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Trains,5.358454307158035e-06,0.9996981502857946,-0.9996927918314874
1240,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Airplanes,0.0,0.9996839641298598,-0.9996839641298598
1241,text-davinci-003,two_choice_similarity,Vehicles,Trucks,Zeppelins,0.0,0.9996200079752642,-0.9996200079752642
1242,text-davinci-003,two_choice_similarity,Vehicles,Vans,Cars,0.492481737635823,0.5027202483009502,-0.01023851066512721
1243,text-davinci-003,two_choice_similarity,Vehicles,Vans,Boats,0.0,0.9996741884081282,-0.9996741884081282
1244,text-davinci-003,two_choice_similarity,Vehicles,Vans,Mopeds,0.0,0.9995207066177878,-0.9995207066177878
1245,text-davinci-003,two_choice_similarity,Vehicles,Vans,Motorbikes,0.0,0.9996501670358263,-0.9996501670358263
1246,text-davinci-003,two_choice_similarity,Vehicles,Vans,Buses,0.5610373713954514,0.42240251184712047,0.13863485954833094
1247,text-davinci-003,two_choice_similarity,Vehicles,Vans,Trucks,0.5088194502470866,0.48401089121904267,0.024808559028043964
1248,text-davinci-003,two_choice_similarity,Vehicles,Vans,Caravans,0.4078204601825268,0.5831906095569813,-0.1753701493744545
1249,text-davinci-003,two_choice_similarity,Vehicles,Vans,Submarines,0.0,0.9997155552620774,-0.9997155552620774
1250,text-davinci-003,two_choice_similarity,Vehicles,Vans,Bicycles,0.0,0.9997323637209804,-0.9997323637209804
1251,text-davinci-003,two_choice_similarity,Vehicles,Vans,Helicopters,0.0,0.9996909999503522,-0.9996909999503522
1252,text-davinci-003,two_choice_similarity,Vehicles,Vans,Hovercraft,0.0,0.9996297850264818,-0.9996297850264818
1253,text-davinci-003,two_choice_similarity,Vehicles,Vans,Jeeps,0.0009874215572898734,0.9983094182459769,-0.9973219966886869
1254,text-davinci-003,two_choice_similarity,Vehicles,Vans,Carts,2.760592870933314e-05,0.9994635474421545,-0.9994359415134452
1255,text-davinci-003,two_choice_similarity,Vehicles,Vans,Carriages,0.0002600545867360871,0.9992016444555057,-0.9989415898687697
1256,text-davinci-003,two_choice_similarity,Vehicles,Vans,Rockets,0.0,0.9997128123662656,-0.9997128123662656
1257,text-davinci-003,two_choice_similarity,Vehicles,Vans,Skateboards,0.0,0.9997101877336905,-0.9997101877336905
1258,text-davinci-003,two_choice_similarity,Vehicles,Vans,Sleds,0.0,0.9996352656717432,-0.9996352656717432
1259,text-davinci-003,two_choice_similarity,Vehicles,Vans,Taxis,0.0003029620523703095,0.9992629175788049,-0.9989599555264346
1260,text-davinci-003,two_choice_similarity,Vehicles,Vans,Tractors,0.0,0.9996095169083749,-0.9996095169083749
1261,text-davinci-003,two_choice_similarity,Vehicles,Vans,Trams,0.0,0.999530781077646,-0.999530781077646
1262,text-davinci-003,two_choice_similarity,Vehicles,Vans,Trains,4.957473078599899e-07,0.9996778845603217,-0.9996773888130138
1263,text-davinci-003,two_choice_similarity,Vehicles,Vans,Airplanes,0.0,0.9996765736835711,-0.9996765736835711
1264,text-davinci-003,two_choice_similarity,Vehicles,Vans,Zeppelins,0.0,0.9996046303491876,-0.9996046303491876
1265,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Cars,0.0003715717784324511,0.9988266106602698,-0.9984550388818373
1266,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Boats,0.0,0.9995360256693949,-0.9995360256693949
1267,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Mopeds,0.0,0.999612617971801,-0.999612617971801
1268,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Motorbikes,0.0,0.9997049440875599,-0.9997049440875599
1269,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Buses,0.004747362871761979,0.9947949849800134,-0.9900476221082514
1270,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Trucks,0.00015868300896917164,0.9993321778925133,-0.9991734948835441
1271,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Vans,0.1638382530048561,0.8321804538765354,-0.6683422008716793
1272,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Submarines,0.0,0.9996175064693089,-0.9996175064693089
1273,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Bicycles,0.0,0.9996446844395305,-0.9996446844395305
1274,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Helicopters,0.0,0.9996079687643343,-0.9996079687643343
1275,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Hovercraft,0.0,0.9995511648566429,-0.9995511648566429
1276,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Jeeps,3.350033899267914e-05,0.9992864606903348,-0.9992529603513421
1277,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Carts,0.0010594012382844902,0.9984207588157932,-0.9973613575775087
1278,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Carriages,0.001560797609879135,0.9976947132642385,-0.9961339156543594
1279,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Rockets,0.0,0.9995896095332141,-0.9995896095332141
1280,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Skateboards,0.0,0.9995924703227868,-0.9995924703227868
1281,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Sleds,0.0,0.9996120212232384,-0.9996120212232384
1282,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Taxis,0.0,0.9995121230506818,-0.9995121230506818
1283,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Tractors,0.0,0.9996269232104593,-0.9996269232104593
1284,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Trams,0.0,0.9994548433519137,-0.9994548433519137
1285,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Trains,0.0,0.9995595085648515,-0.9995595085648515
1286,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Airplanes,0.0,0.9996290681722274,-0.9996290681722274
1287,text-davinci-003,two_choice_similarity,Vehicles,Caravans,Zeppelins,0.0,0.9996324066290048,-0.9996324066290048
1288,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Cars,0.0,0.9996707324704553,-0.9996707324704553
1289,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Boats,0.006545101314898847,0.9931600291208447,-0.9866149278059458
1290,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Mopeds,0.0,0.9995360256693949,-0.9995360256693949
1291,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Motorbikes,0.0,0.9996099935922788,-0.9996099935922788
1292,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Buses,0.0,0.9997278322043761,-0.9997278322043761
1293,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Trucks,0.0,0.9997072111910117,-0.9997072111910117
1294,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Vans,0.0,0.999698507797911,-0.999698507797911
1295,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Caravans,0.0,0.9995677360330004,-0.9995677360330004
1296,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Bicycles,0.0,0.9997397546197054,-0.9997397546197054
1297,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Helicopters,0.0,0.9997124548490336,-0.9997124548490336
1298,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Hovercraft,5.355593656419737e-06,0.9996430151742515,-0.999637659580595
1299,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Jeeps,0.0,0.9996175064693089,-0.9996175064693089
1300,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Carts,0.0,0.9996991036783811,-0.9996991036783811
1301,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Carriages,0.0,0.9995882969429719,-0.9995882969429719
1302,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Rockets,1.2396381939446763e-06,0.9996660229427579,-0.9996647833045639
1303,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Skateboards,0.0,0.999655293155061,-0.999655293155061
1304,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Sleds,0.0,0.9996693014928095,-0.9996693014928095
1305,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Taxis,0.0,0.9997103078388797,-0.9997103078388797
1306,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Tractors,0.0,0.9996898063200108,-0.9996898063200108
1307,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Trams,0.0,0.9995483032657002,-0.9995483032657002
1308,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Trains,8.756757175419182e-07,0.9996983885938681,-0.9996975129181506
1309,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Airplanes,0.0,0.9997056600565032,-0.9997056600565032
1310,text-davinci-003,two_choice_similarity,Vehicles,Submarines,Zeppelins,1.0872477085954429e-05,0.9995661850849131,-0.9995553126078272
1311,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Cars,1.6039004837508002e-05,0.9996867078862267,-0.9996706688813892
1312,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Boats,0.0,0.9997342705723202,-0.9997342705723202
1313,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Mopeds,0.00020824651744715173,0.999418128053179,-0.9992098815357319
1314,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Motorbikes,0.0026217094818216575,0.9970395366397418,-0.9944178271579202
1315,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Buses,0.0,0.9997612105847319,-0.9997612105847319
1316,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Trucks,0.0,0.9997604954857865,-0.9997604954857865
1317,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Vans,0.0,0.9997588260271194,-0.9997588260271194
1318,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Caravans,0.0,0.9996579157541629,-0.9996579157541629
1319,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Submarines,0.0,0.999770509496975,-0.999770509496975
1320,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Helicopters,0.0,0.9997701528689001,-0.9997701528689001
1321,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Hovercraft,0.0,0.9997280715192532,-0.9997280715192532
1322,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Jeeps,0.0,0.9997217533177903,-0.9997217533177903
1323,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Carts,9.948894753697219e-05,0.9996234655668895,-0.9995239766193525
1324,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Carriages,0.00011383938574181321,0.9995695233716629,-0.9994556839859211
1325,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Rockets,0.0,0.9997671724285468,-0.9997671724285468
1326,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Skateboards,0.0003365048486228805,0.9994563950067624,-0.9991198901581395
1327,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Sleds,0.0,0.9997459537352187,-0.9997459537352187
1328,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Taxis,0.0,0.999791550378642,-0.999791550378642
1329,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Tractors,0.0,0.9997147201000515,-0.9997147201000515
1330,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Trams,0.0,0.9997072111910117,-0.9997072111910117
1331,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Trains,0.0,0.999750721814971,-0.999750721814971
1332,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Airplanes,0.0,0.9997368924788563,-0.9997368924788563
1333,text-davinci-003,two_choice_similarity,Vehicles,Bicycles,Zeppelins,0.0,0.9997131698936227,-0.9997131698936227
1334,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Cars,0.0,0.9996628044631981,-0.9996628044631981
1335,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Boats,0.0,0.9997091189141089,-0.9997091189141089
1336,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Mopeds,0.0,0.999553549838545,-0.999553549838545
1337,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Motorbikes,0.0,0.999665665432262,-0.999665665432262
1338,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Buses,0.0,0.999698507797911,-0.999698507797911
1339,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Trucks,0.0,0.9996840842318985,-0.9996840842318985
1340,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Vans,0.0,0.999698030152075,-0.999698030152075
1341,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Caravans,0.0,0.9995667827656965,-0.9995667827656965
1342,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Submarines,7.772241864075297e-07,0.9997191314509581,-0.9997183542267717
1343,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Bicycles,0.0,0.9997535839854146,-0.9997535839854146
1344,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Hovercraft,0.001842697957595679,0.9977840017574741,-0.9959413037998783
1345,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Jeeps,0.0,0.999631929034744,-0.999631929034744
1346,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Carts,0.0,0.999721039216797,-0.999721039216797
1347,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Carriages,0.0,0.9996427768393922,-0.9996427768393922
1348,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Rockets,1.4999060382361559e-05,0.9996154788172268,-0.9996004797568444
1349,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Skateboards,0.0,0.9997098339563119,-0.9997098339563119
1350,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Sleds,0.0,0.9996557697908184,-0.9996557697908184
1351,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Taxis,0.0,0.9997254467966307,-0.9997254467966307
1352,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Tractors,0.0,0.9996678114168494,-0.9996678114168494
1353,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Trams,0.0,0.9996092786114905,-0.9996092786114905
1354,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Trains,0.0,0.9996999378776462,-0.9996999378776462
1355,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Airplanes,0.46390390476685095,0.5342058379331123,-0.07030193316626132
1356,text-davinci-003,two_choice_similarity,Vehicles,Helicopters,Zeppelins,0.029075060492851093,0.9704778004284709,-0.9414027399356197
1357,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Cars,1.1420860572093049e-05,0.9996301415844934,-0.9996187207239213
1358,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Boats,0.0017636319293508266,0.9979073257024665,-0.9961436937731157
1359,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Mopeds,0.0,0.9996139287646864,-0.9996139287646864
1360,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Motorbikes,0.0,0.9996066561099999,-0.9996066561099999
1361,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Buses,0.0,0.999674069246972,-0.999674069246972
1362,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Trucks,0.0,0.9996623287237826,-0.9996623287237826
1363,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Vans,0.0,0.9996289508557669,-0.9996289508557669
1364,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Caravans,0.0,0.9995419861803674,-0.9995419861803674
1365,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Submarines,0.00012404154601095496,0.9994899509692535,-0.9993659094232425
1366,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Bicycles,0.0,0.9997241386867312,-0.9997241386867312
1367,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Helicopters,0.00013785350425970223,0.9994422085235386,-0.999304355019279
1368,text-davinci-003,two_choice_similarity,Vehicles,Hovercraft,Jeeps,0.0,0.9995396012160611,-0.9995396012160611
