,i,prompt_generator,domain,conclusion_type,is_single_premise,gpt3_spearmanr,gpt4_spearmanr,gpt3_scm_spearmanr,gpt4_scm_spearmanr,human_scm_spearmanr,gpt3_pval,gpt4_pval,gpt3_scm_pval,gpt4_scm_pval,human_scm_pval
19404,323,S3-C1-A1-Q1-O1-T,Birds,General,False,0.21540778560137358,0.28294886843650685,0.011607894347097261,0.2885599901883734,0.012520844146745392,0.03137130129615388,0.004338367437806308,0.9087436385620263,0.003596713935922632,0.9016010384086751
19405,323,S3-C1-A1-Q1-O1-T,Birds,General,True,0.41520979020979015,0.4160251471689218,0.5743006993006994,0.42744755244755245,-0.08741258741258742,0.04362773372993378,0.04317483833808514,0.003336787924797488,0.037210101613637456,0.684631789637014
19406,323,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.35159754871751175,0.3373376068847605,0.5541648286858959,0.519530653134428,0.41218633275976924,0.0003344902008496123,0.0005988251550165637,2.21395899427072e-09,3.047434803277399e-08,2.0344325511012225e-05
19407,323,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.45881425754274885,0.4217600040529735,0.512315144064328,0.49380786471665716,0.5808611915625881,5.07343918061172e-10,1.520749051852235e-08,1.7192552525983484e-12,1.3758149681139677e-11,2.330343838413108e-16
19408,323,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.3784405023756737,0.15751121696153464,0.29108045020075035,0.30065072370226,0.3863428605496151,0.0001034951504436591,0.11756043921668151,0.0033022066414935946,0.002370860235719877,7.182560744599269e-05
19409,323,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.24692442882249557,-0.04542153750570129,0.3031634446397188,0.7609841827768012,0.6423550087873461,0.24473914211131592,0.8330834244469101,0.14985222816974708,1.577889508022852e-05,0.0007131646303574155
19410,323,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.5126786133575335,0.7663323313753168,0.654728018708691,0.6514862168403398,0.7275299144769507,1.9272511935310793e-08,1.0471824242490643e-21,2.6865210981572232e-14,3.9629414105647643e-14,1.0225063208268745e-18
19411,323,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5602632417568354,0.7308145620130534,0.7009469901140197,0.7654680373256857,0.8302205906905166,9.044501820360797e-15,2.496055058040869e-28,2.923477774809648e-25,1.898242669906448e-32,1.861589932688432e-42
19412,323,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.615154689532487,0.3366771165932136,0.3033178698470243,0.3506827503309796,0.48086048832830713,9.792258285575923e-12,0.0006147898758388777,0.0021574517057004645,0.0003475114710154781,4.110496763714979e-07
19413,323,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8089838639337112,0.542229253375009,0.2655909289140863,0.47056258177060617,0.9084169210641081,1.7072275873284774e-06,0.006195816052108383,0.20971811976265353,0.020305855570051396,8.533457084674591e-10
19414,323,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7330057308534924,0.7775899486928647,0.7447320452869985,0.6925010113612071,0.7876164364227932,4.327552694540796e-18,1.836481810593487e-21,6.566354665283456e-19,1.4536613004486814e-15,2.492596090569596e-22
19415,323,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7669995516965213,0.8486540958958475,0.7048517673176466,0.712065470911867,0.8171526150481148,4.9196240997089126e-33,1.1473383764220244e-46,6.104411936142263e-26,1.1465628110979473e-26,1.3267646902189717e-40
19464,324,S3-C1-A1-Q1-O1-T,Birds,General,False,0.46914664466602024,-0.030150137922080055,-0.09124796261983759,0.1333105295287438,-0.035615498799293654,8.50388125808585e-07,0.7658722529147192,0.36658270182474295,0.18608320921316907,0.7249965992429666
19465,324,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5424766396849802,0.34034850384921367,0.4088229748350574,0.7233021862466401,0.23498585519365484,0.006167713990639433,0.10366097579971024,0.04730563075753917,6.505140016695244e-05,0.26902825321617746
19466,324,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.5463992897373966,0.2955388057480681,0.6915131386992028,0.6376059866117767,0.5813983956107593,4.090789830859973e-09,0.0028337846936802025,1.6553510447393252e-15,9.78745810722343e-13,2.2588137326708125e-10
19467,324,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4589398421112523,0.4229474953608917,0.4948172941246266,0.5297356173557534,0.564598632375212,5.011761931341504e-10,1.3722457371803602e-08,1.2322037826701553e-11,2.1573587472634207e-13,2.3264667256580487e-15
19468,324,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.41959433807160695,0.2279843360867356,0.25476512339301893,0.2667270843130645,0.39504635580557496,1.3896003109336211e-05,0.02253001340924344,0.010528291036170265,0.00730701778309265,4.751392099644789e-05
19469,324,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.09953959618687533,-0.08378915848902158,0.6669591444944378,0.6792371563588981,0.6415261199180555,0.6435346122359514,0.697088213996355,0.00037151319099540555,0.00026233904474225016,0.000728294831608808
19470,324,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.44987702666407753,0.7205454397929357,0.625310159370717,0.6773945492327503,0.7390134580908247,1.3107720935484362e-06,3.1176237068662673e-18,7.757864975330743e-13,1.544511840554812e-15,1.514537802083342e-19
19471,324,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6339456626506236,0.7509286039553333,0.7061491373441465,0.711635642559172,0.7871871330409238,1.3674126104639208e-19,1.2272605671827725e-30,9.10262344244351e-26,2.585834474902065e-26,2.0650286046659627e-35
19472,324,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.7119693211006565,0.5268854257360774,0.49202160298522435,0.5842676987308348,0.6661605588518607,1.005612633378144e-16,1.7894112889230703e-08,2.0042265118584782e-07,1.7541441657352788e-10,3.9248618553569906e-14
19473,324,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.845212068211631,0.6242970256298771,0.4980323567993004,0.6335811106252732,0.9055531263664188,2.0205433102700722e-07,0.0011118138484968209,0.013260827925306024,0.000887934624907463,1.1810937851005975e-09
19474,324,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7856708336078596,0.8181229822189977,0.727081710341482,0.6797299268630481,0.7374007568930632,3.7031964975691024e-22,2.7601534388845118e-25,1.0808747816157756e-17,7.49890009820454e-15,2.159851095943899e-18
19475,324,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7307538994733995,0.8839242433239249,0.7524479836684984,0.7806974649756324,0.7948715170198545,1.1738804360927915e-28,2.3635285609691407e-55,3.469521400560504e-31,6.678609985599996e-35,5.565338842199786e-37
19524,325,S3-C1-A1-Q1-O1-T,Birds,General,False,0.39190741135779383,0.24217985699104588,0.09243078704983021,0.22277984460910977,0.22385009115640503,5.522329862802199e-05,0.01519887318375225,0.360376967120548,0.025889386788509224,0.025165730878776413
19525,325,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5970214629872975,0.2219848345141413,0.4025405168637757,0.5856329391151993,0.1747700394218134,0.002070058446751047,0.29716905234244645,0.051155551602659236,0.0026410944957944494,0.41404112573716567
19526,325,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.38892764469062036,0.40142421349025126,0.5512235931630851,0.5339068196824739,0.3347729344231244,6.360721023433179e-05,3.484155980882585e-05,2.79873461000339e-09,1.063591345191432e-08,0.0006630234208700965
19527,325,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.5125961962294936,0.4783105136839575,0.5428128930013262,0.5286262253710095,0.564481605258454,1.6641817899136178e-12,7.149995881312238e-11,4.1931909908039305e-14,2.47100393402113e-13,2.364233854423904e-15
19528,325,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.40295994563244564,0.32678482227658434,0.312156410698651,0.270197209740025,0.29419322798859393,3.23031318795043e-05,0.0009054760199224309,0.0015684182080899103,0.0065525867502701715,0.002968436564285324
19529,325,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.2718531468531468,-0.0627181507505318,0.7062937062937064,0.7788461538461539,0.868881118881119,0.19876741835128106,0.7709449265613111,0.0001147493672196072,7.352228889356909e-06,3.654670395240991e-08
19530,325,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.44143811811055694,0.5881018539651255,0.5639738340955642,0.5086648840391372,0.7097250924203625,2.1729795533757447e-06,3.3902852506447766e-11,3.071281729537028e-10,2.590427325966198e-08,1.6428618050335146e-17
19531,325,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6245743936443762,0.7296918666405139,0.7661412341156839,0.783959822911675,0.8078588851348599,6.616079891879669e-19,3.311060416374032e-28,1.553648362134012e-32,5.981495825746178e-35,1.4231059446874647e-38
19532,325,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6966859426861464,0.45624652667178467,0.46009218208991176,0.4777517048572588,0.6204807399886397,8.334834558644336e-16,1.8366305199339199e-06,1.464728682016423e-06,4.998410303274305e-07,5.765173452490766e-12
19533,325,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.873960612691466,0.7126040431028549,0.6350109409190372,0.6087527352297594,0.9212253829321664,2.4254775751846666e-08,9.33915295884408e-05,0.0008571651393576065,0.0015953162430680863,1.7292822603773374e-10
19534,325,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7906534429713825,0.8473990883374212,0.8040134368246092,0.7978168014733599,0.7627574383818099,1.3324675922108365e-22,1.074526173265788e-28,7.455016853003728e-24,2.916781737035638e-23,2.935194143075179e-20
19535,325,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7761515104188715,0.8915594759877282,0.7782645850864132,0.8128357384366391,0.833220854128275,2.8774215471649577e-34,1.314079415197067e-57,1.4656306308182022e-34,7.282017288186638e-40,1.5433801482146096e-43
19584,326,S3-C1-A1-Q1-O1-T,Birds,General,False,0.3939751452825405,0.13201074096695498,-0.14092208682099197,0.2788235353010677,-0.08378515134794128,5.002417203324652e-05,0.19045023229624988,0.16196505648471596,0.004967761519864873,0.4072310314514477
19585,326,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6086767094719899,0.12278243484047797,0.5785916858662826,0.7045999731423608,-0.021364726908400793,0.001598063530892794,0.5676148843212754,0.0030570625143031814,0.00012116318238430727,0.921067690732427
19586,326,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.37297152664203004,0.2940914409389925,0.5840486870478707,0.54662647299996,0.4852922818844818,0.00013254437914725237,0.002978852505787278,1.7884841431881584e-10,4.018859110905612e-09,3.099923973441795e-07
19587,326,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4497952667785298,0.4801114592456299,0.5761910455470547,0.5525466120306922,0.5661988376911913,1.205624979898132e-09,5.92869226559406e-11,4.571418860711334e-16,1.1822355010142297e-14,1.865481563359152e-15
19588,326,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.40097520442463336,0.3009815886179072,0.4491103044719421,0.39521513988023144,0.5204121913113277,3.561824570935155e-05,0.0023433908841313626,2.7747811588253546e-06,4.71292887015602e-05,2.8609387244618337e-08
19589,326,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.17832167832167833,-0.43671314674114675,0.5673076923076923,0.5629370629370629,0.6319930069930071,0.40446637385913964,0.032867463395384613,0.0038389676388672408,0.004184104345401595,0.0009232195195848332
19590,326,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4228875805228161,0.5960990394132745,0.6170406598932411,0.6164658994204104,0.6874387342979058,6.301235565547876e-06,1.567912025198983e-11,1.8752656111190157e-12,1.991997945301677e-12,4.0102348612023516e-16
19591,326,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5735465498988103,0.753827682696653,0.6960899201082869,0.7475013276703173,0.8138117585627198,1.4976919677847148e-15,5.470239994725026e-31,8.49664014829262e-25,3.1450417986034215e-30,1.482101754330045e-39
19592,326,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.7139992837774377,0.5349434285297325,0.43678331424716815,0.5021231809443965,0.6848287924543047,7.515350508484726e-17,9.839667764136427e-09,5.538738599093334e-06,1.0230455933547505e-07,3.934253035535083e-15
19593,326,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7639315489249672,0.7876840192484613,0.2724879333040808,0.6516015796401932,0.790258885476086,1.3974107235453368e-05,4.9086493097026426e-06,0.19767950252080663,0.0005619034282159712,4.348116475001938e-06
19594,326,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8384197840038204,0.8750569289507749,0.8584529346906045,0.8238212860063466,0.8450940319978484,1.4084828009844277e-27,1.1980335462683726e-32,3.568905792074018e-30,6.717432471249688e-26,2.112704646747023e-28
19595,326,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7600784789741984,0.8563705673569656,0.7680392181577893,0.7389092530371802,0.7973297314280591,3.867581088794197e-32,2.2985327105147193e-48,3.58698695613444e-33,1.4069750411337906e-29,2.3345964529514957e-37
19644,327,S3-C1-A1-Q1-O1-T,Birds,General,False,0.37186373815619655,0.22577951007080113,0.04549658732391306,0.28857849728126045,0.018431271526100666,0.00013928149683666523,0.023904652374678065,0.6530863732632102,0.003594468387001232,0.855574177268851
19645,327,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5482743556138051,0.1142105560309471,0.8060288335517694,0.6111839231105285,-0.0782000873743993,0.005538992809005317,0.595148332699516,1.9916996057822625e-06,0.0015095647990852111,0.7164508018915337
19646,327,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.5400089449169679,0.29562032147450606,0.5965607079015959,0.6126230671044341,0.4528948329216274,6.701786898430662e-09,0.0028258066491974516,5.770890316378809e-11,1.2552623745280111e-11,2.232002435496484e-06
19647,327,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.48656485885527867,0.4446065987889773,0.5488702557357057,0.528506101269596,0.6016906100637847,3.002936670168599e-11,1.9613809608203124e-09,1.9163180170511877e-14,2.5075161378405945e-13,1.0081374203946012e-17
19648,327,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.18562372465609478,0.2811487285009704,0.2795114733520025,0.3305616441023306,0.4680551315577586,0.06445728049866829,0.004603687583396911,0.004857463950106933,0.0007822327208173394,9.087491607633324e-07
19649,327,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.4558951965065502,-0.08358767590571459,0.8165938864628821,0.6349344978165938,0.690829694323144,0.02515843655895882,0.6977831287130405,1.1337831373855897e-06,0.000858786630619941,0.00018604484069183004
19650,327,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.57283530088954,0.7314828430872428,0.715183221938824,0.7003449145804829,0.7726961584106541,1.3957646760574605e-10,5.357670687807755e-19,7.17279412914798e-18,6.533714875944164e-17,2.9797754712831555e-22
19651,327,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5467619028473356,0.7409809377426066,0.7377819987911055,0.7782029369652497,0.8343769310219513,5.191782221422864e-14,1.808335083794845e-29,4.184858827399822e-29,3.8137201882072157e-34,3.0579444015730317e-43
19652,327,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5804741332877785,0.40074157902893087,0.30942433221361926,0.32078944394184467,0.49410890032395083,2.4492188805269484e-10,3.602873856899741e-05,0.0017326767854608405,0.0011378758032029178,1.7473039826947643e-07
19653,327,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.9369527145359018,0.6052336676346846,0.46234676007005243,0.6182136602451839,0.8669001751313484,1.607800673902671e-11,0.001726794514832401,0.022920385591631464,0.0012834331404191902,4.268786647750536e-08
19654,327,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.794274700565086,0.8204844001966587,0.7644529929099525,0.7663806546411844,0.7490797131821287,6.228706408406452e-23,1.5460858559675348e-25,2.1603696966931178e-20,1.519973373885676e-20,3.1789257345871715e-19
19655,327,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7549352790499204,0.88796337391495,0.7648816895602468,0.7694472208315802,0.7725340305602573,1.712065591442384e-31,1.5887305866834024e-56,9.315913831103711e-33,2.3322402762466734e-33,8.97874545133383e-34
19704,328,S3-C1-A1-Q1-O1-T,Birds,General,False,0.2310332596885103,0.15477377356996438,-0.12263945409004419,0.13636406175563875,0.13354553664674937,0.020740926650134824,0.12415630005193354,0.22414863339853505,0.17611156777789558,0.18530147626127727
19705,328,S3-C1-A1-Q1-O1-T,Birds,General,True,0.5407668576465404,0.2739647137098476,0.22609078889378587,0.7814014984574703,0.05332745702952844,0.006364134437180169,0.19516424637931545,0.2880911466214313,6.554024383850336e-06,0.8045372241653046
19706,328,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.39456132609765965,0.359291268137798,0.5435723069477814,0.46355834802963164,0.46424315218253476,4.863559788926821e-05,0.00024149028917084248,5.095650621148199e-09,1.1916770556575718e-06,1.1437737694923434e-06
19707,328,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.35862927152661606,0.38702606199455786,0.4924900125198412,0.4699426706466482,0.594701982163423,2.0903542012593777e-06,2.5913919613866954e-07,1.5879285400471944e-11,1.683166223317669e-10,2.965705594501813e-17
19708,328,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.4772087655221001,0.3456436782040447,0.33914484741231987,0.525966556153031,0.5502252991998149,5.171067865435702e-07,0.0004279937807437027,0.0005570642434744376,1.9138121932414055e-08,3.0289207119296883e-09
19709,328,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.40830609871313644,-0.31089611803839423,0.4266667583983096,0.5613115960895794,0.47213124904730974,0.04761355637656226,0.13922135332588015,0.03759583027963431,0.004318960382246448,0.019835298776372426
19710,328,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4940640461120778,0.7541841468788955,0.6556685512057954,0.701558241752887,0.8013379456964858,7.359981075967089e-08,1.0362681558452192e-20,2.39785845909059e-14,5.481733792481607e-17,6.014995628346258e-25
19711,328,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5965251830030115,0.7647408939838418,0.721708163359366,0.7642204144945448,0.774495316756665,5.4729720155227087e-17,2.3550250488955472e-32,2.372508847965265e-27,2.746737645454364e-32,1.2213663465894478e-33
19712,328,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.7232614608727697,0.5499757893081237,0.4615006134418403,0.5057738019616576,0.6439558804947448,1.926057522245703e-17,3.089225988875112e-09,1.3473129888363604e-06,7.980154047255615e-08,4.928741981296996e-13
19713,328,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.8909725250763192,0.6562634740595857,0.4775403401657217,0.7060619276057565,0.9249890972525076,5.342871125910873e-09,0.0004967800228577211,0.018280092288852866,0.00011560913429748333,1.027380795133865e-10
19714,328,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8012959148222493,0.8067987426222594,0.8078232089778071,0.8069464978952758,0.806899719184818,1.3640757657977362e-23,3.9739403114784356e-24,3.1449075151690643e-24,3.842407635096607e-24,3.883584562504174e-24
19715,328,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7926633403409892,0.8519043283225689,0.7079275053073096,0.7386976152865424,0.7782028172872955,1.2023540093491765e-36,2.2707029460109756e-47,3.0108805882430573e-26,1.4880917992780727e-29,1.494976506270359e-34
19764,329,S3-C1-A1-Q1-O1-T,Birds,General,False,0.4365147855880942,0.24757757598468833,-0.02154397437998859,0.2946659348350427,0.1131027900901776,5.6210890064078536e-06,0.013011995050419594,0.8315174312936889,0.0029204916459662157,0.26254011841109687
19765,329,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6630292448712354,0.53787249732772,0.2946311654299433,0.8070711479703186,0.020515058926233086,0.000413914857122722,0.006708549907412199,0.16223647698787946,1.8868804555352048e-06,0.9241978196024256
19766,329,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.3079919667127031,0.1908053212942578,0.5623905911608791,0.5165367067769117,0.5160439773155717,0.0018248782574876448,0.05722688932813846,1.1354838569239826e-09,3.7713874365221663e-08,3.905261037815765e-08
19767,329,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.3887145743236891,0.4495143856198983,0.5319328028446801,0.5481178179788876,0.5307156011943577,2.2743976271065272e-07,1.238067549196242e-09,1.6463865005076593e-13,2.113899769422983e-14,1.9127966808922613e-13
19768,329,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.4994009328965046,0.367534494472265,0.5554652213317588,0.45194639191632296,0.668092922512052,1.2289324399220322e-07,0.00016877246155838028,1.994569520532991e-09,2.3577202704494344e-06,3.117097987248452e-14
19769,329,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.6819571865443425,0.3922526691858048,0.5692442114460463,0.7780690257754479,0.4425513324595893,0.00024234558255457932,0.05798150206869511,0.003693909477850691,7.611485133645141e-06,0.030345182009243833
19770,329,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.606549867897966,0.7744451806770939,0.7945671707758124,0.7601947850298598,0.8262478342768115,5.539828279951262e-12,2.094400927683353e-22,2.8485587307451015e-24,3.390916966165733e-21,1.1242467647651027e-27
19771,329,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.7019609299985212,0.6685371524575,0.7043044373780433,0.7178417218733659,0.7817234742368401,2.333423797963843e-25,2.468754578888259e-22,1.3807558980962484e-25,6.008438906190956e-27,1.236645386692763e-34
19772,329,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6576196679528589,0.44326265955606814,0.5203653603538642,0.5391294754026501,0.666614666606901,1.0651442479575305e-13,3.864463857665814e-06,2.8705657051697192e-08,7.1671467324114115e-09,3.718549463187768e-14
19773,329,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.7155644407142763,0.6999136604474633,0.5121153684916694,0.5662520314865261,0.8308231425742939,8.463392675147646e-05,0.00014057102259047287,0.010516772786570492,0.003920047496472127,5.00435318925757e-07
19774,329,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.7368291734932683,0.8337291333248434,0.8221015419804631,0.7680098296793036,0.7862507425327058,2.366006633775783e-18,5.0783791741561844e-27,1.0344935849840872e-25,1.1262653683082658e-20,3.292455344713085e-22
19775,329,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.797253730694609,0.8980734912191187,0.8066651208391855,0.7594100876469175,0.7978891389926454,2.3985789299945974e-37,1.1407264823438866e-59,7.70240710676794e-39,4.7023730936767873e-32,1.9126191249212973e-37
19824,330,S3-C1-A1-Q1-O1-T,Birds,General,False,0.36904246687288117,0.23266628259565333,-0.005673488892237449,0.29545177702203085,0.04605253843479821,0.00015789989990980423,0.019833844757473018,0.9553242544389624,0.0028423246457784466,0.6491258146743419
19825,330,S3-C1-A1-Q1-O1-T,Birds,General,True,0.6671070013210039,0.5506169153404573,0.7833553500660502,0.7595772787318362,0.45486569793042714,0.0003699943488273118,0.0053006712426166575,5.996548881016857e-06,1.6710799498443693e-05,0.025531294270303307
19826,330,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.43637713822204255,0.31396466843136134,0.5041727413470052,0.45085757755002664,0.3791160396932159,5.663747666610866e-06,0.0014676048974084353,8.901868136553739e-08,2.5102912879434945e-06,0.00010034972421437964
19827,330,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4770787016202601,0.4554640072677705,0.623562128534294,0.5604943631919104,0.6426241697422316,8.122197375311632e-11,7.018111398253143e-10,2.885746244460248e-19,4.0769293684100886e-15,1.02956352127119e-20
19828,330,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.45756212920729256,0.31184839194921027,0.27649457991866455,0.17625683910508563,0.4241488237719777,1.7003560873886281e-06,0.0015862034000991953,0.005357903250000641,0.07940146361179476,1.094345042117438e-05
19829,330,S3-C1-A1-Q1-O1-T,Mammals,General,True,0.020282186948853618,-0.2788339708571014,0.6208112874779542,0.4894179894179894,0.7874779541446209,0.9250558993502749,0.18702582014342042,0.0012075609825979972,0.015211490551058285,4.95616255263404e-06
19830,330,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.4149676579711174,0.755709339289417,0.675166402205823,0.6848022722178868,0.782890487468894,9.742287114960751e-06,7.828748784378832e-21,2.0681803921098644e-15,5.743213936304734e-16,3.6467888805320216e-23
19831,330,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.6396272289628908,0.720673989541016,0.7228050524968269,0.7574681998571562,0.8062609588688825,5.119784032993419e-20,3.0465867965392e-27,1.817518162737293e-27,1.9514650946750604e-31,2.5769476988206105e-38
19832,330,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.5593953592643203,0.3269459305297296,0.3480813697239509,0.35301018998935263,0.49061231734446986,1.4510729730111972e-09,0.0008998765680973168,0.0003871335352271149,0.0003152630757375204,2.1976022765738262e-07
19833,330,S3-C1-A1-Q1-O1-T,Vehicles,General,True,0.936897458369851,0.7745400942372636,0.46362839614373363,0.7212971078001753,0.936897458369851,1.6229465612088964e-11,8.893535310951088e-06,0.02249553588936866,6.969930718306064e-05,1.6229465612088964e-11
19834,330,S3-C1-A1-Q1-O1-T,Vehicles,Specific,False,0.8294291283024154,0.8436593518900528,0.8349109823076717,0.7914644373109201,0.8260081550032143,1.589621712301714e-26,3.2002741782219717e-28,3.690092911446739e-27,1.125283695102349e-22,3.8528642246257526e-26
19835,330,S3-C1-A1-Q1-O1-T,Vehicles,Specific,True,0.7605581505248707,0.83636074224024,0.7657477604342231,0.7467513933800888,0.8114718431279505,3.3601278088950524e-32,3.788557668827373e-44,7.1809792247641e-33,1.6954745105365012e-30,1.2356873564633003e-39
19884,331,S3-C1-A1-Q1-O1-T,Birds,General,False,0.2911599050059321,0.3388745641821553,0.023366736013268805,0.31587774229548915,0.007433393792514714,0.0032932848705089957,0.0005631350821274783,0.817500419650012,0.0013673801111819747,0.9414875152328547
19885,331,S3-C1-A1-Q1-O1-T,Birds,General,True,0.7081593799955085,0.6168675528090907,0.7917309838459101,0.855949163646745,0.3571586438238217,0.00010803005152939782,0.0013243322258952442,4.053859074260736e-06,9.657373505593539e-08,0.08664947763099055
19886,331,S3-C1-A1-Q1-O1-T,Birds,Specific,False,0.3410275752782788,0.26425070689877395,0.5421983291244376,0.45428077240412135,0.3671143909804587,0.0005164134899534636,0.007891342293808947,5.665586690922899e-09,2.0596382461824905e-06,0.00017192262275325125
19887,331,S3-C1-A1-Q1-O1-T,Birds,Specific,True,0.4029262812821439,0.4054254222188091,0.48457678357588785,0.531344609666842,0.5580638075317331,7.36525441350038e-08,6.00737905463346e-08,3.708605718811158e-11,1.7702751073007901e-13,5.662926966921953e-15
19888,331,S3-C1-A1-Q1-O1-T,Mammals,General,False,0.38982349187447396,0.2535447628114697,0.2761049231891786,0.40569504002050555,0.47248054344604484,6.0969608755813694e-05,0.010918178671610806,0.005425773093300761,2.820549805001584e-05,6.933446933634232e-07
19889,331,S3-C1-A1-Q1-O1-T,Mammals,General,True,-0.1383977594304,-0.2723646024276136,0.6221350384489589,0.6168960065462308,0.6719058415248758,0.5189736253030446,0.19789055289454743,0.0011703989634161557,0.0013234562987415347,0.00032353521037577644
19890,331,S3-C1-A1-Q1-O1-T,Mammals,Specific,False,0.3431750167787753,0.6715403049867866,0.6075846702605727,0.6014800395436037,0.688890689116058,0.00031660552404779796,3.3082401184173564e-15,4.987222921268168e-12,9.219920801843693e-12,3.2851862136678175e-16
19891,331,S3-C1-A1-Q1-O1-T,Mammals,Specific,True,0.5793071433022939,0.6757113815308062,0.6604184297492461,0.7173707914383225,0.7447670057621432,6.693839687996009e-16,5.9810784236686e-23,1.1719655228487822e-21,6.721307415274901e-27,6.591660945799495e-30
19892,331,S3-C1-A1-Q1-O1-T,Vehicles,General,False,0.6989466374776809,0.3882448804450521,0.3828296087635159,0.4610024978079222,0.6002329324159176,6.147192728066034e-16,6.568842890365288e-05,8.45878259160684e-05,1.387781526402262e-06,4.102208580370561e-11
