,domain,c1,c2,prompt_name,prompt
1088,Birds,Swallows,Canaries,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and canaries on a scale of 0 to 20? Answer with a single number.
Answer:"
1089,Birds,Swallows,Chickens,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and chickens on a scale of 0 to 20? Answer with a single number.
Answer:"
1090,Birds,Swallows,Crows,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and crows on a scale of 0 to 20? Answer with a single number.
Answer:"
1091,Birds,Swallows,Seagulls,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and seagulls on a scale of 0 to 20? Answer with a single number.
Answer:"
1092,Birds,Swallows,Blackbirds,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and blackbirds on a scale of 0 to 20? Answer with a single number.
Answer:"
1093,Birds,Swallows,Sparrows,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and sparrows on a scale of 0 to 20? Answer with a single number.
Answer:"
1094,Birds,Swallows,Storks,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and storks on a scale of 0 to 20? Answer with a single number.
Answer:"
1095,Birds,Swallows,Parrots,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and parrots on a scale of 0 to 20? Answer with a single number.
Answer:"
1096,Birds,Swallows,Peacocks,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and peacocks on a scale of 0 to 20? Answer with a single number.
Answer:"
1097,Birds,Swallows,Pelicans,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and pelicans on a scale of 0 to 20? Answer with a single number.
Answer:"
1098,Birds,Swallows,Herons,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and herons on a scale of 0 to 20? Answer with a single number.
Answer:"
1099,Birds,Swallows,Robins,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and robins on a scale of 0 to 20? Answer with a single number.
Answer:"
1100,Birds,Swallows,Woodpeckers,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and woodpeckers on a scale of 0 to 20? Answer with a single number.
Answer:"
1101,Birds,Swallows,Ostriches,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and ostriches on a scale of 0 to 20? Answer with a single number.
Answer:"
1102,Birds,Swallows,Falcons,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and falcons on a scale of 0 to 20? Answer with a single number.
Answer:"
1103,Birds,Swallows,Swans,two_choice_similarity,"You are an expert on birds and the different properties that they have. With these properties in mind, we will ask you whether two birds are similar or not.

Question: With their respective properties in mind, how similar are swallows and swans on a scale of 0 to 20? Answer with a single number.
Answer:"
1104,Vehicles,Cars,Boats,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and boats on a scale of 0 to 20? Answer with a single number.
Answer:"
1105,Vehicles,Cars,Mopeds,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and mopeds on a scale of 0 to 20? Answer with a single number.
Answer:"
1106,Vehicles,Cars,Motorbikes,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and motorbikes on a scale of 0 to 20? Answer with a single number.
Answer:"
1107,Vehicles,Cars,Buses,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and buses on a scale of 0 to 20? Answer with a single number.
Answer:"
1108,Vehicles,Cars,Trucks,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and trucks on a scale of 0 to 20? Answer with a single number.
Answer:"
1109,Vehicles,Cars,Vans,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and vans on a scale of 0 to 20? Answer with a single number.
Answer:"
1110,Vehicles,Cars,Caravans,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and caravans on a scale of 0 to 20? Answer with a single number.
Answer:"
1111,Vehicles,Cars,Submarines,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and submarines on a scale of 0 to 20? Answer with a single number.
Answer:"
1112,Vehicles,Cars,Bicycles,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and bicycles on a scale of 0 to 20? Answer with a single number.
Answer:"
1113,Vehicles,Cars,Helicopters,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and helicopters on a scale of 0 to 20? Answer with a single number.
Answer:"
1114,Vehicles,Cars,Hovercraft,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and hovercraft on a scale of 0 to 20? Answer with a single number.
Answer:"
1115,Vehicles,Cars,Jeeps,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and jeeps on a scale of 0 to 20? Answer with a single number.
Answer:"
1116,Vehicles,Cars,Carts,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and carts on a scale of 0 to 20? Answer with a single number.
Answer:"
1117,Vehicles,Cars,Carriages,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and carriages on a scale of 0 to 20? Answer with a single number.
Answer:"
1118,Vehicles,Cars,Rockets,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and rockets on a scale of 0 to 20? Answer with a single number.
Answer:"
1119,Vehicles,Cars,Skateboards,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and skateboards on a scale of 0 to 20? Answer with a single number.
Answer:"
1120,Vehicles,Cars,Sleds,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and sleds on a scale of 0 to 20? Answer with a single number.
Answer:"
1121,Vehicles,Cars,Taxis,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and taxis on a scale of 0 to 20? Answer with a single number.
Answer:"
1122,Vehicles,Cars,Tractors,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and tractors on a scale of 0 to 20? Answer with a single number.
Answer:"
1123,Vehicles,Cars,Trams,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and trams on a scale of 0 to 20? Answer with a single number.
Answer:"
1124,Vehicles,Cars,Trains,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and trains on a scale of 0 to 20? Answer with a single number.
Answer:"
1125,Vehicles,Cars,Airplanes,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and airplanes on a scale of 0 to 20? Answer with a single number.
Answer:"
1126,Vehicles,Cars,Zeppelins,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are cars and zeppelins on a scale of 0 to 20? Answer with a single number.
Answer:"
1127,Vehicles,Boats,Cars,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and cars on a scale of 0 to 20? Answer with a single number.
Answer:"
1128,Vehicles,Boats,Mopeds,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and mopeds on a scale of 0 to 20? Answer with a single number.
Answer:"
1129,Vehicles,Boats,Motorbikes,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and motorbikes on a scale of 0 to 20? Answer with a single number.
Answer:"
1130,Vehicles,Boats,Buses,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and buses on a scale of 0 to 20? Answer with a single number.
Answer:"
1131,Vehicles,Boats,Trucks,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and trucks on a scale of 0 to 20? Answer with a single number.
Answer:"
1132,Vehicles,Boats,Vans,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and vans on a scale of 0 to 20? Answer with a single number.
Answer:"
1133,Vehicles,Boats,Caravans,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and caravans on a scale of 0 to 20? Answer with a single number.
Answer:"
1134,Vehicles,Boats,Submarines,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and submarines on a scale of 0 to 20? Answer with a single number.
Answer:"
1135,Vehicles,Boats,Bicycles,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and bicycles on a scale of 0 to 20? Answer with a single number.
Answer:"
1136,Vehicles,Boats,Helicopters,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and helicopters on a scale of 0 to 20? Answer with a single number.
Answer:"
1137,Vehicles,Boats,Hovercraft,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and hovercraft on a scale of 0 to 20? Answer with a single number.
Answer:"
1138,Vehicles,Boats,Jeeps,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and jeeps on a scale of 0 to 20? Answer with a single number.
Answer:"
1139,Vehicles,Boats,Carts,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and carts on a scale of 0 to 20? Answer with a single number.
Answer:"
1140,Vehicles,Boats,Carriages,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and carriages on a scale of 0 to 20? Answer with a single number.
Answer:"
1141,Vehicles,Boats,Rockets,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and rockets on a scale of 0 to 20? Answer with a single number.
Answer:"
1142,Vehicles,Boats,Skateboards,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and skateboards on a scale of 0 to 20? Answer with a single number.
Answer:"
1143,Vehicles,Boats,Sleds,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and sleds on a scale of 0 to 20? Answer with a single number.
Answer:"
1144,Vehicles,Boats,Taxis,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and taxis on a scale of 0 to 20? Answer with a single number.
Answer:"
1145,Vehicles,Boats,Tractors,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and tractors on a scale of 0 to 20? Answer with a single number.
Answer:"
1146,Vehicles,Boats,Trams,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and trams on a scale of 0 to 20? Answer with a single number.
Answer:"
1147,Vehicles,Boats,Trains,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and trains on a scale of 0 to 20? Answer with a single number.
Answer:"
1148,Vehicles,Boats,Airplanes,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and airplanes on a scale of 0 to 20? Answer with a single number.
Answer:"
1149,Vehicles,Boats,Zeppelins,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are boats and zeppelins on a scale of 0 to 20? Answer with a single number.
Answer:"
1150,Vehicles,Mopeds,Cars,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and cars on a scale of 0 to 20? Answer with a single number.
Answer:"
1151,Vehicles,Mopeds,Boats,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and boats on a scale of 0 to 20? Answer with a single number.
Answer:"
1152,Vehicles,Mopeds,Motorbikes,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and motorbikes on a scale of 0 to 20? Answer with a single number.
Answer:"
1153,Vehicles,Mopeds,Buses,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and buses on a scale of 0 to 20? Answer with a single number.
Answer:"
1154,Vehicles,Mopeds,Trucks,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and trucks on a scale of 0 to 20? Answer with a single number.
Answer:"
1155,Vehicles,Mopeds,Vans,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and vans on a scale of 0 to 20? Answer with a single number.
Answer:"
1156,Vehicles,Mopeds,Caravans,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and caravans on a scale of 0 to 20? Answer with a single number.
Answer:"
1157,Vehicles,Mopeds,Submarines,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and submarines on a scale of 0 to 20? Answer with a single number.
Answer:"
1158,Vehicles,Mopeds,Bicycles,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and bicycles on a scale of 0 to 20? Answer with a single number.
Answer:"
1159,Vehicles,Mopeds,Helicopters,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and helicopters on a scale of 0 to 20? Answer with a single number.
Answer:"
1160,Vehicles,Mopeds,Hovercraft,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and hovercraft on a scale of 0 to 20? Answer with a single number.
Answer:"
1161,Vehicles,Mopeds,Jeeps,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and jeeps on a scale of 0 to 20? Answer with a single number.
Answer:"
1162,Vehicles,Mopeds,Carts,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and carts on a scale of 0 to 20? Answer with a single number.
Answer:"
1163,Vehicles,Mopeds,Carriages,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and carriages on a scale of 0 to 20? Answer with a single number.
Answer:"
1164,Vehicles,Mopeds,Rockets,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and rockets on a scale of 0 to 20? Answer with a single number.
Answer:"
1165,Vehicles,Mopeds,Skateboards,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and skateboards on a scale of 0 to 20? Answer with a single number.
Answer:"
1166,Vehicles,Mopeds,Sleds,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and sleds on a scale of 0 to 20? Answer with a single number.
Answer:"
1167,Vehicles,Mopeds,Taxis,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and taxis on a scale of 0 to 20? Answer with a single number.
Answer:"
1168,Vehicles,Mopeds,Tractors,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and tractors on a scale of 0 to 20? Answer with a single number.
Answer:"
1169,Vehicles,Mopeds,Trams,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and trams on a scale of 0 to 20? Answer with a single number.
Answer:"
1170,Vehicles,Mopeds,Trains,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and trains on a scale of 0 to 20? Answer with a single number.
Answer:"
1171,Vehicles,Mopeds,Airplanes,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and airplanes on a scale of 0 to 20? Answer with a single number.
Answer:"
1172,Vehicles,Mopeds,Zeppelins,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are mopeds and zeppelins on a scale of 0 to 20? Answer with a single number.
Answer:"
1173,Vehicles,Motorbikes,Cars,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and cars on a scale of 0 to 20? Answer with a single number.
Answer:"
1174,Vehicles,Motorbikes,Boats,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and boats on a scale of 0 to 20? Answer with a single number.
Answer:"
1175,Vehicles,Motorbikes,Mopeds,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and mopeds on a scale of 0 to 20? Answer with a single number.
Answer:"
1176,Vehicles,Motorbikes,Buses,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and buses on a scale of 0 to 20? Answer with a single number.
Answer:"
1177,Vehicles,Motorbikes,Trucks,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and trucks on a scale of 0 to 20? Answer with a single number.
Answer:"
1178,Vehicles,Motorbikes,Vans,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and vans on a scale of 0 to 20? Answer with a single number.
Answer:"
1179,Vehicles,Motorbikes,Caravans,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and caravans on a scale of 0 to 20? Answer with a single number.
Answer:"
1180,Vehicles,Motorbikes,Submarines,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and submarines on a scale of 0 to 20? Answer with a single number.
Answer:"
1181,Vehicles,Motorbikes,Bicycles,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and bicycles on a scale of 0 to 20? Answer with a single number.
Answer:"
1182,Vehicles,Motorbikes,Helicopters,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and helicopters on a scale of 0 to 20? Answer with a single number.
Answer:"
1183,Vehicles,Motorbikes,Hovercraft,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and hovercraft on a scale of 0 to 20? Answer with a single number.
Answer:"
1184,Vehicles,Motorbikes,Jeeps,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and jeeps on a scale of 0 to 20? Answer with a single number.
Answer:"
1185,Vehicles,Motorbikes,Carts,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and carts on a scale of 0 to 20? Answer with a single number.
Answer:"
1186,Vehicles,Motorbikes,Carriages,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and carriages on a scale of 0 to 20? Answer with a single number.
Answer:"
1187,Vehicles,Motorbikes,Rockets,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and rockets on a scale of 0 to 20? Answer with a single number.
Answer:"
1188,Vehicles,Motorbikes,Skateboards,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and skateboards on a scale of 0 to 20? Answer with a single number.
Answer:"
1189,Vehicles,Motorbikes,Sleds,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and sleds on a scale of 0 to 20? Answer with a single number.
Answer:"
1190,Vehicles,Motorbikes,Taxis,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and taxis on a scale of 0 to 20? Answer with a single number.
Answer:"
1191,Vehicles,Motorbikes,Tractors,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and tractors on a scale of 0 to 20? Answer with a single number.
Answer:"
1192,Vehicles,Motorbikes,Trams,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and trams on a scale of 0 to 20? Answer with a single number.
Answer:"
1193,Vehicles,Motorbikes,Trains,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and trains on a scale of 0 to 20? Answer with a single number.
Answer:"
1194,Vehicles,Motorbikes,Airplanes,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and airplanes on a scale of 0 to 20? Answer with a single number.
Answer:"
1195,Vehicles,Motorbikes,Zeppelins,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are motorbikes and zeppelins on a scale of 0 to 20? Answer with a single number.
Answer:"
1196,Vehicles,Buses,Cars,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are buses and cars on a scale of 0 to 20? Answer with a single number.
Answer:"
1197,Vehicles,Buses,Boats,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are buses and boats on a scale of 0 to 20? Answer with a single number.
Answer:"
1198,Vehicles,Buses,Mopeds,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, how similar are buses and mopeds on a scale of 0 to 20? Answer with a single number.
Answer:"
